SOURCELONG:Gozzilioni Pathfinder PRD	SOURCESHORT:PRD	SOURCEWEB:http://paizo.com/pathfinderRPG/prd/	SOURCEDATE:2013-01									
Antiplague (Vial)	TYPE:Goods.Alchemical.Vial.Consumable.Liquid	COST:50	WT:0	SOURCEPAGE:PRD	SPROP:If you drink a vial of this foul-tasting, milky tonic, you gain a +5 alchemical bonus on Fortitude saving throws against disease for the next hour. If already infected, you may also make two saving throws (without the +5 bonus) that day and use the better result.	TEMPBONUS:ANYPC|SAVE|Fortitude|5|TYPE=Alchemical						
Bladeguard	TYPE:Goods.Alchemical.Liquid.Consumable	COST:40	WT:0	SOURCEPAGE:PRD	SPROP:This clear resin protects a weapon from harmful attacks made by oozes and rust monsters, as well as from similar effects that corrode or melt weapons, rendering the weapon immune for 24 hours. One pot can coat one two-handed weapon, two one-handed or light weapons, or 50 ammunition items. Applying it takes 1 full round per pot. Immersing the weapon in water or similar liquid washes it off.							
Fire Ward Gel	TYPE:Goods.Alchemical.Liquid.Consumable	COST:150	WT:1	SOURCEPAGE:PRD	SPROP:When you apply this thin gel to your skin, armor, or clothing, it creates a resistant barrier that protects you from fire or heat damage. You gain fire resistance 5. The gel burns away as it absorbs fire damage; when it absorbs a total of 20 points of fire damage, it is discharged. Fire ward gel counts as protection from energy for the purpose of stacking multiple fire protection effects. Applying fire ward gel takes 1 minute, and it lasts for 1 hour before losing its potency. Multiple applications of fire ward gel do not stack; applying more while a dose is active merely resets the potential amount of fire damage absorbed to 20 points.							
Frost Ward Gel	TYPE:Goods.Alchemical.Liquid.Consumable	COST:150	WT:1	SOURCEPAGE:PRD	SPROP:When you apply this thin gel to your skin, armor, or clothing, it creates a resistant barrier that protects you from cold damage. You gain cold resistance 5. The gel flakes away as it absorbs cold damage; when it absorbs a total of 20 points of cold damage, it is discharged. Frost ward gel counts as protection from energy for the purpose of stacking multiple cold protection effects. Applying frost ward gel takes 1 minute, and it lasts for 1 hour before losing its potency. Multiple applications of frost ward gel do not stack; applying more while a dose is active merely resets the potential amount of cold damage absorbed to 20 points.							
Meditation Tea	TYPE:Goods.Alchemical.Liquid.Consumable	COST:30	WT:0	SOURCEPAGE:PRD	SPROP:Drinking this cloudy tea has a soothing effect that clarifies your thoughts. For 10 minutes after drinking the tea, you gain a +2 alchemical bonus against mind-affecting effects. If you drink meditation tea while suffering from a mind-affecting affect, you may immediately roll another saving throw (with the +2 bonus) against the effect; you may gain this particular benefit only once per day.							
Padzahr	TYPE:Goods.Alchemical.Liquid.Consumable	COST:80	WT:0	SOURCEPAGE:PRD	SPROP:Drinking this crystal-clear liquid accelerates the natural process of healing Constitution damage. Resting for 1 hour after drinking a vial heals you of 1 point of Constitution damage as if you had benefited from a full night's rest. Taking multiple doses in an hour does not increase the rate of healing; you must take each individually, followed by an hour of rest, for it to have any effect. Using more than 4 doses of padzahr in 1 day has no effect.							
Smelling Salt	TYPE:Goods.Alchemical.Powder.Consumable	COST:25	WT:0	SOURCEPAGE:PRD	SPROP:These sharply scented gray crystals cause people inhaling them to regain consciousness. Smelling salts grant you a new saving throw to resist any spell or effect that has already rendered you unconscious or staggered. If exposed to smelling salts while dying, you immediately become conscious and staggered, but must still make stabilization checks each round; if you perform any standard action (or any other strenuous action), you take 1 point of damage after completing the act and fall unconscious again. A container of smelling salts has dozens of uses if stoppered after each use, but depletes in a matter of hours if left open.							
Soothe Syrup (Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable	COST:25	WT:0.5	SOURCEPAGE:PRD	SPROP:This sweet and wholesome-tasting blue liquid creates a sense of warmth and comfort. Soothe syrup coats your stomach and makes it much more difficult for you to succumb to queasiness. For 1 hour after drinking soothe syrup, you gain a +5 alchemical bonus on saving throws made to resist effects that would make you nauseated or sickened.							
Soul Stimulant	TYPE:Goods.Alchemical.Liquid.Consumable	COST:300	WT:0.5	SOURCEPAGE:PRD	SPROP:This soothing elixir was created to counter the energy-draining effects of vampires, wights, and similar horrible creatures. If you have a negative level (whether temporary or permanent), you can drink a dose of soul stimulant, negating the negative level's penalty for 12 hours. You can only benefit from 1 dose of soul stimulant at a time, though you can continue to take a dose every 12 hours to stave off the negative level's effects.							
Troll Oil	TYPE:Goods.Alchemical.Liquid.Consumable	COST:50	WT:1	SOURCEPAGE:PRD	SPROP:This crimson liquid is viscous and tastes foul. If you drink it, for the next hour you automatically stabilize when reduced to negative hit points (unless the damage is sufficient to instantly kill you) and have a 50% chance each round to end any bleed effect on you. If you take fire or acid damage, the benefits of troll oil are suspended for 1 round.							
Twitch Tonic	TYPE:Goods.Alchemical.Liquid.Consumable	COST:45	WT:0	SOURCEPAGE:PRD	SPROP:This thick syrup is extracted from bitter herbs and enhanced by alchemy to ward against sleep, paralysis, and the staggered condition. If you drink twitch tonic, you gain a +2 alchemical bonus on saving throws made against these effects for the next hour. If you drink twitch tonic while suffering from any of these effects, you may immediately roll another saving throw against the effect (with the +2 bonus); you may gain this particular benefit only once per day. You can administer twitch tonic to an unconscious or paralyzed creature as a full-round action, similar to administering a potion.							
Vermin Repellent	TYPE:Goods.Alchemical.Jar.Consumable	COST:5	WT:0	SOURCEPAGE:PRD	SPROP:This vile-smelling white paste keeps vermin at bay if spread on your skin. Normal-sized (Fine) vermin avoid you. Swarms of vermin must make a successful DC 15 Fortitude saving throw in order to enter your square. Vermin repellent has no adverse effect on vermin of Small size or larger, though if an attacking vermin has a choice of targets that are respectively covered and not covered in repellent, it usually chooses the creatures without repellent. Once applied, vermin repellent remains effective for 4 hours or until you spend 1 round washing it off.							
Wismuth Salix	TYPE:Goods.Alchemical.Liquid.Consumable	COST:30	WT:0	SOURCEPAGE:PRD	SPROP:This pink liquid has a horrible chalky taste, but is quite effective at counteracting nausea, indigestion, and diarrhea. A vial of wismuth salix, taken in small doses during the day, alleviates these symptoms. If you drink an entire vial of wismuth salix, for 1 hour you get a +2 alchemical bonus on Fortitude saving throws against effects that inflict the nauseated or sickened condition. If you drink a vial of it while suffering from the nauseated or sickened condition, you may immediately roll another saving throw (with the +2 bonus) against the effect; you may gain this particular benefit only once per day. Drinking a vial of wismuth salix (whether over the course of a day or all at once) usually turns your tongue black for about a day, though this is a harmless side effect.							
Alchemical Cement	TYPE:Goods.Alchemical.Powder.Consumable	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:You mix this fine gray powder with water and a cubic foot of sand or gravel to form a durable stone-like material. Until it cures, it has the consistency of thick mud, and you must hold it in place (typically with a frame of earth or wood) if you want it to harden in a specific shape. It takes 1d10+10 minutes for the cement to partially cure, gaining hardness 2 and 5 hit points per inch of thickness. After 1d6 hours the cement is fully cured and as hard as true stone.							
Alchemical Glue	TYPE:Goods.Alchemical.Flask.Consumable	COST:20	WT:0.5	SOURCEPAGE:PRD	SPROP:This glue is stored as two flasks of syrupy liquid. When mixed together and allowed to cure, they form a strong bond. The glue is sufficient to coat 1 square foot of surface, or (because of waste, spills, and inaccurate mixing) up to 20 smaller applications of approximately 2 square inches each. The glue is tacky after 1 minute and fully cured after 1 hour. Pulling apart a large glued surface (at least 1 square foot) requires a DC 20 Strength check for tacky glue or DC 25 for cured glue. Pulling apart a small glued surface (anything less than 1 square foot) is a DC 15 Strength check for tacky glue or DC 20 for cured glue.							
Alchemical Glue Accelerant	TYPE:Goods.Alchemical.Vial.Consumable	COST:25	WT:0	SOURCEPAGE:PRD	SPROP:This tiny dropper contains a liquid that speeds up the cure time of alchemical glue. Applying the accelerant is a standard action. Accelerated glue is tacky after 1 round and fully cured in 1 minute. The dropper contains 20 doses; each dose is sufficient to cure one small application of alchemical glue. The entire dropper must be used to cure a full square foot of glue.	EQMOD:CHARGED_ITEM_20|CHARGES[20]						
Alchemical Glue Solvent	TYPE:Goods.Alchemical.Vial.Consumable	COST:20	WT:0.5	SOURCEPAGE:PRD	SPROP:This bubbling purple gel eats through adhesives. Each vial can cover a single 5-foot square. It destroys most normal adhesives (such as tar, tree sap, or glue) in a single round but takes 1d4+1 rounds to deal with more powerful adhesives (alchemical glue, tanglefoot bags, spider webbing, and so on). It has no affect on fully magical adhesives, such as sovereign glue.							
Armor Ointment	TYPE:Goods.Alchemical.Vial.Consumable	COST:30	WT:0.5	SOURCEPAGE:PRD	SPROP:This thick lubricant makes the joints of armor move more freely. Applying the ointment takes 1 minute and reduces your armor's armor check penalty by 1 (to a minimum of -1) for 8 hours.							
Blackfire Clay	TYPE:Goods.Alchemical.Jar.Consumable	COST:20	WT:10	SOURCEPAGE:PRD	SPROP:This pliant black clay is always pleasantly warm to the touch. Working blackfire clay in your hands for a full round causes the clay to grow much warmer, granting you a +4 alchemical bonus on saving throws made to resist cold weather. You can combine five blocks of clay over the course of a minute to produce a source of warmth equivalent to a small campfire, allowing you to heat a campsite and cook food. Blackfire clay only produces heat, never light, smoke, or odor. The clay emits warmth for 1 hour before hardening into an unusable lump. A newly created brick of blackfire clay is composed of 10 blocks.	EQMOD:CHARGED_ITEM_10|CHARGES[10]						
Bloodblock (Vial)	TYPE:Goods.Alchemical.Vial.Consumable	COST:25	WT:0	SOURCEPAGE:PRD	SPROP:This gooey, pinkish substance helps treat wounds. Using a dose gives you a +5 alchemical bonus on Heal checks for providing first aid, treating wounds made by caltrops or similar objects, or treating deadly wounds. A dose of bloodblock ends a bleed effect as if you had made a DC 15 Heal check. When treating deadly wounds, using a dose of bloodblock counts as one use of a healer's kit (and grants the +5 bonus stated above).	BONUS:SKILL|Heal|5|TYPE=Alchemical	EQMOD:CHARGED_ITEM_10|CHARGES[10]					
Buoyant Ballon	TYPE:Goods.Alchemical.Consumable	COST:10	WT:1	SOURCEPAGE:PRD	SPROP:This fist-sized alchemically treated animal bladder is tightly sealed around a small wooden grip. By giving the handle a sharp twist you break a tiny glass ampoule just inside the bladder, filling the bag with buoyant gas and causing it to swell into a 3-foot-diameter sphere. Inflating the balloon is a move action. Once filled, the balloon floats upward at a speed of 60 feet per round. The balloon can lift up to 20 pounds of weight as it rises, though carrying more than 10 pounds reduces its speed to 30 feet per round. Multiple balloons attached to a single object add their carrying capacities together when determining how much weight they can lift. If a balloon is not held or bound in place in some manner, it continues to rise until it reaches a height of 600 feet, or until 10 minutes have passed, after which it pops or deflates and is destroyed.							
Candlerod	TYPE:Goods.Alchemical.Consumable.LightSource	COST:1	WT:1	SOURCEPAGE:PRD	SPROP:Similar to but weaker than a sunrod, this stick glows like a candle when struck and lasts for 12 hours.	QUALITY:Shadowy Illumination|5 ft.	QUALITY:Duration|12 hr.					
Casting Plaster	TYPE:Goods.Alchemical.Powder.Consumable	COST:0.5	WT:5	SOURCEPAGE:PRD	SPROP:This white, dry powder mixes with water to form a paste, which hardens over the course of an hour to create a solid material. It can be used to make casts of footprints or carvings, fill in gaps or cracks in walls, or (if applied over a cloth wrapping) create a cast for a broken bone. Hardened plaster has hardness 1 and 5 hit points per inch of thickness. A 5-pound clay pot of plaster can cover about 5 square feet of flat space to a depth of 1 inch, five Medium forearm or lower-leg casts, two Medium full-arm or full-leg casts, or twice as many casts for a Small creature.							
Chill Cream	TYPE:Goods.Alchemical.Jar.Consumable	COST:15	WT:1	SOURCEPAGE:PRD	SPROP:This sticky light blue paste grows pleasantly cool to the touch whenever it is exposed to light. Spreading a dose on your face and hands takes a full-round action and grants you a +2 alchemical bonus on saves to resist hot weather. In areas of bright light this bonus increases to +4, while in areas of dim light or darkness it is negated. A dose of chill cream lasts for 1 hour after being applied. A newly crafted bottle of chill cream holds 5 doses.	EQMOD:CHARGED_ITEM_5|CHARGES[5]						
Defoliant (Flask)	TYPE:Goods.Alchemical.Flask.Liquid.Consumable	COST:30	WT:0	SOURCEPAGE:PRD	SPROP:This milky fluid can be mixed with water to quickly kill light and medium vegetation. One flask of defoliant kills light brush and small trees in 50 5-foot squares. Light vegetation (anything but trees) dies within 1 hour and can be cleared at a rate of 10 minutes per 5-foot square (representing uprooting dead plants and breaking stumps into gravel-sized pieces), leaving barren ground. Medium vegetation (anything but massive trees) dies in 2 hours and can be cleared at a rate of 1 hour per 5-foot square. Massive trees can usually survive a single dose of defoliant, and using defoliant doesn't make clearing them any easier. Defoliant can be used as a splash weapon against plant creatures. A direct hit with the undiluted fluid deals 1d6 hit points of damage, 1 point of Strength damage, and 1 point of Constitution damage (Fortitude DC 20 negates the Strength and Constitution damage); plant creatures within 5 feet of the target take 1 hit point of damage.	EQMOD:CHARGED_ITEM_5|CHARGES[5]						
Embalming Fluid	TYPE:Goods.Alchemical.Liquid.Consumable	COST:50	WT:10	SOURCEPAGE:PRD	SPROP:This fluid is used to preserve corpses, whether for later dissection, taxidermy, necromancy, or magic such as raise dead. Embalming fluid is technically a poison, and using it makes a corpse unpalatable to most animals and vermin, though corpse-eating undead don't mind the taste. Treating a corpse with embalming fluid takes 1 hour and a successful DC 25 Heal check. The embalmed corpse decays at half the normal rate (each day dead counts as half a day for the purpose of raise dead).							
Foaming Powder	TYPE:Goods.Alchemical.Powder.Consumable	COST:10	WT:1	SOURCEPAGE:PRD	SPROP:When you add this 1-pound bag of green powder to a gallon of water, the two combine to form 50 cubic feet of thick green foam. Unless contained, in 1 round the foam fills a 5-foot-square to a depth of 2 feet. When multiple pounds of powder are used, the foam expands at a rate of one 5-foot square per round. Ground covered with the foam is treated as difficult terrain, but is otherwise harmless. After 1 hour, the foam hardens to form a buoyant material roughly the density of honeycomb. The cured foam is easy to cut, with hardness 0 and 5 hit points per foot of thickness. The cured foam breaks down over a few days, and even faster if exposed to water. Casting transmute mud to rock on uncured foam converts it into a soft, pumice-like stone (hardness 2, 5 hit points per inch of thickness).							
Ink (Glowing/Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable.Writing	COST:5	WT:0	SOURCEPAGE:PRD	SPROP:Often extracted from phosphorescent insects, tiny marine plants, or subterranean fungi, glowing ink emits a faint but steady light (typically red or green) that allows you to read it in normal darkness-this includes darkness created by spells like darkness, but not the supernatural darkness created by deeper darkness. If there is glowing ink on an object, you have a +2 bonus on Perception checks to locate it. Mixing glowing ink with marker dye makes the dye glow in the dark until it fades. 							
Impact Foam	TYPE:Goods.Alchemical.Liquid.Consumable	COST:25	WT:1	SOURCEPAGE:PRD	SPROP:This milky white liquid bubbles into a 1-foot-thick semisolid sheet of foam when splashed across the ground. You can spend a minute to apply a flask of impact foam to a 10-foot-radius area, or you can throw the flask as a splash weapon. The foam does not interfere with movement, but reacts strongly to sudden force. A creature that falls onto a sheet of impact foam ignores the first 1d6 points of falling damage and converts the second 1d6 points of falling damage into nonlethal damage. A sheet of impact foam dissolves after 10 minutes or when exposed to at least a gallon of water.							
Ink (Invisible/Simple/Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable.Writing	COST:2	WT:0	SOURCEPAGE:PRD	SPROP:Invisible ink is a staple of spies, rebels, and secret societies everywhere. Messages written with invisible ink only become visible under specific circumstances. Revealing the secret message with the proper triggering agent is a full-round action per page of text. A successful Craft (alchemy) check reveals the message without the proper trigger and takes 1 hour (the DC varies by ink quality). This ink is keyed to a single, fairly common trigger, such as heat or vinegar (DC 20 to reveal without the trigger). 							
Ink (Invisible/Average/Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable.Writing	COST:10	WT:0	SOURCEPAGE:PRD	SPROP:Invisible ink is a staple of spies, rebels, and secret societies everywhere. Messages written with invisible ink only become visible under specific circumstances. Revealing the secret message with the proper triggering agent is a full-round action per page of text. A successful Craft (alchemy) check reveals the message without the proper trigger and takes 1 hour (the DC varies by ink quality). This ink is keyed to either two common triggers or one uncommon trigger, such as blood or acid (DC 25 to reveal without the trigger).							
Ink (Invisible/Good/Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable.Writing	COST:25	WT:0	SOURCEPAGE:PRD	SPROP:Invisible ink is a staple of spies, rebels, and secret societies everywhere. Messages written with invisible ink only become visible under specific circumstances. Revealing the secret message with the proper triggering agent is a full-round action per page of text. A successful Craft (alchemy) check reveals the message without the proper trigger and takes 1 hour (the DC varies by ink quality). This ink is keyed to either two uncommon triggers or one rare trigger, such as a specific vintage of wine or a specific kind of monster's blood (DC 30 to reveal without the trigger).							
Ink (Invisible/Superior/Vial)	TYPE:Goods.Alchemical.Vial.Liquid.Consumable.Writing	COST:75	WT:0	SOURCEPAGE:PRD	SPROP:Invisible ink is a staple of spies, rebels, and secret societies everywhere. Messages written with invisible ink only become visible under specific circumstances. Revealing the secret message with the proper triggering agent is a full-round action per page of text. A successful Craft (alchemy) check reveals the message without the proper trigger and takes 1 hour (the DC varies by ink quality). This ink is keyed to either two rare triggers or one unique trigger, such as the blood of a specific person (DC 35 to reveal without the trigger).							
Light Detector	TYPE:Goods.Alchemical	COST:1	WT:0	SOURCEPAGE:PRD	SPROP:This hand-sized metal plate is covered with a thin layer of light-sensitive transparent paste. If exposed to light, the paste darkens and becomes opaque, depending on the amount of light. Bright light causes it to fully darken in 1 round, normal light in 3 rounds, and dim light in 10 rounds. It is mainly used by creatures with darkvision to determine whether creatures carrying light have recently passed through an area. The plate is sold wrapped in a thick black cloth to prevent accidental light exposure from ruining the plate.							
Dye (Marker)	TYPE:Goods.Alchemical	COST:1	WT:0	SOURCEPAGE:PRD	SPROP:This dye (available in several colors) creates an obvious stain wherever it is splashed. Washing has no effect for the first 72 hours (though magic can erase it), but it fades completely after 2 weeks. You can throw it as a splash weapon.							
Mending Paste (Flask)	TYPE:Goods.Alchemical.Flask.Consumable	COST:25	WT:0.5	SOURCEPAGE:PRD	SPROP:You can use this smelly, silvery paste to temporarily repair metal objects. It is sold in a sealed flask and reacts with air, turning solid in 1d6+4 minutes. You must make an appropriate DC 20 Craft check to repair a metal item with the broken condition; success means the object loses the broken condition but gains the fragile condition (see page 22). Increase the DC by +5 if the broken object is a magic item or by +5 if it is a firearm (add both modifiers if the item is a magical firearm). If the check fails, the mending paste is consumed but you may try again with another flask or conventional repair methods.							
Nushadir	TYPE:Goods.Alchemical.Flask.Powder.Consumable	COST:10	WT:1	SOURCEPAGE:PRD	SPROP:This reagent is often stored in the form of small, salty pellets in a dry container, though it can also be mixed with a flask of water and carried that way. Nushadir neutralizes acid; a vial of pellets or a flask of nushadir-water is enough to render a cubic foot of acid safe to touch in 1 minute, though this is usually too slow to prevent damage from a thrown vial of acid or the contents of a large monster's gullet. Nushadir vapors are slightly irritating to the eyes, nose, and mouth, causing nausea for 1d4 rounds after close exposure (Fortitude DC 10 negates). 							
Rusting Powder	TYPE:Goods.Alchemical.Powder.Consumable	COST:60	WT:0	SOURCEPAGE:PRD	SPROP:This flaky brown powder derived from rust monster fluids causes iron and similar metals to corrode and fall apart. If you apply a dose of rusting powder to a metal lock or trap as part of using the Disable Device skill, you gain a +5 alchemical bonus to open the lock or disable the trap, but there is a 75% chance that the mechanism is destroyed and cannot be used afterward. If the check fails, the mechanism is destroyed. A destroyed lock cannot be unlocked (but still counts as locked for the purpose opening the locked object). A destroyed trap mechanism immediately triggers the trap. If you fail the DC by 5 or more, the powder also lands on an object in your square (including possibly your armor or weapon), dealing 5 hit points of damage to the object.&nl;Rusting powder is sold in a paper tube; you apply it by tearing the ends off the tube and blowing the flakes into the target device. Rusting powder does not affect gold, silver, copper, bronze, brass, or mithral, but easily affects iron, steel, and adamantine.							
Scent Cloak	TYPE:Goods.Alchemical.Powder.Consumable	COST:20	WT:2	SOURCEPAGE:PRD	SPROP:This collection of coarsely ground spices, seeds, musk, and alchemical reagents are meant to be rubbed into your skin and clothes in order to override your scent, increasing the DC of tracking you by scent by +10 for 24 hours. Because you still have a smell, creatures with scent can still detect and pinpoint you if you are cloaked; they just can't identify your smell as something unique. Washing for 1 full round removes the scent cloak. 							
Smoke Pellet	TYPE:Goods.Alchemical.Consumable	COST:25	WT:0	SOURCEPAGE:PRD	SPROP:This small clay sphere contains two alchemical substances separated by a thin barrier. When you break the sphere, the substances mingle and fill a 5-foot square with a cloud of foul but harmless yellow smoke. The smoke pellet acts as a smokestick, except the smoke only lasts for 1 round before dispersing. You may throw a smoke pellet as a ranged touch attack with a range increment of 10 feet.							
Water Purification Sponge	TYPE:Goods.Alchemical	COST:25	WT:1	SOURCEPAGE:PRD	SPROP:This fist-sized blue sponge absorbs up to 1 pint of water; squeezing the water out of the sponge filters and purifies it, making it safe for drinking, washing, and similar activities. Filling and emptying the sponge is a full-round action. The filtration is enough to remove mundane impurities and common diseases, but does nothing to protect against poisons, magic, and other exotic threats. Each sponge can cleanse 25 pints of water before deteriorating and becoming useless.							
Weapon Blanch (Adamantine)	TYPE:Goods.Alchemical.Powder.Consumable	COST:100	WT:0.5	SOURCEPAGE:PRD	SPROP:These silver, alchemical powders have a gritty consistency, appearing at first glance to be simple metal shavings. When poured on a weapon and placed over a hot flame for a full round, however, they melt and form a temporary coating on the weapon. The blanching gives the weapon the ability to bypass one kind of material-based damage reduction, such as adamantine, cold iron, or silver. The blanching remains effective until you make a successful attack with the weapon. Each dose of blanching can coat one weapon or up to 10 pieces of ammunition. Only one kind of weapon blanch can be on a weapon at one time, though a weapon made of one special material (such as adamantine) can have a different material blanch (such as silver), and counts as both materials for the first successful hit. 							
Weapon Blanch (Cold Iron)	TYPE:Goods.Alchemical.Powder.Consumable	COST:20	WT:0.5	SOURCEPAGE:PRD	SPROP:These silver, alchemical powders have a gritty consistency, appearing at first glance to be simple metal shavings. When poured on a weapon and placed over a hot flame for a full round, however, they melt and form a temporary coating on the weapon. The blanching gives the weapon the ability to bypass one kind of material-based damage reduction, such as adamantine, cold iron, or silver. The blanching remains effective until you make a successful attack with the weapon. Each dose of blanching can coat one weapon or up to 10 pieces of ammunition. Only one kind of weapon blanch can be on a weapon at one time, though a weapon made of one special material (such as adamantine) can have a different material blanch (such as silver), and counts as both materials for the first successful hit. 							
Weapon Blanch (Silver)	TYPE:Goods.Alchemical.Powder.Consumable	COST:5	WT:0.5	SOURCEPAGE:PRD	SPROP:These silver, alchemical powders have a gritty consistency, appearing at first glance to be simple metal shavings. When poured on a weapon and placed over a hot flame for a full round, however, they melt and form a temporary coating on the weapon. The blanching gives the weapon the ability to bypass one kind of material-based damage reduction, such as adamantine, cold iron, or silver. The blanching remains effective until you make a successful attack with the weapon. Each dose of blanching can coat one weapon or up to 10 pieces of ammunition. Only one kind of weapon blanch can be on a weapon at one time, though a weapon made of one special material (such as adamantine) can have a different material blanch (such as silver), and counts as both materials for the first successful hit. 							
												
###Block:Clothing												
Barbed Vest	TYPE:Goods.Shirt.Resizable	COST:10	WT:4	SOURCEPAGE:PRD	SPROP:Thin leather flaps keep the hundreds of tiny, fishhook-like needles dotting the surface of this black vest from harming you while you wear it. However, any creature that injures you with a natural or unarmed attack must make a DC 15 Reflex save or take 1 point of damage. If a creature swallows you, it takes 1 point of damage each round until it either spits you up, you escape, or you die (at which point the vest has sustained enough damage that it no longer serves as a threat). The vest can only be worn over light armor or no armor.							
Fake Footprint Shoes	TYPE:Goods.Boot.Resizable	COST:5	WT:2	SOURCEPAGE:PRD	SPROP:These oversized shoes are worn over normal footwear. They create footprints or bootprints that look like those left by another creature. Each pair creates a specific type of footprint, such as tiger, orc, goblin, or ogre. When walking with these shoes, you may make a Survival check; the check result is the Survival DC for anyone trying to determine whether the tracks are what they appear to be.	SLOTS:2
Filter Hood	TYPE:Goods.Headgear	COST:10	WT:4	SOURCEPAGE:PRD	SPROP:This snug leather hood has built-in goggles and a filtration tube containing sponges. A filter hood uses your helm slot and imposes a -2 penalty on hearing- and sight-based Perception checks. While the sponges are moist, the hood grants you a +2 resistance bonus on saving throws against inhaled poisons and other airborne attacks that require you to breathe them. Moistening the sponges with water is a standard action. The sponges dry out after 1d4x10 minutes and should be thoroughly rinsed after each use.							
Helmet Candle	TYPE:Goods.Headgear.Container	COST:2	WT:4	SOURCEPAGE:PRD	SPROP:This device consists of a helmet with a short, thin spike on top upon which a candle is stuck, freeing your hands for other tasks.	CONTAINS:UNLIM|Candle=1						
Goggles (Smoked)	TYPE:Goods.Eyewear	COST:10	WT:0	SOURCEPAGE:PRD	SPROP:These spectacles have lenses made of smoked glass that help protect against creatures with gaze attacks. You are always treated as averting your gaze when dealing with gaze attacks, and you gain a +8 circumstance bonus on saving throws against visual-based attacks (any attack that a blind creature would be immune to). You take a -4 penalty on Perception checks while wearing the goggles, and all opponents are treated as having concealment (20% miss chance).							
