SOURCELONG:Epic Level Handbook 3.0	SOURCESHORT:ELH30	SOURCEWEB:http://www.gozzilioni.net																																	
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Behemot (Behemot Gorilla)			STARTFEATS:1	SIZE:H	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar	MONSTERCLASS:Outsider:21	MOVE:Walk,60,Climb,30	BONUS:COMBAT|AC|22|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,4d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,3d10				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Behemot (Behemot Eagle)		SR:30	BONUS:STAT|STR|20	BONUS:STAT|DEX|16	BONUS:STAT|CON|24	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Balance|Climb|Intimidate|Jump|Move Silently|Spot	CR:19	KIT:1|TN	HITDICEADVANCEMENT:42		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Behemot (Behemot Gorilla) Stats	
Brachyurus			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:38	MOVE:Walk,80	BONUS:COMBAT|AC|17|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,3d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Brachyurus	DR:10/Epic	SR:32	BONUS:STAT|STR|20	BONUS:STAT|DEX|28	BONUS:STAT|CON|36	BONUS:STAT|INT|8	BONUS:STAT|WIS|22	BONUS:STAT|CHA|8	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:23		HITDICEADVANCEMENT:48,58,66,135		LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Brachyurus Stats	
Colossus (Stone)				SIZE:C	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):64	MOVE:Walk,40	BONUS:COMBAT|AC|45|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,8d6				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Colossus (Stone)	DR:10/Epic and Adamantine		BONUS:STAT|STR|60	BONUS:STAT|DEX|-6				BONUS:STAT|CHA|-10		CR:24		HITDICEADVANCEMENT:192		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Colossus (Stone) Stats	
Colossus (Flesh)				SIZE:C	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):100	MOVE:Walk,40	BONUS:COMBAT|AC|25|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d6				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Colossus (Flesh)	DR:15/Epic and Adamantine		BONUS:STAT|STR|24	BONUS:STAT|DEX|-4				BONUS:STAT|CHA|-10		CR:27				LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Colossus (Flesh) Stats	
Colossus (Iron)				SIZE:C	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):96	MOVE:Walk,50	BONUS:COMBAT|AC|60|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,12d6				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Colossus (Iron)	DR:20/Adamantine		BONUS:STAT|STR|70	BONUS:STAT|DEX|-4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-10		CR:33		HITDICEADVANCEMENT:288		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Colossus (Iron) Stats	
Devastation Vermin (Devastation Centipede)				SIZE:C	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:128	MOVE:Walk,80	BONUS:COMBAT|AC|40|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,20d10,SPROP=Poison				FACE:50	REACH:40	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devastation Vermin (Devastation Centipede)	DR:10/-	SR:50	BONUS:STAT|STR|22	BONUS:STAT|DEX|26	BONUS:STAT|CON|18			BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Spot	CR:39	KIT:1|TN			LEGS:100	HANDS:0	SOURCEPAGE:ELH	KIT:1|Devastation Vermin (Devastation Centipede) Stats	
Devastation Vermin (Devastation Spider)				SIZE:C	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:128	MOVE:Walk,60,Climb,40	BONUS:COMBAT|AC|42|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,18d10,SPROP=Poison				FACE:50	REACH:40	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devastation Vermin (Devastation Spider)	DR:10/-	SR:50	BONUS:STAT|STR|26	BONUS:STAT|DEX|28	BONUS:STAT|CON|20			BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Jump|Move Silently|Spot	CR:41	KIT:1|TN			LEGS:8	HANDS:0	SOURCEPAGE:ELH	KIT:1|Devastation Vermin (Devastation Spider) Stats	
Devastation Vermin (Devastation Scorpion)				SIZE:C	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:128	MOVE:Walk,100	BONUS:COMBAT|AC|46|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,10d10|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,8d10,SPROP=Poison				FACE:50	REACH:40	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devastation Vermin (Devastation Scorpion)	DR:15/-	SR:50	BONUS:STAT|STR|28	BONUS:STAT|DEX|24	BONUS:STAT|CON|22			BONUS:STAT|CHA|-8	MONCSKILL:Climb|Hide|Spot	CR:42	KIT:1|TN			LEGS:8	HANDS:2	SOURCEPAGE:ELH	KIT:1|Devastation Vermin (Devastation Scorpion) Stats	
Devastation Vermin (Devastation Beetle)				SIZE:C	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:128	MOVE:Walk,70	BONUS:COMBAT|AC|60|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,25d10				FACE:50	REACH:40	ABILITY:Internal|AUTOMATIC|Race Traits ~ Devastation Vermin (Devastation Beetle)	DR:20/-	SR:60	BONUS:STAT|STR|32	BONUS:STAT|DEX|20	BONUS:STAT|CON|36			BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:50	KIT:1|TN			LEGS:6	HANDS:2	SOURCEPAGE:ELH	KIT:1|Devastation Vermin (Devastation Beetle) Stats	
Dragon (Force)			STARTFEATS:1	SIZE:H	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Force	MONSTERCLASS:Dragon:20	MOVE:Walk,60,Fly,250								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Force)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device					LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Dragon (Force) Stats	SORTKEY:Dragon_Epic_Force
Dragon (Prismatic)			STARTFEATS:1	SIZE:H	TYPE:Dragon	RACETYPE:Dragon	RACESUBTYPE:Light	MONSTERCLASS:Dragon:23	MOVE:Walk,60,Fly,250								ABILITY:Internal|AUTOMATIC|Race Traits ~ Dragon (Prismatic)									MONCSKILL:Listen|Search|Spot|Concentration|Diplomacy|Escape Artist|Intimidate|TYPE=Knowledge|Sense Motive|Use Magic Device					LEGS:4	HANDS:0	SOURCEPAGE:ELH	KIT:1|Dragon (Prismatic) Stats	SORTKEY:Dragon_Epic_Prismatic
Elemental Primal (Air)			STARTFEATS:1	SIZE:C	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air|Extraplanar	MONSTERCLASS:Elemental:96	MOVE:Fly,100	BONUS:COMBAT|AC|48|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d8				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elemental Primal (Air)	DR:10/-	SR:42	BONUS:STAT|STR|22	BONUS:STAT|DEX|32	BONUS:STAT|CON|18	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Listen|Spot	CR:35		HITDICEADVANCEMENT:288		LEGS:0	HANDS:2	SOURCEPAGE:ELH	KIT:1|Elemental Primal (Air) Stats	
Elemental Primal (Earth)			STARTFEATS:1	SIZE:C	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Earth|Extraplanar	MONSTERCLASS:Elemental:96	MOVE:Walk,20,burrow,40	BONUS:COMBAT|AC|48|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d10				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elemental Primal (Earth)	DR:15/-	SR:42	BONUS:STAT|STR|32	BONUS:STAT|DEX|-2	BONUS:STAT|CON|20	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Listen|Spot	CR:35		HITDICEADVANCEMENT:288		LEGS:0	HANDS:2	SOURCEPAGE:ELH	KIT:1|Elemental Primal (Earth) Stats	
Elemental Primal (Fire)			STARTFEATS:1	SIZE:C	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Fire|Extraplanar	MONSTERCLASS:Elemental:96	MOVE:Walk,50	BONUS:COMBAT|AC|48|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d8,SPROP=+4d8 fire				FACE:30	REACH:30	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elemental Primal (Fire)	DR:10/-	SR:42	BONUS:STAT|STR|22	BONUS:STAT|DEX|28	BONUS:STAT|CON|18	BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Listen|Spot	CR:35		HITDICEADVANCEMENT:288		LEGS:0	HANDS:2	SOURCEPAGE:ELH	KIT:1|Elemental Primal (Fire) Stats	
Elemental Primal (Water)			STARTFEATS:1	SIZE:S	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Water|Extraplanar	MONSTERCLASS:Elemental:2	MOVE:Walk,20,Swim,90								ABILITY:Internal|AUTOMATIC|Race Traits ~ Elemental (Water)									MONCSKILL:Listen|Spot	CR:0				LEGS:0	HANDS:2	SOURCEPAGE:ELH	KIT:1|Elemental Primal (Water) Stats	
Genius Loci				SIZE:C	TYPE:Ooze	RACETYPE:Ooze		MONSTERCLASS:Ooze:70	MOVE:Walk,5,Burrow,5		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*10,4d10		BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))			REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Genius Loci			BONUS:STAT|STR|40	BONUS:STAT|DEX|-4	BONUS:STAT|CON|40		BONUS:STAT|WIS|14	BONUS:STAT|CHA|16		CR:30				LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Genius Loci Stats	
Gibbering Orb			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:27	MOVE:Walk,5,Fly,20	BONUS:COMBAT|AC|16|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*12,2d8				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gibbering Orb	DR:10/Epic	SR:37	BONUS:STAT|STR|22	BONUS:STAT|DEX|24	BONUS:STAT|CON|16	BONUS:STAT|INT|30	BONUS:STAT|WIS|14	BONUS:STAT|CHA|12	MONCSKILL:Concentration|Knowledge (Arcana)|Listen|Search|Speak Language|Spellcraft|Spot	CR:27		HITDICEADVANCEMENT:54,108		LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Gibbering Orb Stats	
Gloom			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:25	MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gloom	DR:10/Epic	SR:35	BONUS:STAT|STR|22	BONUS:STAT|DEX|36	BONUS:STAT|CON|18	BONUS:STAT|INT|16	BONUS:STAT|WIS|14	BONUS:STAT|CHA|20	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:25		HITDICEADVANCEMENT:*		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Gloom Stats	
Golem (Mithral)				SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):36	MOVE:Walk,40	BONUS:COMBAT|AC|26|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,4d10				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Mithral)	DR:15/Epic and Adamantine		BONUS:STAT|STR|28	BONUS:STAT|DEX|8				BONUS:STAT|CHA|-10		CR:21	KIT:1|TN	HITDICEADVANCEMENT:54,72		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Golem (Mithral) Stats	
Golem (Adamantine)				SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):54	MOVE:Walk,20	BONUS:COMBAT|AC|30|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,6d10				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Adamantine)	DR:15/Epic and Adamantine		BONUS:STAT|STR|40	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10		CR:25	KIT:1|TN	HITDICEADVANCEMENT:82,108		LEGS:2	HANDS:2	SOURCEPAGE:ELH	KIT:1|Golem (Adamantine) Stats	
Naga (Ha Naga)			STARTFEATS:1	SIZE:C	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Ha Naga:20	MOVE:Walk,60,Fly,120	BONUS:COMBAT|AC|24|TYPE=NaturalArmor	NATURALATTACKS:Coil Whip,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,4d6|Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8,SPROP=Poison|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d8				FACE:30	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Naga (Ha Naga)	DR:5/Epic	SR:30	BONUS:STAT|STR|16	BONUS:STAT|DEX|28	BONUS:STAT|CON|22	BONUS:STAT|INT|24	BONUS:STAT|WIS|20	BONUS:STAT|CHA|26	MONCSKILL:Escape Artist|Hide|Move Silently|Search|Spellcraft|Spot	CR:22		HITDICEADVANCEMENT:40		LEGS:0	HANDS:0	SOURCEPAGE:ELH	KIT:1|Naga (Ha Naga) Stats	
