SOURCELONG:Epic Level Handbook 3.0	SOURCESHORT:ELH30	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Negative Energy Aura	CATEGORY:Special Ability	TYPE:AbominationAtropalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A 30-foot-radius spread negative energy aura spreads from each atropal. All undead in the field (including the atropal) are treated as if having turn resistance +20 and a negative energy version of fast healing 20. Living creatures in the aura are treated as having ten negative levels unless they have some sort of negative energy protection or protection from evil. Creatures with 10 or fewer HD or levels perish (and, at the atropals option, rise as spectres under the atropals command 1 minute later).	KEY:Abomination (Atropal) ~ Negative Energy Aura																											SOURCEPAGE:ELH
Constitution Drain	CATEGORY:Special Ability	TYPE:AbominationAtropalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:When the atropal hits a living opponent with a touch attack, the opponent takes 5 points of permanent Constitution drain, or 10 points on a critical hit. The atropal heals 20 points of damage, or 40 points on a critical hit, whenever it drains Constitution, gaining any excess as temporary hit points. The attack allows a Fortitude save (DC %1).|ConstitutionDrain	KEY:Abomination (Atropal) ~ Constitution Drain				DEFINE:ConstitutionDrainDC|0					BONUS:VAR|ConstitutionDrainDC|DefaultDCCha	BONUS:VAR|ConstitutionDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Constitution Drain)								ABILITY:Ability Focus|AUTOMATIC|Constitution Drain									SOURCEPAGE:ELH
Energy Drain	CATEGORY:Special Ability	TYPE:AbominationAtropalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:When the atropal hits with a ranged touch attack (a ray of utter darkness that it shoots from one eye to a range of 400 feet), the resultant energy drain bestows four negative levels, or eight negative levels on a critical hit. For each negative level bestowed on an opponent, the atropal heals 10 points of damage, or 20 on a critical hit, gaining any excess as temporary hit points. After 24 hours have passed, the afflicted opponent must attempt a Fortitude save (DC %1) for each negative level. If successful, the negative level goes away with no harm to the creature; otherwise, the creature's level decreases by one. The temporary hit points gained by the atropal's Constitution drain last a maximum of 1 hour.| EnergyDrainDC	KEY:Abomination (Atropal) ~ Energy Drain				DEFINE:EnergyDrainDC|0					BONUS:VAR|EnergyDrainDC|DefaultDCCha	BONUS:VAR|EnergyDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Energy Drain)								ABILITY:Ability Focus|AUTOMATIC|Energy Drain									SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationAtropalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Atropals take normal damage from good weapons or sentient weapons (or otherwise living weapons).	KEY:Abomination (Atropal) ~ Regeneration									BONUS:VAR|RegenerationRate|10|TYPE=Racial																		SOURCEPAGE:ELH
Summon Nightcrawler	CATEGORY:Special Ability	TYPE:AbominationAtropalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Five times per day an atropal can summon a nightcrawler (see the Monster Manual).	KEY:Abomination (Atropal) ~ Simmon Nightcrawler																											SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Chichimec)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationChichimecRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base																		
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationChichimecRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Chichimec) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Darkness|Telekinesis	SPELLS:Innate|TIMES=1|CASTERLEVEL=20|Invisibility (Greater)|Control Weather|Call Lightning|Lightning Bolt|Chain Lightning|Wail of the Banshee								SOURCEPAGE:ELH
Summon Nightcrawler	CATEGORY:Special Ability	TYPE:AbominationChichimecRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Three times per day a chichimec can summon an elder air elemental.	KEY:Abomination (Chichimec) ~ Summon Nightcrawler																											SOURCEPAGE:ELH
Charisma Drain	CATEGORY:Special Ability	TYPE:AbominationChichimecRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:This effect permanently reduces a living opponent's Charisma score by 2 points when the chichimec hits is with a tail slam, or 4 points on a critical hit. The chichimec heals 10 points of damage, or 20 on critical hit, whenever it drains Charisma, gaining any excess as temporary points. The attack allows a Fortitude save (DC %1) - on a successful save, only 1 point of Charisma is drained and the chichimec heals 5 points of damage. The temporary hit points gained by the chichimec Charisma drain last a maximum of 1 hour.|CharismaDrainDC	KEY:Abomination (Chichimec) ~ Charisma Drain				DEFINE:CharismaDrainDC|0					BONUS:VAR|CharismaDrainDC|DefaultDCCha	BONUS:VAR|CharismaDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Charisma Drain)								ABILITY:Ability Focus|AUTOMATIC|Charisma Drain									SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Dream Larva)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationDreamLarvaRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|FastHealing|15|TYPE=Base																	
Worst Nightmare	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Each time a living creature first views a specific dream larva from a distance of 30 feet or less (or from a scrying effect), the subject sees the image of the most fearsome creature imaginable. This is not an illusion or phantasm; the dream larva truly becomes, for just that instant, the subject's worst nightmare. Even if simultaneously viewed by dozens of different creatures, the dream larva appears differently to each one of them. Creatures immune to fear or mind-affecting effects (or warded by protection from evil or death ward spells) are immune to worst nightmare; all others must make a Will save (DC %1) or die from the supernatural horror revealed. Survivors (and those resurrected) are immune to the effect from that individual dream larva in the future.|WorstNightmareDC	KEY:Abomination (Dream Larva) ~ Worst Nightmare				DEFINE:WorstNightmareDC|0					BONUS:VAR|WorstNightmareDC|DefaultDCCha	BONUS:VAR|WorstNightmareDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Worst Nightmare)								ABILITY:Ability Focus|AUTOMATIC|Worst Nightmare									SOURCEPAGE:ELH
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Dream Larva) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=31|Fly|Haste|Nightmare|Prismatic Spray	SPELLS:Innate|TIMES=2|CASTERLEVEL=31|Dreamscape								SOURCEPAGE:ELH
Improved Grab	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If the dream larva hits with a claw or pincer, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. Dream larvae can use improved grab on a creature of any size. The dream larva has the option to conduct the grapple normally, simply use the claw or pincer to hold the opponent, or use sending (see below) on the opponent. Each successful grapple check it makes during successive rounds automatically deals the damage listed for the attack that established the hold, unless it used sending on the victim.	KEY:Abomination (Dream Larva) ~ Improved Grab																											SOURCEPAGE:ELH
Sending	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Grappled victims may be physicaly sent into a nightmare, at the dream larva's option, on the dream larva's next action after establishing the grapple. Victims must make a Will save (DC %1) or be apparently swarmed by thousands of worms making up the dream larva's body. The victim is actually cast into a shrieking maelstrom of dream where it can take no actions but observe. The victim physically returns 2d4 rounds later, apparently ejected from the dream larva's body (but appearing even if the dream larva has left or is otherwise absent). The victim of the nightmare has taken 4d6 points of temporary Wisdom damage, but is otherwise free to act on the round it returns. If the victim takes more Wisdom damage than it has points of Wisdom, the extra points are instead treated as temporary Constitution damage.|SendingDC	KEY:Abomination (Dream Larva) ~ Sending				DEFINE:SendingDC|0					BONUS:VAR|SendingDC|DefaultDCCha	BONUS:VAR|SendingDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Sending)								ABILITY:Ability Focus|AUTOMATIC|Sending									SOURCEPAGE:ELH
Summon Nightwalker	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Five times per day, a dream larva can summon a nightwalker (see the Monster Manual).	KEY:Abomination (Dream Larva) ~ Summon Nightwalker																											SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationDreamLarvaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Dream larvae take normal damage from good or lawful weapons or weapons forged by a sleepwalking weaponsmith.	KEY:Abomination (Dream Larva) ~ Regeneration									BONUS:VAR|RegenerationRate|15|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Hecatoncheires)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationHecatoncheiresRaceTrait|Immunity to Electricity		AUTO:WEAPONPROF|Greatsword									BONUS:VAR|FastHealing|50|TYPE=Base	BONUS:COMBAT|AC|20|TYPE=Insight								ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy									
Superior Multiweapon Fighting	CATEGORY:Special Ability	TYPE:AbominationHecatoncheiresRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A hecatoncheires fights with a greatsword or a boulder in each hand. The hecatoncheires does not suffer an attack or damage penalty for attacking with one hundred weapons. However, the press of limbs prevents the creature from making iterative attacks with any of its arms, nor can it make more than ten attacks against a Small or smaller creature, fifteen attacks against a Medium-size creature, or twenty attacks against a Large creature in the same action (it can make all its attacks against a Huge or larger creature in one action).	KEY:Abomination (Hecatoncheires) ~ Superior Multiweapon Fighting									BONUS:COMBAT|TOHIT-PRIMARY|4	BONUS:COMBAT|TOHIT-SECONDARY|4																	SOURCEPAGE:ELH
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationHecatoncheiresRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Hecatoncheires) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=50|Magic Weapon (Greater)|Fly|Shield									SOURCEPAGE:ELH
Summon Hecatoncheires	CATEGORY:Special Ability	TYPE:AbominationHecatoncheiresRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A hecatoncheires can summon one other hecatoncheires once per day, though is loath to do so because then it will be similarly obligated to answer its sibling's summoning. A summoned hecatoncheires cannot use its summoning power while "summoned".	KEY:Abomination (Hecatoncheires) ~ Summon Hecatoncheires																											SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationHecatoncheiresRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Hecatoncheires take normal damage from good weapons or weapons tempered with the blood of a deity.	KEY:Abomination (Hecatoncheires) ~ Regeneration									BONUS:VAR|RegenerationRate|40|TYPE=Racial																		SOURCEPAGE:ELH
Skills	CATEGORY:Special Ability	TYPE:AbominationHecatoncheiresRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A hecatoncheires' fifty heads give it a +50 racial bonus on Listen, Spot, and Search checks.	KEY:Abomination (Hecatoncheires) ~ Skills									BONUS:SKILL|Listen,Spot,Search|50|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Infernal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationInfernalRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|FastHealing|15|TYPE=Base								TEMPLATE:CHOOSE:Infernal ~ Baatezu|Infernal ~ Tanar'ri									
Improved Grab	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If an infernal hits with a claw, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. Infernals can use this ability on Large and smaller creatures. The infernal has the option to conduct the grapple normally, or simply use its claw to hold the opponent. Each successful grapple check it makes during successive rounds automatically deals standard claw damage, in addition to automatic spell suck damage.	KEY:Abomination (Infernal) ~ Improved Grab																											SOURCEPAGE:ELH
Spell Suck	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:If an infernal bites a foe, the foe loses one of its highestlevel prepared spells or one of the spell slots for this day that it has not used. The victim chooses the prepared spell to lose. If the victim has no prepared spells or unused spell slots (either because it has exhausted its spellcasting for the day or because the victim is not a spellcaster), the bite instead deals 2 points of temporary Intelligence damage.	KEY:Abomination (Infernal) ~ Spell Suck																											SOURCEPAGE:ELH
Learned Spell Immunity	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:If an infernal is affected by a spell cast by a particular spellcaster, the infernal thereafter becomes immune to that spell when cast by that spellcaster. For instance, if the infernal is hit by Mialee's horrid wilting and is affected, it then becomes immune to horrid wilting if cast by Mialee ever again, though if Hennet casts horrid wilting on the infernal, it is subject to the spell's effects (the first time).	KEY:Abomination (Infernal) ~ Learned Spell Immunity																											SOURCEPAGE:ELH
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Infernal) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=26|Animate Dead|Blasphemy|Blur|Charm Person|Create Undead|Darkness|Deeper Darkness|Desecrate|Detect Chaos|Detect Good|Detect Law|Detect Magic|Cause Fear|Fireball|Dispel Magic (Greater)|Hold Person|Invisibility (Greater)|Magic Circle against Good|Major Image|Produce Flame|Polymorph ~ Self only|Pyrotechnics|Teleport (Greater) ~ Self only|Unholy Aura|Unholy Blight|Unhallow|Wall of Fire	SPELLS:Innate|TIMES=1|CASTERLEVEL=26|Fire Storm|Hellball|Implosion|Meteor Swarm								SOURCEPAGE:ELH
Summon Baatezu	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An infernal can summon four balors per day.	KEY:Abomination (Infernal) ~ Summon Baatezu	PRETEMPLATE:1,Infernal ~ Baatezu																										SOURCEPAGE:ELH
Summon Tanar'ri	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An infernal can summon four pit fiends per day.	KEY:Abomination (Infernal) ~ Summon Tanar'ri	PRETEMPLATE:1,Infernal ~ Tanar'ri																										SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Infernals take normal damage from good weapons. Chaotic infernals also take normal damage from lawful weapons.	KEY:Abomination (Infernal) ~ Regeneration ~ Chaotic	PRETEMPLATE:1,Infernal ~ Baatezu								BONUS:VAR|RegenerationRate|15|TYPE=Racial																		SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationInfernalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Infernals take normal damage from good weapons. Lawful infernals also take normal damage from chaotic weapons.	KEY:Abomination (Infernal) ~ Regeneration ~ Lawful	PRETEMPLATE:1,Infernal ~ Tanar'ri								BONUS:VAR|RegenerationRate|15|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Phaethon)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationPhaethonRaceTrait											BONUS:VAR|FastHealing|25|TYPE=Base																		
Fiery Touch	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Touching or being touched by a phaethon deals 2d6 points of fire damage.	KEY:Abomination (Phaethon) ~ Fiery Touch																											SOURCEPAGE:ELH
Fiery Overrun	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A foe who is successfully overrun by a phaethon is treated as if swallowed whole.	KEY:Abomination (Phaethon) ~ Fiery Overrun																											SOURCEPAGE:ELH
Improved Grab	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:if the phaethon hits with a pseudopod, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. Phaethons can use improved grab on a Huge or smaller creature. The phaethon has the option to conduct the grapple normally, simply maintaining a pseudopod hold, or attempting to absorb the opponent by swallowing the foe whole. Each successful grapple check it makes during successive rounds automatically deals the damage listed for the pseudopod.	KEY:Abomination (Phaethon) ~ Improved Grab																											SOURCEPAGE:ELH
Swallow Whole	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.Extraordinary.Swallow Whole	VISIBLE:YES	DESC:The phaethon can absorb opponents it holds with a second successful grapple check after a grab. The opponent must be Huge or smaller. Absorbed creatures take 20d6 points of fire damage and 10d6 points of bludgeoning damage each round they remain inside a phaethon. Victims must make a successful grapple check to "swim" free of the living magma of the phaethon.	KEY:Abomination (Phaethon) ~ Swallow Whole																											SOURCEPAGE:ELH
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Phaethon) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=34|Fireball|Fire Storm|Delayed Blast Fireball|Flame Strike|Wall of Fire	SPELLS:Innate|TIMES=1|CASTERLEVEL=34|Scrying								SOURCEPAGE:ELH
Summon Elder Fire Elemental	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Phaethons can summon up to ten elder fire elementals per day (see Monster Manual).	KEY:Abomination (Phaethon) ~ Summon Elder Fire Elemental																											SOURCEPAGE:ELH
Oozelike Immunities	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Immune to poison, sleep, paralysis, stunning, polymorphing, and mindinfluencing effects; not subject to critical hits or flanking; Blind.	KEY:Abomination (Phaethon) ~ Oozelike Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity To Sleep|Immunity to Paralysis|Immunity To Stunning|Immunity to Polymorph|Immunity to Mind-Affecting|Immunity to Critical Hits|Immunity to Flanking|Ooze ~ Blind									SOURCEPAGE:ELH
Regeneration	CATEGORY:Special Ability	TYPE:AbominationPhaethonRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Phaethons take normal damage from lawful weapons and cold-forged weapons, and double damage from cold or ice weapons.	KEY:Abomination (Phaethon) ~ Regeneration									BONUS:VAR|RegenerationRate|25|TYPE=Racial																		SOURCEPAGE:ELH
																																
Race Traits ~ Abomination (Phane)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AbominationPhaneRaceTrait|Immunity To Sonic											BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|FastHealing|15|TYPE=Base	BONUS:COMBAT|AC|23|TYPE=Insight																
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Abomination (Phane) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=21|Detect Good|Detect Magic|Invisibility (Greater) ~ Self only	SPELLS:Innate|TIMES=5|CASTERLEVEL=21|Haste|Slow|Teleport (greater)|Tongues|Trap the Soul|True Strike|Unholy Aura	SPELLS:Innate|TIMES=2|CASTERLEVEL=21|Safe Time|Time Duplicate	SPELLS:Innate|TIMES=1|CASTERLEVEL=1|Time Stop						SOURCEPAGE:ELH
Stasis Touch	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As temporal stasis, except as a at-will supernatural ability. Caster level 25th; save DC 21 + spell level.	KEY:Abomination (Phane) ~ Stasis Touch																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=25|Temporal Stasis,18+CHA									SOURCEPAGE:ELH
Chronal Blast	CATEGORY:Special Ability	TYPE:AbominationPhaneRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a standard action, the phane can make a ranged touch attack against any creature within 100 feet. If it succeeds, the subject is targeted by a spasm of spacetime flux, dealing 15d6 points of damage.	KEY:Abomination (Phane) ~ Chronal Blast																											SOURCEPAGE:ELH
