SOURCELONG:Gozzilioni Expanded Psionics Handbook	SOURCESHORT:EPH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-04																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Psionic Daze	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githyanki ~ Psionic Daze																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Daze (Psionic),10+CHA									SOURCEPAGE:EPH	
Concealing Amorpha	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githyanki ~ Concealing Amorpha																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Concealing Amorpha,10+CHA									SOURCEPAGE:EPH	
Psionic Dimension Door	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githyanki ~ Psionic Dimension Door																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Dimension Door (Psionic),10+CHA									SOURCEPAGE:EPH	
Telekinetic Thrust	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githyanki ~ Telekinetic Thrust																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Telekinetic Thrust,10+CHA									SOURCEPAGE:EPH	
Psionic Plane Shift	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githyanki ~ Psionic Plane Shift																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(1,(TL/2))|Plane Shift (Psionic),10+CHA									SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Gith. Bonus Languages: Abyssal, Celestial, Draconic, Infernal, Undercommon.	KEY:Psionic Githyanki Githyanki ~ Languages																		TEMPLATE:Githyanki ~ Psionic Githyanki ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:GithyankiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Psion.	KEY:Psionic Githyanki Githyanki ~ Favored Class																		TEMPLATE:Githyanki ~ Psionic Githyanki ~ Favored Class									SOURCEPAGE:EPH	
# Githzerai ~ Psionic Githzerai																																	
Naturally Psionic	CATEGORY:Special Ability	TYPE:GithzeraiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Githzerai gain 2 bonus power points at 1st level. This benefi t does not grant them the ability to manifest powers unless they gain that ability through another source, such as levels in a psionic class.	KEY:Psionic Githzerai Githzerai ~ Naturally Psionics									BONUS:VAR|BonusPP|2|TYPE=Racial																		SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:GithzeraiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES		KEY:Psionic Githzerai Githzerai ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Inertial Armor|Daze (Psionic)|Catfall|Concussion Blast	ABILITY:Special Ability|AUTOMATIC|Githyanki ~ Plane Shift|PRELEVEL:MIN=11								SOURCEPAGE:EPH	
Psionic Plane Shift	CATEGORY:Special Ability	TYPE:GithzeraiRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Githzerai ~ Psionic Plane Shift																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(1,(TL/2))|Plane Shift (Psionic),10+CHA									SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:GithzeraiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Gith. Bonus Languages: Abyssal, Celestial, Draconic, Slaad, Undercommon.	KEY:Psionic Githzerai Githzerai ~ Languages																		TEMPLATE:Githzerai ~ Psionic Githzerai ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:GithzeraiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Wilder.	KEY:Psionic Githzerai Githzerai ~ Favored Class																		TEMPLATE:Githzerai ~ Psionic Githzerai ~ Favored Class									SOURCEPAGE:EPH	
# Half-Giant ~ Half-Giant																																	
Fire Acclimated	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Half-giants have a +2 racial bonus on saving throws against all fire spells and effects. Half-giants are accustomed to enduring high temperatures.	KEY:Half-Giant ~ Fire Acclimated									BONUS:VAR|FireResistanceBonus|2|TYPE=Racial									ABILITY:Special Ability|AUTOMATIC|Resistance To Fire									SOURCEPAGE:EPH	
Powerful Build	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:The physical stature of half-giants lets them function in many ways as if they were one size category larger. Whenever a half-giant is subject to a size modifi er or special size modifi er for an opposed check (such as during grapple checks, bull rush attempts, and trip attempts), the half-giant is treated as one size larger if doing so is advantageous to him. A half-giant is also considered to be one size larger when determining whether a creature's special attacks based on size (such as improved grab or swallow whole) can affect him. A half-giant can use weapons designed for a creature one size larger without penalty. However, his space and reach remain those of a creature of his actual size. The benefi ts of this racial trait stack with the effects of powers, abilities, and spells that change the subject's size category.	KEY:Half-Giant ~ Powerful Build									BONUS:COMBAT|TOHIT.GRAPPLE|4|PRESIZELT:C	BONUS:WEAPONPROF=TYPE.Simple|PCSIZE|1	BONUS:WEAPONPROF=TYPE.Martial|PCSIZE|1	BONUS:WEAPONPROF=TYPE.Exotic|PCSIZE|1															SOURCEPAGE:EPH	
Naturally Psionic	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Half-giants gain 2 bonus power points at 1st level. This benefi t does not grant them the ability to manifest powers unless they gain that ability through another source, such as levels in a psionic class.	KEY:Half-Giant ~ Naturally Psionic									BONUS:VAR|BonusPP|2|TYPE=Racial																		SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality.PsiLike	VISIBLE:YES		KEY:Half-Giant ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(1,(TL/2))|Stomp,10+CHA									SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Draconic, Giant, Gnoll, Ignan.	KEY:Half-Giant ~ Languages																		TEMPLATE:Half-Giant ~ Half-Giant ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:HalfGiantRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Psychic Warrior.	KEY:Half-Giant ~ Favored Class																		TEMPLATE:Half-Giant ~ Half-Giant ~ Favored Class									SOURCEPAGE:EPH	
# Maenad ~ Common																																	
Naturally Psionic	CATEGORY:Special Ability	TYPE:MaenadRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Maenads gain 2 bonus power points at 1st level. This benefi t does not grant them the ability to manifest powers unless they gain that ability through another source, such as levels in a psionic class.	KEY:Maenad ~ Naturally Psionic									BONUS:VAR|BonusPP|2|TYPE=Racial																		SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:MaenadRaceTrait.RaceTrait.SpecialQuality.PsiLike	VISIBLE:YES	DESC:A maenad can deal only sonic damage with this ability. It is accompanied by a tremendous scream of rage.	KEY:Maenad ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=max(1,(TL/2))|Energy Ray,10+CHA									SOURCEPAGE:EPH	
Outburst	CATEGORY:Special Ability	TYPE:MaenadRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Once per day, for up to 4 rounds, a maenad can subjugate her mentality to gain a boost of raw physical power. When she does so, she takes a -2 penalty to Intelligence and Wisdom but gains a +2 bonus to Strength.	KEY:Maenad ~ Outburst																											SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:MaenadRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Maenad. Bonus Languages: Aquan, Draconic, Dwarven, Elven, Goblin. Maenads commonly know the languages of their enemies and of their friends, as well as Draconic, the language commonly found in ancient tomes of secret knowledge.	KEY:Maenad ~ Languages																		TEMPLATE:Maenad ~ Common ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:MaenadRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Wilder.	KEY:Maenad ~ Favored Class																		TEMPLATE:Maenad ~ Common ~ Favored Class									SOURCEPAGE:EPH	
# Thri-Kreen ~ Common																																	
Immunity	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Immunity to magic sleep effects.	KEY:Thri-Kreen ~ Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep									SOURCEPAGE:EPH	
Poison	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 DEX, secondary damage Paralysis. The save DC is Constitution-based.|PoisonDC	KEY:Thri-Kreen ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:EPH	
Leap	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thri-kreen are natural jumpers. They have a +30 racial bonus on Jump checks.	KEY:Thri-Kreen ~ Leap									BONUS:SKILL|Jump|30|TYPE=Racial																		SOURCEPAGE:EPH	
Weapon Familiarity	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thri-kreen can treat gythkas and chatkchas (see the sidebar) as martial weapons rather than exotic weapons.	KEY:Thri-Kreen ~ Weapon Familiarity																		CHANGEPROF:Gythka,Chatkcha=Martial									SOURCEPAGE:EPH	
Naturally Psionic	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thri-kreen gain 1 bonus power point at 1st level. This benefi t does not grant them the ability to manifest powers unless they gain that ability through another source, such as levels in a psionic class.	KEY:Psionic Thri-Kreen ~ Naturally Psionic									BONUS:VAR|BonusPP|1|TYPE=Racial																		SOURCEPAGE:EPH	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES		KEY:Psionic Thri-Kreen ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=3|CASTERLEVEL=max(1,(TL/2))|Chameleon	SPELLS:Innate|TIMES=1|CASTERLEVEL=max(1,(TL/2))|Concealing Amorpha (Greater)|Metaphysical Claw								SOURCEPAGE:EPH	
Skills	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thri-kreen have a +4 racial bonus on Hide checks in sandy or arid settings.	KEY:Thri-Kreen ~ Skills									BONUS:SITUATION|Hide=Sandy or arid settings|4|TYPE=Racial																		SOURCEPAGE:EPH	
Bonus Feat	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A thri-kreen character has Deflect Arrows as a bonus feat.	KEY:Thri-Kreen ~ Bonus Feat																		ABILITY:FEAT|AUTOMATIC|Deflect Arrows									SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Thri-Kreen. Bonus Languages: Common, Thri-Kreen. Bonus Languages: Elven, Giant, Gnoll, Goblin, Halfling.	KEY:Thri-Kreen ~ Languages																		TEMPLATE:Thri-Kreen ~ Common ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Ranger.	KEY:Thri-Kreen ~ Favored Class																		TEMPLATE:Thri-Kreen ~ Common ~ Favored Class									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:ThriKreenRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Soulknife.	KEY:Psionic Thri-Kreen ~ Favored Class																		TEMPLATE:Thri-Kreen ~ Psionic Thri-Kreen ~ Favored Class									SOURCEPAGE:EPH	
# Xeph ~ Common																																	
Darkvision	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision out to 60 feet.	KEY:Xeph ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																		SOURCEPAGE:EPH	
Save Bonus	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+1 racial bonus on saving throws against powers, spells, and spell-like effects. Xephs have an innate resistance to psionics and magic.	KEY:Xeph ~ Save Bonus									BONUS:SAVE|ALL|1|TYPE=Racial																		SOURCEPAGE:EPH	
Naturally Psionic	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Xephs gain 1 bonus power point at 1st level. This benefi t does not grant them the ability to manifest powers unless they gain that ability through another source, such as levels in a psionic class.	KEY:Xeph ~ Naturally Psionic									BONUS:VAR|BonusPP|1|TYPE=Racial																		SOURCEPAGE:EPH	
Burst	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Three times per day, a xeph can put on a burst of speed to increase her speed by 10 feet, plus 10 feet per four character levels beyond 1st, to a maximum increase of 30 feet at 9th character level and higher. These bursts of speed are considered a competence bonus to the xeph's base speed. A burst of speed lasts 3 rounds.	KEY:Xeph ~ Burst																											SOURCEPAGE:EPH	
Languages	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Xeph. Bonus Languages:Draconic, Elven, Gnoll, Goblin, Halfl ing, Sylvan.	KEY:Xeph ~ Languages																		TEMPLATE:Xeph ~ Common ~ Languages									SOURCEPAGE:EPH	
Favored Class	CATEGORY:Special Ability	TYPE:XephRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Soulknife.	KEY:Xeph ~ Favored Class																		TEMPLATE:Xeph ~ Common ~ Favored Class									SOURCEPAGE:EPH	
																																	
#Psicrystals																																	
Race Traits ~ Psicrystal	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=PsicrystalRaceTrait											BONUS:VAR|AdvancementByClass|1	BONUS:SKILL|Climb|DEX-STR																		
-	CATEGORY:Special Ability	TYPE:PsicrystalRaceTrait	VISIBLE:DISPLAY		KEY:Psicrystal ~ -																											SOURCEPAGE:EPH	
																																	
#Monsters																																	
Psi-Like Abilities	CATEGORY:Special Ability	TYPE:AbolethRaceTrait.SpecialAttack.PsiLike	VISIBLE:YES		KEY:Aboleth ~ Psi-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=13|Disable,17+CHA|False Sensory Input,13+CHA|Mental Disruption,15+CHA|Mindlink,11+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=7|Ego Whip,14+CHA|Id Insinuation,14+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=13|Dominate (Psionic),17+CHA|Thought Shield	SPELLS:Innate|TIMES=3|CASTERLEVEL=13|Modify Memory (Psionic),14+CHA|Remote Viewing,14+CHA|Wall of Ectoplasm,14+CHA						SOURCEPAGE:EPH	
																																	
Race Traits ~ Astral Construct (1st)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu A|1																			
Race Traits ~ Astral Construct (2nd)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu A|1																			
Race Traits ~ Astral Construct (3rd)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu A|1																			
Race Traits ~ Astral Construct (4th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu B|1																			
Race Traits ~ Astral Construct (5th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu B|1																			
Race Traits ~ Astral Construct (6th)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AstralConstructRaceTrait											BONUS:ABILITYPOOL|Astral Construct Menu B|1																			
