SOURCELONG:Frostburn	SOURCESHORT:Fro	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-09																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Conjure Ice Beast III	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast III.	KEY:Frost Mage ~ Gain Knowledge ~ Wizard 3	PRECLASS:1,Wizard=1																	SPELLLEVEL:CLASS|Wizard=3|Conjure Ice Beast III								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast IV	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast IV.	KEY:Frost Mage ~ Gain Knowledge ~ Wizard 4	PRECLASS:1,Wizard=1																	SPELLLEVEL:CLASS|Wizard=4|Conjure Ice Beast IV								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast I	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast I.	KEY:Frost Mage ~ Gain Knowledge ~ Sorcerer 1	PRECLASS:1,Sorcerer=1																	SPELLKNOWN:CLASS|Sorcerer=1|Conjure Ice Beast I								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast II	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast II.	KEY:Frost Mage ~ Gain Knowledge ~ Sorcerer 2	PRECLASS:1,Sorcerer=1																	SPELLKNOWN:CLASS|Sorcerer=2|Conjure Ice Beast II								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast III	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast III.	KEY:Frost Mage ~ Gain Knowledge ~ Sorcerer 3	PRECLASS:1,Sorcerer=1																	SPELLKNOWN:CLASS|Sorcerer=3|Conjure Ice Beast III								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast IV	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast IV.	KEY:Frost Mage ~ Gain Knowledge ~ Sorcerer 4	PRECLASS:1,Sorcerer=1																	SPELLKNOWN:CLASS|Sorcerer=4|Conjure Ice Beast IV								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast I	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast I.	KEY:Frost Mage ~ Gain Knowledge ~ Bard 1	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=1|Conjure Ice Beast I								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast II	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast II.	KEY:Frost Mage ~ Gain Knowledge ~ Bard 2	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=2|Conjure Ice Beast II								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast III	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast III.	KEY:Frost Mage ~ Gain Knowledge ~ Bard 3	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=3|Conjure Ice Beast III								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
Conjure Ice Beast IV	CATEGORY:Special Ability	TYPE:GainKnowledge	VISIBLE:YES	DESC:Gain Conjure Ice Beast IV.	KEY:Frost Mage ~ Gain Knowledge ~ Bard 4	PRECLASS:1,Bard=1																	SPELLKNOWN:CLASS|Bard=4|Conjure Ice Beast IV								SORTKEY:Class_Frost_Mage	SOURCEPAGE:Fro
