SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-02
																																	
# # Subrace Traits																																	
																																	
###Block: Traits																																	
Stone Walk	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:This ability allows Urdunnirs to pass through stone and earth as if it were air. They can carry up to twice their own body weight with them in this manner.	KEY:Urdunnir Dwarf ~ Stone Walk																											SOURCEPAGE:MCMoF	
Stone Shape	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Urdunnir Dwarf ~ Stone Shape																		SPELLS:Innate|TIMES=1|TIMEUNIT=Round|CASTERLEVEL=8|Stone Shape									SOURCEPAGE:MCMoF	
Shape Metal	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:An urdunnir can also use a shape metal spell-like ability by concentrating for a full round and using this ability in the next round. The power works just like the stone shape spell, except that the urdunnir can only affect 5 cubic feet of metal. The dwarf must touch the metal to shape it, which may require a melee touch attack if an opponent is holding or wielding the object. If an urdunnir is prepared for an attack, he can reshape a metal weapon as it hits, taking only half damage from the attack and rendering the weapon useless. (The dwarf must spend one action preparing to use the power, then ready the shape metal ability on his next action, using the ability the next time he is struck in combat.) Magic weapons and armor receive a Fortitude saving throw against this power (see the saving throw rules under Strike an Object in Chapter 8 of the Player's Handbook).	KEY:Urdunnir Dwarf ~ Shape Metal																											SOURCEPAGE:MCMoF	
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Race Traits ~ Abishai (White)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abishai Subtraits|TYPE=AbishaiWhiteRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																			
Sting	CATEGORY:Special Ability	TYPE:AbishaiWhiteRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Any hit from a white abishai's tail inflicts an additional 1d6 points of cold damage.	KEY:Abishai (White) ~ Sting																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Abishai (Black)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abishai Subtraits|TYPE=AbishaiBlackRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																			
Sting	CATEGORY:Special Ability	TYPE:AbishaiBlackRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Any hit from a black abishai's tail inflicts an additional 2d4 points of acid damage, followed by an additional 1d4 points of damage the subsequent round.	KEY:Abishai (Black) ~ Sting																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Abishai (Green)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abishai Subtraits|TYPE=AbishaiGreenRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																			
Sting	CATEGORY:Special Ability	TYPE:AbishaiGreenRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Any hit from a green abishai's tail inflicts 1d4 points of temporary Strength damage in addition to inflicting its normal damage; secondary damage is 1 additional point of Strength.	KEY:Abishai (Green) ~ Sting																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Abishai (Blue)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abishai Subtraits|TYPE=AbishaiBlueRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																			
Sting	CATEGORY:Special Ability	TYPE:AbishaiBlueRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Any hit from a blue abishai's tail inflicts an additional 2d6 points of electricity damage.	KEY:Abishai (Blue) ~ Sting																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Abishai (Red)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abishai Subtraits|TYPE=AbishaiRedRaceTrait											BONUS:VAR|Maneuverability|2|TYPE=Base																			
Sting	CATEGORY:Special Ability	TYPE:AbishaiRedRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Any hit from a red abishai's tail inflicts an additional 2d6 points of fire damage.	KEY:Abishai (Red) ~ Sting																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Alaghi	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AlaghiRaceTrait	AUTO:LANG|Sylvan|Common|Goblin|Giant	AUTO:WEAPONPROF|Handaxe|Javelin									BONUS:VAR|AdvancementByClass|1																			
-	CATEGORY:Special Ability	TYPE:AlaghiRaceTrait	VISIBLE:DISPLAY		KEY:Alaghi ~ -																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Asabi	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AsabiRaceTrait		AUTO:WEAPONPROF|Scimitar|Crossbow (Light)									BONUS:VAR|DarkvisionRange|60|TYPE=Base																			
-	CATEGORY:Special Ability	TYPE:AsabiRaceTrait	VISIBLE:DISPLAY		KEY:Asabi ~ -																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Asabi (Stingtail)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AsabiStingtailRaceTrait											BONUS:VAR|DarkvisionRange|60|TYPE=Base									ABILITY:Special Ability|AUTOMATIC|Immunity To Enchantment										
Poison Tail	CATEGORY:Special Ability	TYPE:AsabiStingtailRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Those hit by a stingtail's tail slap must succeed at a Fortitude save (DC %1) or come into contact with a spray of liquid poison that has an onset time of 1 minute. The initial damage is 2d6 points of damage and the secondary damage is 1d4 points of temporary Constitution damage. In addition, those who fail the Fortitude save must succeed at a Will save (DC %1) or act as if under the influence of a confusion spell for their next two actions. The stingtail can spray its poison six times per day.|PoisonTailDC	KEY:Asabi (StingTail) ~ Poison Tail				DEFINE:PoisonTailDC|0					BONUS:VAR|PoisonTailDC|DefaultDCCon	BONUS:VAR|PoisonTail|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison Tail)								ABILITY:Ability Focus|AUTOMATIC|Poison Tail									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Banedead	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BanedeadRaceTrait											BONUS:VAR|DarkvisionRange|60|TYPE=Base																			
Dexterity Damage	CATEGORY:Special Ability	TYPE:BanedeadRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A banedead's claw, in addition to inflicting hit point damage, also deals 1 point of Dexterity damage on a successful hit.	KEY:Banedead ~ Dexterity Damage																											SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Baneguard	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BaneguardRaceTrait		AUTO:WEAPONPROF|Longsword									BONUS:VAR|DarkvisionRange|60|TYPE=Base																			
Magic Missile	CATEGORY:Special Ability	TYPE:BaneguardRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once every 3 rounds, a baneguard can cast magic missile as a 4thlevel sorcerer. Each spell creates two missiles that deal 1d4+1 points of damage each.	KEY:Baneguard ~ Magic Missile																		SPELLS:Innate|TIMES=1|CASTERLEVEL=4|Magic Missile									SOURCEPAGE:MCMoF	
Blink	CATEGORY:Special Ability	TYPE:BaneguardRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once every 10 minutes, a baneguard can cast a blink spell as a 4th-level sorcerer (duration 4 rounds).	KEY:Baneguard ~ Blink																		SPELLS:Innate|TIMES=1|TIMEUNIT=Minute|CASTERLEVEL=4|Blink									SOURCEPAGE:MCMoF	
Immunities	CATEGORY:Special Ability	TYPE:BaneguardRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Baneguards have cold immunity.	KEY:Baneguard ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Cold									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Banelar	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BanelarRaceTrait	AUTO:LANG|Common|Draconic|Orc										BONUS:VAR|FastHealing|2|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Immunity To Poison|Immunity to Acid										
Spells	CATEGORY:Special Ability	TYPE:BanelarRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Banelars have the spellcasting abilities of a 6th-level cleric (with access to the Evil, Magic, and Water domains) and a 6th-level wizard. All of a banelar's spells have only verbal components, and a banelar can cast a single spell every round as a free action while attacking.	KEY:Banelar ~ Spells																											SOURCEPAGE:MCMoF	
Poison	CATEGORY:Special Ability	TYPE:BanelarRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d4 CON, secondary damage Unconsciusness for 1d3 hours. The save DC is Constitution-based. As a side effect of the poison, the victim's skin turns blue around the wound.|PoisonDC	KEY:Banelar ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MCMoF	
Magic Items	CATEGORY:Special Ability	TYPE:BanelarRaceTrait.SpecialAttack	VISIBLE:YES	DESC:Banelars collect magic items and use them freely. Their tentacles can wear or manipulate amulets, rings, wands, rods, potions, and similar small items.	KEY:Banelar ~ Magic Items																											SOURCEPAGE:MCMoF	
Resist Petrification	CATEGORY:Special Ability	TYPE:BanelarRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Banelars gain a +3 bonus on their saving throws to resist petrification.	KEY:Banelar ~ Resist Petrification									BONUS:VAR|PetrificationResistanceBonus|3									ABILITY:Special Ability|AUTOMATIC|Resistance to Petrification									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Bat (Deep/Bonebat)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BatDeepBonebatRaceTrait											BONUS:VAR|Maneuverability|3|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base																		
Paralysis	CATEGORY:Special Ability	TYPE:BatDeepBonebatRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The bite of a bonebat paralyzes all living creatures (except elves) unless the victim succeeds at a Fortitude save (DC %1). A paralyzed character is unable to move for 1d4+1 rounds. The save DC is Charisma-Based.|ParalysisDC	KEY:Bat (Deep/Bonebat) ~ Paralysis				DEFINE:ParalysisDC|0					BONUS:VAR|ParalysisDC|DefaultDCCha	BONUS:VAR|ParalysisDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Paralysis)								ABILITY:Ability Focus|AUTOMATIC|Paralysis									SOURCEPAGE:MCMoF	
# Weapon Immunities	CATEGORY:Special Ability	TYPE:BatDeepBonebatRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because bonebats lack flesh or internal organs, they take half damage from piercing or slashing weapons.	KEY:Bat (Deep/Bonebat) ~ Weapon Immunities																		ABILITY:Special Ability|AUTOMATIC|Half Damage from Slashing or Piercing									SOURCEPAGE:MCMoF	
See Invisibility	CATEGORY:Special Ability	TYPE:BatDeepBonebatRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Bonebats can see invisible creatures and objects within 60 feet.	KEY:Bat (Deep/Bonebat) ~ See Invisibility									BONUS:VAR|SeeInvisibilityRange|60|TYPE=Base																		SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Bat (Deep/Night Hunter)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BatDeepNightHunterRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Frightful Presence	CATEGORY:Special Ability	TYPE:BatDeepNightHunterRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Night hunters emit eerie screams in combat that unnerve weak opponents. Creatures with less than 2 HD who are within %2 feet of a screaming night hunter must make a Will save (DC %1) or be shaken for 5d6 rounds. Characters who are shaken suffer a -2 morale penalty on attack rolls, checks, and saving throws. The save DC is Charisma-based.|FrightfulPresenceDC|FrightfulPresenceRange	KEY:Bat (Deep/Night Hunter) ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|30							ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Bat (Deep/Sinister)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BatDeepSinisterRaceTrait											BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|TelepathyRange|20																
Hold Monster	CATEGORY:Special Ability	TYPE:BatDeepSinisterRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Sinisters can cast hold monster once per day. They usually save this ability for escaping from creatures more powerful than they are, but may use it when hunting if they are ravenous.	KEY:Bat (Deep/Sinister) ~ Hold Monster																		SPELLS:Innate|TIMES=1|CASTERLEVEL=HD|Hold Monster									SOURCEPAGE:MCMoF	
Missile Deflection	CATEGORY:Special Ability	TYPE:BatDeepSinisterRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Sinisters are surrounded by a 5-footradius field of force that helps deflect melee attacks (represented by a +4 deflection bonus to AC). In addition, this field stops missile attacks, turning away normal missiles and absorbing spells such as Melf's acid arrow and magic missile.	KEY:Bat (Deep/Sinister) ~ Missile Deflection									BONUS:COMBAT|AC|4|TYPE=Deflection																		SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Beast of Malar (Hunting Panther)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BeastOfMalarHuntingPantherRaceTrait|Scent											BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Immunity to Fear										
Pounce	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Hunting panther only: If a Beast of Malar leaps upon a foe during the first round of combat, it can make a full attack even if it has already taken a move action.	KEY:Beast of Malar (Hunting Panther) ~ Pounce																											SOURCEPAGE:MCMoF	
Rake	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A panther that gets a hold can make two rake attacks (+8 melee) with its hind legs for 1d4+1 points of damage each. If the panther pounces on an opponent, it can also rake.	KEY:Beast of Malar (Hunting Panther) ~ Rake																		NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4+1	BONUS:WEAPONPROF=Rake|DAMAGE|-STR/2								SOURCEPAGE:MCMoF	
Skills	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In all of its forms, the beast gains a +4 racial bonus on Listen and Spot checks. In panther form, the beast gains a +8 racial bonus on Hide, Jump, and Move Silently checks and +12 on Balance checks. *In areas of tall grass or heavy undergrowth, the Hide bonus increases to +12.	KEY:Beast of Malar (Hunting Panther) ~ Skills									BONUS:SKILL|Listen,Spot|4|TYPE=Racial	BONUS:SKILL|Hide,Jump,Move Silently|8|TYPE=Racial	BONUS:SKILL|Balance|12|TYPE=Racial	BONUS:SITUATION|Hide=Tall grass or heavy undergrowth area|12|TYPE=Racial															SOURCEPAGE:MCMoF	
Regeneration	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Beast of Malar regenerates 6 points of damage per round. Divine magic and blessed weapons inflict lethal damage on the Beast of Malar.	KEY:Beast of Malar (Hunting Panther) ~ Regeneration									BONUS:VAR|RegenerationRate|6|TYPE=Base																		SOURCEPAGE:MCMoF	
Feats	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In panther form, the beast gains Track, and the Weapon Finesse feat for both its claws and bite as bonus feats.	KEY:Beast of Malar (Hunting Panther) ~ Feats																		ABILITY:FEAT|AUTOMATIC|Track|Weapon Finesse									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Beast of Malar (Claw Slayer)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BeastOfMalarClawSlayerRaceTrait|Scent											BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base								ABILITY:Special Ability|AUTOMATIC|Immunity to Fear										
Improved Grab	CATEGORY:Special Ability	TYPE:BeastOfMalarClawSlayerRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:Claw slayer only: To use this ability, the Beast of Malar must hit with its bite attack.	KEY:Beast of Malar (Claw Slayer) ~ Improved Grab																											SOURCEPAGE:MCMoF	
Rake	CATEGORY:Special Ability	TYPE:BeastOfMalarClawSlayerRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The claw slayer form's preferred method of attack is to grab hold of a foe with its teeth, at which point it can use all four of its claws rake attacks (+8 melee for 1d4+1 points of damage each) to make grappling attacks against that held foe.	KEY:Beast of Malar (Claw Slayer) ~ Rake																		NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*4,1d4+1	BONUS:WEAPONPROF=Rake|DAMAGE|-STR/2								SOURCEPAGE:MCMoF	
Skills	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In all of its forms, the beast gains a +4 racial bonus on Listen and Spot checks.	KEY:Beast of Malar (Claw Slayer) ~ Skills									BONUS:SKILL|Listen,Spot|4|TYPE=Racial																		SOURCEPAGE:MCMoF	
Regeneration	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Beast of Malar regenerates 6 points of damage per round. Divine magic and blessed weapons inflict lethal damage on the Beast of Malar.	KEY:Beast of Malar (Claw Slayer) ~ Regeneration									BONUS:VAR|RegenerationRate|6|TYPE=Base																		SOURCEPAGE:MCMoF	
Feats	CATEGORY:Special Ability	TYPE:BeastOfMalarHuntingPantherRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In claw slayer form, its bonus feats are Improved Critical (claws) and Power Attack.	KEY:Beast of Malar (Claw Slayer) ~ Feats																		ABILITY:FEAT|AUTOMATIC|Improved Critical (Claw)|Power Attack									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Beast of Malar (Bat Form)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BeastOfMalarBatFormRaceTrait|Scent											BONUS:VAR|Maneuverability|1|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Immunity to Fear										
Rake	CATEGORY:Special Ability	TYPE:BeastOfMalarBatFormRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The beast's bat form is a relatively poor fighter, but that does not prevent the beast from attempting to take down flying prey (+8 melee for 1d4+1 points of damage each).	KEY:Beast of Malar (Bat Form) ~ Rake																		NATURALATTACKS:Rake,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4+1	BONUS:WEAPONPROF=Rake|DAMAGE|-STR/2								SOURCEPAGE:MCMoF	
Skills	CATEGORY:Special Ability	TYPE:BeastOfMalarBatFormRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In all of its forms, the beast gains a +4 racial bonus on Listen and Spot checks.	KEY:Beast of Malar (Bat Form) ~ Skills									BONUS:SKILL|Listen,Spot|4|TYPE=Racial																		SOURCEPAGE:MCMoF	
Regeneration	CATEGORY:Special Ability	TYPE:BeastOfMalarBatFormRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Beast of Malar regenerates 6 points of damage per round. Divine magic and blessed weapons inflict lethal damage on the Beast of Malar.	KEY:Beast of Malar (Bat Form) ~ Regeneration									BONUS:VAR|RegenerationRate|6|TYPE=Base																		SOURCEPAGE:MCMoF	
Feats	CATEGORY:Special Ability	TYPE:BeastOfMalarBatFormRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In bat form, its bonus feats are Flyby Attack, Improved Critical (bite), and Weapon Focus (bite).	KEY:Beast of Malar (Bat Form) ~ Feats																		ABILITY:FEAT|AUTOMATIC|Flyby Attack|Improved Critical (Bite)|Weapon Focus (Bite)									SOURCEPAGE:MCMoF	
																																	
Race Traits ~ Beholderkin (Death Kiss)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BeholderkinDeathKissRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base	BONUS:VAR|DarkvisionRange|60|TYPE=Base																		
Improved Grab	CATEGORY:Special Ability	TYPE:BeholderkinDeathKissRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, the death kiss must hit with a tentacle attack.	KEY:Beholderkin (Death Kiss) ~ Improved Grab																											SOURCEPAGE:MCMoF	
Blood Drain	CATEGORY:Special Ability	TYPE:BeholderkinDeathKissRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A living creature hit by a death kiss tentacle must make a Fortitude check (DC %1). Failure causes the creature to take 1d3 points of temporary Constitution damage and allows the death kiss to recover 1d6 hit points of damage it has suffered, just as if it had the fast healing ability.|BloodDrainDC	KEY:Beholderkin (Death Kiss) ~ Blood Drain				DEFINE:BloodDrainDC|0					BONUS:VAR|BloodDrainDC|DefaultDCCon	BONUS:VAR|BloodDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Blood Drain)								ABILITY:Ability Focus|AUTOMATIC|Blood Drain									SOURCEPAGE:MCMoF	
