SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:02-2001
																																
# # Subrace Traits																																
																																
###Block: Traits																																
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Deathsong	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, the ghost can sing a hollow dirge for 1 to 4 rounds (at the ghost's discretion). The song causes all living beings within 90 feet to become panicked unless they make a successful Will save (DC %1). Panicked creatures have a -2 morale penalty on saving throws, flee at top speed for 10 rounds, and have a 50%% chance to drop what they're holding. The song also creates a 10-foot-radius field that cancels all enchantment effects for the duration of the song plus 6 rounds afterward. Any physical attack made by the ghost while singing a deathsong deals triple normal damage.|DeathsongDC	KEY:Ghost ~ Deathsong				DEFINE:DeathsongDC|0					BONUS:VAR|DeathsongDC|GhostAbilityDC	BONUS:VAR|DeathsongDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Deathsong)								ABILITY:Ability Focus|AUTOMATIC|Deathsong									SOURCEPAGE:MCMoF
Energy Drain	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Some ghosts drain life energy, just like other undead such as vampires or wraiths. With a successful touch attack, the ghost bestows one or two negative levels (depending on the individual ghost).	KEY:Ghost ~ Energy Drain				DEFINE:EnergyDrainDC|0					BONUS:VAR|EnergyDrainDC|GhostAbilityDC	BONUS:VAR|EnergyDrainDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Energy Drain)								ABILITY:Ability Focus|AUTOMATIC|Energy Drain									SOURCEPAGE:MCMoF
Hit Point Drain	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The ghost's touch drains the hit points of its victim at a rate of 1d8 per strike. The loss of these hit points is permanent for the target of the ghost's vengeance (its killer or killers), while all others regain lost hit points as normal.	KEY:Ghost ~ Hit Point Drain																											SOURCEPAGE:MCMoF
Withering	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The ghost's touch acts as a rod of withering, dealing 1d4 points of temporary Strength damage and 1d4 points of temporary Constitution damage with a successful touch attack. If the ghost scores a critical hit, the damage is actually permanent ability drain instead. A Fortitude save negates the effect (DC %1).|WitheringDC	KEY:Ghost ~ Withering				DEFINE:WitheringDC|0					BONUS:VAR|WitheringDC|GhostAbilityDC	BONUS:VAR|WitheringDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Withering)								ABILITY:Ability Focus|AUTOMATIC|Withering									SOURCEPAGE:MCMoF
1 Special Quality	CATEGORY:Special Ability	TYPE:GhostNumberSpecialQuality	VISIBLE:DISPLAY	DESC:1 special quality	KEY:Ghost ~ Special Quality ~ 1									BONUS:ABILITYPOOL|Ghost Quality|1																		SOURCEPAGE:MCMoF
2 Special Quality	CATEGORY:Special Ability	TYPE:GhostNumberSpecialQuality	VISIBLE:DISPLAY	DESC:2 special quality	KEY:Ghost ~ Special Quality ~ 2									BONUS:ABILITYPOOL|Ghost Quality|2																		SOURCEPAGE:MCMoF
3 Special Quality	CATEGORY:Special Ability	TYPE:GhostNumberSpecialQuality	VISIBLE:DISPLAY	DESC:3 special quality	KEY:Ghost ~ Special Quality ~ 3									BONUS:ABILITYPOOL|Ghost Quality|3																		SOURCEPAGE:MCMoF
Spell Resistance	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Certain ghosts have spell resistance equal to 12 + their Hit Dic	KEY:Ghost ~ Spell Resistance				DEFINE:GhostSR|0					BONUS:VAR|GhostSR|12+HD									SR:GhostSR									SOURCEPAGE:MCMoF
Acid Resistance 10	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Resistance to Acid 10	KEY:Ghost ~ Acid Resistance									BONUS:VAR|AcidResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Acid									SOURCEPAGE:MCMoF
Cold Resistance 10	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Resistance to Cold 10	KEY:Ghost ~ Cold Resistance									BONUS:VAR|ColdResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Cold									SOURCEPAGE:MCMoF
Electricity Resistance 10	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Resistance to Electricity 10	KEY:Ghost ~ Electricity Resistance									BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity									SOURCEPAGE:MCMoF
Fire Resistance 10	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Resistance to Fire 10	KEY:Ghost ~ Fire Resistance									BONUS:VAR|FireResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Fire									SOURCEPAGE:MCMoF
Acid Immunity	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Immunity to Acid	KEY:Ghost ~ Acid Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Acid									SOURCEPAGE:MCMoF
Cold Immunity	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Immunity to Cold	KEY:Ghost ~ Cold Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Cold									SOURCEPAGE:MCMoF
Electricity Immunity	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Immunity to Electricity	KEY:Ghost ~ Electricity Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Electricity									SOURCEPAGE:MCMoF
Fire Immunity	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Immunity to Fire	KEY:Ghost ~ Fire Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Fire									SOURCEPAGE:MCMoF
Magical Radiance	CATEGORY:Special Ability	TYPE:GhostRaceTrait.GhostSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The ghost can at will cause all magic items within 60 feet to glow with a cold, white radiance. The items illuminate a 5-foot radius and glow for 2d4x10 minutes.	KEY:Ghost ~ Magical Radiance																											SOURCEPAGE:MCMoF
1 Special Quality	CATEGORY:Special Ability	TYPE:LichNumberSpecialQuality	VISIBLE:DISPLAY	DESC:1 special quality	KEY:Lich ~ Special Quality ~ 1									BONUS:ABILITYPOOL|Lich Quality|1																		SOURCEPAGE:MCMoF
2 Special Quality	CATEGORY:Special Ability	TYPE:LichNumberSpecialQuality	VISIBLE:DISPLAY	DESC:2 special quality	KEY:Lich ~ Special Quality ~ 2									BONUS:ABILITYPOOL|Lich Quality|2																		SOURCEPAGE:MCMoF
Spell Resistance	CATEGORY:Special Ability	TYPE:LichRaceTrait.LichSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Certain liches have the exceptional ability of spell resistance equal to 12 + their Hit Dice.	KEY:Lich ~ Spell Resistance				DEFINE:LichSR|0					BONUS:VAR|LichSR|12+HD									SR:LichSR									SOURCEPAGE:MCMoF
Damage Reduction	CATEGORY:Special Ability	TYPE:LichRaceTrait.LichSpecialQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Certain liches have the exceptional ability of damage reduction of 20/Magic	KEY:Lich ~ Damage Reduction																		DR:20/Magic									
																																
Lycanthrope Dire Bat	CATEGORY:Internal	TYPE:LycanthropeKind	VISIBLE:DISPLAY	DESC:Lycanthrope Dire Bat	KEY:Lycanthrope ~ Dire Bat	PRETEMPLATE:1,Lycanthrope								BONUS:MISC|CR|4	BONUS:VAR|AnimalSize|5	BONUS:VAR|AnimalHD|4	BONUS:VAR|AnimalMove|20	BONUS:VAR|AnimalAC|5	BONUS:VAR|AnimalStr|6	BONUS:VAR|AnimalDex|12	BONUS:VAR|AnimalCon|6	CSKILL:Hide|Listen|Move Silently|Spot|Survival	ABILITY:Special Ability|VIRTUAL|Dire Animal (Dire Bat) ~ Blindsense|PRETEMPLATE:1,Lycanthrope (Animal Form)	ABILITY:FEAT|VIRTUAL|Alertness|Stealthy	TEMPLATE:Lycanthrope Dire Bat	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=1|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=2|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=3|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=4|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=5|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal (Dire);LEVEL=6|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	
Lycanthrope Giant Crocodile	CATEGORY:Internal	TYPE:LycanthropeKind	VISIBLE:DISPLAY	DESC:Lycanthrope Giant Crocodile	KEY:Lycanthrope ~ Giant Crocodile	PRETEMPLATE:1,Lycanthrope								BONUS:MISC|CR|4	BONUS:VAR|AnimalSize|6	BONUS:VAR|AnimalHD|7	BONUS:VAR|AnimalMove|20	BONUS:VAR|AnimalAC|7	BONUS:VAR|AnimalStr|16	BONUS:VAR|AnimalDex|2	BONUS:VAR|AnimalCon|8	CSKILL:Hide|Listen|Spot|Swim	ABILITY:Special Ability|VIRTUAL|Animal (Crocodile (Giant)) ~ Improved Grab|Animal (Crocodile (Giant)) ~ Hold Breath|Animal (Crocodile (Giant)) ~ Skills|PRETEMPLATE:1,Lycanthrope (Animal Form)	ABILITY:FEAT|VIRTUAL|Alertness|Endurance|Skill Focus (Hide)	TEMPLATE:Lycanthrope Giant Crocodile	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=1|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=2|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=3|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=4|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=5|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=6|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=7|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1
Lycanthrope Large Shark	CATEGORY:Internal	TYPE:LycanthropeKind	VISIBLE:DISPLAY	DESC:Lycanthrope Large Shark	KEY:Lycanthrope ~ Large Shark	PRETEMPLATE:1,Lycanthrope								BONUS:MISC|CR|2	BONUS:VAR|AnimalSize|5	BONUS:VAR|AnimalHD|7	BONUS:VAR|AnimalMove|0	BONUS:VAR|AnimalAC|4	BONUS:VAR|AnimalStr|6	BONUS:VAR|AnimalDex|4	BONUS:VAR|AnimalCon|2	CSKILL:Listen|Spot|Swim	ABILITY:Special Ability|VIRTUAL|Animal (Shark) ~ Blindsense|Animal (Shark) ~ Keen Scent|Animal (Shark) ~ Skills|PRETEMPLATE:1,Lycanthrope (Animal Form)	ABILITY:FEAT|VIRTUAL|Alertness|Great Fortitude|Improved Initiative	TEMPLATE:Lycanthrope Large Shark	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=1|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=2|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=3|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=4|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=5|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=6|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1	BONUS:SKILLPOOL|CLASS.Animal;LEVEL=7|-1*HumanSkillBase|PREVARGTEQ:HumanSkillBase,1
																																
Vengeful Strike	CATEGORY:Special Ability	TYPE:RevenantRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Any melee attack the revenant makes against its killer inflicts an additional +1d10 damage.	KEY:Revenant ~ Vengeful Strike																											SOURCEPAGE:MCMoF
Paralyzing Glare	CATEGORY:Special Ability	TYPE:RevenantRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The first time a revenant confronts its killer, its killer must make a Will save (DC %1) or be paralyzed for 2d4 rounds.|ParalyzingGlareDC	KEY:Revenant ~ Paralyzing Glare				DEFINE:ParalyzingGlare|0					BONUS:VAR|ParalyzingGlareDC|DefaultDCCha	BONUS:VAR|ParalyzingGlareDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Paralyzing Glare)								ABILITY:Ability Focus|AUTOMATIC|Paralyzing Glare									SOURCEPAGE:MCMoF
Find the Guilty	CATEGORY:Special Ability	TYPE:RevenantRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:So long as a revenant and its killer are on the same plane of existence, the revenant will know which direction its killer can be found in and how far away he is. Depending on the magical abilities of the base creature, this extraordinary sense may even work across planar boundaries.	KEY:Revenant ~ Find the Guilty																											SOURCEPAGE:MCMoF
