SOURCELONG:Monsters of Faerun 3.0	SOURCESHORT:MCMoF30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-02
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Banedead			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:6	MOVE:Walk,30	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Banedead	DR:5/Silver		BONUS:STAT|STR|2				BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Knowledge (Religion)|Listen|Move Silently|Search|Spot	CR:3	KIT:1|LE			LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Banedead Stats	
Baneguard			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Baneguard	DR:5/Bludgeoning		BONUS:STAT|STR|2			BONUS:STAT|INT|-2	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Hide|Listen|Move Silently|Search|Spot	CR:2	KIT:1|NE		LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Baneguard Stats	
Banelar			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Banelar:7	MOVE:Walk,30,Swim,30		NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4,SPROP=Poison|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d3,SPROP=Poison				FACE:15	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Banelar			BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|6	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Concentration|Diplomacy|Intimidate|Spot|Swim|Use Magic Device	CR:7		HITDICEADVANCEMENT:15,21		LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Banelar Stats	
Bat (Deep/Bonebat)	OUTPUTNAME:Deep Bat (Bonebat)		STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,10,Fly,50	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bat (Deep/Bonebat)	DR:5/Bludgeoning		BONUS:STAT|STR|2	BONUS:STAT|DEX|2		BONUS:STAT|INT|-4		BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:2	KIT:1|NE			LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Bat (Deep/Bonebat) Stats	
Bat (Deep/Night Hunter)	OUTPUTNAME:Deep Bat (Night Hunter)		STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:2	MOVE:Walk,10,Fly,50	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bat (Deep/Night Hunter)				BONUS:STAT|DEX|6	BONUS:STAT|CON|2				MONCSKILL:Hide|Listen|Move Silently|Spot	CR:1		HITDICEADVANCEMENT:2,6		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Bat (Deep/Night Hunter) Stats	
Bat (Deep/Sinister)	OUTPUTNAME:Deep Bat (Sinister)		STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:4	MOVE:Walk,10,Fly,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bat (Deep/Sinister)		SR:13	BONUS:STAT|STR|8	BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|2	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:3		HITDICEADVANCEMENT:8,12		LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Bat (Deep/Sinister) Stats	
Beast of Malar (Hunting Panther)	OUTPUTNAME:Beast of Malar, Hunting Panther		STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	MONSTERCLASS:Magical Beast:9	MOVE:Walk,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beast of Malar (Hunting Panther)	DR:10/Magic and Silver		BONUS:STAT|STR|4	BONUS:STAT|DEX|12	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Balance|Climb|Hide|Jump|Listen|Move Silently|Spot|Survival|Swim	CR:11	KIT:1|CE			LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Beast of Malar (Hunting Panther) Stats	
Beast of Malar (Claw Slayer)	OUTPUTNAME:Beast of Malar, Claw Slayer		STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	MONSTERCLASS:Magical Beast:9	MOVE:Walk,20,Climb,20	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Melee.Finesseable.Piercing.Slashing,*4,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beast of Malar (Claw Slayer)	DR:10/Magic and Silver		BONUS:STAT|STR|20	BONUS:STAT|DEX|4	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot|Survival|Swim	CR:11	KIT:1|CE			LEGS:2	HANDS:4	SOURCEPAGE:MCMoF	KIT:1|Beast of Malar (Claw Slayer) Stats	
Beast of Malar (Bat Form)	OUTPUTNAME:Beast of Malar, Bat Form		STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Shapechanger	MONSTERCLASS:Magical Beast:9	MOVE:Walk,10,Fly,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beast of Malar (Bat Form)	DR:10/Magic and Silver		BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|10		BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot|Survival|Swim	CR:11	KIT:1|CE			LEGS:4	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Beast of Malar (Bat Form) Stats	
Beholderkin (Death Kiss)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:12	MOVE:Walk,5,Fly,30	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*10,1d4				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beholderkin (Death Kiss)			BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Search|Spot|Survival	CR:11		HITDICEADVANCEMENT:15,30,36		LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Beholderkin (Death Kiss) Stats	
Beholderkin (Eyeball)			STARTFEATS:1	SIZE:D	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:1	MOVE:Walk,5,Fly,40	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d3				FACE:1	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beholderkin (Eyeball)			BONUS:STAT|STR|-4	BONUS:STAT|DEX|6	BONUS:STAT|CON|-2	BONUS:STAT|INT|-8			MONCSKILL:Hide|Search|Spot	CR:1/2		HITDICEADVANCEMENT:3		LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Beholderkin (Eyeball) Stats	
Beholderkin (Gouger)			STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:14	MOVE:Walk,10,Fly,40	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d3	NATURALATTACKS:Tongue,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8			FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Beholderkin (Gouger)			BONUS:STAT|STR|10	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-2	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|2	MONCSKILL:Hide|Listen|Move Silently|Search|Spot|Survival	CR:11		HITDICEADVANCEMENT:30,42		LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Beholderkin (Gouger) Stats	
Bullywug		FAVCLASS:Barbarian	STARTFEATS:1	SIZE:M	TYPE:Humanoid	RACETYPE:Humanoid	RACESUBTYPE:Aquatic	MONSTERCLASS:Humanoid:1	MOVE:Walk,20,Swim,30	BONUS:COMBAT|AC|3|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bullywug			BONUS:STAT|STR|2		BONUS:STAT|CON|8	BONUS:STAT|INT|-4	BONUS:STAT|WIS|-6	BONUS:STAT|CHA|-6	MONCSKILL:Hide|Listen|Spot	CR:1			LEVELADJUSTMENT:1	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Bullywug Stats	
Chitine		FAVCLASS:Rogue	STARTFEATS:1	SIZE:S	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:2	MOVE:Walk,30,Climb,20						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Chitine				BONUS:STAT|DEX|2	BONUS:STAT|CON|2	BONUS:STAT|INT|2		BONUS:STAT|CHA|-4	MONCSKILL:Balance|Climb|Craft (Trapmaking)|Hide|Jump|Move Silently	CR:1				LEGS:2	HANDS:4	SOURCEPAGE:MCMoF	KIT:1|Chitine Stats	
Choldrith		FAVCLASS:Cleric	STARTFEATS:1	SIZE:L	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Choldrith:4	MOVE:Walk,30,Climb,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6,SPROP=Poison				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Choldrith		SR:13	BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4	MONCSKILL:Balance|Climb|Concentration|Jump|Knowledge (Religion)|Spellcraft	CR:4	KIT:1|CE		LEVELADJUSTMENT:5	LEGS:6	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Choldrith Stats	
Chosen One			STARTFEATS:1	SIZE:M	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:3	MOVE:Walk,30	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8,SPROP=Poison				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Chosen One				BONUS:STAT|DEX|2		BONUS:STAT|INT|-4	BONUS:STAT|WIS|2		MONCSKILL:Climb|Listen|Spot	CR:2	KIT:1|CE		LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Chosen One Stats	
Cloaker Lord			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:9	MOVE:Walk,10,Fly,50	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d4				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Cloaker Lord		SR:18	BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|8	BONUS:STAT|WIS|6	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:7				LEGS:0	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Cloaker Lord Stats	
Crawling Claw				SIZE:D	TYPE:Construct	RACETYPE:Construct	RACESUBTYPE:Swarm	MONSTERCLASS:Construct (Mindless):1	MOVE:Walk,20	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Crawling Claw)		SR:10					BONUS:STAT|WIS|-6	BONUS:STAT|CHA|-6		CR:1/3	KIT:1|TN			LEGS:5	HANDS:0	SOURCEPAGE:MCMoF	KIT:1|Swarm (Crawling Claw) Stats	
Darkenbeast			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:5	MOVE:Walk,5,Fly,40	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Darkenbeast		SR:15	BONUS:STAT|STR|6	BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-6	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:4	KIT:1|NE		LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Darkenbeast Stats	
Dark Tree			STARTFEATS:1	SIZE:H	TYPE:Plant	RACETYPE:Plant		MONSTERCLASS:Plant:10	MOVE:Walk,10	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6			FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dark Tree			BONUS:STAT|STR|18	BONUS:STAT|DEX|-2	BONUS:STAT|CON|10	BONUS:STAT|INT|-6		BONUS:STAT|CHA|-4	MONCSKILL:Disguise	CR:7		HITDICEADVANCEMENT:16,30		LEGS:0	HANDS:2	SOURCEPAGE:MCMoF	KIT:1|Dark Tree Stats	
