SOURCELONG:Underdark	SOURCESHORT:Und	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Race Traits ~ Slyth	CATEGORY:Internal																						ABILITY:Special Ability|AUTOMATIC|Slyth Racial Traits	ABILITY:Slyth Subrace|AUTOMATIC|Slyth ~ Common|!PREABILITY:1,CATEGORY=Internal,TYPE.AltSubraceChoice									
Slyth Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Slyth Racial Traits																											SOURCEPAGE:Und	
Alternate Form	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythAlternateForm	VISIBLE:YES	DESC:As a standard action, a slyth can change shape, assuming an amorphous form. Any equipment the slyth is wearing or carrying transforms to become part of this new form. Material armor (including natural armor) becomes worthless, though the slyth's Dexterity bonus, deflection bonus, and any armor bonuses from force effects (for example, from the mage armor spell) still apply. In her amorphous form, she cannot be flanked or stunned and she is immune to critical hits, but she can't attack or cast spells with verbal, somatic, material, or focus components. (This limitation does not rule out spells that the slyth may have prepared using the metamagic feats Eschew Materials, Silent Spell, and Still Spell.) The slyth loses all other supernatural abilities while in amorphous form, and her magic items cease functioning. Her amorphous form is nearly fluid and boneless, enabling her to pass through holes or narrow openings as small as 2 inches in diameter. Resuming her normal form is a full-round action that does not provoke an attack of opportunity. A slyth can remain in amorphous form for up to 10 minutes per class level, but after resuming her normal form she cannot change again for as long as she spent in amorphous form.	KEY:Slyth ~ Alternate Form																											SOURCEPAGE:Und	
Water Breathing	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythWaterBreathing	VISIBLE:YES	DESC:A slyth can breathe underwater indefinitely.	KEY:Slyth ~ Water Breathing																											SOURCEPAGE:Und	
Immunities	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythImmunities	VISIBLE:YES	DESC:Because of their shapechanging abilities, slyths are immune to polymorphing and poison.	KEY:Slyth ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Polymorph|Immunity to Poison									SOURCEPAGE:Und	
Resistancies	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythResistancies	VISIBLE:YES	DESC:A slyth has sonic resistance 5.	KEY:Slyth ~ Resistancies									BONUS:VAR|SonicResistanceBonus|5|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic									SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythSkills	VISIBLE:YES	DESC:A slyth has a +4 racial bonus on Disguise, Escape Artist, and Survival checks.	KEY:Slyth ~ Skills									BONUS:SKILL|Disguise,Escape Artist,Survival|4|TYPE=Racial																		SOURCEPAGE:Und	
Weapon Familiarity	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythWeaponFamiliarity	VISIBLE:YES	DESC:A slyth may treat flutter blades (see Chapter 5: Equipment and Magic Items) as martial weapons rather than exotic weapons.	KEY:Slyth ~ Weapon Familiarity																		CHANGEPROF:Flutter Blades=Martial									SOURCEPAGE:Und	
Languages	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythLanguages	VISIBLE:YES	DESC:Common and Undercommon. Bonus Languages: Aquan, Elven, Gnome, and Terran (or by character region).	KEY:Slyth ~ Languages																		TEMPLATE:Slyth ~ Common ~ Languages									SOURCEPAGE:Und	
Favored Class	CATEGORY:Special Ability	TYPE:SlythRaceTrait.SpecialQuality.SlythFavoredClass	VISIBLE:YES	DESC:Favored Class: Druid.	KEY:Slyth ~ Favored Class																		TEMPLATE:Slyth ~ Common ~ Favored Class									SOURCEPAGE:Und	
																																	
Race Traits ~ Swarm (All-Consuming Hunger)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AllConsumingHungerRaceTrait																														
All-Consuming Wasting	CATEGORY:Special Ability	TYPE:AllConsumingHungerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Supernatural disease- swarm, DC %1 Fortitude save negates, incubation period 1 day; 1d6 Constitution damage. Unlike normal diseases but similar to mummy rot, all-consuming wasting continues until the afflicted creature's Constitution score reaches 0 (at which point it dies) or until a remove disease spell or similar magic (see Disease in the Dungeon Master's Guide) is applied. If an afflicted creature dies, it rises as a new all-consuming hunger 1d4 rounds after death.|AllConsumingWastingDC	KEY:All-Consuming Hunger ~ All-Consuming Wasting				DEFINE:AllConsumingWastingDC|0					BONUS:VAR|AllConsumingWastingDC|DefaultDCCha	BONUS:VAR|AllConsumingWastingDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (All-Consuming Wasting)								ABILITY:Ability Focus|AUTOMATIC|All-Consuming Wasting									SOURCEPAGE:Und	
Create Spawn	CATEGORY:Special Ability	TYPE:AllConsumingHungerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Any living creature killed by an all-consuming hunger rises as a new all-consuming hunger within 1d4 rounds. Such a spawn is uncontrolled, but it has the same overwhelming desire to kill and reproduce that characterizes every one of its kind.	KEY:All-Consuming Hunger ~ Create Spawn																											SOURCEPAGE:Und	
Fear Aura	CATEGORY:Special Ability	TYPE:AllConsumingHungerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A miasma of death and rot surrounds an allconsuming hunger. Any creature within a 60-foot radius that looks at it must succeed on a DC %1 Will save or be affected as though by a fear spell (caster level 16th).|FearAuraDC	KEY:All-Consuming Hunger ~ Fear Aura				DEFINE:FearAuraDC|0					BONUS:VAR|FearAuraDC|DefaultDCCha	BONUS:VAR|FearAuraDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fear Aura)																	SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:AllConsumingHungerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An allconsuming hunger receives a +8 racial bonus on Climb checks and can always choose to take 10 on Climb checks even if rushed or threatened. It uses its Dexterity modifier instead of its Strength modifier for Climb checks.	KEY:All-Consuming Hunger ~ Skills									BONUS:SKILL|Climb|DEX-STR	BONUS:SKILL|Climb|8|TYPE=Racial																		
																																	
Race Traits ~ Annihilator	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AnnihilatorRaceTrait|Scent											BONUS:VAR|DarkvisionRange|60|TYPE=Base																			
Disintegration	CATEGORY:Special Ability	TYPE:DisintegrationRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A successful touch attack by an annihilator's antennae causes its target to disintegrate, as though subjected to the disintegrate spell. Any creature or magic item so touched that makes a DC %1 Fortitude save takes 5d6 points of damage instead of disintegrating. The save DC is Constitutionbased.|DisintegrationDC	KEY:Annihilatior ~ Disintegration				DEFINE:DisintegrationDC|0					BONUS:VAR|DisintegrationDC|DefaultDCCon	BONUS:VAR|DisintegrationDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Disintegration)								ABILITY:Ability Focus|AUTOMATIC|Disintegration									SOURCEPAGE:Und	
																																	
Skills	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialQuality	VISIBLE:YES	DESC:The creature gains a +8 racial bonus on Climb checks and can always choose to take 10 on Climb checks even if rushed or threatened.	KEY:Arachnoid ~ Skills									BONUS:SKILL|Climb|8|TYPE=Racial																		SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1 STR, secondary damage 1 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ F				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1 STR, secondary damage 1 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ D				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d2 STR, secondary damage 1d2 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ T				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d3 STR, secondary damage 1d3 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ S				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d4 STR, secondary damage 1d4 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ M				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 STR, secondary damage 1d6 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ L				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d8 STR, secondary damage 1d8 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ H				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d6 STR, secondary damage 2d6 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ G				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Poison	CATEGORY:Special Ability	TYPE:ArachnoidRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d8 STR, secondary damage 2d8 STR. The save DC is Constitution-based.|PoisonDC	KEY:Arachnoid ~ Poison ~ C				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
																																	
Race Traits ~ Baphitaur	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=BaphitaurRaceTrait|Scent											BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|ColdResistanceBonus,ElectricityResistanceBonus,FireResistanceBonus|5|TYPE=Resistance								ABILITY:SPecial Ability|AUTOMATIC|Resistance to Cold|Resistance to Electricity|Resistance to Fire										
Darkness	CATEGORY:Special Ability	TYPE:BaphitaurRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A baphitaur can use darkness once per day (caster level 3rd or the baphitaur's character level, whichever is higher).	KEY:Baphitaur ~ Darkness																		SPELLS:Innate|TIMES=1|CASTERLEVEL=3|Darkness									SOURCEPAGE:Und	
Powerful Charge	CATEGORY:Special Ability	TYPE:BaphitaurRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A baphitaur typically begins a battle by charging at an opponent, lowering its head to bring its mighty horns into play. In addition to the normal benefits and hazards of a charge, this maneuver allows the creature to make a single gore attack that deals 2d6+3 points of damage.	KEY:Baphitaur ~ Powerful Charge																											SOURCEPAGE:Und	
Rage	CATEGORY:Special Ability	TYPE:BaphitaurRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, a baphitaur can enter a rage identical to that of a 1st-level barbarian.	KEY:Baphitaur ~ Rage				DEFINE:BaphitaurRageTimesLVL|0	DEFINE:BaphitaurRagePowerLVL|0				BONUS:VAR|BaphitaurRageTimesLVL,BaphitaurRagePowerLVL|1	BONUS:VAR|RageTimes|1	BONUS:VAR|RageLVL|BaphitaurRagePowerLVL|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Rage									SOURCEPAGE:Und	
Natural Cunning	CATEGORY:Special Ability	TYPE:BaphitaurRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Like its minotaur ancestors, a baphitaur possesses innate cunning and logical ability. This cunning makes it immune to maze spells, prevents it from ever becoming lost, and enables it to track enemies. Furthermore, a baphitaur is never caught flat-footed.	KEY:Baphitaur ~ Natural Cunning																		ABILITY:Special Ability|AUTOMATIC|Can't be Flat-footed									SOURCEPAGE:Und	
Skills	CATEGORY:Special Ability	TYPE:BaphitaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A baphitaur receives a +2 racial bonus on Listen, Search, and Spot checks.	KEY:Baphitaur ~ Skills									BONUS:SKILL|Listen,Search,Spot|2|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Skills	CATEGORY:Special Ability	TYPE:ChameleonRaceTrait.SpecialQuality	VISIBLE:YES	DESC:The creature gains a +8 racial bonus on Climb checks and can always choose to take 10 on Climb checks even if rushed or threatened.	KEY:Chameleon ~ Skills									BONUS:SKILL|Climb|8|TYPE=Racial																		SOURCEPAGE:Und	
																																	
Race Traits ~ Earth Glider	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=EarthGliderRaceTrait	AUTO:LANG|Common|Terran										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance								ABILITY:SPecial Ability|AUTOMATIC|Resistance to Electricity|Immunity to Fire										
Poison	CATEGORY:Special Ability	TYPE:EarthGliderRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Bite, Fort DC %1, initial damage 1 CHA damage, secondary damage 1 CHA damage. The save DC is Constitution-based. An opponent reduced to 0 Charisma by the earth glider's poison is petrified, as is by the flesh to stone spell.|PoisonDC	KEY:Earth Glider ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:Und	
Earth Glide	CATEGORY:Special Ability	TYPE:EarthGliderRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An earth glider can glide through stone, dirt, or almost any other sort of earth except metal as easily as a fish swims through water. Its burrowing leaves behind no tunnel or hole, and its passage does not create any ripples or other signs of its presence. A move earth spell cast on an area the earth glider occupies flings it back 30 feet but has no other effect.	KEY:Earth Glider ~ Earth Glide																											SOURCEPAGE:Und	
Tremorsense	CATEGORY:Special Ability	TYPE:EarthGliderRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An earth glider can automatically sense the location of any creature or object within 60 feet that is in contact with the ground.	KEY:Earth Glider ~ Tremorsense									BONUS:VAR|TremorsenseRange|60|TYPE=Base																		SOURCEPAGE:Und	
																																	
Race Traits ~ Elder Brain	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElderBrainRaceTrait											BONUS:VAR|ColdResistanceBonus,FireResistanceBonus|10|TYPE=Resistance									ABILITY:SPecial Ability|AUTOMATIC|Resistance to Cold|Resistance to Fire										
Extract	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An elder brain that begins its turn with a tendril attached to an opponent and makes a successful grapple check automatically extracts the opponent's brain, instantly killing that creature. This power is useless against constructs, elementals, oozes, plants, and undead. Extraction is not instantly fatal to foes with multiple heads, such as ettins and hydras.	KEY:Elder Brain ~ Extract																											SOURCEPAGE:Und	
Improved Grab	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, an elder brain must hit a Small to Gargantuan creature with its tendril attack. If it gets a hold, it sinks the tendril into the opponent's head and can try to extract in the next round. The opponent can escape with a single successful grapple check or Escape Artist check, but the elder brain gets a +2 circumstance bonus for the deep attachment, and the opponent takes 1d6 damage from ripping the tendril free.	KEY:Elder Brain ~ Improved Grab																											SOURCEPAGE:Und	
Mind Blast	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:This psionic attack is a cone 60 feet long. Anyone caught in this cone must succeed on a DC %1 Will save or be stunned for 3d4 rounds. An elder brain can use this ability once every 1d4 rounds. The save DC is Charisma-based. This ability is the equivalent of a 4th-level spell.|MindBlastDC	KEY:Elder Brain ~ Mind Blast				DEFINE:MindBlastDC|0					BONUS:VAR|MindBlastDC|DefaultDCCha	BONUS:VAR|MindBlastDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Mind Blast)								ABILITY:Ability Focus|AUTOMATIC|Mind Blast									SOURCEPAGE:Und	
Psionics	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Elder Brain ~ Psionics																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=20|Astral Projection|Charm Monster,14+CHA|Detect Thoughts,12+CHA|Dominate Monster,19+CHA|Suggestion (Mass),16+CHA|Plane Shift									SOURCEPAGE:Und	
Spells	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialAttack	VISIBLE:YES	DESC:An elder brain casts spells as a 20th-level sorcerer.	KEY:Elder Brain ~ Spells																											SOURCEPAGE:Und	
Blindsight	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An elder brain has no visual organs but can "see" by using psychic energy to ascertain objects and creatures within 240 feet.	KEY:Elder Brain ~ Blindsight									BONUS:VAR|BlindsightRange|240|TYPE=Base																		SOURCEPAGE:Und	
Bud Brain Golem	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Once per day, an elder brain can bud a portion of its flesh, forming a golemlike creature composed of fused and hardened brains. Except for its appearance and origin, a brain golem has the statistics and abilities of a flesh golem (see the Monster Manual). An elder brain can never have more than three active brain golems at a time.	KEY:Elder Brain ~ Bud Brain Golem																											SOURCEPAGE:Und	
Regeneration	CATEGORY:Special Ability	TYPE:ElderBrainRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An elder brain takes normal damage from sonic- and acid-based attacks.	KEY:Elder Brain ~ Regeneration									BONUS:VAR|RegenerationRate|10|TYPE=Racial																		SOURCEPAGE:Und	
