SOURCELONG:Underdark	SOURCESHORT:Und	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Tunnelswimmer	CATEGORY:Special Ability	TYPE:CavelordClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A cavelord is at home in the subterranean waters that pervade the Underdark. Upon reaching 4th level, he can hold his breath three times longer than normal before he is at risk of drowning (a number of rounds equal to six times his Constitution score for a typical humanoid character). The cavelord also gains a swim speed of 30 feet.	KEY:Cavelord ~ Tunnelswimmer																		MOVE:Swim,30								SORTKEY:Class_Cavelord	SOURCEPAGE:Und	
Strength of Stone	CATEGORY:Special Ability	TYPE:CavelordClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 5th level, a cavelord gains the ability to invoke the strength of the earth. Once per day as a free action, he can gain an insight bonus to Strength equal to his cavelord level that lasts for 1 minute.	KEY:Cavelord ~ Strength of Stone																										SORTKEY:Class_Cavelord	SOURCEPAGE:Und	
Greater Cavesense	CATEGORY:Special Ability	TYPE:CavelordClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a cavelord reaches 7th level, his mystical connection to the Underdark increases, granting him the tremorsense ability (see Chapter 7 of the Monster Manual) with a 30-foot range.	KEY:Cavelord ~ Greater Cavesense									BONUS:VAR|TremorsenseRange|30|TYPE=Base																	SORTKEY:Class_Cavelord	SOURCEPAGE:Und	
Changestones	CATEGORY:Special Ability	TYPE:CavelordClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 8th level, a cavelord gains the ability to use changestones (see Chapter 4: Magic and Spells) once per day (caster level 14th).	KEY:Cavelord ~ Changestones																		SPELLS:Innate|TIMES=1|CASTERLEVEL=14|Changestones								SORTKEY:Class_Cavelord	SOURCEPAGE:Und	
Bones of the Earth	CATEGORY:Special Ability	TYPE:CavelordClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:When a cavelord reaches 10th level, the earth recognizes him as its own and protects him from death. If the cavelord takes damage that would reduce him to -10 or fewer hit points while in a cave, tunnel, or other Underdark environment, he may attempt a Fortitude save (DC 5 + damage dealt). If the save is successful, the cavelord instantly turns to stone, as if subject to the flesh to stone spell, before death can claim him. (This ability also works if unstaunched bleeding would cause the cavelord's hit points to drop to -10 or below. The DC for the Fortitude save in this case is 6.) His stone form becomes fixed in place as if it were a natural feature of the cavern. Twenty-four hours later, the earth looses its healing grip, and the cavelord becomes flesh again. He awakens with 1 hit point and no prepared spells or power points. Any significant damage done to his stony form (such as breaking off the head, or shattering the body) kills the cavelord.	KEY:Cavelord ~ Bones of the Earth																										SORTKEY:Class_Cavelord	SOURCEPAGE:Und	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Deep diviners gain no proficiency with any weapon or armor.	KEY:Deep Diviner ~ Weapon and Armor Proficiency																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Spells per Day	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At each deep diviner level except 6th, the character gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class to which she belonged before adding the prestige class level. She does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or rebuking undead, metamagic or item creation feats, and the like). If the character had more than one spellcasting class before becoming a deep diviner, the player must decide to which class to add each deep diviner level for the purpose of determining spells per day, spells known, and overall caster level.	KEY:Deep Diviner ~ Spells per Day																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Locate Node	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 1st level, a deep diviner gains the ability to sense the direction and strength of the nearest earth node, regardless of distance (see Node Magic in Chapter 4). To locate the node, she must meditate for 10 minutes. She can use this ability once per day per deep diviner level, so a 3rd-level deep diviner could make three attempts to locate the nearest node in a single day. The deep diviner's ability to sense earth nodes is blocked by even a thin sheet of lead, and by certain rare ores in the earth of the DM's choice.	KEY:Deep Diviner ~ Locate Node																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Node Spellcasting	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 1st level, a deep diviner gains Node Spellcasting as a bonus feat (see Chapter 2: Regions and Feats).	KEY:Deep Diviner ~ Node Spellcasting																		ABILITY:FEAT|AUTOMATIC|Node Spellcasting								SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Speak to Stone	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:When a deep diviner reaches 2nd level, her presence can lend nearby rock and earth a fleeting awareness. This ability can be used once per day, and the sentience lasts for 1 minute per caster level of the deep diviner. During this period, the character can comprehend and communicate with stone and earth, including normally nonanimate rock, worked stone, and dirt. She can pose questions to and receive answers from a pebble, a section of tunnel wall, or a pile of loose earth. A stone normally has no sense of its surroundings, but the deep diviner's presence allows it to recall a very limited amount of information. As with the stone tell spell, speaking stones may relate who or what has touched them and give complete descriptions of what is covered or concealed behind or under them.	KEY:Deep Diviner ~ Speak to Stone																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Node Store	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 3rd level, a deep diviner gains Node Store as a bonus feat (see Chapter 2: Regions and Feats).	KEY:Deep Diviner ~ Node Store																		ABILITY:FEAT|AUTOMATIC|Node Store								SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Summon Earth Elemental	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Once per day at 5th level and above, the deep diviner can summon a Large earth elemental as though with the summon monster VI spell (caster level 12th).	KEY:Deep Diviner ~ Summon Earth Elemental																		SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Summon Monster VI ~ Large Earth Elemenatal only								SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Node Charge	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, a deep diviner can tap the power of an earth node even from a distance. If she spends at least 4 hours in an earth node, she can leave with her connection to it intact. At any time during the next ten days while she is outside the keyed earth node, she can activate that connection for 1 minute as a free action. Once connected, the deep diviner can use all abilities granted to her by that earth node as if she were still within it. After using this ability, the deep diviner must return to an earth node and spend at least 4 hours within its confines (see Node Magic in Chapter 4: Magic and Spells) before she can tap its power remotely again.	KEY:Deep Diviner ~ Node Charge																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Metanode Spell	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 8th level, a deep diviner gains Metanode Spell as a bonus feat (see Chapter 2: Regions and Feats).	KEY:Deep Diviner ~ Metanode Spell																		ABILITY:FEAT|AUTOMATIC|Metanode Spell								SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Wall of Stone	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Upon reaching 9th level, a deep diviner gains the ability to use wall of stone (caster level 16th) once per day.	KEY:Deep Diviner ~ Wall of Stone																		SPELLS:Innate|TIMES=1|CASTERLEVEL=16|Wall of Stone								SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Mantle of Earth	CATEGORY:Special Ability	TYPE:DeepDivinerClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 10th level, a deep diviner can become a greater earth elemental (see the Monster Manual) once per day for up to 10 minutes. This ability functions like the polymorph spell, except that the deep diviner gains all the elemental's extraordinary abilities and supernatural abilities. She also gains access to all the elemental's feats for as long as she remains in that form. Changing form is a standard action that does not provoke an attack of opportunity.	KEY:Deep Diviner ~ Mantle of Earth																										SORTKEY:Class_Deep_Diviner	SOURCEPAGE:Und	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Drow judicators are proficient with all simple and martial weapons, with all types of armor, and with all types of shields except tower shields.	KEY:Drow Judicator ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Spells per Day	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At every third drow judicator level, the character gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class to which he belonged before adding the prestige class level (for male drow, this is usually an arcane spellcasting class, although male clerics of Selvetarm sometimes become drow judicators). He does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or rebuking undead, metamagic or item creation feats, and the like). If the character had more than one spellcasting class before becoming a drow judicator, the player must decide to which class to add each drow judicator level for the purpose of determining spells per day, spells known, and overall caster level.	KEY:Drow Judicator ~ Spells per Day																										SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
War Strike	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:War is the ultimate expression of Selvetarm's power, so its lessons are the very first that the drow judicator learns. Beginning at 1st level, he can attempt a war strike with one normal melee attack. If he hits, he deals 2d6 points of Constitution damage in addition to his regular damage. The target may attempt a Fortitude save (DC 10 + drow judicator level + drow judicator's Cha modifier) to halve the Constitution damage. This ability is usable once per day.	KEY:Drow Judicator ~ War Strike	DESC:%1/day Fort DC %2.|WarStrikeTimes|WarStrikeDC			DEFINE:WarStrikeTimes|0	DEFINE:WarStrikeDC|0				BONUS:VAR|WarStrikeDC|DefaultDCCha+DrowJudicatorLVL	BONUS:VAR|WarStrikeDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (War Strike)	BONUS:VAR|WarStrikeTimes|1|TYPE=Base							ABILITY:Ability Focus|AUTOMATIC|War Strike								SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Command Spiders	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a special dispensation from Lolth, Selvatarm can grant his judicators the ability to command spiders. When a drow judicator reaches 2nd level, he gains the ability to compel spiders in the same way that an evil cleric can rebuke or command undead (see the Player's Handbook). The drow judicator can attempt to command spiders a number of times per day equal to 3 + his Charisma modifier. He is treated as a cleric of a level equal to his drow judicator level for the purpose of turning checks and turning damage.	KEY:Drow Judicator ~ Command Spiders									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|TL|TYPE=Level.REPLACE									ABILITY:Special Ability|AUTOMATIC|Basic Turning|Rebuke Spider								SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Selvetarm's Blessing	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level and above, a drow judicator receives a +3 profane bonus on all saving throws.	KEY:Drow Judicator ~ Selvetarm's Blessing									BONUS:SAVE|ALL|3|TYPE=Profane																	SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Selvetarm's Wrath	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Beginning at 4th level, a drow judicator may attempt to deliver extra damage with one normal melee attack. On a successful attack, he deals 1 extra point of damage per drow judicator level. For example, an 8th-level drow judicator armed with a longsword deals 1d8+8 points of damage, plus any additional bonuses (for high Strength, magical effects, or the like) that would normally apply. This ability is usable once per day at 4th level, twice per day at 7th level, and three times per day at 10th level.	KEY:Drow Judicator ~ Selvetarm's Wrath	DESC:+%1 extra damage %2/day|SelvetarmSWrathDamage|SelvetarmSWrathTimes			DEFINE:SelvetarmSWrathDamage|0	DEFINE:SelvetarmSWrathTimes|0				BONUS:VAR|SelvetarmSWrathDamage|DrowJudicatorLVL	BONUS:VAR|SelvetarmSWrathTimes|1|PREVARGTEQ:DrowJudicatorLVL,4	BONUS:VAR|SelvetarmSWrathTimes|1|PREVARGTEQ:DrowJudicatorLVL,7	BONUS:VAR|SelvetarmSWrathTimes|1|PREVARGTEQ:DrowJudicatorLVL,10														SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Spider Servant	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 5th level, a drow judicator can call for a spider servant. See the Spider Servant sidebar for details.	KEY:Drow Judicator ~ Spider Servant									BONUS:VAR|SpiderServantLVL|DrowJudicatorLVL									ABILITY:Special Ability|AUTOMATIC|Spider Servant								SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Spider's Grace	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 8th level, a drow judicator gains the ability to take on attributes of a spider for up to 10 minutes once per day. While this ability is active, the character can climb on surfaces as if subjected to a spider climb spell, and he receives a +4 insight bonus on Hide and Move Silently checks. He also gains a bite attack that deals 1d4 points of damage and is poisonous. The bite is a secondary natural weapon that can be used once per round at the drow judicator's highest base attack bonus, with the standard -5 penalty for a secondary attack. The Fortitude save DC for the poison is 18 + the drow judicator's Con modifier, and it deals 1d6 points of Strength damage for both its initial and its secondary damage.	KEY:Drow Judicator ~ Spider's Grace																										SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Judgement	CATEGORY:Special Ability	TYPE:DrowJudicatorClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 10th level, a drow judicator gains the ability to judge all creatures within 100 feet of him that he can see. Those he finds wanting are immediately targeted with a horrid wilting effect (caster level 18th; save DC 18 + drow judicator's Wis modifier). The drow judicator can base his decision on any parameters he chooses. This ability is usable once per day as a standard action.	KEY:Drow Judicator ~ Judgement																		SPELLS:Innate|TIMES=1|CASTERLEVEL=18|Horrid Wilting,18+WIS								SORTKEY:Class_Drow_Judicator	SOURCEPAGE:Und	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:IllithidBodyTamerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Illithid body tamers are proficient with all simple and martial weapons, with all types of armor, and with all types of shields except tower shields.	KEY:Illithid Body Tamer ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Illithid_Body_Tamer	SOURCEPAGE:Und	
Code of Mental Abstinence	CATEGORY:Special Ability	TYPE:IllithidBodyTamerClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Just as some humanoid cultures believe that celibacy enhances their spiritual powers, illithid body tamers believe that reliance on psionics weakens their hard-won physical abilities. An abstinent illithid body tamer gains 10 temporary hit points, plus 4 temporary hit points per illithid body tamer level. If these hit points are lost to damage, the body tamer recovers them with 8 hours of rest. It also gains a +2 insight bonus on all melee damage rolls for tentacle and weapon attacks. To be considered abstinent, the body tamer must not have used any of its psionic abilities (including mind blast, charm monster, detect thoughts, levitate, plane shift, and suggestion) within the last 24 hours. If it uses any of these abilities, it does not have access to any of its usual benefits for abstinence until 24 hours after its last use of such an ability. An illithid body tamer is not slavishly devoted to its code. If using plane shift or mind blast is clearly in its best interest, then it does so, preferring to lose access to the benefits of abstinence than lose its life.	KEY:Illithid Body Tamer ~ Code of Mental Abstinence																										SORTKEY:Class_Illithid_Body_Tamer	SOURCEPAGE:Und	
Strength of Arms	CATEGORY:Special Ability	TYPE:IllithidBodyTamerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When making a full attack with both a manufactured weapon and its tentacles, an illithid body tamer may designate either its tentacles or its weapon as its primary attack. If its weapon is its primary attack, it strikes with the weapon at its highest base attack bonus (making multiple attacks if its base attack bonus is high enough), but a -2 penalty applies to each tentacle attack made that round. If its tentacles are its primary attack, they strike at its highest base attack bonus, but it can strike only once with its manufactured weapon, and a -2 penalty applies to that attack. A body tamer using both weapon and tentacles can still withdraw the brains of foes with its tentacles as normal, whether or not the tentacles are its primary attack. However, it usually simply discards the brains and moves on to the next foe. Nourishment can wait.	KEY:Illithid Body Tamer ~ Strength of Arms																										SORTKEY:Class_Illithid_Body_Tamer	SOURCEPAGE:Und	
Tentacle of Fate	CATEGORY:Special Ability	TYPE:IllithidBodyTamerClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When an illithid body tamer reaches 3rd level, its base tentacle damage increases from 1d4 to 1d6.	KEY:Illithid Body Tamer ~ Tentacle of Fate									BONUS:WEAPONPROF=Tentacle|DAMAGESIZE|1																	SORTKEY:Class_Illithid_Body_Tamer	SOURCEPAGE:Und	
Improved Trip	CATEGORY:Special Ability	TYPE:IllithidBodyTamerClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 4th level, the illithid body tamer gains Improved Trip as a bonus feat.	KEY:Illithid Body Tamer ~ Improved Trip																		ABILITY:FEAT|AUTOMATIC|Improved Trip								SORTKEY:Class_Illithid_Body_Tamer	SOURCEPAGE:Und	
