SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08					
14	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7						
15	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8						
16	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8						
17	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8,BardCast9	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8,BardKnown9						
18	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8,BardCast9	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8,BardKnown9						
19	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8,BardCast9	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8,BardKnown9						
20	CAST:99,BardCast1,BardCast2,BardCast3,BardCast4,BardCast5,BardCast6,BardCast7,BardCast8,BardCast9	KNOWN:0,BardKnown1,BardKnown2,BardKnown3,BardKnown4,BardKnown5,BardKnown6,BardKnown7,BardKnown8,BardKnown9						
#								
1			ABILITY:Class|AUTOMATIC|Bard					
1			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Bardic Inspiration					
1			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Spellcasting					
2			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Expertise					
2			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Jack of All Trades					
3			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Bard Subclass					
4			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Ability Score Improvement					
5			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Font of Inspiration					
6			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Countercharm					
10			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Magical Secrets					
18			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Superior Inspiration					
19			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Epic Boon					
20			ABILITY:Bard Class Feature|AUTOMATIC|Bard ~ Words of Creation					
								
								
								
								
								
								
								
CLASS:Cleric	HD:8	TYPE:PC.Base	DEFINE:ClericLVL|0	BONUS:VAR|ClericLVL|CL				
CLASS:Cleric	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Cleric],[PRECLASS:1,Cleric=1]							
CLASS:Cleric	SPELLSTAT:WIS	MEMORIZE:YES	KNOWNSPELLS:LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4|LEVEL=5|LEVEL=6|LEVEL=7|LEVEL=8|LEVEL=9	BONUS:CASTERLEVEL|Cleric|CL	BONUS:VAR|SpellCasterTotalLVL|ClericLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Divine	BONUS:DOMAIN|NUMBER|1|PREABILITY:1,CATEGORY=Special Ability,TYPE.Divine Domain
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
0	DOMAIN:Knowledge Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Knowledge Domain							
0	DOMAIN:Life Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Life Domain							
0	DOMAIN:Light Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Light Domain							
0	DOMAIN:Nature Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Nature Domain							
0	DOMAIN:Tempest Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Tempest Domain							
0	DOMAIN:Trickery Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ Trickery Domain							
0	DOMAIN:War Domain|PREABILITY:1,CATEGORY=Special Ability,Divine Domain ~ War Domain							
#								
1	CAST:99,ClericCast1							
2	CAST:99,ClericCast1							
3	CAST:99,ClericCast1,ClericCast2							
4	CAST:99,ClericCast1,ClericCast2							
5	CAST:99,ClericCast1,ClericCast2,ClericCast3							
6	CAST:99,ClericCast1,ClericCast2,ClericCast3							
7	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4							
8	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4							
9	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5							
10	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5							
11	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6							
12	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6							
13	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7							
14	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7							
15	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8							
16	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8							
17	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8,ClericCast9							
18	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8,ClericCast9							
19	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8,ClericCast9							
20	CAST:99,ClericCast1,ClericCast2,ClericCast3,ClericCast4,ClericCast5,ClericCast6,ClericCast7,ClericCast8,ClericCast9							
#								
1			ABILITY:Class|AUTOMATIC|Cleric					
1			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Spellcasting Ability					
1			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Spellcasting Ability					
1			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Divine Domain					
2			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Channel Divinity					
3			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Cleric Subclass					
4			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Ability Score Improvement					
5			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Sear Undead					
7			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Blessed Strike					
10			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Divine Intervention					
19			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Epic Boon					
20			ABILITY:Cleric Class Feature|AUTOMATIC|Cleric ~ Greater Divine Intervention					
								
CLASS:Druid	HD:8	TYPE:PC.Base	DEFINE:DruidLVL|0	AUTO:LANG|Druidic	BONUS:VAR|DruidLVL|CL			
CLASS:Druid	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Druid],[PRECLASS:1,Druid=1]							
CLASS:Druid	SPELLSTAT:WIS	MEMORIZE:YES	KNOWNSPELLS:LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4|LEVEL=5|LEVEL=6|LEVEL=7|LEVEL=8|LEVEL=9	BONUS:CASTERLEVEL|Druid|CL	BONUS:VAR|SpellCasterTotalLVL|DruidLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Divine	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
1	CAST:99,DruidCast1							
2	CAST:99,DruidCast1							
3	CAST:99,DruidCast1,DruidCast2							
4	CAST:99,DruidCast1,DruidCast2							
5	CAST:99,DruidCast1,DruidCast2,DruidCast3							
6	CAST:99,DruidCast1,DruidCast2,DruidCast3							
7	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4							
8	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4							
9	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5							
10	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5							
11	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6							
12	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6							
13	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7							
14	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7							
15	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8							
16	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8							
17	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8,DruidCast9							
18	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8,DruidCast9							
19	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8,DruidCast9							
20	CAST:99,DruidCast1,DruidCast2,DruidCast3,DruidCast4,DruidCast5,DruidCast6,DruidCast7,DruidCast8,DruidCast9							
#								
1			ABILITY:Class|AUTOMATIC|Cleric					
1			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Druidic					
1			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Spellcasting					
1			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Cantrips					
1			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Ritual Casting					
1			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Spellcasting Focus					
2			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Wild Shape					
2			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Druid Circle					
4			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Ability Score Improvement					
18			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Timeless Body					
18			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Beast Spells					
20			ABILITY:Druid Class Feature|AUTOMATIC|Druid ~ Archdruid					
								
CLASS:Fighter	HD:10	TYPE:PC.Base	DEFINE:FighterLVL|0	BONUS:VAR|FighterLVL|CL				
CLASS:Fighter	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Fighter],[PRECLASS:1,Fighter=1]							
CLASS:Fighter	SPELLSTAT:INT	MEMORIZE:NO	SPELLLIST:1|Fighter	BONUS:CASTERLEVEL|Fighter|CL	BONUS:VAR|SpellCasterTotalLVL|FighterLVL	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Arcane	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
3	CAST:0,1+FighterCast1	KNOWN:0,FighterKnown1						
4	CAST:0,1+FighterCast1	KNOWN:0,FighterKnown1						
5	CAST:0,1+FighterCast1	KNOWN:0,FighterKnown1						
6	CAST:0,1+FighterCast1	KNOWN:0,FighterKnown1						
7	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
8	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
9	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
10	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
11	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
12	CAST:0,1+FighterCast1,FighterCast2	KNOWN:0,FighterKnown1,FighterKnown2						
13	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
14	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
15	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
16	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
17	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
18	CAST:0,1+FighterCast1,FighterCast2,FighterCast3	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3						
19	CAST:0,1+FighterCast1,FighterCast2,FighterCast3,FighterCast4	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3,FighterKnown4						
20	CAST:0,1+FighterCast1,FighterCast2,FighterCast3,FighterCast4	KNOWN:0,FighterKnown1,FighterKnown2,FighterKnown3,FighterKnown4						
#								
1			ABILITY:Class|AUTOMATIC|Fighter					
1			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Fighting Style					
1			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Second Wind					
2			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Action Surge					
3			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Martial Archetype					
4			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Ability Score Improvement					
5			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Extra Attack					
9			ABILITY:Fighter Class Feature|AUTOMATIC|Fighter ~ Indomitable					
								
CLASS:Monk	HD:8	TYPE:PC.Base	DEFINE:MonkLVL|0	BONUS:VAR|MonkLVL|CL				
CLASS:Monk	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Monk],[PRECLASS:1,Monk=1]							
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
1	UDAM:1d4							
5	UDAM:1d6							
12	UDAM:1d8							
17	UDAM:1d10							
#								
1			ABILITY:Class|AUTOMATIC|Monk					
1			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Unarmored Defense					
1			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Martial Arts					
2			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Ki					
2			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Unarmored Movement					
3			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Monastic Tradition					
3			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Deflect Missiles					
4			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Ability Score Improvement					
4			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Slow Fall					
5			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Extra Attack					
5			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Stunning Strike					
6			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Ki-Empowered Strikes					
7			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Evasion					
7			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Stillness of Mind					
10			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Purity of Body					
13			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Tongue of the Sun and Moon					
14			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Diamond Soul					
15			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Timeless Body					
18			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Empty Body					
20			ABILITY:Monk Class Feature|AUTOMATIC|Monk ~ Perfect Self					
								
								
CLASS:Paladin	HD:10	TYPE:PC.Base	DEFINE:PaladinLVL|0	BONUS:VAR|PaladinLVL|CL				
CLASS:Paladin	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Paladin],[PRECLASS:1,Paladin=1]							
CLASS:Paladin	SPELLSTAT:CHA	MEMORIZE:YES	KNOWNSPELLS:LEVEL=1|LEVEL=2|LEVEL=3|LEVEL=4|LEVEL=5	BONUS:CASTERLEVEL|Paladin|CL	BONUS:VAR|SpellCasterTotalLVL|PaladinLVL/2	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Divine	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
2	CAST:99,PaladinCast1							
3	CAST:99,PaladinCast1							
4	CAST:99,PaladinCast1							
5	CAST:99,PaladinCast1,PaladinCast2							
6	CAST:99,PaladinCast1,PaladinCast2							
7	CAST:99,PaladinCast1,PaladinCast2							
8	CAST:99,PaladinCast1,PaladinCast2							
9	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3							
10	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3							
11	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3							
12	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3							
13	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4							
14	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4							
15	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4							
16	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4							
17	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4,PaladinCast5							
18	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4,PaladinCast5							
19	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4,PaladinCast5							
20	CAST:99,PaladinCast1,PaladinCast2,PaladinCast3,PaladinCast4,PaladinCast5							
#								
1			ABILITY:Class|AUTOMATIC|Paladin					
1			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Sense					
1			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Lay on Hands					
2			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Fighting Style					
2			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Spellcasting					
2			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Spellcasting Focus					
2			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Smite					
3			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Divine Health					
3			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Sacred Oath					
3			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Oath Spells					
3			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Channel Divinity					
4			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Ability Score Improvement					
5			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Extra Attack					
6			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Aura of Protection					
10			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Aura of Courage					
11			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Improved Divine Smite					
14			ABILITY:Paladin Class Feature|AUTOMATIC|Paladin ~ Cleansing Touch					
								
CLASS:Ranger	HD:10	TYPE:PC.Base	DEFINE:RangerLVL|0	BONUS:VAR|RangerLVL|CL				
CLASS:Ranger	PREMULT:1,[!PRETEMPLATE:1,First Level],[PREABILITY:1,CATEGORY=Internal,Multiclass Allowed ~ Ranger],[PRECLASS:1,Ranger=1]							
CLASS:Ranger	SPELLSTAT:WIS	MEMORIZE:NO		BONUS:CASTERLEVEL|Ranger|CL	BONUS:VAR|SpellCasterTotalLVL|RangerLVL/2	BONUS:VAR|SpellCasterClassCount|1	FACT:SpellType|Divine	
1:REPEATLEVEL:1	DONOTADD:SKILLPOINTS							
#								
2	CAST:99,RangerCast1	KNOWN:0,RangerKnown1						
3	CAST:99,RangerCast1	KNOWN:0,RangerKnown1						
4	CAST:99,RangerCast1	KNOWN:0,RangerKnown1						
5	CAST:99,RangerCast1,RangerCast2	KNOWN:0,RangerKnown1,RangerKnown2						
6	CAST:99,RangerCast1,RangerCast2	KNOWN:0,RangerKnown1,RangerKnown2						
7	CAST:99,RangerCast1,RangerCast2	KNOWN:0,RangerKnown1,RangerKnown2						
8	CAST:99,RangerCast1,RangerCast2	KNOWN:0,RangerKnown1,RangerKnown2						
9	CAST:99,RangerCast1,RangerCast2,RangerCast3	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3						
10	CAST:99,RangerCast1,RangerCast2,RangerCast3	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3						
11	CAST:99,RangerCast1,RangerCast2,RangerCast3	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3						
12	CAST:99,RangerCast1,RangerCast2,RangerCast3	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3						
13	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4						
14	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4						
15	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4						
16	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4						
17	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4,RangerCast5	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4,RangerKnown5						
18	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4,RangerCast5	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4,RangerKnown5						
19	CAST:99,RangerCast1,RangerCast2,RangerCast3,RangerCast4,RangerCast5	KNOWN:0,RangerKnown1,RangerKnown2,RangerKnown3,RangerKnown4,RangerKnown5						
