SOURCELONG:Forgotten Realms Campaign Setting 3.0	SOURCESHORT:FRCS30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:06-2001
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Languages	CATEGORY:Special Ability	TYPE:ElfRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Elven, Common. Bonus Languages: Auran, Chondathan, Gnoll, Gnome, Halfling, Illuskan, Sylvan	KEY:Moon Elf ~ Languages																		TEMPLATE:Elf ~ Moon ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:ElfRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Elven, Common. Bonus Languages: Auran, Celestial, Chondathan, Gnome, Halfling, Illuskan, Sylvan	KEY:Sun Elf ~ Languages																		TEMPLATE:Elf ~ Sun ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:ElfRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Elven, Common. Bonus Languages: Gnoll, Illuskan, Orc, Sylvan, Tashalan	KEY:Wild (FR) Elf ~ Languages																		TEMPLATE:Elf ~ Wild (FR) ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:ElfRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Elven, Common. Bonus Languages: Chondathan, Draconic, Gnome, Goblin, Gnoll, Sylvan	KEY:Wood (FR) Elf ~ Languages																		TEMPLATE:Elf ~ Wood (FR) ~ Languages									SOURCEPAGE:FRCS30	
Darkvision	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision up to 120 feet.	KEY:Deep Gnome ~ Darkvision									BONUS:VAR|DarkvisionRange|120|TYPE=Racial																		SOURCEPAGE:FRCS30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:1/day-blindness, blur and change self. These abilities are as the spells cast by a wizard of the svirfneblin's character level.	KEY:Deep Gnome ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=TL|Blindness/Deafness|Blur|Disguise Self									SOURCEPAGE:FRCS30	
Stonecunning	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality.Stonecunning	VISIBLE:YES	DESC:Like dwarves, svirfneblin receice a +%1 racial bonus on checks to notice unusual stonework. Something that isn't stone but is disguised as stone also counts as unusual stonework. A deep gnome who merely comes within 10 feet of unusual stonework can make a check as though actively searching and can use the Search skill to find stonework traps as a rogue can. A svirfneblin can also intuit depth, sensing the approximate distance underground as naturally as human can sense which way is up.|StonecunningSearchBonus	KEY:Deep Gnome ~ Stonecunning									BONUS:VAR|StonecunningSearchBonus|2|TYPE=Racial									ABILITY:Special Ability|AUTOMATIC|Stonecunning									SOURCEPAGE:FRCS30	
Nondetection	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Svirfneblin have a continuous nondetection supernatural ability as the spell cast by a wizard of their character level.	KEY:Deep Gnome ~ Nondetection																											SOURCEPAGE:FRCS30	
Spell Resistance	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spell resistance equal to 11 + character level.	KEY:Deep Gnome ~ Spell Resistance				DEFINE:DeepGnomeSR|0					BONUS:VAR|DeepGnomeSR|11+(TL-HD)									SR:DeepGnomeSR									SOURCEPAGE:FRCS30	
Dodge Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 dodge bonus to Armor Class against all creatures.|GnomeDodgeBonus	KEY:Deep Gnome ~ Dodge Bonus				DEFINE:GnomeDodgeBonus|0					BONUS:VAR|GnomeDodgeBonus|4	BONUS:COMBAT|AC|GnomeDodgeBonus|TYPE=Dodge																	SOURCEPAGE:FRCS30	ASPECT:CombatBonus|+%1 Dodge bonus to Armor Class against all creatures|GnomeDodgeBonus
Save Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on all saving throws.|GnomeSaveBonus	KEY:Deep Gnome ~ Save Bonus				DEFINE:GnomeSaveBonus|0					BONUS:VAR|GnomeSaveBonus|2	BONUS:SAVE|ALL|GnomeSaveBonus|TYPE=Racial																	SOURCEPAGE:FRCS30	
Hide Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Hide checks, which improves to +4 in darkened areas underground.|GnomeHideSkillBonus	KEY:Deep Gnome ~ Hide Skill Bonus				DEFINE:GnomeHideSkillBonus|0					BONUS:VAR|GnomeHideSkillBonus|2	BONUS:SKILL|Hide|GnomeHideSkillBonus|TYPE=Racial																	SOURCEPAGE:FRCS30	ASPECT:SkillBonus|+%1 racial bonus on Hide checks.|GnomeHideSkillBonus
Languages	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Gnome, Undercommon. Bonus Languages: Draconic, Dwarven, Elven, Illuskan, Terran.	KEY:Deep Gnome ~ Languages																		TEMPLATE:Gnome ~ Deep ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Gnome, Common. Bonus Languages: Chondathan, Draconic, Dwarven, Goblin, Illuskan, Sylvan, Terran	KEY:Rock (FR) Gnome ~ Languages																		TEMPLATE:Gnome ~ Rock (FR) ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Elven, Common. Bonus Languages: any (Except secrtet language, such as Druidic).	KEY:Half-Elf (FR) Half-Elf ~ Languages																		TEMPLATE:Half-Elf ~ Half-Elf (FR) ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Orc, Common. Bonus Languages: Damaran, Giant, Gnoll, Goblin, Illuskan, Undercommon	KEY:Half-Orc (FR) Half-Orc ~ Languages																		TEMPLATE:Half-Orc ~ Half-Orc (FR) ~ Languages									SOURCEPAGE:FRCS30	
Speak without Sound	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A ghostwise halfling, unlike other halflings, can communicate telepathically with any creature within 20-feet, just as if speaking to him or her. The halfling can only speak and listen to one person at a time, and he must share a common language with the person or creature he speaks to telepathically, or the telepathic link fails.	KEY:Ghostwise Halfling ~ Speak without Sound																											SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Halfling, Common. Bonus Languages: Chondathan, Elven, Gnoll, Shaaran, Sylvan	KEY:Ghostwise Halfling ~ Languages																		TEMPLATE:Halfling ~ Ghostwise ~ Languages									SOURCEPAGE:FRCS30	
Favored Class	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Barbarian.	KEY:Ghostwise Halfling ~ Favored Class																		TEMPLATE:Halfling ~ Ghostwise ~ Favored Class									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Halfling, Common. Bonus Languages: Chessentan, Chondathan, Damaran, Dwarven, Elven, Illuskan, Goblin	KEY:Lightfoot (FR) Halfling ~ Languages																		TEMPLATE:Halfling ~ Lightfoot (FR) ~ Languages									SOURCEPAGE:FRCS30	
Extra Feat	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:1 extra feat at 1st level, because the have a strong drive to compete and many opportunities to practice their skills.	KEY:Strongheart Halfling ~ Extra Feat									BONUS:ABILITYPOOL|FEAT|1																		SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Halfling, Common. Bonus Languages: Dwarven, Gnoll, Goblin, Halruaan, Shaaran	KEY:Strongheart Halfling ~ Languages																		TEMPLATE:Halfling ~ Strongheart ~ Languages									SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:AasimarRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Any (except secret languages, such as Druidic)	KEY:Aasimar (FR) Aasimar ~ Languages																		TEMPLATE:Aasimar ~ Aasimar (FR) ~ Languages									SOURCEPAGE:FRCS30	
Darkvision	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision up to 60 feet.	KEY:Air Genasi ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Racial																		SOURCEPAGE:FRCS30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Air genasi can use levitate once per day as cast by a 5th level sorcerer.	KEY:Air Genasi ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=5|Levitate									SOURCEPAGE:FRCS30	
Cleric Focus	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An air genasi cleric must choose a deity who grants access to the Air domain and select Air as one of her two domains.	KEY:Air Genasi ~ Cleric Focus																											SOURCEPAGE:FRCS30	
Save Bonus	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against all air spells and effects. This bonus increase by +1 for every five class levels the genasi attains.|AirGenasiAirSaveBonus	KEY:Air Genasi ~ Save Bonus				DEFINE:AirGenasiAirSaveBonus|0					BONUS:VAR|AirGenasiAirSaveBonus|1+((TL-HD)/5)	BONUS:VAR|AirResistanceBonus|AirGenasiAirSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance To Air spells									SOURCEPAGE:FRCS30	
Breathless	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Air genasi do not breathe, so they are immune to drowning, suffocation and attacks that require ihnhalation (such as some types of poison).	KEY:Air Genasi ~ Breathless																											SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Any (except secret languages, such as Druidic)	KEY:Air Genasi ~ Languages																		TEMPLATE:Air Genasi ~ Air Genasi ~ Languages									SOURCEPAGE:FRCS30	
Favored Class	CATEGORY:Special Ability	TYPE:AirGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fighter.	KEY:Air Genasi ~ Favored Class																		TEMPLATE:Air Genasi ~ Air Genasi ~ Favored Class									SOURCEPAGE:FRCS30	
Darkvision	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision up to 60 feet.	KEY:Earth Genasi ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Racial																		SOURCEPAGE:FRCS30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Earth genasi can use pass without trace once per day as cast by a 5th-level druid.	KEY:Earth Genasi ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=5|Pass without Trace									SOURCEPAGE:FRCS30	
Save Bonus	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against all earth spells and effects. This bonus increase by +1 for every five class levels the genasi attains.|EarthGenasiEarthSaveBonus	KEY:Earth Genasi ~ Save Bonus				DEFINE:EarthGenasiEarthSaveBonus|0					BONUS:VAR|EarthGenasiEarthSaveBonus|1+((TL-HD)/5)	BONUS:VAR|EarthResistanceBonus|EarthGenasiEarthSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance To Earth spells									SOURCEPAGE:FRCS30	
Cleric Focus	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An earth genasi cleric must choose a deity who grants access to the EArtg domain and select Earth as one of her two domains.	KEY:Earth Genasi ~ Cleric Focus																											SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Any (except secret languages, such as Druidic)	KEY:Earth Genasi ~ Languages																		TEMPLATE:Earth Genasi ~ Earth Genasi ~ Languages									SOURCEPAGE:FRCS30	
Favored Class	CATEGORY:Special Ability	TYPE:EarthGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fighter.	KEY:Earth Genasi ~ Favored Class																		TEMPLATE:Earth Genasi ~ Earth Genasi ~ Favored Class									SOURCEPAGE:FRCS30	
Darkvision	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision up to 60 feet.	KEY:Fire Genasi ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Racial																		SOURCEPAGE:FRCS30	
Save Bonus	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against all Fire spells and effects. This bonus increase by +1 for every five class levels the genasi attains.|FireGenasiFireSaveBonus	KEY:Fire Genasi ~ Save Bonus				DEFINE:FireGenasiFireSaveBonus|0					BONUS:VAR|FireGenasiFireSaveBonus|1+((TL-HD)/5)	BONUS:VAR|FireResistanceBonus|FireGenasiFireSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance To Fire spells									SOURCEPAGE:FRCS30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Fire genasi can cause nonmagical fire within 10.feet of them to diminsh to the level of coals or flare to the brighteness of daylight and double the normal radius of its illumination. This ability doesn't change the heat output or fuel consumption of the fire source, last 5 minutes and may be done once per day. They use this ability as 5th-level sorcerers.	KEY:Fire Genasi ~ Spell-Like Abilities																											SOURCEPAGE:FRCS30	
Cleric Focus	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An Fire genasi cleric must choose a deity who grants access to the EArtg domain and select Fire as one of her two domains.	KEY:Fire Genasi ~ Cleric Focus																											SOURCEPAGE:FRCS30	
Languages	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Any (except secret languages, such as Druidic)	KEY:Fire Genasi ~ Languages																		TEMPLATE:Fire Genasi ~ Fire Genasi ~ Languages									SOURCEPAGE:FRCS30	
Favored Class	CATEGORY:Special Ability	TYPE:FireGenasiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fighter.	KEY:Fire Genasi ~ Favored Class																		TEMPLATE:Fire Genasi ~ Fire Genasi ~ Favored Class									SOURCEPAGE:FRCS30	
Darkvision	CATEGORY:Special Ability	TYPE:WaterGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision up to 60 feet.	KEY:Water Genasi ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Racial																		SOURCEPAGE:FRCS30	
Save Bonus	CATEGORY:Special Ability	TYPE:WaterGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against all Water spells and effects. This bonus increase by +1 for every five class levels the genasi attains.|WaterGenasiWaterSaveBonus	KEY:Water Genasi ~ Save Bonus				DEFINE:WaterGenasiWaterSaveBonus|0					BONUS:VAR|WaterGenasiWaterSaveBonus|1+((TL-HD)/5)	BONUS:VAR|WaterResistanceBonus|WaterGenasiWaterSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance To Water spells									SOURCEPAGE:FRCS30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:WaterGenasiRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:water genasi can use create water nce per day as cast by a 5th-level druid.	KEY:Water Genasi ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=5|Create Water									SOURCEPAGE:FRCS30	
Cleric Focus	CATEGORY:Special Ability	TYPE:WaterGenasiRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An Water genasi cleric must choose a deity who grants access to the EArtg domain and select Water as one of her two domains.	KEY:Water Genasi ~ Cleric Focus																											SOURCEPAGE:FRCS30	
Breath Water	CATEGORY:Special Ability	TYPE:WaterGenasiRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Water genasi breathe water as an extraordinary ability.	KEY:Water Genasi ~ Breath Water																		ABILITY:Special Ability|AUTOMATIC|Water Breathing									SOURCEPAGE:FRCS30	
