SOURCELONG:Seas of Blood	SOURCESHORT:SoB	SOURCEWEB:http://www.mongoosepublishing.com/
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Spit Steam	CATEGORY:Special Ability	TYPE:SeaDrake2RaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The drake swallows a large quantity of water and stores it in its throat sac. The sac heats the water and allows the sea drake to spit it out as steam. The sea drake's throat bladder stores wnough water for five such sprays. It releases its steam spray in a %1-foot cone. Creature in such area of effect must succeed at a Reflex save (DC %2) or take %3d%4 points of damage from the blast of steam. A successful save results in one half-famage.|BreathWeaponCone|BreathWeaponDC|BreathWeaponDamageDie|BreathWeaponDC	KEY:Sea Drake 2 ~ Spit Steam				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Spit Steam)					ABILITY:Ability Focus|AUTOMATIC|Spit Steam									SOURCEPAGE:SoB
Leap	CATEGORY:Special Ability	TYPE:SeaDrake2RaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A sea drake can leap into the air during combat. This allows it to make four claw attacks instead of two but cannot bite. The attack bonus for each is +13.	KEY:Sea Drake 2 ~ Leap																											SOURCEPAGE:SoB
Immunities	CATEGORY:Special Ability	TYPE:SeaDrake2RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Like true dragons, sea drake are immune to all paralysis and Sleep effects.	KEY:Sea Drake 2 ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Paralysis|Immunity to Sleep									SOURCEPAGE:SoB
																																
Race Traits ~ Talorani	CATEGORY:Internal													BONUS:VAR|AdvancementByClass|1									ABILITY:Special Ability|AUTOMATIC|Talorani Racial Traits	ABILITY:Talorani Subrace|AUTOMATIC|Talorani ~ Common|!PREABILITY:1,CATEGORY=Internal,TYPE.AltSubraceChoice								
Talorani Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Talorani Racial Traits																											SOURCEPAGE:SoB
Low-Light Vision	CATEGORY:Special Ability	TYPE:TaloraniRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Talorani ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:SoB
Limited Telepathy	CATEGORY:Special Ability	TYPE:TaloraniRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Underdwellers have the ability to telepathically communicate basic ideas (moods, emotions, images) to any others of their kind within 20 feet. Any creature possessing psionics or some form of telepathy can pick up this communication by making a Wisdom check at DC 20. Other creatures may make a Sense Motive check at DC 30 to receive telepathic imagery from an underdweller.	KEY:Talorani ~ Limited Telepathy									BONUS:VAR|TelepathyRange|20|TYPE=Base																		SOURCEPAGE:SoB
Swim Skill Bonus	CATEGORY:Special Ability	TYPE:TaloraniRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Talorani receive a +8 racial bonus on any Swim checks.	KEY:Talorani ~ Swim Skill Bonus									BONUS:SKILL|Swim|8|TYPE=Racial																		SOURCEPAGE:SoB
Languages	CATEGORY:Special Ability	TYPE:TaloraniRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Talorani ~ Languages																		TEMPLATE:Talorani ~ Common ~ Languages									SOURCEPAGE:SoB
Favored Class	CATEGORY:Special Ability	TYPE:TaloraniRaceTrait.SpecialQuality	VISIBLE:YES	DESC:The favored class of a male underdweller is fighter. Females favour the druid class.	KEY:Talorani ~ Favored Class																		TEMPLATE:Talorani ~ Common ~ Favored Class									SOURCEPAGE:SoB
																																
Race Traits ~ Undine	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=UndineRaceTrait																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:UndineRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Undine can replicate spells as a 7th-level casters. They cannot replicate spells dealing with fire.	KEY:Undine ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HD|Fog Cloud|Water Breathing									SOURCEPAGE:SoB
Control Water	CATEGORY:Special Ability	TYPE:UndineRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Undine ~ Control Water																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Control Water									SOURCEPAGE:SoB
Touch of the Sea	CATEGORY:Special Ability	TYPE:UndineRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The touch of an undine causes a living subject to become a creature of the sea unless it succeeds a Fortitude save at DC %1. An affected creature gains the amphibious extraordinary trait and can breathe water normally. An amphibious creature can survive out of the water for 1 hour per 2 points of Consititution. After that, apply the rules for drowning.|TouchOfTheSeaDC	KEY:Undine ~ Touch of the Sea				DEFINE:TouchOfTheSeaDC|0					BONUS:VAR|TouchOfTheSeaDC|DefaultDCCon	BONUS:VAR|TouchOfTheSeaDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Touch of the Sea)								ABILITY:Ability Focus|AUTOMATIC|Touch of the Sea									SOURCEPAGE:SoB
Immunities	CATEGORY:Special Ability	TYPE:UndineRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An undine that is attacked by any weapon (including grappling attacks) can, by making a successful Reflex save at DC 15, instantly transform her body into water and flow away.	KEY:Undine ~ Immunities																											SOURCEPAGE:SoB
