SOURCELONG:Arms and Equipment Guide 3.0	SOURCESHORT:AaEG30	SOURCEWEB:http://www.gozzilioni.net
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Training	CATEGORY:Special Ability	TYPE:PhantomFungusRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Phantom fungi are insidious guards. Not only are they invisible and quiet, but most detection spells fail to register their presence. DC Young/Adult: -/27; Spore Price: 1,000 gp; Training Cost: 1,000 gp.	KEY:Phantom Fungus ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:RustMonsterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Domesticated rust monsters are quite friendly toward their masters, but their lust for rust overcomes any notion of friendship or loyalty. DC Young/Adult: 23/30; Young Price: 1,000 gp; Training Cost: 1,200 gp.	KEY:Rust Monster ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:SeaLionRaceTrait.SpecialQuality	VISIBLE:YES	DESC:For castles built on ocean cliffs, royal yachts out on pleasure cruises, or underwater treasure grottoes, sea lions make excellent guardians. DC Young/Adult: 24/31; Young Price: 3,500 gp; Training Cost: 2,500 gp.	KEY:Sea Lion ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:ShadowMastiffRaceTrait.SpecialQuality	VISIBLE:YES	DESC:With their bay ability, shadow mastiffs are best employed as personal escorts of evil masters or left among other evil creatures. DC Young/Adult: 22/29; Young Price: 10,000 gp; Training Cost: 3,000 gp.	KEY:Shadow Mastiff ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:ShockerLizardRaceTrait.SpecialQuality	VISIBLE:YES	DESC:These magical beasts are guardians for the fashionably rich.DC Young/Adult: 20/27; Egg Price: 750 gp; Training Cost: 1,000 gp.	KEY:Shocker Lizard ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:VargouilleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Evil or unusually twisted masters employ these hideous outsiders to guard their valuables. DC Young/Adult: -/26; Young Price: -; Training Cost: 1,500 gp.	KEY:Vargouille ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Animal (Climbdog)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AnimalClimbdogRaceTrait|Scent																													
Skills	CATEGORY:Special Ability	TYPE:AnimalClimbdogRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Climbdogs receive a +4 racial bonus on Climb checks, in addition to the +8 bonus on Climb checks from having a climb speed.	KEY:Animal (Climbdog) ~ Skills									BONUS:SKILL|Climb|4|TYPE=Racial																		SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AnimalClimbdogRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a climbdog as a hunting or guard animal requires a successful Handle Animal check (DC 10 young, DC 17 adult).	KEY:Animal (Climbdog) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Thudhunter	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ThudhunterRaceTrait																													
Improved Grab	CATEGORY:Special Ability	TYPE:ThudhunterRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:If a thudhunter hits with a claw, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. It has the option to conduct the grapple normally, or simply use that claw to hold the opponent (-20 on grapple checks, but the hudhunter is not considered grappled). Each successful grapple check it makes during successive rounds automatically deals the damage given for the claw attack.	KEY:Thudhunter ~ Improved Grab																											SOURCEPAGE:AaEG30
Thud	CATEGORY:Special Ability	TYPE:ThudhunterRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Their thick, stumpy legs loudly stomp the ground when thudhunters prowl. Creatures with tremorsense within 120 feet are driven to distraction by the disruptive vibrations, and are forced to surface unless they succeed on a Will save (DC %1). Once they do surface, they must succeed on a second Will save (DC %1) or be stunned for 1 round.|ThudDC	KEY:Thudhunter ~ Thud				DEFINE:ThudDC|0					BONUS:VAR|ThudDC|DefaultDCStr																		SOURCEPAGE:AaEG30
Skills	CATEGORY:Special Ability	TYPE:ThudhunterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thudhunters receive a +5 racial bonus on Jump checks.	KEY:Thudhunter ~ Skills									BONUS:SKILL|Jump|5|TYPE=Racial																		SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:ThudhunterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a thudhunter as a hunting or guard beast requires a successful Handle Animal check (DC 22 young, DC 29 adult).	KEY:Thudhunter ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Training	CATEGORY:Special Ability	TYPE:AnimalCamelRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Camels are favored mounts in the desert. When fully stocked, a camel can travel up to a week with little food and no water. DC Young/Adult: 11/18; Young Price: 50 gp; Training Cost: 10 gp.	KEY:Animal (Camel) ~ Training			PRERACE:1,Animal (Camel)															ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DireAnimalDireBadgerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:In communities where gnomes are the primary race, elite soldiers ride dire badgers. DC Young/Adult: 16/23; Young Price: 100 gp; Training Cost: 15 gp.	KEY:Dire Animal (Dire Badger) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DireAnimalDireBatRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Dire bats are saddled with so many evil associations, one would hardly think of adding a rider too. DC Young/Adult: 17/24; Young Price: 150 gp; Training Cost: 100 gp.	KEY:Dire Animal (Dire Bat) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DireAnimalDireBoarRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Boar riders must pay close attention to their mounts in a fight. DC Young/Adult: 20/27; Young Price: 400 gp; Training Cost: 75 gp.	KEY:Dire Animal (Dire Boar) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AnimalDogRidingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Halfling riding dogs are hard workers, famed for their ferocity and loyalty on the battlefield. DC Young/Adult: 10/17; Young Price: 50 gp; Training Cost: 10 gp.	KEY:Animal (Dog (Riding)) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AnimalCamelRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Llamas are distant relatives of the camel. They are generally calm, trainable, and curious about new things. DC Young/Adult: 10/17; Young Price: 50 gp; Training Cost: 10 gp.	KEY:Animal (Llama) ~ Training			PRERACE:1,Animal (Llama)															ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AnimalPorpoiseRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Thanks to the buoyancy of water, Medium-size creatures can ride porpoises. There is no room for passengers. DC Young/Adult: 15/22; Young Price: 100 gp; Training Cost: 20 gp.	KEY:Animal (Porpoise) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AnimalRhinocerosRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Many dwarves love the solid feel of a war rhinoceros beneath them. DC Young/Adult: 21/28; Young Price: 200 gp; Training Cost: 50 gp.	KEY:Animal (Rhinoceros) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DinosaurDeinonychusRaceTrait.SpecialQuality	VISIBLE:YES	DESC:These dinosaurs are favored as mounts by remote barbarian tribes. DC Young/Adult: 22/29; Egg Price: 10,000 gp; Training Cost: 1,500 gp.	KEY:Dinosaur (Deinonychus) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DinosaurMegaraptorRaceTrait.SpecialQuality	VISIBLE:YES	DESC:These dinosaurs are favored as mounts by remote barbarian tribes. DC Young/Adult: 26/33; Egg Price: 13,000 gp; Training Cost: 2,000 gp.	KEY:Dinosaur (Megaraptor) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:DinosaurTriceratopsRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Working with a triceratops is all about teamwork. DC Young/Adult: 36/41; Young Price: 7,000 gp; Training Cost: 10,000 gp.	KEY:Dinosaur (Triceratops) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:WorgRaceTrait.SpecialQuality	VISIBLE:YES	DESC:As mounts, worgs can also convey informations to their riders. DC Young/Adult: 22/29; Young Price: 1,000 gp; Training Cost: 1,500 gp.	KEY:Worg ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Lizard (Riding)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=LizardRidingRaceTrait											BONUS:VAR|DarkvisionRange|60|TYPE=Base																		
Light Blindness	CATEGORY:Special Ability	TYPE:LizardRidingRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Abrupt exposure to bright light (such as sunlight or a daylight spell) blinds drow for 1 round. On subsequent rounds, they are dazzled as long as they remain in the affected area.	KEY:Lizard (Riding) ~ Light Blindness																											SOURCEPAGE:AaEG30
Sticky Pads	CATEGORY:Special Ability	TYPE:LizardRidingRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A riding lizard has large, circular pads on its toes that exude adhesive. At will, a riding lizard can stick to any vertical or inverted surface as spider climb cast by a 20th-level sorcerer.	KEY:Lizard (Riding) ~ Sticky Pads																											SOURCEPAGE:AaEG30
																																
Race Traits ~ Axebeak	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AxebeakRaceTrait																													
Speed	CATEGORY:Special Ability	TYPE:AxebeakRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Axebeaks move five times their normal speed when running instead of four times the speed.	KEY:Axebeak ~ Light Blindness																											SOURCEPAGE:AaEG30
Skills	CATEGORY:Special Ability	TYPE:AxebeakRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Due to their keen eyesight, axebeaks receive a +8 racial bonus on Spot checks in the daytime.	KEY:Axebeak ~ Skills									BONUS:SKILL|Spot|8|TYPE=Racial																		SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:AxebeakRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training an axebeak as a mount requires a successful Handle Animal check. DC Young/Adult: 11/18; Young Price: 40 gp; Training Cost: 50 gp.	KEY:Axebeak ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Hippocampus	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=HippocampusRaceTrait	AUTO:LANG|Aquan																												
Training	CATEGORY:Special Ability	TYPE:HippocampusRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a hippocampus as a mount requires a successful Handle Animal check (DC 22 foal, DC 29 adult). DC Young/Adult: 22/29; Young Price: 2,500 gp; Training Cost: 1,000 gp.	KEY:Hippocampus ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Training	CATEGORY:Special Ability	TYPE:OozeGelatinousCubeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Gelatinous cubes are not mounts for the faint of heart, or for those in a particular hurry. DC Young/Adult: -/29; Young Price: 5,000 gp; Training Cost: -.	KEY:Ooze ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:SphinxHieracosphinxRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A hieracosphinx is tougher and stronger than a griffon, but the greatest difference is its evil nature. DC Young/Adult: 27/34; Egg Price: 5,500 gp; Training Cost: 2,500 gp.	KEY:Sphinx (Hieracosphinx) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:HydraRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Hydras are insanely difficult to train, more so than even an experienced trainer might guess. Each head must be trained independently, and untrained heads do not wait patiently for their turns. DC Young/Adult: 23/30 (five heads), 24/31 (six heads); Egg Price: 4,000 gp (five heads), 4,500 gp (six heads); Training Cost: 1,500 gp per head, 2,000 gp per head (pyrohydra or cryohydra).	KEY:Hydra ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:NightmareRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Nightmares are untrainable. They do as they will and do not suffer fools. Even powerful evil creatures must dominate nightmares to ride them as mounts, either magically or through sheer force of will. DC Young/Adult: 28/35; Young Price: 5,000 gp; Training Cost: -.	KEY:Nightmare ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:PurpleWormRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Riding on the outside of a purple worm is impossible, so mind flayers ride inside it. DC Young/Adult: 34/41; Young Price: 15,000 gp; Training Cost: - (No one but mind flayers has ever trained a purple worm).	KEY:Purple Worm ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
# Training	CATEGORY:Special Ability	TYPE:RustMonsterRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Although single-minded, rust monsters make surprisingly good mounts. DC Young/Adult: 23/30; Young Price: 1,000 gp; Training Cost: 1,200 gp.	KEY:Rust Monster ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:TendriculosRaceTrait.SpecialQuality	VISIBLE:YES	DESC:The only known way to train a tendriculos is to raise it from a seed, grown in a special mixture that negates its paralytic digestive juices. DC Young/Adult: 27/-; Seed Price: 3,000 gp; Training Cost: 2,000 gp.	KEY:Tendriculos ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:WyvernRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Despite its claws and wicked sting, a wyvern is a far safer mount than one of its more intelligent cousins. DC Young/Adult: 25/32; Young Price: 3,000 gp; Training Cost: 3,000 gp.	KEY:Wyvern ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Golem (Equine)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Golem Subtraits|TYPE=GolemEquineRaceTrait																													
Shatter	CATEGORY:Special Ability	TYPE:GolemEquineRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Three times per day, an equine golem can emit an ear-splitting whinny, which acts as a shatter spell cast by a 10th-level sorcerer (Fort DC %1)|ShatterDC	KEY:Golem (Equine) ~ Shatter				DEFINE:ShatterDC|0					BONUS:VAR|ShatterDC|DefaultDCCha	BONUS:VAR|ShatterDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Slow)								ABILITY:Ability Focus|AUTOMATIC|Shatter									SOURCEPAGE:AaEG30
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemEquineRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An equine golem is immune to all spells, spell-like abilities, and supernatural effects, except as follows. A warp wood or wood shape spell slows it (as the slow spell) for 2d6 rounds. A repel wood spell pushes it back normally, but if the golem resists the spell, it can hold its ground. This spell never splinters or breaks any part of the construct. Fire and electricity effects char the golem but do not harm it.	KEY:Golem (Equine) ~ Immunity To Magic																											SOURCEPAGE:AaEG30
																																
Race Traits ~ Zaratan	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ZaratanRaceTrait	AUTO:LANG|Aquan|Common																												
Fin Sweep	CATEGORY:Special Ability	TYPE:ZaratanRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The zaratan thrashes all four of its fins simultaneously, affecting everything in the water in a 40-foot radius. Objects and creatures within the swept area automatically take 2d8+16 points of bludgeoning damage. Affected creatures can attempt a Reflex save (DC %1) to take half damage.|FinSweepDC	KEY:Zaratan ~ Fin Sweep				DEFINE:FinSweepDC|0					BONUS:VAR|FinSweepDC|DefaultDCStr	BONUS:VAR|FinSweepDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fin Sweep)								ABILITY:Ability Focus|AUTOMATIC|Fin Sweep									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:ZaratanRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Zaratans do not appear to be trainable. They are intelligent enough to carry out even complex commands under direct orders (if delivered with appropriate vigor) but lapse into dim torpor when orders cease.	KEY:Zaratan ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Race Traits ~ Soarwhale	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=SoarwhaleRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																		
Breath Weapon	CATEGORY:Special Ability	TYPE:SoarwhaleRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:A soarwhale quickly empties its air bladders as a defense mechanism. This loss of buoyancy causes the soarwhale to drop 100 feet, leaving a cloud of paralyzing gas in a 10-foot radius around its previous position. Any creature caught in the gas must make a successful Fortitude save (DC %1) or be paralyzed for 2d4 rounds. The save DC is Constitution-based.|BreathWeaponDC	KEY:Soarwhale ~ Breath Weapon							DEFINE:BreathWeaponDC|0					BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:SoarwhaleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training a soarwhale as a mount or beast of burden requires a successful Handle Animal check (DC 18 young, DC 25 adult). Soarwhale young are worth 10,000 gp on the open market. Professional trainers charge 500 gp to rear or train a soarwhale.	KEY:Soarwhale ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
																																
Training	CATEGORY:Special Ability	TYPE:GiantAntWorkerRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Worker ants are tireless pack animals. Due to their connection with the queen, though, ants can be difficult to separate from the hive and tame. DC Young/Adult: -/27; Larva Price: 200 gp; Training Cost: 100 gp.	KEY:Giant Ant (Worker) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:GiantAntSoldierRaceTrait.SpecialQuality	VISIBLE:YES	DESC:soldier ants are fast, fearless mounts. Due to their connection with the queen, though, ants can be difficult to separate from the hive and tame. DC Young/Adult: -/27; Larva Price: 200 gp; Training Cost: 100 gp.	KEY:Giant Ant (Soldier) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:GiantPrayingMantisRaceTrait.SpecialQuality	VISIBLE:YES	DESC:These are the vermin of choice for palace, city wall, and ceremonial guards because of their natural tendency to stand still for long periods. DC Young/Adult: -/29; Larva Price: 500 gp; Training Cost: 300 gp.	KEY:Giant Praying Mantis ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:GiantWaspRaceTrait.SpecialQuality	VISIBLE:YES	DESC:When a giant wasp takes damage in combat, it attempts to attack the person who hurt it exclusively. DC Young/Adult: -/30; Larva Price: 800 gp; Training Cost: 750 gp.	KEY:Giant Wasp ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionTinyRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Tiny) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionSmallRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Small) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionMediumRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Medium) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionLargeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Large) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionHugeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Huge) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
Training	CATEGORY:Special Ability	TYPE:MonstrousScorpionGargantuanRaceTrait.SpecialQuality	VISIBLE:YES	DESC:It is practically a necessity to purchase a scorpion from a reputable trainer rather than attempt to train it alone. DC Young/Adult: -/41; Egg Price: 2,000 gp; Training Cost: 1,000 gp.	KEY:Monstrous Scorpion (Gargantuan) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:AaEG30
