SOURCELONG:Planar Handbook	SOURCESHORT:PH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
# PC Specific Weapon Prof.																																	
Fatemaker Weapon Proficiencies	CATEGORY:Internal	TYPE:WeaponProfFatemaker	VISIBLE:NO	AUTO:WEAPONPROF|Longsword|Rapier|Sap|Sword (Short)|Shortbow|Whip	PREVAREQ:UA_VAR_USEWEAPONGROUP,0																												
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Water	CATEGORY:Special Ability	TYPE:ElementalSpellcasting	VISIBLE:YES	DESC:Water.	KEY:Planar Spellcasting ~ Water								BONUS:CASTERLEVEL|DESCRIPTOR.Water|1																			SOURCEPAGE:PH	
																																	
CATEGORY=Special Ability|Familiar.MOD	COMPANIONLIST:Familiar|Devil (Imp)|PRECLASS:1,SPELLCASTER.Arcane=7|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LN,LE,NE	COMPANIONLIST:Familiar|Archon (Lantern)|PRECLASS:1,SPELLCASTER.Arcane=7|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LG,LN,NG	COMPANIONLIST:Familiar|Mephit (Air),Mephit (Dust),Mephit (Earth),Mephit (Fire),Mephit (Ice),Mephit (Magma),Mephit (Ooze),Mephit (Salt),Mephit (Steam),Mephit (Water)|PRECLASS:1,SPELLCASTER.Arcane=7|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LN,NG,TN,NE,CN	COMPANIONLIST:Familiar|Demon (Quasit)|PRECLASS:1,SPELLCASTER.Arcane=7|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:NE,CN,CE	COMPANIONLIST:Familiar|Companion ~ Animal (Bat/Anarchic),Companion ~ Animal (Cat/Anarchic),Companion ~ Animal (Hawk/Anarchic),Companion ~ Animal (Lizard/Anarchic),Companion ~ Animal (Owl/Anarchic),Companion ~ Animal (Rat/Anarchic),Companion ~ Animal (Raven/Anarchic),Companion ~ Animal (Snake (Viper/Tiny/Anarchic)),Companion ~ Animal (Toad/Anarchic),Companion ~ Animal (Weasel/Anarchic)|PRECLASS:1,SPELLCASTER.Arcane=5|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:CG,CN,CE	COMPANIONLIST:Familiar|Companion ~ Animal (Bat/Axiomatic),Companion ~ Animal (Cat/Axiomatic),Companion ~ Animal (Hawk/Axiomatic),Companion ~ Animal (Lizard/Axiomatic),Companion ~ Animal (Owl/Axiomatic),Companion ~ Animal (Rat/Axiomatic),Companion ~ Animal (Raven/Axiomatic),Companion ~ Animal (Snake (Viper/Tiny/Axiomatic)),Companion ~ Animal (Toad/Axiomatic),Companion ~ Animal (Weasel/Axiomatic)|PRECLASS:1,SPELLCASTER.Arcane=5|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:CG,CN,CE	COMPANIONLIST:Familiar|Companion ~ Animal (Bat/Celestial),Companion ~ Animal (Cat/Celestial),Companion ~ Animal (Hawk/Celestial),Companion ~ Animal (Lizard/Celestial),Companion ~ Animal (Owl/Celestial),Companion ~ Animal (Rat/Celestial),Companion ~ Animal (Raven/Celestial),Companion ~ Animal (Snake (Viper/Tiny/Celestial)),Companion ~ Animal (Toad/Celestial),Companion ~ Animal (Weasel/Celestial)|PRECLASS:1,SPELLCASTER.Arcane=3|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LG,NG,CG	COMPANIONLIST:Familiar|Companion ~ Animal (Bat/Fiendish),Companion ~ Animal (Cat/Fiendish),Companion ~ Animal (Hawk/Fiendish),Companion ~ Animal (Lizard/Fiendish),Companion ~ Animal (Owl/Fiendish),Companion ~ Animal (Rat/Fiendish),Companion ~ Animal (Raven/Fiendish),Companion ~ Animal (Snake (Viper/Tiny/Fiendish)),Companion ~ Animal (Toad/Fiendish),Companion ~ Animal (Weasel/Fiendish)|PRECLASS:1,SPELLCASTER.Arcane=3|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LE,NE,CE	COMPANIONLIST:Familiar|Elemental (Air),Elemental (Earth),Elemental (Fire),Elemental (Water)|PRECLASS:1,SPELLCASTER.Arcane=5|PREABILITY:1,CATEGORY=FEAT,Planar Familiar|PREALIGN:LN,NG,TN,NE,CN																								
																																	
###Block:Class abilities																																	
Charisma	CATEGORY:Special Ability	TYPE:BodyOrSoul	VISIBLE:YES	DESC:Increase Charisma.	KEY:Doomlord ~ Body or Soul ~ Charisma								BONUS:STAT|CHA|1																			SOURCEPAGE:PH	
Constitution	CATEGORY:Special Ability	TYPE:BodyOrSoul	VISIBLE:YES	DESC:Increase Constitution.	KEY:Doomlord ~ Body or Soul ~ Constitution								BONUS:STAT|CON|1																			SOURCEPAGE:PH	
Air	CATEGORY:Special Ability	TYPE:ElementalAffinity	VISIBLE:YES	DESC:Air Manifestation	KEY:Elemental Warrior ~ Elemental Affinity ~ Air								BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity	AUTO:LANG|Auran										SOURCEPAGE:PH	
Earth	CATEGORY:Special Ability	TYPE:ElementalAffinity	VISIBLE:YES	DESC:Earth Manifestation	KEY:Elemental Warrior ~ Elemental Affinity ~ Earth								BONUS:VAR|AcidResistanceBonus|10|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Acid	AUTO:LANG|Terran										SOURCEPAGE:PH	
Fire	CATEGORY:Special Ability	TYPE:ElementalAffinity	VISIBLE:YES	DESC:Fire Manifestation	KEY:Elemental Warrior ~ Elemental Affinity ~ Fire								BONUS:VAR|FireResistanceBonus|10|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Fire	AUTO:LANG|Ignan										SOURCEPAGE:PH	
Water	CATEGORY:Special Ability	TYPE:ElementalAffinity	VISIBLE:YES	DESC:Water Manifestation	KEY:Elemental Warrior ~ Elemental Affinity ~ Water								BONUS:VAR|ColdResistanceBonus|10|TYPE=Resistance								ABILITY:Special Ability|AUTOMATIC|Resistance to Cold	AUTO:LANG|Aquan										SOURCEPAGE:PH	
Air Manifestation	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Manifestation ~ Air	DESC:Brisk winds whip around the elemental warrior's body. All ranged attacks against her have a 20%% miss chance.																											SOURCEPAGE:PH	
Earth Manifestation	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Manifestation ~ Earth	DESC:The elemental warrior's skin is partially sheathed in rocky hide. Her natural armor bonus increases by 3.								TEMPBONUS:PC|COMBAT|AC|3|TYPE=NaturalArmorEnhancement																			SOURCEPAGE:PH	
Fire Manifestation	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Manifestation ~ Fire	DESC:A sheath of flame envelops the elemental warrior. Any opponent who lands a successful melee attack against her takes 1d6 points of fire damage. Creatures wielding reach weapons, such as longspears, do not take this damage.																											SOURCEPAGE:PH	
Water Manifestation	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Manifestation ~ Water	DESC:The elemental warrior becomes coated in water. She gains damage reduction 3/piercing.																											SOURCEPAGE:PH	
Air Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Movement ~ Air	DESC:The elemental warrior can fly at a speed of 20 feet (perfect maneuverability). If the character wears medium or heavy armor or carries a medium or heavy load, she can't use this ability.	MOVE:Fly,20	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability	BONUS:VAR|Maneuverability|5																						SOURCEPAGE:PH			
Earth Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Movement ~ Earth	DESC:The elemental warrior gains a burrow speed of 30 feet (or equal to her base land speed, whichever is lower).	MOVE:Burrow,30																										SOURCEPAGE:PH	
Fire Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Movement ~ Fire	DESC:The elemental warrior's base land speed increases by 10 feet. This benefi t stacks with all other speed increases. If the elemental warrior wears heavy armor or carries a heavy load, she loses this benefit.	BONUS:MOVEADD|TYPE.Walk|10																										SOURCEPAGE:PH	
Water Movement	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Movement ~ Water	DESC:The elemental warrior gains a swim speed of 30 feet (or equal to her base land speed, whichever is lower). She also gains the ability to breathe water.	MOVE:Swim,30																										SOURCEPAGE:PH	
Air Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Strike ~ Air	DESC:Target takes 10d6 points of bludgeoning damage from a sudden gust of wind and is knocked prone (Fort save negates knockdown).																											SOURCEPAGE:PH	
Earth Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Strike ~ Earth	DESC:Target takes 10d6 points of bludgeoning damage from the crushing touch attack and is pushed back 10 feet as if bull rushed (Fort save negates push).																											SOURCEPAGE:PH	
Fire Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Strike ~ Fire	DESC:Target takes 10d6 points of fi re damage and catches on fi re for 1d4 rounds (Fort save negates catching on fire).																											SOURCEPAGE:PH	
Water Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.ElementalWarriorClassFeatures.SpecialQuality	VISIBLE:YES	KEY:Elemental Warrior ~ Elemental Strike ~ Water	DESC:Target takes 10d6 points of damage as moisture is drawn from its body and becomes nauseated for 1 round (Fort save negates nausea).																											SOURCEPAGE:PH	
																																	
###Block:Template abilities																																	
Linked Mind	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Axiomatic creatures of the same kind within 300 feet of one another are in constant communication. If one is aware of a particular danger, they all are. If one in the group is not flat-footed, none of them are. No axiomatic creature in the group is considered flanked unless all of them are.	KEY:Axiomatic ~ Linked Mind																ABILITY:Special Ability|AUTOMATIC|Linked Mind											SOURCEPAGE:PH	
Positive Energy Ray	CATEGORY:Special Ability	TYPE:SpecialAttack.Supernatural	VISIBLE:YES	DESC:A vivacious creature can fire a positive energy ray once every 1d4 rounds with a range of 60 feet. With a successful ranged touch attack, the vivacious creature infuses a target with positive energy equal to 1d4 + its Cha modifi er. This attack damages undead and heals living creatures. Creatures that exceed their full normal hit points from this effect need to make Fortitude saves as if in a positive-dominant environment.	KEY:Vivacious ~ Positive Energy Ray																											SOURCEPAGE:PH	
Limited Spell Resistance (Negative Energy)	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A vivacious creature has spell resistance equal to 15 + Hit Dice (maximum 35) against any spell or spell-like ability that uses negative energy, including inflict spells.	KEY:Vivacious ~ Limited Spell Resistance (Negative Energy)					DEFINE:VivaciousNegativeEnergySR|0					BONUS:VAR|VivaciousNegativeEnergySR|15+HD																	SOURCEPAGE:PH	
Positive Adaptation	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Vivacious creatures do not exceed their full normal hit points or need to make Fortitude saves due to being in a positive-dominant environment.	KEY:Vivacious ~ Positive Adaptation																											SOURCEPAGE:PH	
Positive Energy Aura	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary.Aura	VISIBLE:YES	DESC:Any living creature within 10 feet of a vivacious creature gains 1 hit point per round due to the aura of positive energy surrounding it. Creatures that exceed their full normal hit points from this effect need to make Fortitude saves as if in a positive-dominant environment. Creatures with immunity to positive energy effects, as well as other vivacious creatures, are not affected by this aura. If conscious, a vivacious creature can suppress this aura as a standard action, but the creature takes 1 point of Strength damage for each full minute that the aura is inactive. The aura always functions while the creature is unconscious.	KEY:Vivacious ~ Positive Energy Aura																											SOURCEPAGE:PH	
Negative Energy Ray	CATEGORY:Special Ability	TYPE:SpecialAttack.Supernatural	VISIBLE:YES	DESC:An entropic creature can fire a ray of negative energy once every 1d4 rounds with a range of 60 feet. With a successful ranged touch attack, an entropic creature infuses a target with points of negative energy damage equal to 1d4 + its Cha modifi er. This attack damages living creatures and heals undead.	KEY:Entropic ~ Negative Energy Ray																											SOURCEPAGE:PH	
Limited Spell Resistance (Positive Energy)	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An entropic creature has spell resistance equal to 15 + Hit Dice (maximum 35) against any spell or spell-like ability that uses positive energy, including cure spells.	KEY:Entropic ~ Limited Spell Resistance (Positive Energy)					DEFINE:EntropicPositiveEnergySR|0					BONUS:VAR|EntropicPositiveEnergySR|15+HD																	SOURCEPAGE:PH	
Positive Adaptation	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Entropic creatures do not lose hit points or need to make Fortitude saves due to being in a negative-dominant environment.	KEY:Entropic ~ Negative Adaptation																											SOURCEPAGE:PH	
Negative Energy Aura	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary.Aura	VISIBLE:YES	DESC:Any living creature within 10 feet of an entropic creature loses 1 hit point per round due to the aura of negative energy surrounding it. Characters with immunity to negative energy effects, as well as other entropic creatures, are not affected by this aura. If conscious, an entropic creature can repress this aura as a standard action, but takes 1 point of Strength damage for each full minute that the aura is inactive. The aura is always functioning while an entropic creature is unconscious.	KEY:Entropic ~ Negative Energy Aura																											SOURCEPAGE:PH	
																																	
Heavenly Host	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Heavenly Host (Base)|Heavenly Host																															
Heavenly Host (Base)	CATEGORY:Internal								DEFINE:HeavenlyHostLVL|0	DEFINE:HeavenlyHostDetermination|0				BONUS:VAR|HeavenlyHostLVL|1											ABILITY:Heavenly Host Selection|AUTOMATIC|Standard Selection ~ Heavenly Host|!PREABILITY:1,CATEGORY=Internal,TYPE.HeavenlyHostAlternate								SOURCEPAGE:PH
Heavenly Host	CATEGORY:Internal	TYPE:HeavenlyHostSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:HeavenlyHostSelection.HeavenlyHostAlternate		KEY:Expanded Selection ~ Heavenly Host																			COST:0	COMPANIONLIST:Heavenly Host|ANY								SOURCEPAGE:PH	
Heavenly Host (Default)	CATEGORY:Internal	TYPE:HeavenlyHostSelection.HeavenlyHostBase		KEY:Standard Selection ~ Heavenly Host	!PREABILITY:1,CATEGORY=Internal,TYPE.HeavenlyHostAlternate																		COST:0	COMPANIONLIST:Heavenly Host|Archon (Lantern),Archon (Hound)								SOURCEPAGE:PH	
																																	
Hellish Horde	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Hellish Horde (Base)|Hellish Horde																															
Hellish Horde (Base)	CATEGORY:Internal								DEFINE:HellishHordeLVL|0	DEFINE:HellishHordeDetermination|0				BONUS:VAR|HellishHordeLVL|1											ABILITY:Hellish Horde Selection|AUTOMATIC|Standard Selection ~ Hellish Horde|!PREABILITY:1,CATEGORY=Internal,TYPE.HellishHordeAlternate								SOURCEPAGE:PH
Hellish Horde	CATEGORY:Internal	TYPE:HellishHordeSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:HellishHordeSelection.HellishHordeAlternate		KEY:Expanded Selection ~ Hellish Horde																			COST:0	COMPANIONLIST:Hellish Horde|ANY								SOURCEPAGE:PH	
Hellish Horde (Default)	CATEGORY:Internal	TYPE:HellishHordeSelection.HellishHordeBase		KEY:Standard Selection ~ Hellish Horde	!PREABILITY:1,CATEGORY=Internal,TYPE.HellishHordeAlternate																		COST:0	COMPANIONLIST:Hellish Horde|Devil (Bearded),Devil (Chain)								SOURCEPAGE:PH	
																																	
Hunters of Hades	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Hunters of Hades (Base)|Hunters of Hades																															
Hunters of Hades (Base)	CATEGORY:Internal								DEFINE:HuntersOfHadesLVL|0	DEFINE:HuntersOfHadesDetermination|0				BONUS:VAR|HuntersOfHadesLVL|1											ABILITY:Hunters of Hades Selection|AUTOMATIC|Standard Selection ~ Hunters of Hades|!PREABILITY:1,CATEGORY=Internal,TYPE.HuntersOfHadesAlternate								SOURCEPAGE:PH
Hunters of Hades	CATEGORY:Internal	TYPE:HuntersOfHadesSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:HuntersOfHadesSelection.HuntersOfHadesAlternate		KEY:Expanded Selection ~ Hunters of Hades																			COST:0	COMPANIONLIST:Hunters of Hades|ANY								SOURCEPAGE:PH	
Hunters of Hades (Default)	CATEGORY:Internal	TYPE:HuntersOfHadesSelection.HuntersOfHadesBase		KEY:Standard Selection ~ Hunters of Hades	!PREABILITY:1,CATEGORY=Internal,TYPE.HuntersOfHadesAlternate																		COST:0	COMPANIONLIST:Hunters of Hades|Pack Fiend								SOURCEPAGE:PH	
																																	
Summon Babau Demon	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Summon Babau Demon (Base)|Summon Babau Demon																															
Summon Babau Demon (Base)	CATEGORY:Internal								DEFINE:SummonBabauDemonLVL|0	DEFINE:SummonBabauDemonDetermination|0				BONUS:VAR|SummonBabauDemonLVL|1											ABILITY:Summon Babau Demon Selection|AUTOMATIC|Standard Selection ~ Summon Babau Demon|!PREABILITY:1,CATEGORY=Internal,TYPE.SummonBabauDemonAlternate								SOURCEPAGE:PH
Summon Babau Demon	CATEGORY:Internal	TYPE:SummonBabauDemonSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:SummonBabauDemonSelection.SummonBabauDemonAlternate		KEY:Expanded Selection ~ Summon Babau Demon																			COST:0	COMPANIONLIST:Summon Babau Demon|ANY								SOURCEPAGE:PH	
Summon Babau Demon (Default)	CATEGORY:Internal	TYPE:SummonBabauDemonSelection.SummonBabauDemonBase		KEY:Standard Selection ~ Summon Babau Demon	!PREABILITY:1,CATEGORY=Internal,TYPE.SummonBabauDemonAlternate																		COST:0	COMPANIONLIST:Summon Babau Demon|Demon (Babau)								SOURCEPAGE:PH	
																																	
Summon Bearded Devil	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Summon Bearded Devil (Base)|Summon Bearded Devil																															
Summon Bearded Devil (Base)	CATEGORY:Internal								DEFINE:SummonBeardedDevilLVL|0	DEFINE:SummonBeardedDevilDetermination|0				BONUS:VAR|SummonBeardedDevilLVL|1											ABILITY:Summon Bearded Devil Selection|AUTOMATIC|Standard Selection ~ Summon Bearded Devil|!PREABILITY:1,CATEGORY=Internal,TYPE.SummonBeardedDevilAlternate								SOURCEPAGE:PH
Summon Bearded Devil	CATEGORY:Internal	TYPE:SummonBeardedDevilSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:SummonBeardedDevilSelection.SummonBeardedDevilAlternate		KEY:Expanded Selection ~ Summon Bearded Devil																			COST:0	COMPANIONLIST:Summon Bearded Devil|ANY								SOURCEPAGE:PH	
Summon Bearded Devil (Default)	CATEGORY:Internal	TYPE:SummonBeardedDevilSelection.SummonBeardedDevilBase		KEY:Standard Selection ~ Summon Bearded Devil	!PREABILITY:1,CATEGORY=Internal,TYPE.SummonBeardedDevilAlternate																		COST:0	COMPANIONLIST:Summon Bearded Devil|Devil (Bearded)								SOURCEPAGE:PH	
																																	
Summon Bralani Eladrin	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Summon Bralani Eladrin (Base)|Summon Bralani Eladrin																															
Summon Bralani Eladrin (Base)	CATEGORY:Internal								DEFINE:SummonBralaniEladrinLVL|0	DEFINE:SummonBralaniEladrinDetermination|0				BONUS:VAR|SummonBralaniEladrinLVL|1											ABILITY:Summon Bralani Eladrin Selection|AUTOMATIC|Standard Selection ~ Summon Bralani Eladrin|!PREABILITY:1,CATEGORY=Internal,TYPE.SummonBralaniEladrinAlternate								SOURCEPAGE:PH
Summon Bralani Eladrin	CATEGORY:Internal	TYPE:SummonBralaniEladrinSelection	VISIBLE:NO																													SOURCEPAGE:PH	
Expanded Selection	CATEGORY:Internal	TYPE:SummonBralaniEladrinSelection.SummonBralaniEladrinAlternate		KEY:Expanded Selection ~ Summon Bralani Eladrin																			COST:0	COMPANIONLIST:Summon Bralani Eladrin|ANY								SOURCEPAGE:PH	
