SOURCELONG:Planar Handbook	SOURCESHORT:PH	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Tiefling			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Native		MOVE:Walk,30						FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tiefling										CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:PH	KIT:1|Tiefling Stats	
Wildren			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar		MOVE:Walk,20,Burrow,10		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Wildren										CR:1/2				LEGS:2	HANDS:2	SOURCEPAGE:PH	KIT:1|Wildren Stats	UNENCUMBEREDMOVE:HeavyLoad|HeavyArmor
																																			
###Block: Races																																			
Astral Kraken				SIZE:G	TYPE:Vermin	RACETYPE:Vermin	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:9	MOVE:Fly,60	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning,*4,2d6|Bite,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d10				FACE:20	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Astral Kraken		SR:25	BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|16		BONUS:STAT|WIS|4	BONUS:STAT|CHA|2		CR:16	KIT:1|TN	HITDICEADVANCEMENT:28,36		LEGS:6	HANDS:4	SOURCEPAGE:PH	KIT:1|Astral Kraken Stats	
Dharculus			STARTFEATS:1	SIZE:M	TYPE:Aberration	RACETYPE:Aberration	RACESUBTYPE:Extraplanar	MONSTERCLASS:Aberration:8	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Tentacle,Weapon.Natural.Finesseable.Melee.Bludgeoning,*6,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dharculus		SR:20	BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|10		BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Listen|Spot	CR:9		HITDICEADVANCEMENT:8,11,24	LEVELADJUSTMENT:7	LEGS:0	HANDS:6	SOURCEPAGE:PH	KIT:1|Dharculus Stats	
Elementite Swarm (Air)			STARTFEATS:1	SIZE:T	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air|Extraplanar|Swarm	MONSTERCLASS:Elemental:7	MOVE:Fly,80	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elementite Swarm (Air)				BONUS:STAT|DEX|4		BONUS:STAT|INT|-8			MONCSKILL:Hide|Listen|Spot	CR:4				LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Elementite Swarm (Air) Stats	
Elementite Swarm (Earth)			STARTFEATS:1	SIZE:T	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Earth|Extraplanar|Swarm	MONSTERCLASS:Elemental:7	MOVE:Walk,20	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elementite Swarm (Earth)			BONUS:STAT|STR|4	BONUS:STAT|DEX|-2	BONUS:STAT|CON|2	BONUS:STAT|INT|-8			MONCSKILL:Hide|Listen|Spot	CR:4				LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Elementite Swarm (Earth) Stats	
Elementite Swarm (Fire)			STARTFEATS:1	SIZE:T	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Extraplanar|Fire|Swarm	MONSTERCLASS:Elemental:7	MOVE:Walk,40	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6,SPROP=+2d6 fire				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elementite Swarm (Fire)			BONUS:STAT|STR|-2	BONUS:STAT|DEX|6		BONUS:STAT|INT|-8			MONCSKILL:Hide|Spot	CR:4				LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Elementite Swarm (Fire) Stats	
Elementite Swarm (Water)			STARTFEATS:1	SIZE:T	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Extraplanar|Swarm|Water	MONSTERCLASS:Elemental:7	MOVE:Walk,20,Swim,90	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elementite Swarm (Water)			BONUS:STAT|STR|-2	BONUS:STAT|DEX|6		BONUS:STAT|INT|-8			MONCSKILL:Hide|Spot	CR:4				LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Elementite Swarm (Fire) Stats	
Elsewhale			STARTFEATS:1	SIZE:G	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:12	MOVE:Swim,40	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,4d6|Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8				FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elsewhale			BONUS:STAT|STR|24	BONUS:STAT|DEX|2	BONUS:STAT|CON|14	BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Listen|Spot|Swim	CR:7		HITDICEADVANCEMENT:18,36		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Elsewhale Stats	
Elysian Thrush			STARTFEATS:1	SIZE:T	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar|Good	MONSTERCLASS:Magical Beast:1	MOVE:Walk,10,Fly,40		NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d2				FACE:2,5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Elysian Thrush			BONUS:STAT|STR|-10	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:1/4	KIT:1|NG			LEGS:2	HANDS:2	SOURCEPAGE:PH	KIT:1|Elysian Thrush Stats	
Energon (Xac-Yel)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Fire|Incorporeal	MONSTERCLASS:Outsider:5	MOVE:Fly,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*4,1d6,SPROP=+2d6 fire				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Energon (Xac-Yel)				BONUS:STAT|DEX|6	BONUS:STAT|CON|2	BONUS:STAT|INT|-4		BONUS:STAT|CHA|8	MONCSKILL:Hide|Knowledge (The Planes)|Search|Sense Motive|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,15		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Energon (Xac-Yel) Stats	
Energon (Xac-Yij)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Outsider:5	MOVE:Fly,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*4,1d6,SPROP=+1d8 acid				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Energon (Xac-Yij)				BONUS:STAT|DEX|2	BONUS:STAT|CON|6	BONUS:STAT|INT|-4		BONUS:STAT|CHA|8	MONCSKILL:Diplomacy|Hide|Knowledge (The Planes)|Search|Sense motive|Spot|Survival	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,15		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Energon (Xac-Yij) Stats	
Energon (Xap-Yaup)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Outsider:5	MOVE:Fly,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*4,1d6,SPROP=+2d6 electricity				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Energon (Xap-Yaup)				BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|8	MONCSKILL:Hide|Knowledge (The Planes)|Search|Sense Motive|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,15		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Energon (Xap-Yaup) Stats	
Energon (Xon-Yong)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Outsider:5	MOVE:Fly,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*4,1d6,SPROP=+2d6 sonic				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Energon (Xon-Yong)				BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|8	MONCSKILL:Hide|Knowledge (The Planes)|Search|Sense Motive|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,15		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Energon (Xon-Yong) Stats	
Energon (Xor-Yost)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Incorporeal	MONSTERCLASS:Outsider:5	MOVE:Fly,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*4,1d6,SPROP=+2d6 sonic				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Energon (Xor-Yost)				BONUS:STAT|DEX|4	BONUS:STAT|CON|4	BONUS:STAT|INT|-4		BONUS:STAT|CHA|8	MONCSKILL:Hide|Knowledge (The Planes)|Search|Sense Motive|Spot	CR:5	KIT:1|TN	HITDICEADVANCEMENT:9,15		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Energon (Xor-Yost) Stats	
Gaspar			STARTFEATS:1	SIZE:H	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:14	MOVE:Walk,60	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d8|Gore,Weapon.Natural.Finesseable.Melee.Piercing,*4,2d6|Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Gaspar			BONUS:STAT|STR|16	BONUS:STAT|DEX|4	BONUS:STAT|CON|16	BONUS:STAT|INT|-8		BONUS:STAT|CHA|-2	MONCSKILL:Listen|Spot	CR:10	KIT:1|TN	HITDICEADVANCEMENT:28,42		LEGS:4	HANDS:0	SOURCEPAGE:PH	KIT:1|Gaspar Stats	
Limbo Stalker			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Chaoric|Extraplanar	MONSTERCLASS:Magical Beast:8	MOVE:Walk,40	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d10|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Limbo Stalker			BONUS:STAT|STR|14	BONUS:STAT|DEX|4	BONUS:STAT|CON|12	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2		MONCSKILL:Listen|Spot	CR:8	KIT:1|CN	HITDICEADVANCEMENT:15,25		LEGS:2	HANDS:2	SOURCEPAGE:PH	KIT:1|Limbo Stalker Stats	
Nightmare (Lesser)			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Evil|Extraplanar	MONSTERCLASS:Outsider:6	MOVE:Walk,40	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d8,SPROP=+1d4 fire|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d8				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Nightmare (Lesser)			BONUS:STAT|STR|8	BONUS:STAT|DEX|4	BONUS:STAT|CON|6		BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Concentration|Knowledge (The Planes)|Listen|Move Silently|Search|Sense Motive|Spot|Survival	CR:4	KIT:1|NE	HITDICEADVANCEMENT:10,18	LEVELADJUSTMENT:3	LEGS:4	HANDS:0	SOURCEPAGE:PH	KIT:1|Nightmare (Lesser) Stats	
Pack Fiend			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Evil|Extraplanar	MONSTERCLASS:Magical Beast:8	MOVE:Walk,40,Climb,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,2d6	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4,SPROP=Poison			FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Pack Fiend	DR:10/Magic	SR:19	BONUS:STAT|STR|12	BONUS:STAT|DEX|6	BONUS:STAT|CON|8		BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Climb|Hide|Jump|Listen|Move Silently|Spot|Survival	CR:8	KIT:1|NE	HITDICEADVANCEMENT:12,16		LEGS:4	HANDS:2	SOURCEPAGE:PH	KIT:1|Pack Fiend Stats	
Shadow Jelly				SIZE:L	TYPE:Ooze	RACETYPE:Ooze	RACESUBTYPE:Extraplanar	MONSTERCLASS:Ooze:6	MOVE:Walk,10,Climb,10		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,0,SPROP=+1d6 STR damage				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Shadow Jelly			BONUS:STAT|STR|4	BONUS:STAT|DEX|-10	BONUS:STAT|CON|8		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10	MONCSKILL:Climb|Hide	CR:6	KIT:1|TN	HITDICEADVANCEMENT:9,18		LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Shadow Jelly Stats	
Unraveler			STARTFEATS:1	SIZE:L	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Incorporeal|Lawful	MONSTERCLASS:Outsider:8	MOVE:Walk,20		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*2,1d3,SPROP=plus disjoin				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Unraveler		SR:17	BONUS:STAT|STR|4	BONUS:STAT|DEX|2	BONUS:STAT|CON|6			BONUS:STAT|CHA|10	MONCSKILL:Climb|Escape Artist|Hide|Jump|Listen|Search|Spot|Survival|Tumble	CR:9	KIT:1|LN	HITDICEADVANCEMENT:12,24		LEGS:2	HANDS:2	SOURCEPAGE:PH	KIT:1|Unraveler Stats	
Ur'Epona			STARTFEATS:1	SIZE:L	TYPE:Magical Beast	RACETYPE:Magical Beast	RACESUBTYPE:Extraplanar	MONSTERCLASS:Magical Beast:3	MOVE:Walk,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Hoof,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6				FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ur'Epona			BONUS:STAT|STR|6	BONUS:STAT|DEX|2	BONUS:STAT|CON|4	BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:1				LEGS:4	HANDS:0	SOURCEPAGE:PH	KIT:1|Ur'Epona Stats	
Ooze (Void Ooze)				SIZE:L	TYPE:Ooze	RACETYPE:Ooze	RACESUBTYPE:Extraplanar	MONSTERCLASS:Ooze:10	MOVE:Fly,30		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d4,SPROP=+1d8 negative energy + energy drain		BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))		FACE:10	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ooze (Void Ooze)			BONUS:STAT|STR|10	BONUS:STAT|DEX|-10	BONUS:STAT|CON|16		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10		CR:8	KIT:1|TN			LEGS:0	HANDS:0	SOURCEPAGE:PH	KIT:1|Ooze (Void Ooze) Stats	
