SOURCELONG:Manual of the Planes 3.0	SOURCESHORT:MotP30	SOURCEWEB:http://www.gozzilioni.net																															
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spell Resistance	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Spell resistance 11 + class level.	KEY:Bariaur ~ Spell Resistance				DEFINE:BariaurSR|0					BONUS:VAR|BariaurSR|11+(TL-HD)									SR:BariaurSR									SOURCEPAGE:MotP30	
Spell Saving Throw	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Will saves against spells and spell-like abilities.|BariaurSpellSaveBonus	KEY:Bariaur ~ Spell Saving Throw				DEFINE:BariaurSpellSaveBonus|0					BONUS:VAR|BariaurSpellSaveBonus|2|TYPE=Racial																		SOURCEPAGE:MotP30	ASPECT:SaveBonus|+%1 racial bonus on saving Will save against spells and spell-like abilities|BariaurSpellSaveBonus
Quadruped	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Because they have four hooved feet, bariaurs are harder to bull rush and trip (see Chapter 8 of the Player's Handbook). However, armor must be purchased as barding, not standard armor. Bariaur cannot wear boots designed for humanoids.	KEY:Bariaur ~ Quadruped									BONUS:VAR|BardingAllowed|1|TYPE=Base																		SOURCEPAGE:MotP30	
Spot Skill Bonus	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A bariaur's keen senses grant it a +%1 racial bonus on Spot checks.|BariaurSpotSkillBonus	KEY:Bariaur ~ Spot Skill Bonus				DEFINE:BariaurSpotSkillBonus|0					BONUS:VAR|BariaurSpotSkillBonus|2	BONUS:SKILL|Spot|BariaurSpotSkillBonus|TYPE=Racial																	SOURCEPAGE:MotP30	
Listen Skill Bonus	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A bariaur's keen senses grant it a +%1 racial bonus on Listen checks.|BariaurListenSkillBonus	KEY:Bariaur ~ Listen Skill Bonus				DEFINE:BariaurListenSkillBonus|0					BONUS:VAR|BariaurListenSkillBonus|2	BONUS:SKILL|Listen|BariaurListenSkillBonus|TYPE=Racial																	SOURCEPAGE:MotP30	
Jump Skill Bonus	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A gains a +%1 racial bonus on Jump checks.|BariaurJumpSkillBonus	KEY:Bariaur ~ Jump Skill Bonus				DEFINE:BariaurJumpSkillBonus|0					BONUS:VAR|BariaurJumpSkillBonus|4	BONUS:SKILL|Jump|BariaurJumpSkillBonus|TYPE=Racial																	SOURCEPAGE:MotP30	
Languages	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Bariaurs speak Common and Celestial.	KEY:Bariaur ~ Languages																		TEMPLATE:Bariaur ~ Common ~ Languages									SOURCEPAGE:MotP30	
Favored Class	CATEGORY:Special Ability	TYPE:BariaurRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Barbarian. A multiclass half-orc's barbarian class does not count when determining whether he takes an experience point penalty (see XP for Multiclass Characters, page 60). Ferocity runs in a half-orc's veins.	KEY:Bariaur ~ Favored Class																		TEMPLATE:Bariaur ~ Common ~ Favored Class									SOURCEPAGE:MotP30	
																																	
Race Traits ~ Energon (Xag-Ya)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Energon Subtraits|TYPE=EnergonXagYaRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Positive Energy Lash	CATEGORY:Special Ability	TYPE:EnergonXagYaRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A xag-ya can make a ranged touch attack or hit with an incorporeal touch attack to infuse a target with positive energy. Undead foes (even incorporeal ones) take an additional 2d8+5 points of damage. The xag-ya can channel this positive energy into living creatures as well, healing up to 2d8+5 points of damage. The xag-ya can control its positive energy enough to avoid healing living foes (dealing only the base damage). This power can be used up to %1/day.|PositiveEnergyLashTimes	KEY:Energon (Xag-Ya) ~ Positive Energy Lash				DEFINE:PositiveEnergyLashTimes|0					BONUS:VAR|PositiveEnergyLashTimes|5																		SOURCEPAGE:MotP30	
Turn Undead	CATEGORY:Special Ability	TYPE:EnergonXagYaRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:By suffusing a 60-foot-radius area with positive energy, a xag-ya can make the undead recoil. It turns undead as a 5th-level cleric and can do so five times per day. It cannot destroy undead.	KEY:Energon (Xag-Ya) ~ Turn Undead									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|5|TYPE=Level.REPLACE									ABILITY:Special Ability|AUTOMATIC|Basic Turning|Turn Undead									SOURCEPAGE:MotP30	
																																	
Race Traits ~ Energon (Xeg-Yi)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Energon Subtraits|TYPE=EnergonXegYiRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Negative Energy Lash	CATEGORY:Special Ability	TYPE:EnergonXegYiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A xeg-yi can make a ranged touch attack or hit with an incorporeal touch attack to infuse a target with negative energy. This deals an additional 2d8+5 points of damage to a living target but heals an undead creature by the same amount. A xeg-yi can control its negative energy enough to avoid healing an undead foe (dealing only the base damage). This power can be used up to %1/day.|NegativeEnergyLashTimes	KEY:Energon (Xeg-Yi) ~ Negative Energy Lash				DEFINE:NegativeEnergyLashTimes|0					BONUS:VAR|NegativeEnergyLashTimes|5																		SOURCEPAGE:MotP30	
Rebuke Undead	CATEGORY:Special Ability	TYPE:EnergonXegYiRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A xeg-yi can flood a 60-footradius area with negative energy, making undead creatures cower in fear. It rebukes undead as a 5th-level cleric, doing so up to five times per day. It cannot command undead.	KEY:Energon (Xeg-Yi) ~ Rebuke Undead									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|5|TYPE=Level.REPLACE									ABILITY:Special Ability|AUTOMATIC|Basic Turning|Rebuke Undead									SOURCEPAGE:MotP30	
																																	
Race Traits ~ Ephemera (Dusk Beast)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=EphemeraDuskBeastRaceTrait																														
Skills	CATEGORY:Special Ability	TYPE:EphemeraDuskBeastRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Their dark and shadowy nature gives dusk beasts a +4 racial bonus on Hide checks.	KEY:Ephemera (Dusk Beast) ~ Skills									BONUS:SKILL|Hide|4|TYPE=Racial																		SOURCEPAGE:MotP30	
																																	
Race Traits ~ Ephemera (Ecalypse)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=EphemeraEcalypseRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Telepathy	CATEGORY:Special Ability	TYPE:EphemeraEcalypseRaceTrait.SpecialQuality	VISIBLE:YES	DESC:They communicate telepathically with one another and with their riders, but never with strangers.	KEY:Ephemera (Ecalypse) ~ Telepathy																											SOURCEPAGE:MotP30	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:EphemeraEcalypseRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Ephemera (Ecalypse) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Find the Path|Shadow Walk	SPELLS:Innate|TIMES=3|CASTERLEVEL=15|Repulsion	SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Plane Shift ~ Self and rider only							SOURCEPAGE:MotP30	
Discorporate	CATEGORY:Special Ability	TYPE:EphemeraEcalypseRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An ecalypse can become incorporeal as a standard action. In this state, it can be harmed only by other incorporeal creatures, +1 or better magic weapons, or magic, with a 50%% chance to ignore any damage from a corporeal source. It can pass through solid objects at will and always moves silently. Its AC changes to 14 (-1 size, +3 Dex, +2 deflection). Its hooves deliver incorporeal touch attacks that ignore natural armor, armor, and shields, and attack with a +13 bonus, dealing 1d8 points of damage.	KEY:Ephemera (Ecalypse) ~ Discorporate																											SOURCEPAGE:MotP30	
Shadow Blend	CATEGORY:Special Ability	TYPE:EphemeraEcalypseRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:During any conditions other than full daylight, an ecalypse can disappear into the shadows, giving it total concealment. Artificial illumination, even a light or continual flame spell, does not negate this ability. A daylight spell, however, will.	KEY:Ephemera (Ecalypse) ~ Shadow Blend																											SOURCEPAGE:MotP30	
Training	CATEGORY:Special Ability	TYPE:EphemeralEcalypseRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An ecalypse loathes the saddle, but it accepts a rider who can break its wild nature. To make the attempt, the prospective rider must first climb atop the creature's back, either by pinning it in a grapple or by using magic to restrain it somehow.	KEY:Ephemera (Ecalypse) ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:MotP30	
																																	
Race Traits ~ Ephemera (Umbral Banyan)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=EphemeraUmbralBanyanRaceTrait	AUTO:LANG|Sylvan																													
Improved Grab	CATEGORY:Special Ability	TYPE:EphemeraUmbralBanyanRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, the umbral banyan must hit a Large or smaller opponent with a tendril attack. Each successful grapple check after the first deals normal tendril damage. If it surprises multiple foes, the umbral banyan tries to grapple up to four of them, despite the reduced attack bonus for successive grapple checks (its highest bonus for grapple checks is +28).	KEY:Ephemeral (Umbral Banyan) ~ Improved Grab																											SOURCEPAGE:MotP30	
Yank Upward	CATEGORY:Special Ability	TYPE:EphemeraUmbralBanyanRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:On the round after an umbral banyan grapples a foe, it can automatically yank the held creature 20 feet up into the air if it is still successfully grappling. Opponents who escape the grapple take 2d6 points of damage from the fall to the ground.	KEY:Ephemeral (Umbral Banyan) ~ Yank Upward																											SOURCEPAGE:MotP30	
Strength Damage	CATEGORY:Special Ability	TYPE:EphemeraUmbralBanyanRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Beginning on the round after an umbral banyan yanks its prey upward, each tendril deals 1d4 points of temporary Strength damage each round it maintains the grapple (in addition to normal tendril damage). A successful Fortitude save (DC %1) negates the Strength damage for that round.|StrengthDamageDC	KEY:Ephemeral (Umbral Banyan) ~ Strength Damage				DEFINE:StrengthDamageDice|0	DEFINE:StrengthDamageDieSize|0	DEFINE:StrengthDamageDC|0			BONUS:VAR|StrengthDamageDice|1	BONUS:VAR|StrengthDamageDieSize|4|TYPE=Base	BONUS:VAR|StrengthDamageDC|DefaultDCCon	BONUS:VAR|StrengthDamageDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Strength Damage)						ABILITY:Ability Focus|AUTOMATIC|Strength Damage									SOURCEPAGE:MotP30	
Plane Shift	CATEGORY:Special Ability	TYPE:EphemeraUmbralBanyanRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a free action, an umbral banyan can shift itself and any grappled opponents to a forest on the Plane of Shadow for 5 rounds, as the plane shift spell. The umbral banyan and any creatures within 20 feet of it return to the original spot on the Material Plane at the end of that time, unless the banyan is destroyed in the meantime, in which case any surviving opponents must find their own way home. Umbral banyans native to the Plane of Shadow can plane shift to a forest on the Material Plane in the same way.	KEY:Ephemeral (Umbral Banyan) ~ Plane Shift																											SOURCEPAGE:MotP30	
Camouflage	CATEGORY:Special Ability	TYPE:EphemeraUmbralBanyanRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because an umbral banyan looks like a normal tree when at rest, it takes a successful Spot check (DC 25) to notice it before it attacks. Anyone with Survival or Knowledge (plants or herbs) can use those skills instead of Spot to notice the umbral banyan.	KEY:Ephemeral (Umbral Banyan) ~ Camouflage																											SOURCEPAGE:MotP30	
																																	
Race Traits ~ Genie (Dao)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Genie Subtraits|TYPE=GenieDaoRaceTrait	AUTO:LANG|Terran|Aquan|Common																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GenieDaoRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Genie (Dao) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=19|Alter Self|Detect Good|Detect Magic|Gaseous Form|Invisibility|Misdirection|Passwall|Persistent Image|Wall of Stone	SPELLS:Innate|TIMES=3|CASTERLEVEL=19|Move Earth|Transmute Rock to Mud								SOURCEPAGE:MotP30	
Three Wishes	CATEGORY:Special Ability	TYPE:GenieDaoRaceTrait.SpecialAtttack.SpellLike	VISIBLE:YES	DESC:A dao can grant three wishes to any being (nongenies only). Dao perform no other services and, upon granting the third wish, are free of their servitude.	KEY:Genie (Dao) ~ Three Wishes																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=19|Wish ~ nongenies only									SOURCEPAGE:MotP30	
Earth Mastery	CATEGORY:Special Ability	TYPE:GenieDaoRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A dao gains a +1 bonus on attack and damage rolls if both it and its foe touch the ground. If an opponent is airborne or waterborne, the dao suffers a -4 penalty on attack and damage rolls. (These modifiers are not included in the statistics block).	KEY:Genie (Dao) ~ Earth Mastery																											SOURCEPAGE:MotP30	
Push	CATEGORY:Special Ability	TYPE:GenieDaoRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A dao can start a bull rush maneuver without provoking an attack of opportunity. The combat modifiers given in Earth Mastery, above, also apply to the dao's opposed Strength checks.	KEY:Genie (Dao) ~ Push																											SOURCEPAGE:MotP30	
																																	
Race Traits ~ Genie (Marid)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Genie Subtraits|TYPE=GenieMaridRaceTrait	AUTO:LANG|Aquan|Common																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GenieMaridRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Genie (Marid) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HD|Create Water|Detect Evil|Detect Good|Detect Magic|Invisibility|Polymorph|Purify Food and Drink|See Invisibility	SPELLS:Innate|TIMES=5|CASTERLEVEL=HD|Control Water|Gaseous Form|Solid Fog|Water Breathing	SPELLS:Innate|TIMES=1|TIMEUNIT=Year|CASTERLEVEL=HD|Limited Wish ~ nongenies only							SOURCEPAGE:MotP30	
Water Mastery	CATEGORY:Special Ability	TYPE:GenieMaridRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A marid gains a +1 bonus on attack and damage rolls if both it and its opponent touch water. If the opponent or the marid is landbound, the marid suffers a -4 penalty on attack and damage rolls. (These modifiers are not included in the statistics block). A marid can be a serious threat to a ship that crosses its path. It can easily overturn craft less than 55 feet long and stop vessels of up to 110 feet in length. Even ships as long as 220 feet can be slowed to half speed.	KEY:Genie (Marid) ~ Water Mastery																											SOURCEPAGE:MotP30	
Drench	CATEGORY:Special Ability	TYPE:GenieMaridRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The marid's touch puts out torches, campfires, exposed lanterns, and other open flames of nonmagical origin if these are of Large size or smaller. The marid can dispel magical fire it touches as dispel magic cast by an 11th-level sorcerer.	KEY:Genie (Marid) ~ Drench																											SOURCEPAGE:MotP30	
Vortex	CATEGORY:Special Ability	TYPE:GenieMaridRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The marid can transform itself into a whirlpool once every 10 minutes, provided it is underwater, and remain in that form for up to %1 rounds. In vortex form, the marid can move through the water or along the bottom at its swim speed. The vortex is 5 feet wide at the base, up to 30 feet wide at the top, and 10 feet to 40 feet tall. The marid sets the height of the vortex within that range. Damage %2d%3 Ref save %4|VortexDuration|VortexDice|VortexDamageDie|VortexDC	KEY:Genie (Marid) ~ Vortex				DEFINE:VortexDuration|0	DEFINE:VortexDice|0	DEFINE:VortexDamageDie|0	DEFINE:VortexDC|0		BONUS:VAR|VortexDuration|5	BONUS:VAR|VortexDC|DefaultDCStr	BONUS:VAR|VortexDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Vortex)	BONUS:VAR|VortexDamageDie|6|TYPE=Base	BONUS:VAR|VortexDice|2					ABILITY:Ability Focus|AUTOMATIC|Vortex									SOURCEPAGE:MotP30	
																																	
Race Traits ~ Mercane	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=MercaneRaceTrait	AUTO:LANG|Abyssal|Celestial|Draconic|Infernal	AUTO:WEAPONPROF|Falchion									BONUS:VAR|AdvancementByClass|1																			
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:MercaneRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Mercane ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Dimension Door|Invisibility	SPELLS:Innate|TIMES=1|CASTERLEVEL=14|Leomund's Secret Chest|Plane Shift								SOURCEPAGE:MotP30	
Telepathy	CATEGORY:Special Ability	TYPE:MercaneRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Mercanes can communicate telepathically with any creature within 100 feet that has a language.	KEY:Mercane ~ Telepathy									BONUS:VAR|TelepathyRange|100|TYPE=Base																		SOURCEPAGE:MotP30	
Skills	CATEGORY:Special Ability	TYPE:MercaneRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Because they grow up in a mercantile culture, mercanes receive a +4 racial bonus on Appraise checks.	KEY:Mercane ~ Skills									BONUS:SKILL|Appraise|4|TYPE=Racial																		SOURCEPAGE:MotP30	
																																	
Race Traits ~ Paraelemental (Ice)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Elemental Defaults|Paraelemental Attacks ~ Ice	AUTO:LANG|Aquan|Auran										ABILITY:Special Ability|AUTOMATIC|Paraelemental (Ice) ~ Chill Metal									ABILITY:FEAT|AUTOMATIC|Combat Reflexes										
CATEGORY=Internal|Race Traits ~ Paraelemental (Ice).MOD														BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,2	BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,4	BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,8	BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,16	BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,21	BONUS:VAR|ElementalAgeCategory|1|PREVARGTEQ:ElementalLVL,24														
#CR														Small	Medium	Large	Huge	Greater	Elder														
CATEGORY=Internal|Race Traits ~ Paraelemental (Ice).MOD														BONUS:MISC|CR|1|PREVARGTEQ:ElementalAgeCategory,1	BONUS:MISC|CR|2|PREVARGTEQ:ElementalAgeCategory,2	BONUS:MISC|CR|2|PREVARGTEQ:ElementalAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:ElementalAgeCategory,4	BONUS:MISC|CR|2|PREVARGTEQ:ElementalAgeCategory,5	BONUS:MISC|CR|2|PREVARGTEQ:ElementalAgeCategory,6														
#size																																	
CATEGORY=Internal|Race Traits ~ Paraelemental (Ice).MOD														BONUS:VAR|ElementalSizeTracker|4|PREVARGTEQ:ElementalAgeCategory,1	BONUS:VAR|ElementalSizeTracker|1|PREVARGTEQ:ElementalAgeCategory,2	BONUS:VAR|ElementalSizeTracker|1|PREVARGTEQ:ElementalAgeCategory,3	BONUS:VAR|ElementalSizeTracker|1|PREVARGTEQ:ElementalAgeCategory,4																
#stats																																	
CATEGORY=Internal|Race Traits ~ Paraelemental (Ice).MOD															BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:ElementalAgeCategory,2	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:ElementalAgeCategory,3	BONUS:STAT|STR|4|TYPE=Racial.STACK|PREVARGTEQ:ElementalAgeCategory,4	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:ElementalAgeCategory,5	BONUS:STAT|STR|2|TYPE=Racial.STACK|PREVARGTEQ:ElementalAgeCategory,6														
