SOURCELONG:Manual of the Planes 3.0	SOURCESHORT:MotP30	SOURCEWEB:http://www.gozzilioni.net																															
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Plane Shift	CATEGORY:Special Ability	TYPE:ShadowCreatureQuality.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Shadow Creature ~ Plane Shift																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Plane Shift ~ Shadow plane only									SOURCEPAGE:MotP30	
Fast Healing	CATEGORY:Special Ability	TYPE:ShadowCreatureQuality.SpecialQuality.Supernatural	VISIBLE:DISPLAY		KEY:Shadow Creature ~ Fast Healing									BONUS:VAR|FastHealing|2																		SOURCEPAGE:MotP30	
Skills	CATEGORY:Special Ability	TYPE:ShadowCreatureRaceTrait.SpecialQuality	VISIBLE:YES	DESC:+6 racial bonus to Move Silently.	KEY:Shadow Creature ~ Skills									BONUS:SKILL|Move Silently|6|TYPE=Racial																		SOURCEPAGE:MotP30	
Air Mastery	CATEGORY:Special Ability	TYPE:ElementAirRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Airborne creatures suffer a -1 penalty on attack and damage rolls against an air element creature.	KEY:Air Element ~ Air Mastery																											SOURCEPAGE:MotP30	
Earth Mastery	CATEGORY:Special Ability	TYPE:ElementEarthRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An earth element creature gains a +1 bonus on attack and damage rolls if both it and its foe touch the ground. If an opponent is airborne or waterborne, the earth element creature suffers a -4 penalty on attack and damage rolls.	KEY:Earth Element ~ Earth Mastery																											SOURCEPAGE:MotP30	
Burrow	CATEGORY:Special Ability	TYPE:ElementEarthRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An earth element creature can glide through stone, dirt, or almost any other sort of earth except metal as easily as a fish moves through water, in a manner similar to a xorn's.	KEY:Earth Element ~ Burrow																											SOURCEPAGE:MotP30	
Tremorsense	CATEGORY:Special Ability	TYPE:ElementEarthRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The earth element creature can automatically sense the location of anything within 60 feet that is in contact with the ground.	KEY:Earth Element ~ Tremorsense									BONUS:VAR|TremorsenseRange|60|TYPE=Base																		SOURCEPAGE:MotP30	
Heat	CATEGORY:Special Ability	TYPE:ElementFireRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:In addition to the damage from their attacks, fire element creatures deal additional fire damage with their natural weapons (including claw, bite, slam, or tail attack). The amount of damage depends on the HD total of the creature (see the table below).&nl;Hit Dice Fire Damage&nl;1-3 -&nl;4-7 1d4&nl;8-11 1d6&nl;12+ 2d6	KEY:Fire Element ~ Heat																											SOURCEPAGE:MotP30	
Burn	CATEGORY:Special Ability	TYPE:ElementFireRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Those hit by the natural weapons of a fire element creature must succeed at a Reflex save or catch fire. The flame burns for 1d4 rounds (See Catching on Fire in Chapter 3 of the DUNGEONMASTER's Guide). The save DC is equal to 7 + the fire element creature's HD total. Creatures hitting a fire element creature with natural weapons or unarmed attacks take fire damage as though hit by the fire element creature's attack, and also catch fire unless they succeed at a Reflex save.	KEY:Fire Element ~ Burn	DESC:Reflex DC %1|BurnDC			DEFINE:BurnDC|0					BONUS:VAR|BurnDC|7+HD	BONUS:VAR|BurnDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Burn)								ABILITY:Ability Focus|AUTOMATIC|Burn									SOURCEPAGE:MotP30	
Water Mastery	CATEGORY:Special Ability	TYPE:ElementWaterRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A water element creature gains a +1 bonus on attack and damage rolls if both it and its opponent touch water. If the opponent or water element creature is landbound, the water element creature suffers a -4 penalty on attack and damage rolls.	KEY:Water Element ~ Water Mastery																											SOURCEPAGE:MotP30	
Drench	CATEGORY:Special Ability	TYPE:ElementWaterRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The water element creature's touch puts out torches, campfires, exposed lanterns, and other open flames of nonmagical origin, if these are of Large size or smaller. The creature can dispel magical fire it touches as dispel magic cast by a sorcerer whose level equals the water element creature's HD total. It gains no benefit or disadvantage against creatures from the Elemental Plane of Fire.	KEY:Water Element ~ Drench																											SOURCEPAGE:MotP30	
Chill	CATEGORY:Special Ability	TYPE:ElementColdRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:In addition to the damage from their attacks, cold element creatures deal additional cold damage with their natural weapons. (including claw, bite, slam, or tail attack). The amount of damage depends on the HD total of the creature (see the table below).&nl;Hit Dice Cold Damage&nl;1-3 -&nl;4-7 1d4&nl;8-11 1d6&nl;12+ 1d8	KEY:Cold Element ~ Chill																											SOURCEPAGE:MotP30	
Icewalking	CATEGORY:Special Ability	TYPE:ElementColdRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This ability works like the spider climb spell but applies to all icy surfaces. Within the Elemental Plane of Cold, the cold element creature may move normally.	KEY:Cold Element ~ Icewalking																											SOURCEPAGE:MotP30	
Spikes	CATEGORY:Special Ability	TYPE:ElementWoodRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A wood element creature can release volleys of bark, splinters, or wood shards, up to four such spikes per round, as a standard action. This attack has a range of 120 feet with no range increment. Damage is 1d6 + Strength bonus. The wood element creature can launch up to its HD total in spikes per day.	KEY:Wood Element ~ Spikes																											SOURCEPAGE:MotP30	
Immunities	CATEGORY:Special Ability	TYPE:ElementWoodRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:In addition to benefits granted through its elemental type, the wood element creature gains immunity to polymorphing and is not subject to mind-influencing effects (charms, compulsions, phantasms, patterns, and morale effects).	KEY:Wood Element ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Polymorph|Immunity To Mind-Affecting									SOURCEPAGE:MotP30	
Woodsense	CATEGORY:Special Ability	TYPE:ElementWoodRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A wood element creature can automatically sense the location of anything within 60 feet that is in contact with vegetation, even if the wood element creature is not in contact with the same vegetation.	KEY:Wood Element ~ Woodsense									BONUS:VAR|WoodsenseRange|60|TYPE=Base									ABILITY:Special Ability|AUTOMATIC|Immunity To Polymorph|Immunity To Mind-Affecting									SOURCEPAGE:MotP30	
