SOURCELONG:Manual of the Planes 3.0	SOURCESHORT:MotP30	SOURCEWEB:http://www.gozzilioni.net
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Audience	CATEGORY:Special Ability	TYPE:ClassFeatures.DivineAgentClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Up to twice per year a divine agent of 8th level or higher may request an audience with her deity, which functions as a double-duration commune spell allowing a number of questions equal to double the divine agent's character level.	KEY:Divine Agent ~ Audience																										SORTKEY:Class_Divine_Agent	SOURCEPAGE:MotP30
Alignment Shift	CATEGORY:Special Ability	TYPE:ClassFeatures.DivineAgentClassFeatures.SpecialQuality	VISIBLE:YES	DESC:If a divine agent is not the same alignment as her deity, then her alignment shifts to match it as soon as the divine agent reaches 8th level.	KEY:Divine Agent ~ Alignment Shift																										SORTKEY:Class_Divine_Agent	SOURCEPAGE:MotP30
Mystic Union	CATEGORY:Special Ability	TYPE:ClassFeatures.DivineAgentClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 9th level, a divine agent becomes a magical creature. She is treated as an outsider of the deity's home plane rather than as a humanoid. For instance, charm person does not affect her. Additionally, the divine agent gains damage reduction 20/+1. This damage reduction does not stack with other forms of damage reduction. Despite this outsider status, a divine agent may still be brought back from the dead if slain. The mystic union class feature grants 10 points of damage reduction bypassed by weapons aligned opposite the deity's alignment. For example, a divine agent of Kord would have damage reduction of 10/lawful or evil. Divine agents of completely neutral deities such as Obad-hai gain damage reduction of 15/magic instead.	KEY:Divine Agent ~ Mystic Union																		TEMPLATE:Divine Agent ~ Mystic Union								SORTKEY:Class_Divine_Agent	SOURCEPAGE:MotP30
Gate	CATEGORY:Special Ability	TYPE:ClassFeatures.DivineAgentClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 10th-level divine agent can activate this spell-like ability (as the spell of the same name, except it only reaches the home plane of the divine agent's deity) once per day. This spell-like ability functions as the spell cast by a cleric of a level equal to the divine agent's character level.	KEY:Divine Agent ~ Gate																										SORTKEY:Class_Divine_Agent	SOURCEPAGE:MotP30
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Gatecrashers are proficient with all simple weapons and with light armor (but not shields).	KEY:Gatecrasher ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Analyze Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality	VISIBLE:YES	DESC:gatecrasher gains the ability to use analyze portal as a spell-like ability. He may do this once per gatecrasher level per day. This ability otherwise functions as the spell cast by a sorcerer of the gatecrasher's character level.	KEY:Gatecrasher ~ Analyze Portal																		SPELLS:Innate|TIMES=GatecrasherLVL|CASTERLEVEL=GatecrasherLVL|Analyze Portal								SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Bonus Language	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A gatecrasher gains a free language commonly spoken on other planes. Such languages include Abyssal, Aquan, Auran, Celestial, Ignan, Infernal, and Terran. The DM may expand this list to fit the cosmology of the campaign. Additional bonus languages are gained at 4th, 7th, and 10th levels.	KEY:Gatecrasher ~ Bonus Language									BONUS:ABILITYPOOL|Gatecrasher Bonus Language|(GatecrasherLVL+2)/3																	SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Abyssal	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Abyssal									SOURCEPAGE:MotP30
Celestial	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Celestial									SOURCEPAGE:MotP30
Infernal	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Infernal									SOURCEPAGE:MotP30
Auran	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Auran									SOURCEPAGE:MotP30
Aquan	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Aquan									SOURCEPAGE:MotP30
Ignan	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Ignan									SOURCEPAGE:MotP30
Terran	CATEGORY:Special Ability	TYPE:GatecrasherBonusLanguage	VISIBLE:YES																				AUTO:LANG|Terran									SOURCEPAGE:MotP30
Comprehension	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Upon reaching 2nd level, a gatecrasher understands the basic conflicts of forces and energies and can use this instinctive understanding to assist certain skills. The gatecrasher gains a +2 insight bonus on Decipher Script and Use Magic Device checks. The gatecrasher also gains a +2 insight bonus when searching for or disabling magic traps.	KEY:Gatecrasher ~ Comprehension									BONUS:SKILL|Decipher Script,Use Magic Device|2|TYPE=Insight																	SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Open Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a gatecrasher's understanding of planar forces extends to the workings of magic portals, such that he may force them open without the correct device, spell, or key. The gatecrasher makes an Open Lock check using his Intelligence modifier instead of his Dexterity modifier. Portals typically have the following DCs:&nl;Portal DC&nl;Typical keyed portal 30&nl;Portal sealed by seal portal spell 20 + caster's level&nl;Portal created by deity 50&nl;Opening a portal takes 1 round of work and a successful check. It is a full-round action. The portal remains open for 1d4+1 rounds afterward.	KEY:Gatecrasher ~ Open Portal																										SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Summon Spell Dampening	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Gatecrashers often aggravate demons and devils by inhibiting their ability to summon reinforcements. %1/day, a gatecrasher of 4th level or higher can create a dampening field that extends 100 feet in every direction. Summoning and calling spells and spell-like abilities are suppressed within this radius, though creatures summoned outside the dampening field can enter it normally. The dampening field lasts 10 rounds. Creatures summoned or called before the gatecrasher creates the dampening field are unaffected.|SummonSpellDampeningTimes	KEY:Gatecrasher ~ Summon Spell Dampening				DEFINE:SummonSpellDampeningTimes|0					BONUS:VAR|SummonSpellDampeningTimes|3|TYPE=Base																	SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Silver Tongue	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A gatecrasher of 5th level or higher can deal with a variety of creatures and characters, gaining a +2 insight bonus on Bluff, Diplomacy, Gather Information, Intimidate, and Sense Motive checks.	KEY:Gatecrasher ~ Silver Tongue									BONUS:SKILL|Bluff,Diplomacy,Gather Information,Intimidate,Sense Motive|2|TYPE=Insight																	SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Planar Survival	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 6th level, a gatecrasher becomes attuned to the nature of the planes he visits and personally immune to their natural planar effects. Any effect that would be negated by the avoid planar effects spell is negated by the planar survival ability as well. The gatecrasher is immune to the "normal" fires of the Elemental Plane of Fire, but fire-based attack forms and unusually fiery areas there still affect him. Because this extraordinary ability is the result of attuning himself to a particular plane, the gatecrasher remains vulnerable to the same sort of damage in other planes where that attack form is not part of the natural order. Fires on other planes, including the Material Plane, affect him normally.	KEY:Gatecrasher ~ Planar Survival																										SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Gatecrasher of 7th level or higher has damage reduction 5/magic. This means that the character ignores (instantly regenerates) the first 5 points of damage from any attack unless the damage is dealt by a weapon with a +1 or higher enhancement bonus, by a spell, or by a form of energy (fire, cold, and so on). This ability does not stack with other damage reduction abilities.	KEY:Gatecrasher ~ Damage Reduction				DEFINE:GatecrasherDR|0					BONUS:VAR|GatecrasherDR|5|TYPE=Base									DR:GatecrasherDR/Magic								SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Scramble Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Gatecrasher ~ Scramble Portal																		SPELLS:Innate|TIMES=3|CASTERLEVEL=GatecrasherLVL|Scramble Portal								SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Plane Shift	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Gatecrasher ~ Plane Shift																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Plane Shift								SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Planar Dampening	CATEGORY:Special Ability	TYPE:ClassFeatures.GatecrasherClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A 10th-level gatecrasher can emit a field that suppresses spells and spell-like abilities within a 30-foot radius that access other planes. Existing spells and spell-like abilities are unaffected; a gatecrasher can't end a foe's astral projection just by moving nearby. But spells cast after the gatecrasher emits the planar dampening field are affected: An opponent within 30 feet couldn't escape the gatecrasher with a dimension door spell or get reinforcements with a summon monster spell, for example. The gatecrasher can activate planar dampening %1 /day. It lasts for 10 rounds.|PlanarDampeningTimes	KEY:Gatecrasher ~ Planar Dampening				DEFINE:PlanarDampeningTimes|0					BONUS:VAR|PlanarDampeningTimes|3																	SORTKEY:Class_Gatecrasher	SOURCEPAGE:MotP30
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Planar champions are proficient with all simple and martial weapons, with all types of armor, and with shields.	KEY:Planar Champion ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfHeavy	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProf						SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Favored Plane	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The planar champion has studied the natives of a particular plane extensively. She gains a +1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against a native of that plane. Likewise, the planar champion gets the same bonus on weapon damage rolls against creatures native to the favored plane. The planar champion only gets the damage bonus with ranged weapons if the target is within 30 feet. The damage bonus does not apply to creatures immune to critical hits. The champion chooses only one favored plane, and even identical creatures from other planes are not affected. For example if a planar champion chooses the Nine Hells as her favored plane, she would gain the bonus against devils native to that plane, but not devils from the adjacent plane of Acheron. The planar champion's studies help in noncombat settings as well. The planar champion gets a +1 bonus on Diplomacy and Gather Information checks when interacting with natives of the favored plane. Intuit  Direction checks get a +1 bonus when performed on the favored plane. The planar champion gains a second favored plane when reaching 5th level and a third favored plane when reaching  10th level. When gaining a new favored plane, the bonuses for previous favored planes increase by +1. The planar champion may not choose her native plane as a favored plane. The bonuses from this ability stack with the ranger's favored enemy ability. A ranger/planar champion with a favored enemy of devils and a favored plane of the Nine Hells adds both bonuses together when fighting a devil native to the Nine Hells.	KEY:Planar Champion ~ Favored Plane				DEFINE:PlanarChampionFavoredPlaneLVL|0					BONUS:VAR|PlanarChampionFavoredPlaneLVL|PlanarChampionLVL	BONUS:VAR|FavoredPlaneCount|PlanarChampionFavoredPlaneLVL/5+1	BONUS:VAR|FavoredPlaneBonusCount|PlanarChampionFavoredPlaneLVL/5	BONUS:VAR|FavoredPlaneBaseBonus|1|TYPE=Base						ABILITY:Special Ability|AUTOMATIC|Favored Plane								SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
See Invisibility	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Upon reaching 2nd level, a planar champion has the ability to see invisibility at will, as per the spell cast by a 5th-level sorcerer. This  ability allows her to see (but not affect) ethereal creatures.	KEY:Planar Champion ~ See Invisibility																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=5|See Invisibility								SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Attack Ethereal	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A planar champion of 3rd level or higher can transform her weapon into a material force effect at will, enabling her to attack creatures on the Ethereal Plane. The planar champion begins and ends this ability as a free action, but must use it on a melee weapon she has Weapon Specialization in. If the planar champion is wielding a magic weapon, this ability also eliminates the 50%% miss chance when attacking an incorporeal foe.	KEY:Planar Champion ~ Attack Ethereal																										SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Planar Survival	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a planar champion becomes attuned to the nature of the planes she visits and personally immune to their natural planar effects. Any effect that would be negated by the avoid planar effects spell is negated by the planar survival ability as well. The planar champion is immune to the "normal" fires of the Elemental Plane of Fire, but fire-based attack forms and unusually fiery areas there still affect her. Because this extraordinary ability is the result of attuning herself to a particular plane, the planar champion remains vulnerable to the same sort of damage in other planes where that attack form is not part of the natural order. Fires on other planes, including the Material Plane, affect her normally.	KEY:Planar Champion ~ Planar Survival																										SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Ethereal Jaunt	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Planar Champion ~ Ethereal Jaunt																		SPELLS:Innate|TIMES=3|CASTERLEVEL=13|Ethereal Jaunt								SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Rip Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:%1/day, a planar champion of 7th level or higher can rip a portal through the Astral Plane to another plane of existence. By tearing a hole in the fabric of the plane she's on, the champion may open a portal onto the Astral Plane or any plane that the Astral Plane touches that the champion has visited before. As per the plane shift spell, the planar champion has no control over the precise destination on whatever plane she rips a portal to. The portal appears as a ragged hole in space adjacent to the planar champion and lasts for 1d4+1 rounds before healing over.|RipPortalTimes	KEY:Planar Champion ~ Rip Portal				DEFINE:RipPortalTimes|0					BONUS:VAR|RipPortalTimes|1																	SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Sunder Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:%1/ day, a planar champion of 8th level or higher has the ability to seal a dimensional gate or portal by severing the connection to the destination. She may do with a successful level check (DC 5 + the caster level of the gate or portal). The gate spell is destroyed as if dispelled, while portals are suppressed for 1d6 days.	KEY:Planar Champion ~ Sunder Portal				DEFINE:SunderPortalTimes|0					BONUS:VAR|SunderPortalTimes|1																	SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.PlanarChampionClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 9th level, a planar champion gains damage reduction 10/Magic. This means that the character ignores (instantly regenerates) the first 10 points of damage from any attack unless the damage is dealt by a weapon with a +1 or higher enhancement bonus, by a spell, or by a form of energy (fire, cold, and so on). This ability does not stack with other damage reduction abilities.	KEY:Planar Champion ~ Damage Reduction				DEFINE:PlanarChampionDR|0					BONUS:VAR|PlanarChampionDR|10|TYPE=Base									DR:PlanarChampionDR/Magic								SORTKEY:Class_Planar_Champion	SOURCEPAGE:MotP30
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Planeshifters gain no proficiency with any weapon or armor.	KEY:Planeshifter ~ Weapon and Armor Proficiency																										SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Plane Shift	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A planeshifter has the ability to plane shift (as the spell cast by a sorcerer of his character level) once per day. At 8th level, the planeshifter can use this ability at will.	KEY:Planeshifter ~ Plane Shift																		ABILITY:Special Ability|AUTOMATIC|Planeshifter ~ Plane Shift ~ 1 day|PREVARLTEQ:PlaneshifterLVL,7	ABILITY:Special Ability|AUTOMATIC|Planeshifter ~ Plane Shift ~ at will|PREVARGTEQ:PlaneshifterLVL,8							SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Plane Shift ~ 1/day	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures	VISIBLE:DISPLAY		KEY:Planeshifter ~ Plane Shift ~ 1 day																		SPELLS:Innate|TIMES=1|CASTERLEVEL=PlaneshifterLVL|Plane Shift								SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Plane Shift ~ at will	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures	VISIBLE:DISPLAY		KEY:Planeshifter ~ Plane Shift ~ at will																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=PlaneshifterLVL|Plane Shift								SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A planeshifter continues training in magic as well as gaining power in the planes. Thus, when a new level is gained (except for 1st, 5th, and 9th), the character gains new spells per day as if he had also gained a level in whatever arcane spellcasting class he belonged to before he added the prestige class. He does not, however, gain any other benefit a character of that class would have gained. This essentially means that he adds the level of planeshifter to the level of whatever other spellcasting class the character has, then determines spells per day accordingly. If a character had more than one arcane spellcasting class before he became a planeshifter, he must decide to which class he adds each level of planeshifter for the purposes of determining spells per day when he adds the new level.	KEY:Planeshifter ~ Spells per Day																										SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Analyze Portal	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Planeshifter ~ Analyze Portal																		SPELLS:Innate|TIMES=PlaneshifterLVL|CASTERLEVEL=Caster_Level_Highest|Analyze Portal								SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Planar Survival	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A planeshifter of 3rd level or higher becomes attuned to the nature of the planes he visits and personally immune to their natural planar effects. Any effect that would be negated by the avoid planar effects spell is negated by the planar survival ability as well. The planeshifter is immune to the "normal" fires of the Elemental Plane of Fire, but fire-based attack forms and unusually fiery areas there still affect him. Because this extraordinary ability is the result of attuning himself to a particular plane, the planeshifter remains vulnerable to the same sort of damage in other planes where that attack form is not part of the natural order. Fires on other planes, including the Material Plane, affect him normally.	KEY:Planeshifter ~ Planar Survival																										SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Morphic Stability	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a planeshifter gains the ability to impose his will on his surroundings to a limited extent. On planes with the highly morphic trait (such as Limbo in the D&D cosmology) or the magically morphic trait (such as the Plane of Shadow), the terrain stabilizes around the planeshifter. The planeshifter automatically calms the terrain within a radius of 30 feet per planeshifter level. This area moves with the planeshifter and is centered on him. Permanent structures within the plane are unaffected, and the terrain can still be changed through normal activity.	KEY:Planeshifter ~ Morphic Stability																										SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Grant Planar Survival	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A planeshifter of 5th level or higher can extend the planar survival ability by touch to a number of others equal to his planeshifter level. Once granted, the survival ability lasts for 24 hours. Should the planeshifter's companions wind up on a different plane than the planeshifter, their protection fades immediately.	KEY:Planeshifter ~ Grant Planar Survival																										SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Control Planar Flux	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, a planeshifter gains an intuitive understanding of how creatures interact with the planes they're on, and he can exploit small changes in the barriers between planes. The planeshifter's caster level is considered four levels higher when casting dimensional anchor and dismissal spells.	KEY:Planeshifter ~ Control Planar Flux									BONUS:CASTERLEVEL|SPELL.Dimensional Anchor|4	BONUS:CASTERLEVEL|SPELL.Dismissal|4																SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
Telepathy	CATEGORY:Special Ability	TYPE:ClassFeatures.PlaneshifterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A planeshifter of 7th level or higher can communicate telepathically with any creature within 100 feet that can speak a language.	KEY:Planeshifter ~ Telepathy									BONUS:VAR|TelepathyRange|100|TYPE=Base																	SORTKEY:Class_Planeshifter	SOURCEPAGE:MotP30
