SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Survival Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Survival checks: Aquatic half-elves spend a great deal of time traveling between elf and human settlements on their diplomacy work, and so are accustomed to surviving in the undersea wilderness.|HalfElfDiplomacySkillBonus	KEY:Aquatic Half-Elf ~ Survival Skill Bonus				DEFINE:HalfElfSurvivalSkillBonus|0					BONUS:VAR|HalfElfSurvivalSkillBonus|2	BONUS:SKILL|Survival|HalfElfSurvivalSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Survival checks.|HalfElfSurvivalSkillBonus
Emissaries	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:As emissaries for their tribes, aquatic half-orcs receive a +2 racial bonus on Diplomacy and Gather Information checks. They aren't the best diplomats under the waves, but they're a far sight better than their orc cousins.	KEY:Aquatic Half-Orc ~ Emissaries									BONUS:SKILL|Diplomacy,Gather Information|2|TYPE=Racial																		SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An aquatic halfling can see four times as far as a nonaquatic human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Aquatic Halfling ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|LowLightDistance|2|TYPE=Racial																	SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:HumanRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An aquatic human can see four times as far as a nonaquatic human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Aquatic Human ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|LowLightDistance|2|TYPE=Racial																	SOURCEPAGE:UA	
Icecunning	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Arctic dwarves can apply their stonecunning benefi ts to structures and natural features made of ice, as well as those made of stone.	KEY:Arctic Dwarf ~ Icecunning																											SOURCEPAGE:UA	
Combat Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus to attack rolls against goblinoids (including goblins, hobgoblins, and bugbears): Dwarves are trained in the special combat techniques that allow them to fight their common enemies more effectively.|DwarfCombatBonus	KEY:Arctic Dwarf ~ Combat Bonus				DEFINE:DwarfCombatBonus|0					BONUS:VAR|DwarfCombatBonus|2																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on attack rolls against goblinoids|DwarfCombatBonus
Combat Bonus Kobolds	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on attack rolls against kobolds: Arctic dwarves must defend against constant assaults by kobolds.|DwarfCombatKoboldBonus	KEY:Arctic Dwarf ~ Combat Bonus Kobold				DEFINE:DwarfCombatKoboldBonus|0					BONUS:VAR|DwarfCombatKoboldBonus|1																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on attack rolls against kobolds|DwarfCombatKoboldBonus
Appraise Skill Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Appraise checks related to items made of ice.|DwarfAppraiseSkillBonus	KEY:Arctic Dwarf ~ Appraise Ice Skill Bonus				DEFINE:DwarfAppraiseIceSkillBonus|0					BONUS:VAR|DwarfAppraiseIceSkillBonus|2	BONUS:SITUATION|Appraise=Ice object|DwarfAppraiseIceSkillBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Appraise checks that are made of ice.|DwarfAppraiseIceSkillBonus
Craft Skill Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Craft checks related to items made of ice.|DwarfCraftSkillBonus	KEY:Arctic Dwarf ~ Craft Ice Skill Bonus				DEFINE:DwarfCraftIceSkillBonus|0					BONUS:VAR|DwarfCraftIceSkillBonus|2																		SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Craft checks that are made of ice.|DwarfCraftIceSkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Listen and Spot checks.|ElfSkillBonus	KEY:Arctic Elf ~ Skill Bonus				DEFINE:ElfSkillBonus|0					BONUS:SKILL|Listen,Spot|ElfSkillBonus|TYPE=Racial	BONUS:VAR|ElfSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Listen and Spot checks.|ElfSkillBonus
Craft Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on any one Craft skill (chosen by the character at the time of creation).|ElfCraftSkillBonus	KEY:Arctic Elf ~ Craft Skill Bonus				DEFINE:ElfCraftSkillBonus|0					BONUS:VAR|ElfCraftSkillBonus|2|TYPE=Racial																		SOURCEPAGE:UA	
Survival Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Survival checks.|ElfSurvivalSkillBonus	KEY:Arctic Elf ~ Survival Skill Bonus				DEFINE:ElfSurvivalSkillBonus|0					BONUS:SKILL|Survival|ElfSurvivalSkillBonus|TYPE=Racial	BONUS:VAR|ElfSurvivalSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Survival checks.|ElfSurvivalSkillBonus
Sense Motive Skill Bonus	CATEGORY:Special Ability	TYPE:GnomeRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Sense Motive checks: Arctic gnomes always seem to know instinctively when their welcome is wearing out.	KEY:Arctic Gnome ~ Sense Motive Skill Bonus				DEFINE:GnomeSenseMotiveSkillBonus|0					BONUS:SKILL|Sense Motive|GnomeSenseMotiveSkillBonus|TYPE=Racial	BONUS:VAR|GnomeSenseMotiveSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Sense Motive checks.|GnomeSenseMotiveSkillBonus
Low-Light Vision	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An arctic goblin can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. She retains the ability to distinguish color and detail under these conditions.	KEY:Arctic Goblin ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Bluff Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Bluff checks.|GoblinBluffSkillBonus	KEY:Arctic Goblin ~ Bluff Skill Bonus				DEFINE:GoblinBluffSkillBonus|0					BONUS:SKILL|Bluff|GoblinBluffSkillBonus|TYPE=Racial	BONUS:VAR|GoblinBluffSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Bluff checks.|GoblinBluffSkillBonus
Sleight of Hand Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Sleight of Handchecks.|GoblinSleightOfHandSkillBonus	KEY:Arctic Goblin ~ Sleight of Hand Skill Bonus				DEFINE:GoblinSleightOfHandSkillBonus|0					BONUS:SKILL|Sleight of Hand|GoblinSleightOfHandSkillBonus|TYPE=Racial	BONUS:VAR|GoblinSleightOfHandSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Sleight of Hand  checks.|GoblinSleightOfHandSkillBonus
Gather Information Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Gather Information checks: Half-elves get along naturally with all people.|HalfElfGatherInformationSkillBonus	KEY:Arctic Half-Elf ~ Gather Information Skill Bonus				DEFINE:HalfElfGatherInformationSkillBonus|0					BONUS:SKILL|Gather Information|HalfElfGatherInformationSkillBonus|TYPE=Racial	BONUS:VAR|HalfElfGatherInformationSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Gather Information checks.|HalfElfGatherInformationSkillBonus
Survival Skill Bonus	CATEGORY:Special Ability	TYPE:HalfElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Survival checks.|HalfElfSurvivalSkillBonus	KEY:Arctic Half-Elf ~ Survival Skill Bonus				DEFINE:HalfElfSurvivalSkillBonus|0					BONUS:SKILL|Survival|HalfElfSurvivalSkillBonus|TYPE=Racial	BONUS:VAR|HalfElfSurvivalSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Survival checks.|HalfElfSurvivalSkillBonus
Low-Light Vision	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An arctic half-orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Arctic Half-Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Diplomacy Skill Bonus	CATEGORY:Special Ability	TYPE:HalfOrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Diplomacy checks: Arctic half-orcs often serve as emissaries for the arctic orc tribes that spawned them.|HalfOrcDiplomacySkillBonus	KEY:Arctic Half-Orc ~ Diplomacy Skill Bonus				DEFINE:HalfOrcDiplomacySkillBonus|0					BONUS:SKILL|Diplomacy|HalfOrcDiplomacySkillBonus|TYPE=Racial	BONUS:VAR|HalfOrcDiplomacySkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Diplomacy checks.|HalfOrcDiplomacySkillBonus
Swim Skill Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Swim checks: Arctic halflings rarely swim by choice, but are reasonably good at saving themselves from drowning.|HalflingSwimSkillBonus	KEY:Arctic Halfling ~ Swim Skill Bonus				DEFINE:HalflingSwimSkillBonus|0					BONUS:SKILL|Swim|HalflingSwimSkillBonus|TYPE=Racial	BONUS:VAR|HalflingSwimSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Swim checks.|HalflingSwimSkillBonus
Combat Bonus	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus to attack rolls with a thrown weapon: Throwing stones is a universal sport among halflings, and they develop especially good aim.|HalflingCombatBonus	KEY:Arctic Halfling ~ Combat Bonus				DEFINE:HalflingCombatBonus|0					BONUS:VAR|HalflingCombatBonus|1	BONUS:COMBAT|TOHIT.Thrown|HalflingCombatBonus|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on attack rolls with a thrown weapons|HalflingCombatBonus
Favored Class	CATEGORY:Special Ability	TYPE:HalflingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Ranger. A multiclass arctic halfling's ranger class does not count when determining whether she takes an experience point penalty for multiclassing (see XP for Multiclass Characters, page 60 of the Player's Handbook).	KEY:Arctic Halfling ~ Favored Class																		TEMPLATE:Halfling ~ Arctic ~ Favored Class									SOURCEPAGE:UA	
Low-Light Vision	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:An arctic orc can see twice as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination. He retains the ability to distinguish color and detail under these conditions.	KEY:Arctic Orc ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:UA	
Handle Animal Skill Bonus	CATEGORY:Special Ability	TYPE:OrcRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Handle Animal checks: Arctic orcs are herders, and they rely on their skills with animals to keep their tribes fed.|OrcHandleAnimalSkillBonus	KEY:Arctic Orc ~ Handle Animal Skill Bonus				DEFINE:OrcHandleAnimalSkillBonus|0					BONUS:SKILL|Handle Animal|OrcHandleAnimalSkillBonus|TYPE=Racial	BONUS:VAR|OrcHandleAnimalSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Handle Animal checks.|OrcHandleAnimalSkillBonus
Combat Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on attack rolls against humanoids of the reptilian subtype (including kobolds and lizardfolk) and dragons (including half-dragons): Desert dwarves are trained in special combat techniques that allow them to fi ght common enemies more effectively.|DwarfCombatBonus	KEY:Desert Dwarf ~ Combat Bonus				DEFINE:DwarfCombatBonus|0					BONUS:VAR|DwarfCombatBonus|1																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on attack rolls against humanoid with reptilian subtype and dragons|DwarfCombatBonus
Dodge Dragons Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 dodge bonus to Armor Class against dragons. Dragons are a more common threat than giants in desert climes, and desert dwarves have adapted to meet this challenge.|DwarfDodgeDragonsBonus	KEY:Desert Dwarf ~ Dodge Dragons Bonus				DEFINE:DwarfDodgeDragonsBonus|0					BONUS:VAR|DwarfDodgeDragonsBonus|4																		SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 Dodge bonus to Armor Class against monsters of the dragon type.|DwarfDodgeDragonsBonus
Knowledge Bonus	CATEGORY:Special Ability	TYPE:DwarfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Knowledge (ar chi tecture and engineering), Knowl edge (dun geoneer ing), and Profession (miner) checks: Desert dwarves protect a great deal of information about what lives beneath the desert and how to reach it.|DwarfKnowledgeBonus	KEY:Desert Dwarf ~ Knowledge Bonus				DEFINE:DwarfKnowledgeBonus|0					BONUS:SKILL|Knowledge (Architecture and Engineering),Knowledge (Dungeoneering),Profession (Miner)|DwarfKnowledgeBonus|TYPE=Racial	BONUS:VAR|DwarfKnowledgeBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:CombatBonus|+%1 racial bonus on Knowledge (ar chi tecture and engineering), Knowl edge (dun geoneer ing), and Profession (miner) checks.|DwarfKnowledgeBonus
Weapon Proficiency	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Desert elves receive the Martial Weapon Proficiency feats for the scimitar, rapier, and shortbow (including composite shortbow) as bonus feats. Desert elves prefer the scimitar to the longsword and the shortbow to the longbow, because they can use shortbows while mounted.	KEY:Desert Elf ~ Weapon Proficiency																		ABILITY:FEAT|AUTOMATIC|Martial Weapon Proficiency (Scimitar)|Martial Weapon Proficiency (Rapier)|Martial Weapon Proficiency (Shortbow)									SOURCEPAGE:UA	
2 Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Handle Animal and Ride checks: Desert elves spend most of their lives riding and working with animals.|OrcHandleAnimalSkillBonus	KEY:Desert Elf ~ 2 Skill Bonus				DEFINE:Elf2SkillBonus|0					BONUS:SKILL|Handle Animal,Ride|Elf2SkillBonus|TYPE=Racial	BONUS:VAR|Elf2SkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Handle Animal checks.|Elf2SkillBonus
Skill Bonus	CATEGORY:Special Ability	TYPE:ElfRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Search, and Spot checks. An elf who merely passes within 5 feet of a secret or concealed door is entitled to a Search check to notice it as if she were actively looking for it. An elf's senses are so keen that she practically has a sixth sense about hidden portals.|ElfSkillBonus	KEY:Desert Elf ~ Skill Bonus				DEFINE:ElfSkillBonus|0					BONUS:SKILL|Search,Spot|ElfSkillBonus|TYPE=Racial	BONUS:VAR|ElfSkillBonus|2|TYPE=Racial																	SOURCEPAGE:UA	ASPECT:SkillBonus|+%1 racial bonus on Search and Spot checks.|ElfSkillBonus
