SOURCELONG:Unearthed Arcana	SOURCESHORT:UA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-02																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Save Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonDwarfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 2nd-level dwarf paragon's racial bonus on saves against poison and against spells and spell-like effects increases by 1.	KEY:Paragon Dwarf ~ Save Bonus									BONUS:VAR|DwarfPoisonSaveBonus|1	BONUS:VAR|DwarfSpellSaveBonus|1																SORTKEY:Class_Paragon_Dwarf	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonDwarfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a dwarf paragon's Constitution score increases by 2 points.	KEY:Paragon Dwarf ~ Ability Boost									BONUS:STAT|CON|2																	SORTKEY:Class_Paragon_Dwarf	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Elf paragons are proficient with all simple weapons, rapiers, longswords, shortbows, and longbows. Elf paragons are profi cient with light armor, but not with shields.	KEY:Paragon Elf ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple|TYPE=WeaponProfParagonElf	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd and 3rd level, an elf paragon gains new spells per day as if she had also gained a level in wizard. She does not, however, gain any other benefit a character of that class would have gained (bonus metamagic feats, and so on). This essentially means that she adds the level of elf paragon to her level in wizard, then determines spells per day and caster level accordingly. If an elf paragon has no levels in wizard, this class feature has no effect.	KEY:Paragon Elf ~ Spells per Day																										SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Elfsight	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An elf paragon has exceptional visual acuity. Her racial bonus on Search and Spot checks increases to +4. In addition, an elf paragon's low-light vision increases in range, allowing her to see three times as far as a human in starlight, moonlight, torchlight, and similar conditions of poor illumination.	KEY:Paragon Elf ~ Elfsight									BONUS:VAR|ElfSearchSkillBonus,ElfSpotSkillBonus|4|TYPE=Racial	BONUS:VAR|LowLightDistance|1																SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Resist Enchantments	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An elf paragon's racial bonus on saves against enchantment spells or effects increases by 2.	KEY:Paragon Elf ~ Resist Enchantments									BONUS:VAR|ElfEnchantmentSaveBonus|2																	SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Weapon Focus	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, an elf paragon gains Weapon Focus as a bonus feat. This feat must apply to either the rapier, longsword, shortsword, shortbow, longbow, composite shortbow, or composite longbow.	KEY:Paragon Elf ~ Weapon Focus									BONUS:ABILITYPOOL|Elf Paragon Weapon Focus|1																	SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, an elf paragon's Intelligence score increases by 2 points.	KEY:Paragon Elf ~ Ability Boost									BONUS:STAT|INT|2																	SORTKEY:Class_Paragon_Elf	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Gnome paragons are proficient with all simple weapons and with light armor.	KEY:Paragon Gnome ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd and 3rd level, a gnome paragon gains new spells per day and spells known as if he had also gained a level in bard. He does not, however, gain any other benefit a character of that class would have gained (bard class features, and so on). This essentially means that he adds the level of gnome paragon to his level in bard, then determines spells per day, spells known, and caster level accordingly. If a gnome paragon has no levels in bard, this class feature has no effect.	KEY:Paragon Gnome ~ Spells per Day																										SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Illusion Aptitude	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A gnome paragon may add his class level to his caster level to determine the effects of any illusion spells he casts, including those gained as innate abilities of the gnome race. This bonus stacks with the extra spellcasting levels gained from the gnome paragon's spells per day entry (see above). For example, a 2nd-level wizard/3rd-level gnome paragon's caster level is 2nd for most wizard spells but 5th for wizard spells of the illusion school (and 4th for his innate spell-like abilities dancing lights, ghost sound, and prestidigitation). A 3rd-level bard/2nd-level gnome paragon's caster level is 5th for most bard spells but 7th for bard spells of the illusion school. This increased caster level affects only spells that the character can cast; it does not give him access to higher-level spells or more spells per day.	KEY:Paragon Gnome ~ Illusion Aptitude									BONUS:CASTERLEVEL|SCHOOL.Illusion|ParagonGnomeLVL																	SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Keen Senses	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A gnome paragon's racial bonus on Listen checks and Craft (alchemy) checks increases to +4.	KEY:Paragon Gnome ~ Keen Senses									BONUS:VAR|GnomeListenSkillBonus,GnomeCraftAlchemySkillBonus|2																	SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Mirror Image	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 2nd level, a gnome paragon gains the ability to cast mirror image once per day as a spell-like ability with a caster level equal to his gnome paragon level.	KEY:Paragon Gnome ~ Mirror Image																		SPELLS:Innate|TIMES=1|CASTERLEVEL=ParagonGnomeLVL|Mirror Image								SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonGnomeClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a gnome paragon's Charisma score increases by 2 points.	KEY:Paragon Gnome ~ Ability Boost									BONUS:STAT|CHA|2																	SORTKEY:Class_Paragon_Gnome	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfDragonClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Half-dragon paragons gain no proficiency with any weapons or armor.	KEY:Paragon Half-Dragon ~ Weapon and Armor Proficiency																										SORTKEY:Class_Paragon_Half_Dragon	SOURCEPAGE:UA	
Sorcerous Blood	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfDragonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A character's half-dragon paragon levels stack with sorcerer levels for purposes of determining the caster level of arcane spells granted through sorcerer levels. For example, a 2nd-level sorcerer/3rd-level half-dragon paragon's caster level is 5th for the spells she can cast as a sorcerer. This increased caster level affects only spells that the character can cast; it does not give her access to higher-level spells or more spells per day.	KEY:Paragon Half-Dragon ~ Sorcerous Blood									BONUS:VAR|Caster_Level_Sorcerer|ParagonHalfDragonLVL																	SORTKEY:Class_Paragon_Half_Dragon	SOURCEPAGE:UA	
Natural Armor Increase	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfDragonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a half-dragon paragon's natural armor bonus improves by 1.	KEY:Paragon Half-Dragon ~ Natural Armor Increase									BONUS:COMBAT|AC|1|TYPE=NaturalArmor.STACK																	SORTKEY:Class_Paragon_Half_Dragon	SOURCEPAGE:UA	
Breath Weapon	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfDragonClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 3rd level, a half-dragon paragon can use her innate breath weapon three times per day (but only once every 1d4 rounds).	KEY:Paragon Half-Dragon ~ Breath Weapon									BONUS:VAR|BreathWeaponTimes|3|TYPE=Base																	SORTKEY:Class_Paragon_Half_Dragon	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Half-elf paragons are proficient with all simple weapons and with light armor.	KEY:Paragon Half-Elf ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, a half-elf paragon gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class she belonged to before adding the level. She does not, however, gain any other benefit a character of that class would have gained (bonus metamagic or item creation feats, bard or assassin abilities, and so on). This essentially means that she adds the level of half-elf paragon to the level in the spellcasting class, then determines spells per day, spells known, and caster level accordingly. If a character had more than one spellcasting class before she became a half-elf paragon, she must decide to which class she adds the level of half-elf paragon. If a half-elf paragon has no levels in a spellcasting class, this class feature has no effect.	KEY:Paragon Half-Elf ~ Spells per Day																										SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a half-elf paragon gains a bonus feat. The character must meet the feat's prerequisites normally.	KEY:Paragon Half-Elf ~ Bonus Feat									BONUS:ABILITYPOOL|FEAT|1																	SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Divided Ancestry	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Unlike other racial paragons, halfelves can take levels in more than one racial paragon class. After gaining at least one level as a half-elf paragon, a character can take either elf paragon levels or human paragon levels (but not both).	KEY:Paragon Half-Elf ~ Divided Ancestry																										SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Elven Vision	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a half-elf paragon's visual acuity improves to match that of an elf's. A half-elf paragon's racial bonus on Search and Spot checks increases to +2.	KEY:Paragon Half-Elf ~ Elven Vision									BONUS:VAR|HalfElfSearchSkillBonus,HalfElfSpotSkillBonus|1																	SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Persuasion	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 2nd level half-elf paragon's racial bonus on Diplomacy and Gather Information checks increases to +3. She gains a +2 racial bonus on all other Charisma-based skills.	KEY:Paragon Half-Elf ~ Persuasion									BONUS:VAR|HalfElf2SkillBonus|1																	SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfElfClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a half-elf paragon increases one ability score of her choice by 2 points.	KEY:Paragon Half-Elf ~ Ability Boost									BONUS:ABILITYPOOL|Half-Elf Paragon Ability Boost|1																	SORTKEY:Class_Paragon_Half_Elf	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfOrcClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Half-orc paragons are proficient with all simple and martial weapons, and with light armor and medium armor.	KEY:Paragon Half-Orc ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium							SORTKEY:Class_Paragon_Half_Orc	SOURCEPAGE:UA	
Divided Ancestry	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfOrcClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Unlike other racial paragons, halforcs can take levels in more than one racial paragon class. After gaining at least one level as a half-orc paragon, a character can take either orc paragon levels or human paragon levels (but not both).	KEY:Paragon Half-Orc ~ Divided Ancestry																										SORTKEY:Class_Paragon_Half_Orc	SOURCEPAGE:UA	
Monstrous Mien	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfOrcClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Half-orc paragons can channel their innate ferocity, resulting in a +4 racial bonus on Intimidate checks.	KEY:Paragon Half-Orc ~ Monstrous Mien									BONUS:SKILL|Intimidate|4|TYPE=Racial																	SORTKEY:Class_Paragon_Half_Orc	SOURCEPAGE:UA	
Rage	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfOrcClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a half-orc paragon comes to understand and draw upon the natural ferocity that courses through his blood. He gains the ability to fl y into a screaming blood frenzy once per day (or one additional time per day, if he already has a rage ability). The effect of this ability is identical with the effect of a barbarian's rage (see page 25 of the Player's Handbook). If a half-orc paragon has improved rage abilities (such as the barbarian class features greater rage, indomitable will, tireless rage, or mighty rage), those improvements apply to the rage ability granted by the half-orc paragon class as well.	KEY:Paragon Half-Orc ~ Rage				DEFINE:ParagonHalfOrcRageTimesLVL|0	DEFINE:ParagonHalfOrcRagePowerLVL|0				BONUS:VAR|ParagonHalfOrcRageTimesLVL,ParagonHalfOrcRagePowerLVL|HalfOrcParagon|TYPE=Class	BONUS:VAR|RageTimes|1	BONUS:VAR|RageLVL|ParagonHalfOrcRagePowerLVL|TYPE=Base							ABILITY:Special Ability|AUTOMATIC|Rage								SORTKEY:Class_Paragon_Half_Orc	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalfOrcClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a half-orc paragon's Strength score increases by 2 points.	KEY:Paragon Half-Orc ~ Ability Boost									BONUS:STAT|STR|2																	SORTKEY:Class_Paragon_Half_Orc	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalflingClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Halfling paragons are profi cient with all simple weapons and with light armor.	KEY:Paragon Halfling ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Halfling	SOURCEPAGE:UA	
Athletic Prowess	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalflingClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a halfling paragon's racial bonus on Climb, Jump, and Move Silently checks improves to +3.	KEY:Paragon Halfling ~ Athletic Prowess									BONUS:VAR|HalflingSkillBonus|1																	SORTKEY:Class_Paragon_Halfling	SOURCEPAGE:UA	
Save Bonus	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalflingClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 1st-level halfling paragon's racial bonus on all saving throws increases by 1.	KEY:Paragon Halfling ~ Save Bonus									BONUS:VAR|HalflingSaveBonus|1																	SORTKEY:Class_Paragon_Halfling	SOURCEPAGE:UA	
Thrown Weapon Mastery	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalflingClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a halfling paragon gains a +2 bonus on damage rolls when using a thrown weapon or a sling.	KEY:Paragon Halfling ~ Thrown Weapon Mastery									BONUS:WEAPONPROF=TYPE.Thrown|DAMAGE|2	BONUS:WEAPONPROF=TYPE.Sling|DAMAGE|2																SORTKEY:Class_Paragon_Halfling	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHalflingClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a halfling paragon's Dexterity score increases by 2 points.	KEY:Paragon Halfling ~ Ability Boost									BONUS:STAT|DEX|2																	SORTKEY:Class_Paragon_Halfling	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Human paragons are proficient with all simple weapons and with light armor. In addition, a human paragon is profi cient with any one martial weapon of his choice.	KEY:Paragon Human ~ Weapon and Armor Proficiency									BONUS:ABILITYPOOL|Martial Weapon Proficiency Choice|1									ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Skills	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality	VISIBLE:YES	DESC:The human paragon can choose any ten skills as class skills (Knowledge skills must be selected individually).	KEY:Paragon Human ~ Skills									BONUS:ABILITYPOOL|Class Skill|10																	SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd and 3rd level, a human paragon gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class he belonged to before adding the level. He does not, however, gain any other benefit a character of that class would have gained (bonus metamagic or item creation feats, bard or assassin abilities, and so on). This essentially means that he adds the level of human paragon to the level in the spellcasting class, then determines spells per day, spells known, and caster level accordingly. If a character had more than one spellcasting class before he became a human paragon, he must decide to which class he adds each level of human paragon. If a human paragon has no levels in a spellcasting class, this class feature has no effect.	KEY:Paragon Human ~ Spells per Day																										SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Adaptive Learning	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a human paragon can designate any one of his human paragon class skills as an adaptive skill. This skill is treated as a class skill in all respects for all classes that character has levels in, both current and future. For example, if a human paragon chooses Spot as an adaptive skill, he treats Spot as a class skill for all future class levels he gains, even if it is not normally a class skill for the class in question.	KEY:Paragon Human ~ Adaptive Learning									BONUS:ABILITYPOOL|Human Paragon Adaptive Learning|1																	SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a human paragon gains a bonus feat. Due to the varied talents and adaptable nature of humans, this feat can be any feat for which the human paragon is qualifi ed (he is not restricted to a special list of bonus feats). The character must meet the prerequisites for the bonus feat normally.	KEY:Paragon Human ~ Bonus Feat									BONUS:ABILITYPOOL|FEAT|1																	SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonHumanClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a human paragon increases one ability score of his choice by 2 points.	KEY:Paragon Human ~ Ability Boost									BONUS:ABILITYPOOL|Human Paragon Ability Boost|1																	SORTKEY:Class_Paragon_Human	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonOrcClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Orc paragons are proficient with all simple and martial weapons and with light and medium armor.	KEY:Paragon Orc ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfMedium							SORTKEY:Class_Paragon_Orc	SOURCEPAGE:UA	
Improved Darkvision	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonOrcClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, an orc paragon's darkvision range increases by 30 feet.	KEY:Paragon Orc ~ Improved Darkvision									BONUS:VAR|DarkvisionRange|30																	SORTKEY:Class_Paragon_Orc	SOURCEPAGE:UA	
No Light Sensitivity	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonOrcClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An orc paragon loses his race's light sensitivity at 1st level.	KEY:Paragon Orc ~ No Light Sensitivity																										SORTKEY:Class_Paragon_Orc	SOURCEPAGE:UA	
Elf Slayer	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonOrcClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A 2nd-level orc paragon learns to channel his hatred of the elven race. He gains a +2 bonus on weapon damage rolls against elves.	KEY:Paragon Orc ~ Elf Slayer																										SORTKEY:Class_Paragon_Orc	SOURCEPAGE:UA	ASPECT:CombatBonus|+2 bonus on weapon damage rolls against elves.
Ability Boost	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonOrcClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, an orc paragon's Strength score increases by 2 points.	KEY:Paragon Orc ~ Ability Boost									BONUS:STAT|STR|2																	SORTKEY:Class_Paragon_Orc	SOURCEPAGE:UA	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.ParagonTieflingClassFeatures.SpecialQuality	VISIBLE:YES	DESC:tiefling paragons are proficient with all simple weapons and with light armor.	KEY:Paragon Tiefling ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfSimple	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight							SORTKEY:Class_Paragon_Tiefling	SOURCEPAGE:UA	
