SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																																																																																																																																																																																																																																	
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Musteval)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,7																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Rhek|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,8																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Unicorn|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,8																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Cervidal)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,9																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Brass/Very Young)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,10																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Dragon (Bronze)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,10																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Human (Werebear)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,10																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Eladrin (Bralani)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,11																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Copper/Very Young)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,11																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Archon (Hound)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,11																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Dragon (Silver)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,11																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Dragon (Gold)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,12																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Leskylor|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,12																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Treant|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,12																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Bronze/Very Young)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,13																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Genie (Djinni)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,13																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Equinal)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,13																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Lillend|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,13																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Asura|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,14																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Brass/Young)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,14																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Silver/Very Young)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,14																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Avoral)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,15																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Copper/Young)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,15																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Hollyphant|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,15																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Lupinal)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,15																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Archon (Warden)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,15																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Couatl|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,16																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Gold/Very Young)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,16																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Brass/Juvenile)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,17																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Moon Dog|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,17																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Quesar|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,17																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Bronze/Young)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Copper/Juvenile)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Eladrin (Firre)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Archon (Owl)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Silver/Young)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Ursinal)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,18|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Angel (Astral Deva)|PREALIGN:LG,NG,CG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Eladrin (Ghaele)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Companion ~ Dragon (Gold/Young)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Guardinal (Leonal)|PREALIGN:NG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Archon (Sword)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Archon (Trumpet)|PREALIGN:LG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Leadership Cohort.MOD	COMPANIONLIST:Leadership Cohort|Eladrin (Shiradi)|PREALIGN:CG|PREVARGT:LeadershipCohortLVL,20|PREABILITY:1,CATEGORY=FEAT,Epic Leadership																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																				
CATEGORY=Internal|Standard Selection ~ Summon Monster III.MOD	COMPANIONLIST:Summon Monster III|Companion ~ Bariaur (Exalted Bariaur),Eladrin (Coure),Guardinal (Musteval)																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster IV.MOD	COMPANIONLIST:Summon Monster IV|Guardinal (Cervidal),Rhek																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster V.MOD	COMPANIONLIST:Summon Monster V|Leskylor																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster VI.MOD	COMPANIONLIST:Summon Monster VI|Guardinal (Equinal)																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster VII.MOD	COMPANIONLIST:Summon Monster VII|Asura,Companion ~ Leskylor (Three-Headed)																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster VIII.MOD	COMPANIONLIST:Summon Monster VIII|Hollyphant,Guardinal (Lupinal),Archon (Warden)																																																																																																																																																																																																																																			
CATEGORY=Internal|Standard Selection ~ Summon Monster IX.MOD	COMPANIONLIST:Summon Monster IX|Eladrin (Firre),Moon Dog,Archon (Owl),Quesar,Archon (Sword),Guardinal (Ursinal)																																																																																																																																																																																																																																			
																																																																																																																																																																																																																																				
##Companion Support																																																																																																																																																																																																																																				
Call Unicorn	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Call Unicorn (Base)|Call Unicorn																																																																																																																																																																																																																																		
Call Unicorn (Base)	CATEGORY:Internal								DEFINE:CallUnicornLVL|0	DEFINE:CallUnicornDetermination|0													FOLLOWERS:Call Unicorn|1	ABILITY:Call Unicorn Selection|AUTOMATIC|Standard Selection ~ Call Unicorn (Beloved of Valarian)|!PREABILITY:1,CATEGORY=Internal,TYPE.CallUnicornAlternate								SOURCEPAGE:BoED																																																																																																																																																																																																				
Call Unicorn	CATEGORY:Internal	TYPE:CallUnicornSelection	VISIBLE:NO																													SOURCEPAGE:BoED																																																																																																																																																																																																				
Expanded Selection	CATEGORY:Internal	TYPE:CallUnicornSelection.CallUnicornAlternate		KEY:Expanded Selection ~ Call Unicorn																			COST:0	COMPANIONLIST:Call Unicorn|ANY								SOURCEPAGE:BoED																																																																																																																																																																																																				
Call Unicorn (Default Beloved of Valarian)	CATEGORY:Internal	TYPE:CallUnicornSelection.CallUnicornBase		KEY:Standard Selection ~ Call Unicorn (Beloved of Valarian)	!PREABILITY:1,CATEGORY=Internal,TYPE.CallUnicornAlternate																		COST:0	COMPANIONLIST:Call Unicorn|Unicorn								SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
Call Flying Mount	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Call Flying Mount (Base)|Call Flying Mount																																																																																																																																																																																																																																		
Call Flying Mount (Base)	CATEGORY:Internal								DEFINE:CallFlyingMountLVL|0	DEFINE:CallFlyingMountDetermination|0													FOLLOWERS:Call Flying Mount|1	ABILITY:Call Flying Mount Selection|AUTOMATIC|Standard Selection ~ Call Flying Mount (Skylord)|!PREABILITY:1,CATEGORY=Internal,TYPE.CallFlyingMountAlternate								SOURCEPAGE:BoED																																																																																																																																																																																																				
Call Flying Mount	CATEGORY:Internal	TYPE:CallFlyingMountSelection	VISIBLE:NO																													SOURCEPAGE:BoED																																																																																																																																																																																																				
Expanded Selection	CATEGORY:Internal	TYPE:CallFlyingMountSelection.CallFlyingMountAlternate		KEY:Expanded Selection ~ Call Flying Mount																			COST:0	COMPANIONLIST:Call Flying Mount|ANY								SOURCEPAGE:BoED																																																																																																																																																																																																				
Call Flying Mount (Default Skylord)	CATEGORY:Internal	TYPE:CallFlyingMountSelection.CallFlyingMountBase		KEY:Standard Selection ~ Call Flying Mount (Skylord)	!PREABILITY:1,CATEGORY=Internal,TYPE.CallFlyingMountAlternate																		COST:0	COMPANIONLIST:Call Flying Mount|Companion ~ Animal (Eagle/Celestial),Companion ~ Animal (Owl/Celestial),Companion ~ Unicorn (Celestial)								SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
###Block: Call Unicorn																																																																																																																																																																																																																																				
Telepathic Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.CallUnicornClassFeatures.SpecialQuality.Supernatural		DESC:A beloved of Valarian can communicate telepathically with her unicorn companion. This bond remains in effect unless the character is separated from her unicorn by a number of miles equal to 100 + the beloved's character level.	KEY:Call Unicorn ~ Telepathic Bond																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Telepathic Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.CallUnicornClassFeatures.SpecialQuality.Supernatural		DESC:At 6th level, a Valarian's beloved can communicate telepathically with any animal native to her unicorn companion's home forest.	KEY:Call Unicorn ~ Telepathic Bond ~ 2																											SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
###Block: Call flying Mount																																																																																																																																																																																																																																				
Empathic Link	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality.Supernatural		DESC:A skylord has an empathic link with his mount out to a distance of up to 1 mile. The skylord cannot see through the mount's eyes, but they can communicate empathically. Because of this empathic link, the skylord has the same connection to an item or place thaThis mount does, just as with a master and his familiar (see Familiars in the Player's Handbook).	KEY:Call Flying Mount ~ Empathic Link																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Share Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality.Supernatural		DESC:At the skylord's option, he may have any spell (but not any spell-like ability) he casts on himself also affecThis mount. The mount must be within 5 feet at the time of casting to receive the benefit. If the spell or effect has a duration other than instantaneous, it stops affecting the mount if it moves farther than 5 feet away and will not affect the mount again even if it returns to the skylord before the duration expires. Additionally, the skylord may cast a spell with a target of "You" on his mount (as a touch range spell) instead of on himself. A skylord and his mount can share spells even if the spells normally do not affect magical beasts.	KEY:Call Flying Mount ~ Share Spells																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Improved Natural Attacks	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialAttack		DESC:The damage dealt by each of the mount's natural attacks increases by one step. For example, a giant eagle mount with this ability would roll 1d8 instead of 1d6 for claw damage and 1d10 instead of 1d8 for bite damage.	KEY:Call Flying Mount ~ Improved Natural Attacks									BONUS:WEAPONPROF=TYPE.Natural|DAMAGESIZE|1																		SOURCEPAGE:BoED																																																																																																																																																																																																				
Improved Fly Speed	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality.Exraordinary		DESC:The mount's fly speed increases by 10 feet.	KEY:Call Flying Mount ~ Improved Fly Speed									BONUS:MOVEADD|TYPE.Fly|10																		SOURCEPAGE:BoED																																																																																																																																																																																																				
Deadly Charge	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialAttack.Extraordinary		DESC:The skylord's mount deals an extra 2d6 points of damage on a successful attack made during a charge.	KEY:Call Flying Mount ~ Deadly Charge																											SOURCEPAGE:BoED	ASPECT:Name|Deadly Charge 2d6																																																																																																																																																																																																			
Spell Resistance	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality.Supernatural		DESC:A mount's spell resistance equals the skylord's character level + 5.	KEY:Call Flying Mount ~ Spell Resistance																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Immunities	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality.Supernatural		DESC:A skylord's mount is immune to hold, paralysis, sleep, charms, and compulsions.	KEY:Call Flying Mount ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Hold|Immunity to Paralysis|Immunity to Sleep|Immunity to Charm|Immunity To Compulsion									SOURCEPAGE:BoED																																																																																																																																																																																																				
Bonus Feat	CATEGORY:Special Ability	TYPE:ClassFeatures.CallFlyingMountClassFeatures.SpecialQuality		DESC:The mount gains one of the following feats as a bonus feat, provided it meets the prerequisites for the feat: Flyby Attack, Hover, Multiattack, or Wingover.	KEY:Call Flying Mount ~ Bonus Feat									BONUS:ABILITYPOOL|Call Flying Mount Feat|1																		SOURCEPAGE:BoED																																																																																																																																																																																																				
																																																																																																																																																																																																																																				
###Block:Abilities																																																																																																																																																																																																																																				
Spiritual Body	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When a martyr rises as a 0-level risen martyr, he takes on a corporeal spirit form. His creature type changes to deathless (see Chapter 8: Monsters), and he gains the features and traits of the deathless type. Deathless creatures have no Constitution score, and the risen martyr rerolls his hit points using d12s instead of his previous racial and class-based Hit Dice. A risen martyr's spiritual body is formed of solid, spiritual flesh and is neither ghostly nor incorporeal. His ability scores remain unchanged (except for his Constitution score), and all his other characteristics remain the same except that he is no longer a living creature. A risen martyr cannot advance in any class other than risen martyr in order to delay his final ascension. Once he rises and adopts this prestige class, he must continue to gain risen martyr levels and no levels in any other class.	KEY:Risen Martyr ~ Spiritual Body																										SORTKEY:Class_Risen_Martyr	SOURCEPAGE:BoED																																																																																																																																																																																																				
AC Bonus	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 1st-level ascetic receives a +4 exalted bonus to his Armor Class. The bonus increases to +5 at 3rd level,and thereafter increases by +1 for each 3 character levels. This bonus does not apply to touch attacks and does not hinder incorporeal touch attacks. Brilliant energy weapons, however, do not ignore this bonus. This does not stack with an armor bonus.	KEY:Vow of Poverty ~ AC Bonus				DEFINE:VowOfPovertyACBonus|0					BONUS:COMBAT|AC|VowOfPovertyACBonus|TYPE=Armor	BONUS:VAR|VowOfPovertyACBonus|4	BONUS:VAR|VowOfPovertyACBonus|VowOfPovertyLVL/3																SOURCEPAGE:BoED																																																																																																																																																																																																				
Bonus Exalted Feats	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, an ascetic gets a bonus exalted feat, and another bonus feat at 2nd level and every 2 levels thereafter. Unlike the other benefits of a vow of poverty, a character does not gain these bonus feats retroactively when he takes the Vow of Poverty feat; he only gains those bonus feats that apply for the levels he gains after swearing his vow. Thus, the bonus feat gained at 1st level is available only to humans who take both Sacred Vow and Vow of Poverty at 1st level.	KEY:Vow of Poverty ~ Bonus Exalted Feats				DEFINE:ExaltedBonusFeatSelections|0					BONUS:ABILITYPOOL|Vow of Poverty Exalted Feat|ExaltedBonusFeatSelections									TEMPLATE:Vow of Poverty ~ Exalted Feats									SOURCEPAGE:BoED																																																																																																																																																																																																				
Endure Elements	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 3rd-level ascetic is immune to the effects of being in a hot or cold environment. He can exist comfortably in conditions between -50 and 140 degrees Fahrenheit without having to make Fortitude saves (as described in the Dungeon Master's Guide).	KEY:Vow of Poverty ~ Endure Elements																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Exalted Strike	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, an ascetic gains a +1 enhancement bonus on all his attack and damage rolls. In effect, any weapon the character wields becomes a +1 magic weapon, and can overcome the damage reduction of a creature as though it were a magic weapon. This enhancement bonus rises to +2 at 10th level, to +3 at 14th level, to +4 at 17th level, and to +5 at 20th level. At 10th level, any weapon damage the character deals is also considered to be good- ligned, so that it can bypass the damage reduction of some evil outsiders.	KEY:Vow of Poverty ~ Exalted Strike	DESC:+%1 (magic)|VowOfPovertyExaltedStrikeBonus|PREMULT:2,[PREVARGTEQ:VowOfPovertyLVL,1],[PREVARLTEQ:VowOfPovertyLVL,9]	DESC:+%1 (Magic &amp; Good)|VowOfPovertyExaltedStrikeBonus|PREVARGTEQ:VowOfPovertyLVL,10		DEFINE:VowOfPovertyExaltedStrikeBonus|0					BONUS:VAR|VowOfPovertyExaltedStrikeBonus|1|PREVARGTEQ:VowOfPovertyLVL,4	BONUS:VAR|VowOfPovertyExaltedStrikeBonus|1|PREVARGTEQ:VowOfPovertyLVL,10	BONUS:VAR|VowOfPovertyExaltedStrikeBonus|1|PREVARGTEQ:VowOfPovertyLVL,14	BONUS:VAR|VowOfPovertyExaltedStrikeBonus|1|PREVARGTEQ:VowOfPovertyLVL,17	BONUS:VAR|VowOfPovertyExaltedStrikeBonus|1|PREVARGTEQ:VowOfPovertyLVL,20														SOURCEPAGE:BoED																																																																																																																																																																																																				
Sustenance	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 5th-level ascetic doesn't need to eat or drink.	KEY:Vow of Poverty ~ Sustenance																											SOURCEPAGE:BoED																																																																																																																																																																																																				
Deflection	CATEGORY:Special Ability	TYPE:SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 6th-level ascetic receives a +1 deflection bonus to his Armor Class. This bonus increases to +2 at 12th level, and to +3 at 18th level	KEY:Vow of Poverty ~ Deflection				DEFINE:VowOfPovertyDeflectionBonus|0					BONUS:COMBAT|AC|VowOfPovertyDeflectionBonus|TYPE=Deflection	BONUS:VAR|VowOfPovertyDeflectionBonus|1|PREVARGTEQ:VowOfPovertyLVL,6	BONUS:VAR|VowOfPovertyDeflectionBonus|1|PREVARGTEQ:VowOfPovertyLVL,12	BONUS:VAR|VowOfPovertyDeflectionBonus|1|PREVARGTEQ:VowOfPovertyLVL,18															SOURCEPAGE:BoED																																																																																																																																																																																																				
Resistance	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, an ascetic gains a +1 resistance bonus on all saving throws. This bonus increases to +2 at 13th level, and to +3 at 17th level.	KEY:Vow of Poverty ~ Resistance				DEFINE:VowOfPovertyResistanceBonus|0					BONUS:SAVE|ALL|VowOfPovertyResistanceBonus|TYPE=Resistance	BONUS:VAR|VowOfPovertyResistanceBonus|1|PREVARGTEQ:VowOfPovertyLVL,7	BONUS:VAR|VowOfPovertyResistanceBonus|1|PREVARGTEQ:VowOfPovertyLVL,13	BONUS:VAR|VowOfPovertyResistanceBonus|1|PREVARGTEQ:VowOfPovertyLVL,17															SOURCEPAGE:BoED																																																																																																																																																																																																				
