SOURCELONG:Book of Exalted Deeds	SOURCESHORT:BoED	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-10																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ApostoleOfPeaceClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An apostle of peace has the ability to cast a number of divine spells. To cast an apostle of peace spell, the apostle must have a Wisdom score of at least 10 + the spell's level, so an apostle with a Wisdom of 10 or lower cannot cast these spells. Apostle of peace bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the apostle of peace's Wisdom modifier. When the apostle of peace gets 0 spells per day of a given spell level (for instance, 2nd-level spells for a 2nd- evel apostle), he gains only the bonus spells he would be entitled to based on his Wisdom score for that spell level. The apostle of peace's spell list appears below. An apostle of peace prepares and casts spells just as a cleric does. To determine the caster level of an apostle of peace, add the character's apostle levels to one-half of his caster levels in other spellcasting classes.	KEY:Apostole of Peace ~ Spells				DEFINE:Caster_Level_Apostole_of_Peace|0	DEFINE:Caster_Level_BL_Apostole_Of_Peace|0				BONUS:CASTERLEVEL|Apostole of Peace|Caster_Level_Apostole_of_Peace	BONUS:VAR|Caster_Level_Apostole_of_Peace|ApostoleOfPeaceLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Apostole_of_Peace|charbonusto("PCLEVEL","Apostole of Peace")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Apostole_Of_Peace+Caster_Level_BL_Apostole_Of_Peace|TYPE=Base														SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Spontaneous Casting	CATEGORY:Special Ability	TYPE:ClassFeatures.ApostoleOfPeaceClassFeatures.SpecialQuality	VISIBLE:YES	DESC:An apostle of peace can channel stored spell energy into healing spells that the apostle did not prepare ahead of time. An apostle can "lose" any prepared apostle spell in order to cast any cure spell of the same spell level or lower (a cure spell is any spell with "cure" in its name).	KEY:Apostole of Peace ~ Spontaneous Casting																		ABILITY:Special Ability|VIRTUAL|Spontaneous casting ~ Cure spells|!PREABILITY:1,CATEGORY=ACF,TYPE.ApostoleOfPeaceSpontaneousCasting|PREABILITY:1,CATEGORY=Special Ability,Turn Undead								SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Turn Undead	CATEGORY:Special Ability	TYPE:ClassFeatures.ApostoleOfPeaceClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An apostle of peace can turn undead as a good cleric of his apostle of peace level would. If he is also a cleric (or paladin), he adds his apostle levels to his effective cleric levels to determine his turning capability.	KEY:Apostole of Peace ~ Turn Undead									BONUS:VAR|TurnLevelBase,TurnDamagePlusBase|ApostoleOfPeaceLVL|TYPE=Level.REPLACE									ABILITY:Special Ability|AUTOMATIC|Basic Turning|Turn Undead								SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Pacifying Touch	CATEGORY:Special Ability	TYPE:ClassFeatures.ApostoleOfPeaceClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 2nd level, an apostle of peace gains the ability to pacify hostile or angry creatures by touch. The effect is similar to the calm emotions spell. The apostle can affect only a single target with each use of the ability, and must touch the target. A touched creature receives no saving throw and spell resistance does not apply. The pacifying touch does not suppress positive emotions, just anger, rage, and hostility. The apostle of peace can make a level check as if casting dispel magic, using his character level as his caster level, to dispel certain mind-affecting spells affecting the target. The pacifying touch can only dispel spells that incite violent emotions in the target, such as fear or rage.	KEY:Apostole of Peace ~ Pacifying Touch																										SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Censure Demon	CATEGORY:Special Ability	TYPE:ClassFeatures.ApostoleOfPeaceClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 4rd-level apostle of peace can censure fiends, much as good clerics turn undead. Channeling holy power from the celestial planes, he can make demons, devils, and other outsiders with the evil subtype recoil. Make a Charisma check for the apostle and consult Table 8-9 in the Player's Handbook, using the apostle's character level to determine the most powerful fiend he can censure. Roll 2d6 + the apostle of peace's level + his Charisma modifier for censuring damage. Using both the apostle's character level and his class level in this manner means that he is more likely to affect a single powerful fiend, but unlikely to censure more than one of them. A censured fiend is stunned by the apostle's holy power for 1d4+1 rounds. If an apostle of peace attacks a censured fiend, the stunning ends immediately and the fiend can act normally on its next turn. If the apostle of peace's character level is at least twice the fiend's Hit Dice, he banishes the affected fiend back to its home plane. An apostle of peace can make a number of censuring attempts per day equal to 3 + his Charisma modifier. These attempts are separate from any attempts to turn undead.	KEY:Apostole of Peace ~ Censure Demon									BONUS:VAR|CensureLevelBase,CensureDamagePlusBase|ApostoleOfPeaceLVL|TYPE=Level.REPLACE									ABILITY:Special Ability|AUTOMATIC|Basic Censure|Censure Demon								SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A beloved of Valarian is proficient with all simple and martial weapons, light armor, and small shields.	KEY:Beloved of Valarian ~ Weapon and Armor Proficiency																		ABILITY:Internal|AUTOMATIC|TYPE=WeaponProfMartial	ABILITY:Internal|AUTOMATIC|TYPE=ArmorProfLight	ABILITY:Internal|AUTOMATIC|TYPE=ShieldProfLight						SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality	VISIBLE:YES	DESC:A beloved of Valarian has the ability to cast a small number of divine spells. To cast a beloved of Valarian spell, the beloved must have a Wisdom score of at least 10 + the spell's level, so a beloved of Valarian with a Wisdom of 10 or lower cannot cast these spells. Beloved of Valarian bonus spells are based on Wisdom, and saving throws against these spells have a DC of 10 + spell level + the beloved's Wisdom modifier. When the beloved of Valarian gets 0 spells of a given spell level (for instance, 1st-level spells for a 1st level beloved of Valarian), she gets only the bonus spells she would be entitled to based on her Wisdom score for that spell level. The beloved of Valarian's spell list appears below. A beloved of Valarian prepares and casts spells just as a cleric does (though a beloved cannot spontaneously cast cure spells).	KEY:Beloved of Valarian ~ Spells				DEFINE:Caster_Level_Beloved_Of_Valarian|0	DEFINE:Caster_Level_BL_Beloved_Of_Valarian|0				BONUS:CASTERLEVEL|Beloved of Valarian|Caster_Level_Beloved_Of_Valarian	BONUS:VAR|Caster_Level_Beloved_Of_Valarian|BelovedOfValarianLVL+Caster_Level_Bonus	BONUS:VAR|Caster_Level_BL_Beloved_Of_Valarian|charbonusto("PCLEVEL","Beloved of Valarian")	BONUS:VAR|Caster_Level_Highest__Divine|Caster_Level_Beloved_Of_Valaria+Caster_Level_BL_Beloved_Of_Valarian|TYPE=Base														SORTKEY:Class_Apostole_Of_Peace	SOURCEPAGE:BoED	
Call Unicorn	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:A beloved of Valarian can call a unicorn to her side. See the Monster Manual for the unicorn's statistics. The unicorn appears instantly and serves the character for life, provided she remains chaste and of good alignment. The unicorn may be dismissed at any time, although a character cannot call another until she gains a level in the beloved of Valarian class. If the unicorn should die before its rider, the character may call another unicorn companion when she gains a new level in this class. A beloved of Valarian can have no more than one unicorn companion at any given time. A beloved of Valarian can assign her unicorn companion to undertake different types of tasks. Particularly useful as a mount, the unicorn typically will not undergo a quest or otherwise take on complex burdens without the supervision of the beloved of Valarian.	KEY:Beloved of Valarian ~ Call Unicorn									BONUS:VAR|CallUnicornLVL|BelovedOfValarianLVL									ABILITY:Special Ability|AUTOMATIC|Call Unicorn								SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Telepathic Bond	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A beloved of Valarian can communicate telepathically with her unicorn companion. This bond remains in effect unless the character is separated from her unicorn by a number of miles equal to 100 + the beloved's character level. At 6th level, a Valarian's beloved can communicate telepathically with any animal native to her unicorn companion's home forest.	KEY:Beloved of Valarian ~ Telepathic Bond																										SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Timelessness	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Unicorns age very slowly, living for thousands of years. As long as she remains faithful to Valarian and has a unicorn companion serving her, a beloved of Valarian ages just as slowly, the aging process essentially halted.	KEY:Beloved of Valarian ~ Timelessness																										SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Ethereal Jaunt	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At 2nd level, once per day, a beloved of Valarian and her equipment may become ethereal, as the ethereal jaunt spell cast by a sorcerer of the beloved's character level. If the beloved of Valarian is astride her unicorn companion, it is also affected by this ability. However, if the beloved of Valarian dismounts or the two otherwise become separated before the  ethereal jaunt expires, the unicorn companion instantly returns to the Material Plane.	KEY:Beloved of Valarian ~ Ethereal Jaunt																		SPELLS:Innate|TIMES=1|CASTERLEVEL=BelovedOfValarianLVL|Ethereal Jaunt								SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Forest Dweller	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Time spent in the forest alters a beloved of Valarian's physiology at 3rd level. She gains a +2 racial bonus on Listen, Move Silently, Spot, and Survival checks.	KEY:Beloved of Valarian ~ Forest Dweller									BONUS:SKILL|Listen,Move Silently,Spot,Survival|2|TYPE=Racial																	SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:Starting at 4th level, a beloved of Valarian can react to danger before her senses would normally allow her to do so. She retains her Dexterity bonus to AC even when caught flat-footed. If the beloved of Valarian already has uncanny dodge from a different class (rogue, for example), she gains improved uncanny dodge instead; she cannot be flanked except by a rogue who has at least four more rogue levels than she has in this prestige class. As long as the beloved of Valarian is riding her unicorn companion, it gains the benefit of this ability as well.	KEY:Beloved of Valarian ~ Uncanny Dodge									BONUS:VAR|UncannyDodgeFlankingLevel|BelovedOfValarialLVL|TYPE=EachClass.REPLACE																	SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Call Celestial Charger	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 6th level, a beloved of Valarian can call a celestial unicorn-also known as a celestial charger- to her side. See the Unicorn entry in the Monster Manual for the celestial charger's statistics. If the beloved of Valarian already has a unicorn companion, Valarian transforms it into a celestial charger instead of sending his beloved a new companion.	KEY:Beloved of Valarian ~ Call Celestial Charger																										SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Nature's Understanding	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 7th level, a beloved of Valarian gains a +2 insight bonus on Handle Animal, Knowledge (nature), and Survival checks.	KEY:Beloved of Valarian ~ Nature's Understanding									BONUS:SKILL|Handle Animal,Knowledge (Nature),Survival|2|TYPE=Insight																	SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Holy Smite	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:Starting at 8th level, once per day, a beloved of Valarian can cast holy smite as a cleric of her class level. She may choose to deal nonlethal damage instead of lethal damage with the holy smite.	KEY:Beloved of Valarian ~ Holy Smite																		SPELLS:Innate|TIMES=1|CASTERLEVEL=BelovedOfValarianLVL|Holy Smite								SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Wood Repulsion	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Weapons partially or wholly fashioned from wood have a harder time striking a beloved of Valarian, as though deflected by some invisible barrier. Attacks made with such weapons take a -2 penalty. As long as the beloved of Valarian is riding her unicorn companion, it gains the benefit of this ability as well.	KEY:Beloved of Valarian ~ Wood Repulsion																										SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Mass Baleful Polymorph	CATEGORY:Special Ability	TYPE:ClassFeatures.BelovedOfValarianClassFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:At 10th level, once per day, a beloved of Valarian can cast a special version of the baleful polymorph spell that affects all evil creatures within 30 feet of her (as a 10th- evel druid). Affected creatures are transformed into harmless Diminutive mammals (rabbits, squirrels, or the like) or Fine vermin (nonthreatening spiders, centipedes, or the like). All affected creatures are transformed into the same type of creature. See the baleful polymorph spell description in the Player's Handbook for details.	KEY:Beloved of Valarian ~ Mass Baleful Polymorph																		SPELLS:Innate|TIMES=1|CASTERLEVEL=BelovedOfValarianLVL|Baleful Polymorph (Mass)								SORTKEY:Class_Beloved_Of_Valarian	SOURCEPAGE:BoED	
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Celestial mystics gain no proficiency with any weapon or armor.	KEY:Celestial Mystic ~ Weapon and Armor Proficiency																										SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Spells per day	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality	VISIBLE:YES	DESC:At 2nd level, and each level thereafter, a celestial mystic gains new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class he belonged to before adding the prestige class. He does not, however, gain any other benefit a character of that class would have gained (improved chance of turning or destroying undead, metamagic or item creation feats, and so on), except for an increased effective level of spellcasting. If a character had more than one spellcasting class before becoming a celestial mystic, he must decide to which class he adds the new level for purposes of determining spells per day.	KEY:Celestial Mystic ~ Spells per Day																										SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Silver Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A 1st-level celestial mystic gains electricity resistance 10 and a +2 sacred bonus on saving throws against disease, poison, and petrification. In addition, a magic circle against evil effect always surrounds the mystic, identical with the spell cast by a cleric whose level equals the celestial mystic's character level.	KEY:Celestial Mystic ~ Blessing of the Silver Heaven									BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance	BONUS:VAR|DiseaseResistanceBonus,PoisonResistanceBonus,PetrificationResistanceBonus|2|TYPE=Sacred								ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity|Resistance to Disease|Resistance to Poison|Resistance to Petrification								SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Celestial Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Once he reaches 2nd level, a celestial mystic can cast spells as if he were an archon. Specifically, the mystic can cast any spell described in Chapter 6 that has a celestial or archon component, as long as he can otherwise cast the spell (it appears on his spell list, it is of a level of spells that he can cast, and he has a sufficient ability score to cast spells of that level). He does not gain any other celestial qualities. For instance, he is not immune to the blast of a trumpet archon.	KEY:Celestial Mystic ~ Celestial Spells																										SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Golden Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A celestial mystic of 3rd level or higher is immune to death spells and magical death effects.	KEY:Celestial Mystic ~ Blessing of the Golden Heaven																		ABILITY:Special Ability|AUTOMATIC|Immunity To Death Effects								SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Pearly Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural.Uncanny Dodge	VISIBLE:YES	DESC:A 5th-level celestial mystic retains his Dexterity bonus to AC regardless of being caught flat-footed or struck by an invisible attacker. In addition, a celestial mystic may make a mystical knowledge check with a bonus equal to his class level + his Intelligence modifier to see whether he knows some relevant information about legendary people, places, or items. If he has 5 or more ranks in Knowledge (history), he gains a +2 bonus on this check. Otherwise this works as a bardic knowledge check.	KEY:Celestial Mystic ~ Blessing of the Pearly Heaven				DEFINE:MysticalKnowledge|0					BONUS:VAR|MysticalKnowledge|CelestialMysticLVL+INT									ABILITY:Special Ability|AUTOMATIC|Mystical Knowledge								SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Crystal Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, a celestial mystic can cure his own wounds. He can cure up to three times his class level in hit points each day, and he can spread this healing out among several uses. In addition, he gains immunity to disease and poison, and a +2 sacred bonus on saving throws against Enchantment spells and effects	KEY:Celestial Mystic ~ Blessing of the Crystal Heaven									BONUS:VAR|EnchantmentResistanceBonus|2|TYPE=Sacred									ABILITY:Special Ability|AUTOMATIC|Immunity to Disease|Immunity to Poison|Resistance to Enchantment								SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
Blessing of the Platinum Heaven	CATEGORY:Special Ability	TYPE:ClassFeatures.CelestialMysticClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 7th level, a celestial mystic can cure his own wounds. He can cure up to three times his class level in hit points each day, and he can spread this healing out among several uses. In addition, he gains immunity to disease and poison, and a +2 sacred bonus on saving throws against Enchantment spells and effects	KEY:Celestial Mystic ~ Blessing of the Platinum Heaven																										SORTKEY:Class_Celestial_Mystic	SOURCEPAGE:BoED	
