SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																						
																									
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus
Antimagic Field				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M	CASTTIME:1 action	RANGE:Self (10-foot-radius sphere)		DURATION:Concentration, up to 1 hour			DESC:A 10-foot-radius invisible sphere of antimagic surraunds you. This area is divorced fram the magical energy that suffuses the multiverse. Within the sphere, spells can't be cast, summoned creatures disappear, and even magic items become mundane. Unti! the spell ends, the sphere moves with you, centered on you. Spells and other magical effects, except those created by an artifact or a deity, are suppressed in the sphere and can't protrude into it. A slot expended to cast a suppressed spell is consumed. While an effect is suppressed, it doesn't function, but the time it spends suppressed counts against its duration. &nl; Targeted Effects. Spells and other magical effects, such as ma(jic missi/e and charm person, that target a creature or an object in the sphere have no effect on that target. &nl; Areas ofMagie. The area of another spell or magical effect, such as fireball, can't extend into the sphere. If the sphere overlaps an area of magic, the part of the area that is covered by the sphere is suppressed. For example, the liames created by a wall of fire are suppressed within the sphere, creating a gap in the wall if the overlap is large enough.&nl;  Spells. Any active spell or other magical effect on a creature or an object in the sphere is suppressed while the creature or object is in i!. &nl; Magie ltems. The properties and powers of magic items are suppressed in the sphere. For example, a +llongsword in the sphere functions as a Nonmagicallongsword. A magic weapon's properties and powers are suppressed if it is used against a target in the sphere or wielded by an attacker in the sphere. If a magic weapon or a piece of magic ammunition fully leaves the sphere (for example, ifyou fire a magic arrow or throw a magic spear at a target outside the sphere), the magic of the item ceases to be suppressed as soon as it exits. &nl; Magieal TraveI. Teleportation and planar travei fail to work in the sphere, whether the sphere is the destination or the departure point for such magical traveI. A portal to another location, world, or plane of existence, as well as an opening to an extradimensional space such as that created by the rope trick spell, temporarily doses while in the sphere. &nl; Creatures and Objeets. Acreature or object summoned or created by magic temporarily winks out of existence in the sphere. Such a creature instantly reappears once the space the creature occupied is no longer within the sphere. &nl; Dispel Magie. Spells and magical effects such as dispel magic have no effect on the sphere. Likewise, the spheres created by different antimagic field spells don't nullify each other.	SOURCEPAGE:PHB								
Antipathy/Sympathy				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S, M	CASTTIME:1 hour	RANGE:60 feet		DURATION:10 days	SAVEINFO:Wisdom		DESC:This spell attracts or repels creatures of your choice. You target something within range, either a Huge or smaller object or creature or an area that is no larger than a 200.foot cube. Then specify a kind of intelligent creature, such as red dragons, goblins, or vampires. You invest the target with an aura that either attracts or repels the specified creatures for the duration. Choose antipathy or sympathy as the aura's effect. &nl; Antipathy. Thc cnchantmcnt causes creatures of the kind you designated to feel an intense urge to leave the area and avoid the targe!. When such a creature can see the target or comes within 60 feet of it, the creature must succeed on a Wisdom saving throw or become frightened. The creature remains frightened while it can see the target or is within 60 feet of i!. While frightened by the target, the creature must use its movement to move to the nearest safe spot from which it can't see the target. If the creature moves more than 60 feet from the target and can't see it, the creature is no longer frightened, but the creature becomes frightened again if it regains sight of the target or moves within 60 feet of i!. &nl; Sympathy. The enchantment causes the specified creatures to feel an intense urge to approach the target while within 60 feet of it or able to see it. When such a creature can see the target or comes within 60 feet of it, the creature must succeed on a Wisdom saving throw or use its movement on each of its turns to enter the area or move within reach of the targe!. When the creature has done so, it can't willingly move away fram the targe!. If the target damages or otherwise harms an affected creature, the affected crealure can make a Wisdom saving throw to end the effect, as described below. &nl; Ending the Effect. If an affected creature ends its turn while not within 60 feet of the target or able to see it, the creature makes a Wisdom saving thraw. On a successful save, the creature is no longer affected by the target and recognizes the feeling of repugnance or attraction as magical. In addition, a creature affected by the spell is allowed another Wisdom saving throw every 24 hours while the spell persists. &nl; A creature that successfully saves against this effect is immune to it for 1 minute, after which time it can be affected again. &nl; Material components: either a lump of alum soaked in vinegar for the antipathy effect or a drop of honey for the sympathy effect	SOURCEPAGE:PHB								
Arcane Eye				TYPE:Spell	SCHOOL:Divination				COMPS:V, S, M	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 hour			DESC:You create an invisible, magical eye within range that hovers in the air for the duration. Voumentally receive visual information fram the eye, which has normal vision and darkvision out to 30 fee!. The eye can look in every direction. As an action, you can move the eye up to 30 feet in any direction. There is no limit to how far away from you the eye can move, but it can't enter another plane of existence. Asolid barrier blocks the eye's movement, but the eye can pass through an opening as small as 1 inch in diameter. &nl; Material component: a bit of bat fur.	SOURCEPAGE:PHB								
Arcane Gate				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:500 feet		DURATION:Concentration, up to 10 minutes			DESC:You create linked teleportation portais that remain open for the duration. Choose two points on the graund that you can see, one point within 10 feet ofyou and one point within 500 feet of you. A circular portal, 10 feet in diameter, opens over each poin!. If the portal would open in the space occupied by a creature, the spell fails, and the casting is los!. The portais are two.dimensional glowing rings filled with mist, hovering inches fram lhe ground and perpendicular to it at the points you choose. A ring is visible only from one side (your choice), which is the side that functions as a portal. Any creature or object entering the portal exits from the other portal as if the two were adjacent to each other; passing through a portal from the nonportal side has no effect. The mist that fills each portal is opaque and blocks vision through it. On your turn, you can rotate the rings as a bonus action so that the active side faces in a different direction.	SOURCEPAGE:PHB								
Arcane Lock				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M	CASTTIME:1 action	RANGE:Touch		DURATION:Until dispelled			DESC:You touch a closed door, window, gate, chest, or other entryway, and it becomes locked for the duration. You and the creatures you designate when you cast this spell can open the object normally. You can also set a password that, when spoken within 5 feet of the object, suppresses this spell for 1 minute. Otherwise, it is impassable until it is broken or the spell is dispelled or suppressed. Casting knock on the object suppresses arcane lock for 10 minutes. While affected by this spell, the object is more difficult to break or force open; the DC to break it or pick any locks on it increases by 10. &nl; Material components: gold dust worth at least 25gp, which the spell consumes.	SOURCEPAGE:PHB		COST:25						
Armor of Agathys				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M	CASTTIME:1 action	RANGE:Self		DURATION:1 hour			DESC:A protective magical force surrounds you, manifesting as a spectral frost that covers you and your gear. Vou gain 5 temporary hit points for the duration. If a creature hits you with a melee attack while you have these hit points, the creature takes 5 cold damage. &nl; At Higher Levels. When you cast this spell using a spell slot of 2nd levei or higher, both the temporary hit points and the cold damage increase by 5 for each slot leveI above 1st.	SOURCEPAGE:PHB								
Arms of Hadar				TYPE:Spell	SCHOOL:Conjuration				COMPS:V, S	CASTTIME:1 action	RANGE:Self (10-foot radius)		DURATION:Instantaneous	SAVEINFO:Strength		DESC:Vou invoke the power of Hadar, the Dark Hunger. Tendrils of dark energy erupt from you and batter all creatures within 10 feet of you. Each creature in that area must make a Strength saving throw. On a failed save, a target takes 2d6 necrotic damage and can't take reactions until its next turno On a successful save, the creature takes half damage, but suffers no other effect. &nl; At Higher Levels. When you cast this spell using a spell slot of 2nd leveI or higher, the damage increases by Id6 for each slot leveI above 1st.	SOURCEPAGE:PHB								
Astral Projection				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S, M	CASTTIME:1 hour	RANGE:10 feet		DURATION:Special			DESC:Vou and up to eight willing creatures within range project your astral bodies into the Astral Plane (the spell fails and the casting is wasted ifyou are already on that plane). The material body you leave behind is unconscious and in a state of suspended animation; it doesn't need food or air and doesn't age. Your astral body resembles your mortal form in almost every way, replicating your game statistics and possessions. The principal difference is the addition of a silvery cord that extends from between your shoulder blades and trails behind you, fading to invisibility after 1 fool. This cord is your tether to your material body. As long as the tether remains intact, you can find your way home. If the cord is cut-something that can happen only when an effect specifically states that it does-your soul and body are separated, killing you instantly. Your astral form can freely travei through the Astral Plane and can pass through portais there leading to any other plane. Ifyou enter a new plane or return to the plane you were on when casting this spell, your body and possessions are transported along the silver cord, allowing you to re-enter your body as you ente r the new plane. Your astral form is a separate incarnation. Any damage or other effects that apply to it have no effect on your physical body, nor do they persist when you return to it. The spell ends for you and your companions when you use your action to dismiss il. When the spell ends, the affected creature returns to its physical body, and it awakens. The spell might also end early for you or one of your companions. A successful dispel magic spell used against an astral or physical body ends the spell for that creature. If a creature's original body or its astral form drops to Ohit points, the spell ends for that creature. If the spell ends and the silver cord is intact, the cord pulls the creature's astral form back to its body, ending its state of suspended animation. If you are returned to your body prematurely, your companions remain in their astral forms and must find their own way back to their bodies, usually by dropping to 0 hit points. Material components: for each creature you affect with this spell, you must provide one jacinth worth at least 1000gp and one ornately carved bar of silver worth 100gp all of which the spell consumes.	SOURCEPAGE:PHB		COST:1100						
Augury				TYPE:Spell	SCHOOL:Divination				COMPS:V, S, M	CASTTIME:1 minute	RANGE:Self		DURATION:Instantaneous			DESC:By casting gem-inlaid sticks, rolling dragon bones, laying out ornate cards, or employing some other divining tool, you receive an omen from an otherworldly entity about the results of a specific course of action that you plan to take within the next 30 minutes, The DM chooses from the following possible omens: &nl; Weal, for good results &nl; Woe, for bad results &nl; Weal and woe, for both good and bad results &nl; Nothing, for results that aren't especially good or bad  &nl; The spell doesn't take into account any possible circumstances that might change the outcome, such as the casting of additional spells or the loss or gain of a companion. If you cast the spell two or more times before completing your next long rest, there is a cumulative 25 percent chance for each casting after the first that you get a random reading. The DM makes this roll in secret. &nl; Material components: specially marked sticks, bones or similar tokens worth at least 25gp.	SOURCEPAGE:PHB		COST:25						
Aura of Life				TYPE:Spell	SCHOOL:Abjuration				COMPS:V	CASTTIME:1 action	RANGE:Self (30-foot radius)		DURATION:Concentration, up to 10 minutes			DESC:Life-preserving energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. Each nonhostile creature in the aura (including you) has resistance to necrotic damage, and its hit point maximum can't be reduced. In addition, a nonhostile, living creature regains I hit point when it starts its turn in the aura with Ohit points.	SOURCEPAGE:PHB								
Aura of Purity				TYPE:Spell	SCHOOL:Abjuration				COMPS:V	CASTTIME:1 action	RANGE:Self (30-foot radius)		DURATION:Concentration, up to 10 minutes			DESC:Purifying energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. Each nonhostile creature in the aura (including you) can't become diseased, has resistance to poison damage, and has advantage on saving throws against effects that cause any of the following conditions: blinded, charmed, deafened, frightened, paralyzed, poisoned, and stunned.	SOURCEPAGE:PHB								
Aura of Vitality				TYPE:Spell	SCHOOL:Evocation				COMPS:V	CASTTIME:1 action	RANGE:Self (30-foot radius)		DURATION:Concentration, up to 1 minute			DESC:Healing energy radiates from you in an aura with a 30-foot radius. Until the spell ends, the aura moves with you, centered on you. Vou can use a bonus action to cause one creature in the aura (including you) to regain 2d6 hit points.	SOURCEPAGE:PHB								
Awaken				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M	CASTTIME:8 hours	RANGE:Touch		DURATION:Instantaneous			DESC:After spending the casting time tracing magical pathways within a precious gemstone, you touch a Huge or smaller beast or plant. The target must have either no Intelligence score or an Intelligence of 3 or less. The target gains an Intelligence of 10. The target also gains the ability to speak one language you know. ]f the target is a plant, it gains the ability to move its Iimbs, roots, vines, creepers, and so forth, and it gains senses similar to a human's. Your DM chooses statistics appropriate for the awakened plant, such as the statistics for the awakened shrub or the awakened tree. The awakened beast or plant is charmed by you for 30 days or until you or your companions do anything harmful to it. When the charmed condition ends, the awakened creature chooses whether to remain friendly to you, based on how you treated it while it was charmed. &nl; Material components: an agate worth at least 1000gp, which the spell consumes.	SOURCEPAGE:PHB		COST:1000						
Bane				TYPE:Spell	SCHOOL:Enchantment				COMPS:V, S, M	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Charisma		DESC:Up to three creatures of your choice that you can see within range must make Charisma saving throws. Whenever a target that fails this saving throw makes an attack roll or a saving throw before the spell ends, the target must roll a d4 and subtract the number rolled from the attack roll or saving throw. &nl; At Higher LeveIs. When you cast this spell using a spell slot of 2nd levei or higher, you can target one additional creature for each slot leveI above 1st. &nl; Material components: a drop of blood	SOURCEPAGE:PHB								
Banishing Smite				TYPE:Spell	SCHOOL:Abjuration				COMPS:V	CASTTIME:1 bonus action	RANGE:Self		DURATION:Concentration, up to 1 minute			DESC:The next time you hit a creature with a weapon attack before this spell ends, your weapon crackles with force, and the attack deals an extra 5dlO force damage to the target. Additionally, if this attack reduces the target to 50 hit points or fewer, you banish it. If the target is native to a different plane of existence than the one you're on, the target disappears, returning to its home plane. ]f the target is native to the plane you're on, the creature vanishes into a harmless demiplane. While there, the target is incapacitated. It remains there until the spell ends, at which point the target reappears in the space it left or in the nearest unoccupied space if that space is occupied.	SOURCEPAGE:PHB								
Banish				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S, M	CASTTIME:1 action	RANGE:60 feet		DURATION:Concentration, up to 1 minute	SAVEINFO:Charisma		DESC:Vou attempt to send one creature that you can see within range to another plane of existence. The target must succeed on a Charisma saving throw ar be banished. 1fthe target is native to the plane of existence you're on, you banish the target to a harmless demiplane. While there, the target is incapacitated. The target remains there until the spel1 ends, at which point the target reappears in the space it left ar in the nearest unoccupied space if that space is occupied. 1fthe target is native to a different plane of existence than the one you're on, the target is banished with a faint popping noise, returning to its home plane. ]f the spel1 ends before 1 minute has passed, the target reappears in the space it left ar in the nearest unoccupied space if that space is occupied. Otherwise, the target doesn't returno &nl; At Higher Levels. When you cast this spel1 using a spel1 slot of 5th levei ar higher, you can target one additional creature for each slot levei above 4th. &nl; Material components: an item distasteful to the target.	SOURCEPAGE:PHB								
Barkskin				TYPE:Spell	SCHOOL:Transmutation				COMPS:V, S, M	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 hour			DESC:Vou touch a willing creature. Until the spell ends, the target's skin has a rough, bark-like appearance, and the target's AC can't be less than 16, regardless ofwhat kind of armar it is wearing.	SOURCEPAGE:PHB								
Beacon of Hope				TYPE:Spell	SCHOOL:Abjuration				COMPS:V, S	CASTTIME:1 action	RANGE:30 feet		DURATION:Concentration, up to 1 minute			DESC:This spel1 bestows hope and vitality. Choose any number of creatures within range. For the duration, each target has advantage on Wisdom saving throws and death saving throws, and regains the maximum number of hit points possible from any healing.	SOURCEPAGE:PHB								
Beast Sense				TYPE:Spell	SCHOOL:Divination	SUBSCHOOL:Ritual			COMPS:S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 hour			DESC:Vou touch a willing beast. For the duration of the speIl, you can use your action to see through the beast's eyes and hear what it hears, and continue to do so until you use your action to return to your normal senses. While perceiving through the beast's senses, you gain the benefits of any special senses possessed by that creature, though you are blinded and deafened to your own surroundings,	SOURCEPAGE:PHB								
Bestow Curse				TYPE:Spell	SCHOOL:Necromancy				COMPS:V, S	CASTTIME:1 action	RANGE:Touch		DURATION:Concentration, up to 1 minute	SAVEINFO:Wisdom		DESC:You louch a creature, and that creature must succeed on a Wisdom saving throw or become cursed for the duration of the spelL When you cast this spell, choose the nature of the curse from the following options: Choose one ability score. &nl; While cursed, the target has disadvantage on ability checks and saving throws made with that ability score. &nl; While cursed, the target has disadvantage on attack rolls against you. &nl; While cursed, the target must make a Wisdom saving throw at the start of each of its turns. lf it fails, it wastes its action that turn doing nothing. &nl; While the target is cursed, your attacks and spells deal an extra ld8 necrotic damage to the target. &nl; A remove curse spell ends this effect. At the DM's option, you may choose an alternative curse effect, but it should be no more powerful than those described above. The DMhas final say on such a curse's effect. &nl; At Higher LeveIs. If you cast this spell using a spell slot of 4th levei or higher, the duration is concentration, up to 10 minutes. If you use a spell slot of 5th levei or higher, the duration is 8 hours. If you use a spell slot of 7th level or higher, the duration is 24 hours. If you use a 9th levei spell slot, the spelllasts until it is dispelled. Using a spell slot of 5th levei or higher grants a duration that doesn't require concentration.	SOURCEPAGE:PHB								
Bigby'\s Hand				TYPE:Spell	SCHOOL:Evocation				COMPS:V, S, M	CASTTIME:1 action	RANGE:120 feet		DURATION:Concentration, up to 1 minute			DESC:You create a Large hand of shimmering, translucent force in an unoccupied space that you can see within range. The hand lasts for the spell's duration, and it moves at your command, mimicking the movements of your own hand. The hand is an object that has AC20 and hit points equal to your hit point maximum. lf it drops to Ohit points, the spell ends. It has a Strength of 26 (+8)and a Dexterity of 10 (+0). The hand doesn't fill its spaee. When you cast the spell and as a bonus action on your subsequent turns, you can move the hand up to 60 feet and then cause one of the following effects with it. &nl; Clenched Fist. The hand strikes one creature or object within 5 feet of it. Make a melee spell attack for the hand using your game statistics. On a hit, the target takes 4d8 force damage. &nl; Forceful Hand. The hand attempts to push a creature within 5 feet of it in a direction you choose. Make a check with the hand's Strength contested by the Strength (Athletics) check of the target. lf the target is Medium or smaller, you have advantage on the check. Lf you succeed, the hand pushes the target up to 5 feet plus a number of feet equal to five times your spellcasting ability modifier. The hand moves with the target to remain within 5 feet of it. &nl; Grasping Hand. The hand attempts to grapple a Huge or smaller creature within 5 feet of it. You use the hand's Strength score to resolve the grapple. If the target is Medium or smaller, you have advantage on the check. While the hand is grappling the target, you can use a bonus action to have the hand crush it. When you do so, the target takes bludgeoning damage equal to 2d6 + your spellcasting ability modifier. &nl; lnterposing Hand. The hand interposes itself between you and a creature you choose until you give the hand a different command. The hand moves to stay between you and the target, providing you with half cover against the target. The target can't move through the hand's space if its Strength score is less than or equal to the hand's Strength score. If its Strength score is higher than the hand's Strength score, the target can move toward you through the hand's space, but that space is difficuIt terrain for the target. &nl; At Higher Leveis. When you cast this spell using a spell slot of 6th levei or higher, the damage from the clenched fist option increases by 2d8 and the damage from the grasping hand increases by 2d6 for each slot leveI above 5th. &nl; Material components: an eggshell and a snakeskin glove.	SOURCEPAGE:PHB								
