SOURCELONG:Complete Divine	SOURCESHORT:CD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-05																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Electricity	CATEGORY:Special Ability	TYPE:ClassFeatures.WarlockEnergyResistance	VISIBLE:YES		KEY:Warlock ~ Energy Resistance ~ Electricity									BONUS:VAR|ElectricityResistanceBonus|WarlockEnergyResistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Fire	CATEGORY:Special Ability	TYPE:ClassFeatures.WarlockEnergyResistance	VISIBLE:YES		KEY:Warlock ~ Energy Resistance ~ Fire									BONUS:VAR|FireResistanceBonus|WarlockEnergyResistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Fire								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Sonic	CATEGORY:Special Ability	TYPE:ClassFeatures.WarlockEnergyResistance	VISIBLE:YES		KEY:Warlock ~ Energy Resistance ~ Sonic									BONUS:VAR|SonicResistanceBonus|WarlockEnergyResistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Imbue Item	CATEGORY:Special Ability	TYPE:ClassFeatures.WarlockClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A warlock of 12th level or higher can use his supernatural power to create magic items, even if he does not know the spells required to make an item (although he must know the appropriate item creation feat). He can substitute a Use Magic Device check (DC 15 + spell level for arcane spells or 25 + spell level for divine spells) in place of a required spell he doesn't know or can't cast. If the check succeeds, the warlock can create the item as if he had cast the required spell. If it fails, he cannot complete the item. He does not expend the XP or gp costs for making the item; his progress is simply arrested. He cannot retry this Use Magic Device check for that spell until he gains a new level.	KEY:Warlock ~ Imbue Item																										SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Frightful Blast	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Will save or become shaken.	KEY:Warlock ~ Least Invocation ~ Frightful Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Frightful Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Sickening Blast	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Fortitude save or become sickened.	KEY:Warlock ~ Least Invocation ~ Sickening Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Sickening Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Beshadowed Blast	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Fortitude save or become blind for 1 round.	KEY:Warlock ~ Lesser Invocation ~ Beshadowed Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Beshadowed Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Brimstone Blast	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast deals fi re damage and target must make Refl ex save or catch fi re.	KEY:Warlock ~ Lesser Invocation ~ Brimstone Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Brimstone Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Hellrime Blast	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast deals fi re damage and target must make Refl ex save or catch fi re.	KEY:Warlock ~ Lesser Invocation ~ Hellrime Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Hellrime Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Bewitching Blast	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Will save or be confused for 1 round.	KEY:Warlock ~ Greater Invocation ~ Bewitching Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Bewitching Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Noxious Blast	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Fortitude save or be nauseated.	KEY:Warlock ~ Greater Invocation ~ Noxious Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Noxious Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Repelling Blast	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Refl ex save or be knocked back.	KEY:Warlock ~ Greater Invocation ~ Repelling Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Repelling Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Vitriolic Blast	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast ignores spell resistance and deals acid damage for several rounds.	KEY:Warlock ~ Greater Invocation ~ Vitriolic Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Vitriolic Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Utterdark Blast	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.EldritchEssence.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Fortitude save or gain two negative levels.	KEY:Warlock ~ Dark Invocation ~ Utterdark Blast																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Utterdark Blast,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Eldritch Spear	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.BlastShape.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast range increases to 250 feet.	KEY:Warlock ~ Least Invocation ~ Eldritch Spear																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Eldritch Spear,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Hideous Blow	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.BlastShape.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Melee attack channels eldritch blast.	KEY:Warlock ~ Least Invocation ~ Hideous Blow																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Hideous Blow,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Eldritch Chain	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.BlastShape.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast jumps from initial target to secondary targets.	KEY:Warlock ~ Lesser Invocation ~ Eldritch Chain																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Eldritch Chain,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Eldritch Cone	CATEGORY:Special Ability	TYPE:Invocation.GreaterInvocation.BlastShape.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast takes the shape of a cone.	KEY:Warlock ~ Greater Invocation ~ Eldritch Cone																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Eldritch Cone,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Eldritch Doom	CATEGORY:Special Ability	TYPE:Invocation.DarkInvocation.BlastShape.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Blast affects all enemies within 20 feet.	KEY:Warlock ~ Dark Invocation ~ Eldritch Doom																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Eldritch Doom,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Baleful Utterance	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Target must make Fortitude save or become sickened.	KEY:Warlock ~ Least Invocation ~ Baleful Utterance																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Baleful Utterance,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Beguiling Influence	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain bonus on Bluff, Diplomacy, and Intimidate checks.	KEY:Warlock ~ Least Invocation ~ Beguiling Influence																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Beguiling Influence,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Breath of the Night	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Create a fog cloud as the spell.	KEY:Warlock ~ Least Invocation ~ Breath of the Night																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Breath of the Night,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Dark One's Own Luck	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain a luck bonus on one type of saves.	KEY:Warlock ~ Least Invocation ~ Dark One's Own Luck																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Dark One's Own Luck,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Darkness	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use Darkness as the spell.	KEY:Warlock ~ Least Invocation ~ Darkness																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Darkness (Invocation),InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Devil's Sight	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:See normally in darkness and magical darkness.	KEY:Warlock ~ Least Invocation ~ Devil's Sight																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Devil Sight,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Earthen Grasp	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use earthen grasp as the spell.	KEY:Warlock ~ Least Invocation ~ Earthen Grasp																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Earthen Grasp (Invocation),InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Entropic Warding	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Defl ect incoming ranged attacks, leave no trail, and prevent being tracked by scent.	KEY:Warlock ~ Least Invocation ~ Entropic Warding																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Entropic Warding,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Leaps and Bounds	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain bonus on Balance, Jump, and Tumble checks.	KEY:Warlock ~ Least Invocation ~ Leaps and Bounds																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Leaps and Bounds,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Miasmic Cloud	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Create a cloud of mist that grants concealment and fatigues those who enter.	KEY:Warlock ~ Least Invocation ~ Miasmic Cloud																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Miasmic Cloud,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
See the Unseen	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain see invisibility as the spell and darkvision.	KEY:Warlock ~ Least Invocation ~ See the Unseen																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|See the Unseen,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Spiderwalk	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain spider climb as the spell and you are immune to webs.	KEY:Warlock ~ Least Invocation ~ Spiderwalk																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Spiderwalk,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Summon Swarm	CATEGORY:Special Ability	TYPE:Invocation.LeastInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use summon swarm as the spell.	KEY:Warlock ~ Least Invocation ~ Summon Swarm																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Summon Swarm (Invocation),InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Charm	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Cause a single creature to regard you as a friend.	KEY:Warlock ~ Lesser Invocation ~ Charm																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Charm,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Curse of Despair	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Curse one creature as the bestow curse spell, or hinder their attacks.	KEY:Warlock ~ Lesser Invocation ~ Curse of Despair																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Curse of Despair,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
The Dead Walk	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Create undead as the animate dead spell.	KEY:Warlock ~ Lesser Invocation ~ The Dead Walk																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|The Dead Walk,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Fell Flight	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain a fl y speed with good maneuverability.	KEY:Warlock ~ Lesser Invocation ~ Fell Flight																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Fell Flight,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Flee the Scene	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use short-range dimension door as the spell, and leave behind a major image.	KEY:Warlock ~ Lesser Invocation ~ Flee the Scene																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Flee the Scene,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Hungry Darkness	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Create shadows fi lled with a swarm of bats.	KEY:Warlock ~ Lesser Invocation ~ Hungry Darkness																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Hungry Darkness,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Stony Grasp	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use stony grasp as the spell.	KEY:Warlock ~ Lesser Invocation ~ Stony Grasp																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Stony Grasp (Invocation),InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Voidsense	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Gain blindsense 30 feet.	KEY:Warlock ~ Lesser Invocation ~ Voidsense																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Voidsense,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Voracious Dispelling	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use dispel magic as the spell, causing damage to creatures whose effects are dispelled.	KEY:Warlock ~ Lesser Invocation ~ Voracious Dispelling																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Voracious Dispelling,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Walk Unseen	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use invisibility (self only) as the spell.	KEY:Warlock ~ Lesser Invocation ~ Walk Unseen																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Walk Unseen,InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
Wall of Gloom	CATEGORY:Special Ability	TYPE:Invocation.LesserInvocation.OtherInvocation.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Use wall of gloom as the spell.	KEY:Warlock ~ Lesser Invocation ~ Wall of Gloom																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=InvocationsLVL|Wall of Gloom (Invocation),InvocationsDC+2								SORTKEY:Class_Warlock	SOURCEPAGE:CA	
