SOURCELONG:Complete Arcane	SOURCESHORT:CA	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-05																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Extend	CATEGORY:Special Ability	TYPE:SpellSecret	VISIBLE:DISPLAY	DESC:Extended spell.					BONUS:SPELLKNOWN|CLASS=Wu Jen;LEVEL=%|1						STACK:NO	MULT:YES	CHOOSE:SPELLS|CLASSLIST=Wu Jen[LEVELMAX=MAXCASTABLE;LEVELMIN=1]	SELECT:1													SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Still	CATEGORY:Special Ability	TYPE:SpellSecret	VISIBLE:DISPLAY	DESC:Stilled spell.						BONUS:SPELLKNOWN|CLASS=Wu Jen;LEVEL=%|1					STACK:NO	MULT:YES	CHOOSE:SPELLS|CLASSLIST=Wu Jen[LEVELMAX=MAXCASTABLE;LEVELMIN=1]	SELECT:1													SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Silent	CATEGORY:Special Ability	TYPE:SpellSecret	VISIBLE:DISPLAY	DESC:Silenced spell.					BONUS:SPELLKNOWN|CLASS=Wu Jen;LEVEL=%|1						STACK:NO	MULT:YES	CHOOSE:SPELLS|CLASSLIST=Wu Jen[LEVELMAX=MAXCASTABLE;LEVELMIN=1]	SELECT:1													SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Earth Mastery	CATEGORY:Special Ability	TYPE:WuJenElementalMastery	VISIBLE:DISPLAY	DESC:+2 casterlevel to spell with Earth descriptor	KEY:Wu Jen ~ Elemental Mastery ~ Earth Mastery									BONUS:CASTERLEVEL|DESCRIPTOR.WuJenEarth|2																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Fire Mastery	CATEGORY:Special Ability	TYPE:WuJenElementalMastery	VISIBLE:DISPLAY	DESC:+2 casterlevel to spell with Fire descriptor	KEY:Wu Jen ~ Elemental Mastery ~ Fire Mastery									BONUS:CASTERLEVEL|DESCRIPTOR.WuJenFire|2																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Metal Mastery	CATEGORY:Special Ability	TYPE:WuJenElementalMastery	VISIBLE:DISPLAY	DESC:+2 casterlevel to spell with Metal descriptor	KEY:Wu Jen ~ Elemental Mastery ~ Metal Mastery									BONUS:CASTERLEVEL|DESCRIPTOR.WuJenMetal|2																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cold Mastery	CATEGORY:Special Ability	TYPE:WuJenElementalMastery	VISIBLE:DISPLAY	DESC:+2 casterlevel to spell with Cold descriptor	KEY:Wu Jen ~ Elemental Mastery ~ Cold Mastery									BONUS:CASTERLEVEL|DESCRIPTOR.WuJenCold|2																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Wood Mastery	CATEGORY:Special Ability	TYPE:WuJenElementalMastery	VISIBLE:DISPLAY	DESC:+2 casterlevel to spell with Wood descriptor	KEY:Wu Jen ~ Elemental Mastery ~ Wood Mastery									BONUS:CASTERLEVEL|DESCRIPTOR.WuJenWood|2																	SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot eat meat.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Eat Meat																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot own more than she can carry.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Ownership																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Must make a daily offering (such as food, flowers, or incense) to one or many spirit powers.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Make Daily Offering																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot bathe.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Bathe																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot cut her hair.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Cut Hair																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot touch a dead body.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Touch Dead Body																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot drink alcohol.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Drink Alcohol																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot wear a certain color.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Wear certain color																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot light a fire.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Light fire																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
Cannot sit facing in a certain direction.	CATEGORY:Special Ability	TYPE:WuJenTaboo.SpecialQuality	VISIBLE:YES		KEY:Taboo ~ Sit in Direction																										SORTKEY:Class_Wu_Jen	SOURCEPAGE:CA
#BLOCK:Acolyte of the Skin																																
Demon	CATEGORY:Special Ability	TYPE:AcolyteOfTheSkinWearFiend	VISIBLE:DISPLAY	DESC:Demon Skin	KEY:Acolyte of the Skin ~ Wear Fiend ~ Demon														SPELLS:Summon Fiend|TIMES=SummonFiendTimes|CASTERLEVEL=AcolyteOfTheSkinLVL|Summon Monster ~ Babau												SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA
Devil	CATEGORY:Special Ability	TYPE:AcolyteOfTheSkinWearFiend	VISIBLE:DISPLAY	DESC:Demon Skin	KEY:Acolyte of the Skin ~ Wear Fiend ~ Demon														SPELLS:Summon Fiend|TIMES=SummonFiendTimes|CASTERLEVEL=AcolyteOfTheSkinLVL|Summon Monster ~ Chain Devil												SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA
Yugoloth	CATEGORY:Special Ability	TYPE:AcolyteOfTheSkinWearFiend	VISIBLE:DISPLAY	DESC:Demon Skin	KEY:Acolyte of the Skin ~ Wear Fiend ~ Demon														SPELLS:Summon Fiend|TIMES=SummonFiendTimes|CASTERLEVEL=AcolyteOfTheSkinLVL|Summon Monster ~ Mezzoloth												SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA
Other	CATEGORY:Special Ability	TYPE:AcolyteOfTheSkinWearFiend	VISIBLE:DISPLAY	DESC:Demon Skin	KEY:Acolyte of the Skin ~ Wear Fiend ~ Demon																										SORTKEY:Class_Acolyte_Of_The_Skin	SOURCEPAGE:CA
																																
CATEGORY=Internal|Standard Selection ~ Summon Monster I.MOD	COMPANIONLIST:Summon Monster I|Companion ~ Animal (Dog/Pseudonatural),Companion ~ Animal (Owl/Pseudonatural),Companion ~ Giant Fire Beetle (Pseudonatural),Companion ~ Animal (Porpoise/Pseudonatural),Companion ~ Animal (Badger/Pseudonatural),Companion ~ Animal (Monkey/Pseudonatural),Companion ~ Dire Animal (Dire Rat/Pseudonatural),Companion ~ Animal (Raven/Pseudonatural),Companion ~ Monstrous Centipede (Medium/Pseudonatural),Companion ~ Monstrous Scorpion (Small/Pseudonatural),Companion ~ Animal (Hawk/Pseudonatural),Companion ~ Monstrous Spider (Small/Pseudonatural),Companion ~ Animal (Octopus/Pseudonatural),Companion ~ Animal (Snake (Viper/Pseudonatural))|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster II.MOD	COMPANIONLIST:Summon Monster II|Companion ~ Giant Bee (Pseudonatural),Companion ~ Giant Bombardier Beetle (Pseudonatural),Companion ~ Animal (Dog (Riding/Pseudonatural)),Companion ~ Animal (Eagle/Pseudonatural),Companion ~ Animal (Squid (Pseudonatural)),Companion ~ Animal (Wolf/Pseudonatural),Companion ~ Monstrous Centipede (Large/Pseudonatural),Companion ~ Monstrous Scorpion (Medium/Pseudonatural),Companion ~ Animal (Shark (Medium/Pseudonatural)),Companion ~ Monstrous Spider (Medium/Pseudonatural),Companion ~ Animal (Snake (Viper/Medium))|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster III.MOD	COMPANIONLIST:Summon Monster III|Companion ~ Animal (Bear/Black/Pseudonatural),Companion ~ Animal (Bison/Pseudonatural),Companion ~ Dire Animal (Dire Badger/Pseudonatural),Companion ~ Hippogriff (Pseudonatural),Companion ~ Animal (Ape/Pseudonatural),Companion ~ Dire Animal (Dire Weasel/Pseudonatural),Companion ~ Animal (Snake (Constrictor/Pseudonatural)),Companion ~ Animal (Boar/Pseudonatural),Companion ~ Dire Animal (Dire Bat/Pseudonatural),Companion ~ Monstrous Centipede (Huge/Pseudonatural),Companion ~ Animal (Crocodile/Pseudonatural),Companion ~ Animal (Snake (Viper/Large)),Companion ~ Animal (Wolverine/Pseudonatural)|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster IV.MOD	COMPANIONLIST:Summon Monster IV|Companion ~ Owl (Giant/Pseudonatural),Companion ~ Eagle (Giant/Pseudonatural),Companion ~ Animal (Lion/Pseudonatural)),Companion ~ Dire Animal (Dire Wolf/Pseudonatural),Companion ~ Giant Wasp (Pseudonatural),Companion ~ Giant Praying Mantis (Pseudonatural),Companion ~ Animal (Shark (Large)),Companion ~ Animal (Snake (Viper/Huge))|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster V.MOD	COMPANIONLIST:Summon Monster V|Companion ~ Animal (Bear/Brown/Pseudonatural),Companion ~ Giant Stag Beetle (Pseudonatural),Companion ~ Sea Cat (Pseudonatural),Companion ~ Griffon (Pseudonatural),Companion ~ Dinosaur (Deinonychus/Pseudonatural),Companion ~ Dire Animal (Dire Ape/Pseudonatural),Companion ~ Dire Animal (Dire Boar/Pseudonatural),Companion ~ Animal (Shark (Huge/Pseudonatural)),Companion ~ Monstrous Scorpion (Large/Pseudonatural),Companion ~ Dire Animal (Dire Wolverine/Pseudonatural),Companion ~ Animal (Crocodile (Giant/Pseudonatural)),Companion ~ Animal (Tiger/Pseudonatural)|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster VI.MOD	COMPANIONLIST:Summon Monster VI|Companion ~ Animal (Bear/Polar/Pseudonatural),Companion ~ Animal (Whale (Orca/Pseudonatural)),Companion ~ Dire Animal (Dire Lion/Pseudonatural),Companion ~ Monstrous Centipede (Gargantuan/Pseudonatural),Companion ~ Animal (Rhinoceros/Pseudonatural),Companion ~ Dinosaur (Elasmosaurus/Pseudonatural),Companion ~ Monstrous Spider (Huge/Pseudonatural),Companion ~ Animal (Snake (Constrictor/Giant/Pseudonatural))|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster VII.MOD	COMPANIONLIST:Summon Monster VII|Companion ~ Animal (Elephant/Pseudonatural),Companion ~ Animal (Whale (Baleen/Pseudonatural)),Companion ~ Dinosaur (Megaraptor/Pseudonatural),Companion ~ Monstrous Scorpion (Huge/Pseudonatural),Companion ~ Animal (Octopus (Giant/Pseudonatural)),Companion ~ Girallon (Pseudonatural)|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster VIII.MOD	COMPANIONLIST:Summon Monster VIII|Companion ~ Dire Animal (Dire Bear/Pseudonatural),Companion ~ Animal (Whale (Cachalot/Pseudonatural)),Companion ~ Dinosaur (Triceratops/Pseudonatural),Companion ~ Animal (Squid (Giant/Pseudonatural)),Companion ~ Monstrous Centipede (Colossal/Pseudonatural),Companion ~ Dire Animal (Dire Tiger/Pseudonatural),Companion ~ Monstrous Spider (Gargantuan/Pseudonatural),Companion ~ Dinosaur (Tyrannosaurus/Pseudonatural)|PREVARGTEQ:SummonAlien,1																															
CATEGORY=Internal|Standard Selection ~ Summon Monster IX.MOD	COMPANIONLIST:Summon Monster IX|Companion ~ Roc (Pseudonatural),Companion ~ Dire Animal (Dire Shark/Pseudonatural),Companion ~ Monstrous Scorpion (Gargantuan/Pseudonatural),Companion ~ Monstrous Spider (Colossal/Pseudonatural)|PREVARGTEQ:SummonAlien,1																															
																																
Homunculus	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Homunculus (Base)|Homunculus																														
Homunculus (Base)	CATEGORY:Internal								DEFINE:HomunculusLVL|0	DEFINE:HomunculusDetermination|0													FOLLOWERS:Homunculus|1	ABILITY:Homunculus Selection|AUTOMATIC|Standard Selection ~ Homunculus|!PREABILITY:1,CATEGORY=Internal,TYPE.HomunculusAlternate								SOURCEPAGE:CA
Homunculus	CATEGORY:Internal	TYPE:HomunculusSelection	VISIBLE:NO																													SOURCEPAGE:CA
Expanded Selection	CATEGORY:Internal	TYPE:HomunculusSelection.HomunculusAlternate		KEY:Expanded Selection ~ Homunculus																			COST:0	COMPANIONLIST:Homunculus|ANY								SOURCEPAGE:CA
Homunculus (Default)	CATEGORY:Internal	TYPE:HomunculusSelection.HomunculusBase		KEY:Standard Selection ~ Homunculus	!PREABILITY:1,CATEGORY=Internal,TYPE.HomunculusAlternate																		COST:0	COMPANIONLIST:Homunculus|Homunculus								SOURCEPAGE:CA
																																
Effigy	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Effigy (Base)|Effigy																														
Effigy (Base)	CATEGORY:Internal								DEFINE:EffigyLVL|0	DEFINE:EffigyDetermination|0													FOLLOWERS:Effigy|1	ABILITY:Effigy Selection|AUTOMATIC|Standard Selection ~ Effigy|!PREABILITY:1,CATEGORY=Internal,TYPE.EffigyAlternate								SOURCEPAGE:CA
Effigy	CATEGORY:Internal	TYPE:EffigySelection	VISIBLE:NO																													SOURCEPAGE:CA
Expanded Selection	CATEGORY:Internal	TYPE:EffigySelection.EffigyAlternate		KEY:Expanded Selection ~ Effigy																			COST:0	COMPANIONLIST:Effigy|ANY								SOURCEPAGE:CA
Effigy (Default)	CATEGORY:Internal	TYPE:EffigySelection.EffigyBase		KEY:Standard Selection ~ Effigy	!PREABILITY:1,CATEGORY=Internal,TYPE.EffigyAlternate																		COST:0	COMPANIONLIST:Effigy|RACETYPE=Aberration,RACETYPE=Animal,RACETYPE=Dragon,RACETYPE=Giant,RACETYPE=Humanoid,RACETYPE=Magical Beast,RACETYPE=Monstrous Humanoid,RACETYPE=Vermin								SOURCEPAGE:CA

Arcane Order	CATEGORY:Guild Category	TYPE:GuildAffiliation	VISIBLE:YES	DESC:Arcane Order																												SOURCEPAGE:CA			
