SOURCELONG:Libris Mortis	SOURCESHORT:LM	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-10																																
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Blood Amniote				SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead (Mindless):10	MOVE:Walk,30,Climb,20	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Blood Amniote	DR:10/-		BONUS:STAT|STR|8	BONUS:STAT|DEX|10			BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10		CR:9	KIT:1|TN	HITDICEADVANCEMENT:15,30		LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Blood Amniote Stats	
Swarm (Bloodmote Cloud)				SIZE:F	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Swarm	MONSTERCLASS:Undead:10	MOVE:Fly,20		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4,SPROP=Blood Drain				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Bloodmote Cloud)			BONUS:STAT|STR|-6	BONUS:STAT|DEX|2				BONUS:STAT|CHA|-10		CR:6	KIT:1|NE			LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Swarm (Bloodmote Cloud) Stats	
Swarm (Bone Rat Swarm)				SIZE:T	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Swarm	MONSTERCLASS:Undead:4	MOVE:Walk,15,Climb,15		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Bone Rat Swarm)	DR:5/Bludgeoning		BONUS:STAT|STR|-8	BONUS:STAT|DEX|6				BONUS:STAT|CHA|-10		CR:3	KIT:1|NE			LEGS:4	HANDS:0	SOURCEPAGE:LM	KIT:1|Swarm (Bone Rat Swarm) Stats	
Boneyard			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:17	MOVE:Walk,20,Fly,60	BONUS:COMBAT|AC|20|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8,SPROP=Bone Subsumption				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Boneyard	DR:10/-	SR:24	BONUS:STAT|STR|20	BONUS:STAT|DEX|4		BONUS:STAT|INT|8	BONUS:STAT|WIS|10	BONUS:STAT|CHA|8	MONCSKILL:Balance|Climb|Hide|Jump|Listen|Move Silently|Search|Spot	CR:14	KIT:1|CE	HITDICEADVANCEMENT:25,51		LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Boneyard Stats	
Brain in a Jar			STARTFEATS:1	SIZE:T	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:3	MOVE:Fly,30						FACE:1	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Brain in a Jar			DEFINESTAT:NONSTAT|STR	BONUS:STAT|DEX|4		BONUS:STAT|INT|6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Knowledge (History)|Knowledge (Psionics)|Knowledge (Religion)|Listen|Spot	CR:4		HITDICEADVANCEMENT:9		LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Brain in a Jar Stats	
Carcass Eater			STARTFEATS:1	SIZE:S	TYPE:Animal	RACETYPE:Animal		MONSTERCLASS:Animal:1	MOVE:Walk,30,Burrow,10	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d2|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Carcass Eater			BONUS:STAT|STR|-2	BONUS:STAT|DEX|6	BONUS:STAT|CON|6	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Spot	CR:1/2	KIT:1|TN	HITDICEADVANCEMENT:2		LEGS:4	HANDS:0	SOURCEPAGE:LM	KIT:1|Carcass Eater Stats	
Cinderspawn			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Fire	MONSTERCLASS:Undead:10	MOVE:Walk,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,0,SPROP=2d6 Cold + 1d6 Cha Drain				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Cinderspawn			BONUS:STAT|STR|2	BONUS:STAT|DEX|10				BONUS:STAT|CHA|6	MONCSKILL:Jump|Listen|Move Silently|Spot	CR:6	KIT:1|CE	HITDICEADVANCEMENT:20,30	LEVELADJUSTMENT:4	LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Cinderspawn Stats	
Swarm (Corpse Rat Swarm)				SIZE:T	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Swarm	MONSTERCLASS:Undead:8	MOVE:Walk,15,Climb,15		NATURALATTACKS:Swarm,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Disease				FACE:10	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Swarm (Corpse Rat Swarm)	DR:5/Slashing		BONUS:STAT|STR|-6	BONUS:STAT|DEX|2				BONUS:STAT|CHA|-10		CR:4	KIT:1|NE			LEGS:4	HANDS:0	SOURCEPAGE:LM	KIT:1|Swarm (Corpse Rat Swarm) Stats	
Crypt Chanter			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:7	MOVE:Walk,30,Fly,30		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Crypt Chanter				BONUS:STAT|DEX|8		BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|20	MONCSKILL:Hide|Intimidate|Listen|Perform (Sing)|Search|Spot	CR:7	KIT:1|CE	HITDICEADVANCEMENT:17		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Crypt Chanter Stats	
Deathlock			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:3	MOVE:Walk,30	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Deathlock				BONUS:STAT|DEX|4		BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Concentration|Hide|Knowledge (Arcana)|Listen|Spellcraft|Spot	CR:3			LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Deathlock Stats	
Desiccator			STARTFEATS:1	SIZE:S	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Water	MONSTERCLASS:Undead:4	MOVE:Walk,20,Swim,60	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6,SPROP=Fatigue				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Desiccator			BONUS:STAT|STR|6	BONUS:STAT|DEX|2		BONUS:STAT|INT|-2		BONUS:STAT|CHA|2	MONCSKILL:Listen|Search|Spot	CR:2	KIT:1|NE	HITDICEADVANCEMENT:7,12	LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Desiccator Stats	
Dire Maggot				SIZE:S	TYPE:Vermin	RACETYPE:Vermin		MONSTERCLASS:Vermin:6	MOVE:Walk,40,Climb,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d8,SPROP=Paralytic Saliva				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dire Maggot			BONUS:STAT|STR|2	BONUS:STAT|DEX|4	BONUS:STAT|CON|2			BONUS:STAT|CHA|-8		CR:2	KIT:1|TN	HITDICEADVANCEMENT:11		LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Dire Maggot Stats	
Dream Vestige			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:17	MOVE:Fly,40		NATURALATTACKS:Tendril,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*4,3d6,SPROP=Form Consumption				FACE:15	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Dream Vestige	DR:10/-	SR:28		BONUS:STAT|DEX|20		BONUS:STAT|INT|8	BONUS:STAT|WIS|10	BONUS:STAT|CHA|10	MONCSKILL:Concentration|Diplomacy|Hide|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot|Survival	CR:6	KIT:1|CE	HITDICEADVANCEMENT:25,51		LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Dream Vestige Stats	
Entomber			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:8	MOVE:Walk,30,Burrow,10	BONUS:COMBAT|AC|11|TYPE=NAturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6,SPROP=Entomb				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Entomber	DR:5/Silver		BONUS:STAT|STR|12			BONUS:STAT|INT|-4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:5	KIT:1|LE	HITDICEADVANCEMENT:16,24		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Entomber Stats	
Entropic Reaper			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Extraplanar|Chaotic	MONSTERCLASS:Undead:19	MOVE:Walk,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor					FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Entropic Reaper	DR:10/Cold Iron and Lawful	SR:22	BONUS:STAT|STR|18	BONUS:STAT|DEX|4			BONUS:STAT|WIS|10	BONUS:STAT|CHA|4	MONCSKILL:Concentration|Knowledge (The Planes)|Listen|Spot	CR:12	KIT:1|CE	HITDICEADVANCEMENT:35		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Entropic Reaper Stats	
Forsaken Shell			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:14	MOVE:Walk,30,Burrow,15	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Skin Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Forsaken Shell			BONUS:STAT|STR|10	BONUS:STAT|DEX|2					MONCSKILL:Climb|Hide|Listen|Move Silently|Spot|Swim	CR:6	KIT:1|CE	HITDICEADVANCEMENT:30		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Forsaken Shell Stats	
Golem (Grave Dirt)				SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):11	MOVE:Walk,20	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d8,SPROP=Soiled Wound				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Grave Dirt)	DR:5/Adamantine and Bludgeoning		BONUS:STAT|STR|12	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10		CR:9	KIT:1|TN	HITDICEADVANCEMENT:18,33		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Golem (Grave Dirt) Stats	SORTKEY:Golem_Grave_Dirt
Golem (Tombstone)				SIZE:L	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):14	MOVE:Walk,20	BONUS:COMBAT|AC|18|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,2d10				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Tombstone)	DR:10/Adamantine		BONUS:STAT|STR|18	BONUS:STAT|DEX|-2				BONUS:STAT|CHA|-10		CR:11	KIT:1|TN	HITDICEADVANCEMENT:21,42		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Golem (Stone) Stats	SORTKEY:Golem_Stone
Hulking Corpse				SIZE:L	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead (Mindless):20	MOVE:Walk,30	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d6|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Hulking Corpse	DR:5/Bludgeoning and Magic		BONUS:STAT|STR|16				BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2		CR:9	KIT:1|CE	HITDICEADVANCEMENT:30,60		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Hulking Corpse Stats	
Murk			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:3	MOVE:Fly,30		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,0,SPROP=Wisdom Damage				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Murk				BONUS:STAT|DEX|4		BONUS:STAT|INT|-4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Hide|Listen|Search|Spot	CR:3	KIT:1|CE	HITDICEADVANCEMENT:9		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Murk Stats	
Plague Blight			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Evil	MONSTERCLASS:Undead:6	MOVE:Walk,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6,SPROP=Gangrenous Touch				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Plague Blight	DR:5/Slashing		BONUS:STAT|STR|8	BONUS:STAT|DEX|10		BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Balance|Escape Artist|Hide|Jump|Listen|Move Silently|Spot|Tumble	CR:6	KIT:1|LE|NE|CE	HITDICEADVANCEMENT:12,18		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Plague Blight Stats	
Quell			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:5	MOVE:Fly,60		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Quell				BONUS:STAT|DEX|6		BONUS:STAT|INT|4	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Diplomacy|Hide|Intimidate|Listen|Search|Sense Motive|Spot|Survival	CR:3	KIT:1|LE	HITDICEADVANCEMENT:10		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Quell Stats	
Raiment				SIZE:S	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead (Mindless):3	MOVE:Walk,20	BONUS:COMBAT|AC|1|TYPE=NaturalArmor	NATURALATTACKS:Coat Sleeve,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d2				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Raiment	DR:5/Magic		BONUS:STAT|STR|6	BONUS:STAT|DEX|4			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4		CR:1		HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Raiment Stats	
Skin Kite			STARTFEATS:1	SIZE:S	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,10,Fly,40		NATURALATTACKS:Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,1d4				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skin Kite				BONUS:STAT|DEX|8		BONUS:STAT|INT|-6	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-4	MONCSKILL:Hide|Listen|Spot	CR:3	KIT:1|NE			LEGS:0	HANDS:2	SOURCEPAGE:LM	KIT:1|Skin Kite Stats	
Skirr			STARTFEATS:1	SIZE:H	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:9	MOVE:Walk,20,Fly,50	BONUS:COMBAT|AC|12|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,2d8|Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d6				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skirr			BONUS:STAT|STR|12	BONUS:STAT|DEX|4		BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Listen|Spot	CR:7	KIT:1|NE	HITDICEADVANCEMENT:16,27		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Skirr Stats	
Skulking Cyst			STARTFEATS:1	SIZE:S	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,30,Climb,30,Swim,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Intestine Loop,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d4,SPROP=Attachment				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Skulking Cyst				BONUS:STAT|DEX|8		BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Listen|Move Silently|Search|Spot|Tumble	CR:4	KIT:1|CE			LEGS:0	HANDS:0	SOURCEPAGE:LM	KIT:1|Skulking Cyst Stats	
Slaughter Wight			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:18	MOVE:Walk,30	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d8,SPROP=Energy Drain				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaughter Wight			BONUS:STAT|STR|14	BONUS:STAT|DEX|10				BONUS:STAT|CHA|6	MONCSKILL:Climb|Hide|Listen|Move Silently|Spot|Swim	CR:8	KIT:1|CE	HITDICEADVANCEMENT:21,28		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Slaughter Wight Stats	
Slaymate			STARTFEATS:1	SIZE:S	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:4	MOVE:Walk,20	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d3				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Slaymate			BONUS:STAT|STR|2	BONUS:STAT|DEX|2			BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Listen|Move Silently|Spot	CR:2	KIT:1|LE	HITDICEADVANCEMENT:8		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Slaymate Stats	
Spectral Lyrist			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:6	MOVE:Fly,60	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*1,0,SPROP=Charisma Drain				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Spectral Lyrist				BONUS:STAT|DEX|4		BONUS:STAT|INT|2	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Diplomacy|Disguise|Intimidate|Listen|Perform (Sing)|Spot	CR:4	KIT:1|CE	HITDICEADVANCEMENT:12		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Spectral Lyrist Stats	
Tomb Mote			STARTFEATS:1	SIZE:T	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:3	MOVE:Walk,20,Swim,20	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d4				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Tomb Mote	DR:2/Cold Iron or Magic		BONUS:STAT|STR|-2	BONUS:STAT|DEX|6			BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Move Silently	CR:2	KIT:1|CE	HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Tomb Mote Stats	
Visage			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Chaotic|Evil|Extraplanar	MONSTERCLASS:Undead:12	MOVE:Fly,40	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Visage	DR:10/Magic	SR:15	BONUS:STAT|STR|2	BONUS:STAT|DEX|8		BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Disguise|Diplomacy|Escape Artist|Hide|Intimidate|Move Silently|Search|Sense Motive	CR:9	KIT:1|CE	HITDICEADVANCEMENT:18		LEGS:2	HANDS:2	SOURCEPAGE:LM	KIT:1|Visage Stats	
