SOURCELONG:Complete Divine	SOURCESHORT:CD	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-05
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Cold	CATEGORY:Special Ability	TYPE:FavoredSoulEnergyResistance	VISIBLE:DISPLAY		KEY:Favored Soul ~ Energy Resistance ~ Cold									BONUS:VAR|ColdResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Cold								SORTKEY:Class_Favored_Soul	SOURCEPAGE:CD	
Electricity	CATEGORY:Special Ability	TYPE:FavoredSoulEnergyResistance	VISIBLE:DISPLAY		KEY:Favored Soul ~ Energy Resistance ~ Electricity									BONUS:VAR|ElectricityResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Electricity								SORTKEY:Class_Favored_Soul	SOURCEPAGE:CD	
Fire	CATEGORY:Special Ability	TYPE:FavoredSoulEnergyResistance	VISIBLE:DISPLAY		KEY:Favored Soul ~ Energy Resistance ~ Fire									BONUS:VAR|FireResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Fire								SORTKEY:Class_Favored_Soul	SOURCEPAGE:CD	
Sonic	CATEGORY:Special Ability	TYPE:FavoredSoulEnergyResistance	VISIBLE:DISPLAY		KEY:Favored Soul ~ Energy Resistance ~ Sonic									BONUS:VAR|SonicResistanceBonus|10|TYPE=Resistance									ABILITY:Special Ability|AUTOMATIC|Resistance to Sonic								SORTKEY:Class_Favored_Soul	SOURCEPAGE:CD	
Weapon Specialization	CATEGORY:Special Ability	TYPE:FavoredSoulWeaponSpecialization	VISIBLE:DISPLAY	DESC:Weapon Specialization in Deity's Weapon	KEY:Favored Soul ~ Weapon Specialization ~ Weapon Specialization	PREMULT:1,[!PREABILITY:1,CATEGORY=Special Ability,TYPE=FavoredSoulWeaponSpecialization],[PREABILITY:1,CATEGORY=Special Ability,Favored Soul ~ Weapon Specialization]													STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|PC[DEITYWEAPON],ABILITY=FEAT[Weapon Focus]	SELECT:1	ABILITY:FEAT|AUTOMATIC|Weapon Specialization (%LIST)									SOURCEPAGE:CD	
Bonus Feat	CATEGORY:Special Ability	TYPE:FavoredSoulWeaponSpecialization	VISIBLE:DISPLAY		KEY:Favored Soul ~ Weapon Specialization ~ Bonus Feat	PREMULT:1,[!PREABILITY:1,CATEGORY=Special Ability,TYPE=FavoredSoulWeaponSpecialization],[PREABILITY:1,CATEGORY=Special Ability,Favored Soul ~ Bonus Feat]								BONUS:ABILITYPOOL|FEAT|1																		SOURCEPAGE:CD	
Feathered	CATEGORY:Special Ability	TYPE:FavoredSoulWings	VISIBLE:DISPLAY		KEY:Favored Soul ~ Wings ~ Feathered	PREALIGN:LG,NG,CG,TN								BONUS:VAR|Maneuverability|4|TYPE=Base									MOVE:Fly,60									SOURCEPAGE:CD	
Batlike	CATEGORY:Special Ability	TYPE:FavoredSoulWings	VISIBLE:DISPLAY		KEY:Favored Soul ~ Wings ~ Batlike	PREALIGN:LE,NE,CE,TN								BONUS:VAR|Maneuverability|4|TYPE=Base									MOVE:Fly,60									SOURCEPAGE:CD	
Silver	CATEGORY:Special Ability	TYPE:FavoredSoulDamageReduction	VISIBLE:DISPLAY		KEY:Favored Soul ~ Damage Reduction ~ Silver	PREALIGN:LG,LN,LE,TN																	DR:FavoredSoulDR/Silver									SOURCEPAGE:CD	
Cold Iron	CATEGORY:Special Ability	TYPE:FavoredSoulDamageReduction	VISIBLE:DISPLAY		KEY:Favored Soul ~ Damage Reduction ~ Cold Iron	PREALIGN:CG,CN,CE,TN																	DR:FavoredSoulDR/Silver									SOURCEPAGE:CD	
Weapon Specialization	CATEGORY:Special Ability	TYPE:DivineCrusaderWeaponSpecialization	VISIBLE:DISPLAY	DESC:Weapon Specialization in Deity's Weapon	KEY:Divine Crusader ~ Weapon Specialization ~ choser														STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|PC[DEITYWEAPON],ABILITY=FEAT[Weapon Focus]	SELECT:1	ABILITY:FEAT|AUTOMATIC|Weapon Specialization (%LIST)									SOURCEPAGE:CD	
Weapon Specialization	CATEGORY:Special Ability	TYPE:PiousTemplarWeaponSpecialization	VISIBLE:DISPLAY	DESC:Weapon Specialization in Deity's Weapon	KEY:Pious Templar ~ Weapon Specialization ~ choser														STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|PC[DEITYWEAPON],ABILITY=FEAT[Weapon Focus]	SELECT:1	ABILITY:FEAT|AUTOMATIC|Weapon Specialization (%LIST)									SOURCEPAGE:CD	
																																	
#																																	
Badger	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Badger																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Bear	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Bear																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Buffalo	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Buffalo																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Cougar	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Cougar																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Coyote	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Coyote																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Crane	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Crane																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Crow	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Crow																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Eagle	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Eagle																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Elk	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Elk																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Fox	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Fox																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Hawk	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Hawk																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Lizard	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Lizard																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Otter	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Otter																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Owl	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Owl																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Rabbit	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Rabbit																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Raccoon	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Raccoon																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Scorpion	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Scorpion																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Snake	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Snake																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Spider	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Spider																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Turtle	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Turtle																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Vulture	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Vulture																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
Wolf	CATEGORY:Special Ability	TYPE:SpiritGuide	VISIBLE:YES		KEY:Spirit Guide ~ Wolf																										SORTKEY:Class_Spirit_Guide	SOURCEPAGE:CD	
																																	
Evangelist Skill	CATEGORY:Special Ability	TYPE:SpecialQuality.SkillMastery	VISIBLE:YES	DESC:Choose a skill.	KEY:Evangelist ~ Skill Mastery ~ Chooser														STACK:NO	MULT:YES	CHOOSE:SKILL|Bluff|Diplomacy|Disguise|Intimidate|Sense Motive											SOURCEPAGE:PHB	
																																	
Leopard Spots	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Leopard Spot																											SOURCEPAGE:CD	
Cat Tail	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Cat Tail																											SOURCEPAGE:CD	
Feathers	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Feathers																											SOURCEPAGE:CD	
Green Bushy Eyebrows	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Green Brushy Eyebrows																											SOURCEPAGE:CD	
Hair of Vines	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Hair of Vines																											SOURCEPAGE:CD	
Light Downy Fur	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Light Downy Fur																											SOURCEPAGE:CD	
Green Scaly Skin	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Green Scaly Skin																											SOURCEPAGE:CD	
Wilting Touch	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Wilting Touch																											SOURCEPAGE:CD	
Dog Voice	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Dog Voice																											SOURCEPAGE:CD	
Zebra Stripes	CATEGORY:Special Ability	TYPE:Drift1	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Zebra Stripes																											SOURCEPAGE:CD	
Camel Hump	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:you can go without water for up to five days	KEY:Geomancer ~ Drift ~ Camel Hump	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1																										SOURCEPAGE:CD	
Polar Bear Fur	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+8 bonus to Hide checks in snowy areas	KEY:Geomancer ~ Drift ~ Polar Bear Fur	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1																										SOURCEPAGE:CD	
Sticky Footpads	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+4 bonus on Climb check	KEY:Geomancer ~ Drift ~ Sticky Footpads	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:SKILL|Climb|4																		SOURCEPAGE:CD	
Elk Swiftness	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+5 ft land speed	KEY:Geomancer ~ Drift ~ Elk Swiftness	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:MOVEADD|TYPE.Walk|5																		SOURCEPAGE:CD	
Dryad Comeliness	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+4 bonus on Diplomacy check	KEY:Geomancer ~ Drift ~ Dryad Comeliness	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:SKILL|Diplomacy|4																		SOURCEPAGE:CD	
Cat Grace	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+4 bonus on Balance check	KEY:Geomancer ~ Drift ~ Cat Grace	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:SKILL|Balance|4																		SOURCEPAGE:CD	
Leaves and Photosynthesis	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:1hour/day instead of food	KEY:Geomancer ~ Drift ~ Leaves and Photosynthesis	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1																										SOURCEPAGE:CD	
Slow Blood	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:half damage from Wounding or Decomposition	KEY:Geomancer ~ Drift ~ Slow Blood	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1																										SOURCEPAGE:CD	
Rat Eyes	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:low-light vision	KEY:Geomancer ~ Drift ~ Rat Eyes	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:CD	
Octopus Skin	CATEGORY:Special Ability	TYPE:Drift2	VISIBLE:YES	DESC:+4 bonus on Hide check	KEY:Geomancer ~ Drift ~ Octopus Skin	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift1								BONUS:SKILL|Hide|4																		SOURCEPAGE:CD	
Deer Antlers	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES	DESC:Antlers gore attacks	KEY:Geomancer ~ Drift ~ Deer Antlers	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																	TEMPLATE:Geomancer ~ Antlers									SOURCEPAGE:CD	
Body Thorns	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES	DESC:Unarmed attacks deal piercing damage	KEY:Geomancer ~ Drift ~ Body Thorns	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																										SOURCEPAGE:CD	
Constrict	CATEGORY:Special Ability	TYPE:Drift3.Constrict	VISIBLE:YES	DESC:1d3+%1 damage|STR*2/3	KEY:Geomancer ~ Drift ~ Constrict	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2								BONUS:VAR|ConstrictDice|1	BONUS:VAR|ConstrictDieSize|3|TYPE=Base	BONUS:VAR|ConstrictDamage|STR*2/3																SOURCEPAGE:CD	
Web Spin	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Web Spin	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																										SOURCEPAGE:CD	
Fish Gills	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Fish Gills	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																										SOURCEPAGE:CD	
Eagle Eyes	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES	DESC:+4 bonus on Spot in daylight	KEY:Geomancer ~ Drift ~ Eagle Eyes	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																										SOURCEPAGE:CD	
Owl Eyes	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES	DESC:+4 bonus on Spot in darkness	KEY:Geomancer ~ Drift ~ Owl Eyes	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																										SOURCEPAGE:CD	
Hawklike Talons	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Hawklike Talons	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																	TEMPLATE:Geomancer ~ Talons									SOURCEPAGE:CD	
Crocodile's Mouth	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Crocodile's Mouth	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																	TEMPLATE:Geomancer ~ Mouth									SOURCEPAGE:CD	
Lionlike Claws	CATEGORY:Special Ability	TYPE:Drift3	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Lionlike Claws	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift2																	TEMPLATE:Geomancer ~ Claws									SOURCEPAGE:CD	
Ant Stinger	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES	DESC:%1d4 Acid Damage|StingerAcidDamage	KEY:Geomancer ~ Drift ~ Ant Stinger	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3			DEFINE:StingerAcidDamage|0					BONUS:VAR|StingerAcidDamage|1									TEMPLATE:Geomancer ~ Stinger									SOURCEPAGE:CD	
Wolf Trip	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Wolf Trip	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Wolverine Rage	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Wolverine Rage	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3								BONUS:VAR|BarbRageTimesLVL|1									ABILITY:Special Ability|VIRTUAL|Rage									SOURCEPAGE:CD	
Boar Ferocity	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Boar Ferocity	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Bear Grab	CATEGORY:Special Ability	TYPE:Drift4.Improved Grab	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Bear Grab	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Leopard Pounce	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Leopard Pounce	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Gorilla's Hands	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES	DESC:+2 STR for breaking objects	KEY:Geomancer ~ Drift ~ Gorilla's Hands	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Weasel's Jaw	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Weasel's Jaw	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																	TEMPLATE:Geomancer ~ Jaw									SOURCEPAGE:CD	
Squid Ink Cloud	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Squid Ink Cloud	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																										SOURCEPAGE:CD	
Hound Nose	CATEGORY:Special Ability	TYPE:Drift4	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Hound Nose	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift3																	ABILITY:Special Ability|VIRTUAL|Scent									SOURCEPAGE:CD	
Unicorn Horn	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES	DESC:Unicorn Horn ~ +4 bonus on Fortitude Check against Poison	KEY:Geomancer ~ Drift ~ Unicorn Horn	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4																	TEMPLATE:Geomancer ~ Horn									SOURCEPAGE:CD	
Wings	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Wings	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4																	TEMPLATE:Geomancer ~ Wings	MOVE:Fly,60								SOURCEPAGE:CD	
Hedgehog Curl	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES	DESC:+4 Natural Enhancement Bonus on AC, Loose DEX bonus on AC, cannot move or attack	KEY:Geomancer ~ Drift ~ Hedgehog Curl	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4																										SOURCEPAGE:CD	
Pixie Grace	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES	DESC:+2 bonus on Reflex Saves	KEY:Geomancer ~ Drift ~ Pixie Grace	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:SAVE|Reflex|2																		SOURCEPAGE:CD	
Worm Tremorsense	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Worm Tremorsense	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:VAR|TremorsenseRange|30|TYPE=Base																		SOURCEPAGE:CD	
Poisonous Canine	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Poisonous Canine	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:VAR|PoisonDC|10+GeomancerLVL/2+CON																		SOURCEPAGE:CD	
Bat Sense	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Bat Sense	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:VAR|BlindsenseRange|30|TYPE=Base																		SOURCEPAGE:CD	
Elephantine Feet	CATEGORY:Special Ability	TYPE:Drift5.Trample	VISIBLE:YES	DESC:Reflex DC %1|GeomancerTrampleDC	KEY:Geomancer ~ Drift ~ Elephantine Feet	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:VAR|TrampleDC|10+GeomancerLVL/2+STR	BONUS:VAR|TrampleDice|2	BONUS:VAR|TrampleDieSize|4|TYPE=Base							TEMPLATE:Geomancer ~ Feets									SOURCEPAGE:CD	
Cheetah Movement	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES		KEY:Geomancer ~ Drift ~ Cheetah Movement	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4																										SOURCEPAGE:CD	
Tree's Bark	CATEGORY:Special Ability	TYPE:Drift5	VISIBLE:YES	DESC:+1 Natural Enhancement bonus on CA	KEY:Geomancer ~ Drift ~ Tree's Bark	PREABILITY:2,CATEGORY=Special Ability,TYPE.Drift4								BONUS:COMBAT|AC|1|TYPE=NaturalArmor																		SOURCEPAGE:CD	
																																	
Aquatic	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|AquaticLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Aquatic				DEFINE:AquaticLeyLineBonus|0					BONUS:VAR|AquaticLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Desert	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|DesertLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Desert				DEFINE:DesertLeyLineBonus|0					BONUS:VAR|DesertLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Forest	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|ForestLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Forest				DEFINE:ForestLeyLineBonus|0					BONUS:VAR|ForestLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Hill	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|HillLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Hill				DEFINE:HillLeyLineBonus|0					BONUS:VAR|HillLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Marsh	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|MarshLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Marsh				DEFINE:MarshLeyLineBonus|0					BONUS:VAR|MarshLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Mountain	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|MountainLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Mountain				DEFINE:MountainLeyLineBonus|0					BONUS:VAR|MountainLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
Plain	CATEGORY:Special Ability	TYPE:LeyLine	VISIBLE:YES	DESC:+%1|PlainLeyLineBonus	KEY:Geomancer ~ Ley Line ~ Plain				DEFINE:PlainLeyLineBonus|0					BONUS:VAR|PlainLeyLineBonus|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CD	
																																	
Celestial Companion	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Celestial Companion (Base)|Celestial Companion																															
