SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07
																																			
# Race Name	Output Name	Favored Class	STARTFEATS:	SIZE:	TYPE:	RACETYPE:	RACESUBTYPE:	MONSTERCLASS:	MOVE:	Combat bonus	NATURALATTACKS:	NATURALATTACKS:	Weapon prof. bonus	Weapon prof. bonus	FACE:	REACH:	Special Ability	Damage Reduction	Spell Res.	Stat bonus						MONCSKILL:	CR:	Required AL	HITDICEADVANCEMENT:	LEVELADJUSTMENT:	Nb Legs	Nb Hands	SOURCEPAGE:		
Boggle			STARTFEATS:1	SIZE:S	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:4	MOVE:Walk,40,Climb,40	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Boggle	DR:5/Magic			BONUS:STAT|DEX|10		BONUS:STAT|INT|-6	BONUS:STAT|WIS|-2	BONUS:STAT|CHA|-4	MONCSKILL:Climb|Escape Artist|Hide|Move Silently|Sleight of Hand	CR:3		HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:3	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Boggle Stats	
Bogun			STARTFEATS:1	SIZE:T	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:2	MOVE:Walk,20,Fly,50		NATURALATTACKS:Nettle,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d4,SPROP=Poison				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bogun			BONUS:STAT|STR|-4	BONUS:STAT|DEX|6		BONUS:STAT|INT|-2	BONUS:STAT|WIS|2		MONCSKILL:Survival	CR:1	KIT:1|TN	HITDICEADVANCEMENT:6		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Bogun Stats	
Naga (Bone Naga)			STARTFEATS:1	SIZE:L	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Bone Naga:15	MOVE:Walk,40	BONUS:COMBAT|AC|6|TYPE=NaturalArmor	NATURALATTACKS:Sting,Weapon.Natural.Finesseable.Melee.Piercing,*1,2d4,SPROP=Poison|Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d4				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Naga (Bone Naga)	DR:5/Slashing or Bludgeoning	SR:23	BONUS:STAT|STR|6	BONUS:STAT|DEX|2		BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Bluff|Concentration|Diplomacy|Hide|Intimidate|Listen|Sense Motive|Spellcraft|Spot	CR:11	KIT:1|LE	HITDICEADVANCEMENT:21,45		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Naga (Bone Naga) Stats	
Ooze (Bone Ooze)				SIZE:G	TYPE:Ooze	RACETYPE:Ooze		MONSTERCLASS:Ooze:20	MOVE:Walk,20		NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8,SPROP=Ability drain and wounding		BONUS:WEAPONPROF=Slam|DAMAGE|max(0,(STR/2))		FACE:20	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Ooze (Bone Ooze)	DR:15/Magic and Bludgeoning	SR:32	BONUS:STAT|STR|30	BONUS:STAT|DEX|-10	BONUS:STAT|CON|18		BONUS:STAT|WIS|-10	BONUS:STAT|CHA|-10		CR:21	KIT:1|TN	HITDICEADVANCEMENT:30,60		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Ooze (Bone Ooze) Stats	
Braxat		FAVCLASS:Ranger	STARTFEATS:1	SIZE:L	TYPE:Monstrous Humanoid	RACETYPE:Monstrous Humanoid		MONSTERCLASS:Monstrous Humanoid:10	MOVE:Walk,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Gore,Weapon.Natural.Finesseable.Melee.Piercing,*1,1d8				FACE:10	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Braxat	DR:10/Magic		BONUS:STAT|STR|12	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|4	BONUS:STAT|WIS|2		MONCSKILL:Intimidate|Jump|Listen|Spot|Survival	CR:9			LEVELADJUSTMENT:7	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Braxat Stats	
Breathdrinker			STARTFEATS:1	SIZE:M	TYPE:Elemental	RACETYPE:Elemental	RACESUBTYPE:Air	MONSTERCLASS:Elemental:8	MOVE:Fly,80	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Wind Scythe,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,1,2d4				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Breathdrinker	DR:10/Magic			BONUS:STAT|DEX|4	BONUS:STAT|CON|6	BONUS:STAT|INT|4	BONUS:STAT|WIS|2	BONUS:STAT|CHA|4	MONCSKILL:Hide|Move Silently|Search|Spot|Survival	CR:7	KIT:1|CE	HITDICEADVANCEMENT:8,16,24	LEVELADJUSTMENT:7	LEGS:0	HANDS:2	SOURCEPAGE:MM2	KIT:1|Breathdrinker Stats	
Bronze Serpent				SIZE:H	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):16	MOVE:Walk,50,Burrow,30,Climb,20	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,1d6,SPROP=Shocking Bite				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Bronze Serpent	DR:10/Adamantine		BONUS:STAT|STR|14	BONUS:STAT|DEX|18			BONUS:STAT|WIS|2	BONUS:STAT|CHA|-8	MONCSKILL:Climb	CR:10	KIT:1|TN	HITDICEADVANCEMENT:32,48		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Bronze Serpent Stats	
Catoblepas			STARTFEATS:1	SIZE:H	TYPE:Aberration	RACETYPE:Aberration		MONSTERCLASS:Aberration:6	MOVE:Walk,30	BONUS:COMBAT|AC|10|TYPE=NaturalArmor	NATURALATTACKS:Tail Slap,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d6,SPROP=Stun				FACE:15	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Catoblepas			BONUS:STAT|STR|16	BONUS:STAT|DEX|2	BONUS:STAT|CON|10	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-2	MONCSKILL:Jump|Listen|Spot|Survival	CR:6	KIT:1|TN	HITDICEADVANCEMENT:12,18		LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Catoblepas Stats	
Guardinal (Cervidal)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Good|Guardinal	MONSTERCLASS:Outsider:4	MOVE:Walk,50	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*2,1d6|Head Butt,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,1d3				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Guardinal (Cervidal)			BONUS:STAT|STR|8	BONUS:STAT|DEX|6	BONUS:STAT|CON|4	BONUS:STAT|INT|2	BONUS:STAT|WIS|6	BONUS:STAT|CHA|6	MONCSKILL:Balance|Concentration|Heal|Intimidate|Jump|Knowledge (The Planes)|Listen|Spellcraft|Spot	CR:3	KIT:1|NG	HITDICEADVANCEMENT:12	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Guardinal (Cervidal) Stats	
Guardinal (Lupinal)			STARTFEATS:1	SIZE:M	TYPE:Outsider	RACETYPE:Outsider	RACESUBTYPE:Extraplanar|Good|Guardinal	MONSTERCLASS:Outsider:8	MOVE:Walk,50	BONUS:COMBAT|AC|3|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d4|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Guardinal (Lupinal)	DR:10/Magic		BONUS:STAT|STR|12	BONUS:STAT|DEX|10	BONUS:STAT|CON|2	BONUS:STAT|INT|6	BONUS:STAT|WIS|8	BONUS:STAT|CHA|4	MONCSKILL:Balance|Climb|Concentration|Diplomacy|Hide|Jump|Listen|Move Silently|Spot|Survival|Tumble	CR:5	KIT:1|NG	HITDICEADVANCEMENT:24	LEVELADJUSTMENT:5	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Guardinal (Lupinal) Stats	
Golem (Chain)				SIZE:M	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct (Mindless):7	MOVE:Walk,30	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Chain Rake,Weapon.Natural.Finesseable.Melee.Bludgeoning.Slashing,*2,1d8,SPROP=Wounding				FACE:5	REACH:10	ABILITY:Internal|AUTOMATIC|Race Traits ~ Golem (Chain)	DR:5/Adamantine and Bludgeoning		BONUS:STAT|STR|8	BONUS:STAT|DEX|6				BONUS:STAT|CHA|-10		CR:10	KIT:1|TN	HITDICEADVANCEMENT:18,33		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Golem (Chain) Stats	SORTKEY:Golem_Chain
Roc (Chaos)			STARTFEATS:1	SIZE:C	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:33	MOVE:Walk,40,Fly,120	BONUS:COMBAT|AC|21|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,2d8|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,4d6	NATURALATTACKS:Wing,Weapon.Natural.Melee.Finesseable.Bludgeoning,*2,2d6			FACE:30	REACH:15	ABILITY:Internal|AUTOMATIC|Race Traits ~ Roc (Chaos)	DR:15/Epic	SR:33	BONUS:STAT|STR|32	BONUS:STAT|DEX|4	BONUS:STAT|CON|18	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|2	MONCSKILL:Listen|Spot|Survival	CR:22	KIT:1|CN	HITDICEADVANCEMENT:99		LEGS:2	HANDS:0	SOURCEPAGE:MM2	KIT:1|Roc (Chaos) Stats	
Cloacked Ape			STARTFEATS:1	SIZE:M	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:4	MOVE:Walk,30,Climb,30,Fly,40	BONUS:COMBAT|AC|4|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*2,1d6|Bite,Weapon.Natural.Melee.Finesseable.Bludgeoning.Piercing.Slashing,*1,1d6				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Cloaked Ape	DR:5/Cold Iron			BONUS:STAT|DEX|4	BONUS:STAT|CON|2	BONUS:STAT|INT|-8	BONUS:STAT|WIS|2	BONUS:STAT|CHA|-6	MONCSKILL:Climb|Listen|Spot|Survival|Tumble	CR:3	KIT:1|TN	HITDICEADVANCEMENT:8,12	LEVELADJUSTMENT:2	LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Cloaked Ape Stats	
Clockwork Horror  (Electrum)			STARTFEATS:1	SIZE:S	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:4	MOVE:Walk,30	BONUS:COMBAT|AC|7|TYPE=NaturalArmor	NATURALATTACKS:Razor Saw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d8				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Clockwork Horror (Electrum)		SR:17	BONUS:STAT|STR|2	BONUS:STAT|DEX|2		BONUS:STAT|INT|-6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|-6	MONCSKILL:Climb	CR:4	KIT:1|LE			LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Clockwork Horror (Electrum) Stats	
Clockwork Horror  (Gold)			STARTFEATS:1	SIZE:S	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:8	MOVE:Walk,30	BONUS:COMBAT|AC|9|TYPE=NaturalArmor	NATURALATTACKS:Razor Saw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d10				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Clockwork Horror (Gold)		SR:18	BONUS:STAT|STR|4	BONUS:STAT|DEX|4		BONUS:STAT|INT|-2	BONUS:STAT|WIS|6		MONCSKILL:Climb	CR:5	KIT:1|LE			LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Clockwork Horror (Gold) Stats	
Clockwork Horror  (Platinum)			STARTFEATS:1	SIZE:S	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:12	MOVE:Walk,40	BONUS:COMBAT|AC|11|TYPE=NaturalArmor	NATURALATTACKS:Razor Saw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d12				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Clockwork Horror (Platinum)		SR:20	BONUS:STAT|STR|6	BONUS:STAT|DEX|6		BONUS:STAT|INT|2	BONUS:STAT|WIS|10	BONUS:STAT|CHA|4	MONCSKILL:Climb|Hide|Move Silently	CR:7	KIT:1|LE			LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Clockwork Horror (Platinum) Stats	
Clockwork Horror  (Adamantium)			STARTFEATS:1	SIZE:S	TYPE:Construct	RACETYPE:Construct		MONSTERCLASS:Construct:16	MOVE:Walk,50	BONUS:COMBAT|AC|13|TYPE=NaturalArmor	NATURALATTACKS:Razor Saw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,2d10				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Clockwork Horror (Adamantium)		SR:22	BONUS:STAT|STR|10	BONUS:STAT|DEX|8		BONUS:STAT|INT|6	BONUS:STAT|WIS|14	BONUS:STAT|CHA|10	MONCSKILL:Balance|Climb|Jump|Hide|Move Silently	CR:9	KIT:1|LE			LEGS:4	HANDS:0	SOURCEPAGE:MM2	KIT:1|Clockwork Horror (Adamantium) Stats	
Cloud Ray			STARTFEATS:1	SIZE:C	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:30	MOVE:Fly,40	BONUS:COMBAT|AC|5|TYPE=NaturalArmor	NATURALATTACKS:Bite,Weapon.Natural.Finesseable.Melee.Piercing.Slashing.Bludgeoning,*1,3d10|Tail Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d8				FACE:100	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Cloud Ray			BONUS:STAT|STR|30	BONUS:STAT|DEX|2	BONUS:STAT|CON|18	BONUS:STAT|INT|-8			MONCSKILL:Hide|Listen|Spot	CR:16	KIT:1|TN	HITDICEADVANCEMENT:60		LEGS:0	HANDS:0	SOURCEPAGE:MM2	KIT:1|Cloud Ray Stats	
Corollax			STARTFEATS:1	SIZE:T	TYPE:Magical Beast	RACETYPE:Magical Beast		MONSTERCLASS:Magical Beast:1	MOVE:Walk,10,Fly,60	BONUS:COMBAT|AC|2|TYPE=NaturalArmor	NATURALATTACKS:Claw,Weapon.Natural.Finesseable.Melee.Piercing.Slashing,*1,1d3				FACE:2.5	REACH:0	ABILITY:Internal|AUTOMATIC|Race Traits ~ Corollax	DR:5/Cold Iron	SR:12	BONUS:STAT|STR|-10	BONUS:STAT|DEX|6		BONUS:STAT|INT|-8	BONUS:STAT|WIS|4	BONUS:STAT|CHA|6	MONCSKILL:Listen|Spot	CR:1/2		HITDICEADVANCEMENT:6,9		LEGS:2	HANDS:0	SOURCEPAGE:MM2	KIT:1|Corollax Stats	
Corpse Gatherer			STARTFEATS:1	SIZE:G	TYPE:Undead	RACETYPE:Undead		MONSTERCLASS:Undead:30	MOVE:Walk,40,Burrow,10	BONUS:COMBAT|AC|8|TYPE=NaturalArmor	NATURALATTACKS:Slam,Weapon.Natural.Finesseable.Melee.Bludgeoning,*1,2d12				FACE:20	REACH:20	ABILITY:Internal|AUTOMATIC|Race Traits ~ Corpse Gatherer	DR:15/Magic and Bludgeoning	SR:30	BONUS:STAT|STR|24	BONUS:STAT|DEX|-4				BONUS:STAT|CHA|4	MONCSKILL:Climb|Jump|Listen|Search|Spot	CR:19		HITDICEADVANCEMENT:30,60		LEGS:2	HANDS:2	SOURCEPAGE:MM2	KIT:1|Corpse Gatherer Stats	
Crimson Death			STARTFEATS:1	SIZE:M	TYPE:Undead	RACETYPE:Undead	RACESUBTYPE:Incorporeal	MONSTERCLASS:Undead:13	MOVE:Fly,30		NATURALATTACKS:Incorporeal Touch,Weapon.Natural.Finesseable.Melee.Touch,*2,0,SPROP=Blood Drain				FACE:5	REACH:5	ABILITY:Internal|AUTOMATIC|Race Traits ~ Crimson Death				BONUS:STAT|DEX|10		BONUS:STAT|INT|6	BONUS:STAT|WIS|4	BONUS:STAT|CHA|4	MONCSKILL:Concentration|Hide|Knowledge (Nature)|Knowledge (Religion)|Listen|Search|Spot	CR:11	KIT:1|NE	HITDICEADVANCEMENT:26		LEGS:0	HANDS:2	SOURCEPAGE:MM2	KIT:1|Crimson Death Stats	
