SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Fear Aura	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Death knights are shrouded in a dreadful aura of death and evil. Creatures of less than 5 HD within 15 feet of a death knight must succeed at aWill save (DC %1) or be affected as though by a fear spell cast by a sorcerer of the death knight's level. The save DC is Charismabased.|FearAuraDC	KEY:Death Knight ~ Fear Aura				DEFINE:FearAuraDC|0					BONUS:VAR|FearAuraDC|DefaultDCCha	BONUS:VAR|FearAuraDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Fear Aura)								ABILITY:Ability Focus|AUTOMATIC|Fear Aura									SOURCEPAGE:MM2
Undead Followers	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A death knight attracts lesser undead creatures that happen to exist within a 200-mile radius. It may have up to twice its levels in Hit Dice of followers. The followers arrive monthly in the following increments: 1d6 ghouls, 1d4 ghasts, 1d12 medium skeletons, 1d4 wights, or 1d8 medium zombies once per week. These creatures remain in the service of the death knight until destroyed. These creatures are in addition to any undead creatures the death knight might be able to command or rebuke as a class ability.	KEY:Death Knight ~ Undead Followers																											SOURCEPAGE:MM2
Spells	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A death knight can cast any spells it could while alive, unless alignment restrictions prohibit the casting of a particular spell.	KEY:Death Knight ~ Spells																											SOURCEPAGE:MM2
Immunities	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Death knights are immune to cold, electricity, and polymorph in addition to those immunities possessed by undead (see undead traits, below).	KEY:Death Knight ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Cold|Immunity To Electricity|Immunity To Polymorph									SOURCEPAGE:MM2
Spell Resistance	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A death knight gains spell resistance 20 +1 per character's level beyond 10th.	KEY:Death Knight ~ Spell Resistance				DEFINE:DeathKnightSR|0					BONUS:VAR|DeathKnightSR|20+(TL-10)|TYPE=Base									SR:DeathKnightSR									SOURCEPAGE:MM2
Summon Mount	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A death knight has the ability to summon a mount, typically a nightmare, though it may be of any other species normally used as a mount. The mount may have no more Hit Dice than half the death knight's levels. If the mount is lost or killed, the death knight may summon another one after a year and a day.	KEY:Death Knight ~ Summon Mount																											SOURCEPAGE:MM2
Turn Immunity	CATEGORY:Special Ability	TYPE:DeathKnightRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A death knight cannot be turned. It can be banished with holy word, however, just as if it were an evil outsider (The banished death knight returns to the plane of the evil god it serves).	KEY:Death Knight ~ Turn Immunity																											SOURCEPAGE:MM2
																																
#Half Golem Template																																
Berserk	CATEGORY:Special Ability	TYPE:GolemHalfFleshRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a flesh golem enters combat, there is a Cumulative 1%% chance each round that its elemental spirit breaks free and the golem goes berserk. The uncontrolled golem goes on a rampage, attacking the nearest living creature or smashing some object smaller than itself if no creature is within reach, then moving on to spread more destruction. The golem's creator, if within 60 feet, can try to regain control by speaking firmly and persuasively to the golem, which requires a DC 19 Charisma check. It takes 1 minute of inactivity by the golem to reset the golem's berserk chance to 0%%.	KEY:Golem (Half/Flesh) ~ Berserk																											SOURCEPAGE:MM2
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemHalfFleshRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A flesh golem is immune to any spell or spell-like ability that allows spell resistance. In addition, certain spells and effects function differently against the creature, as noted below. A magical attack that deals cold or fire damage slows a flesh golem (as the slow spell) for 2d6 rounds, with no saving throw. A magical attack that deals electricity damage breaks any slow effect on the golem and heals 1 point of damage for every 3 points of damage the attack would otherwise deal. If the amount of healing would cause the golem to exceed its full normal hit points, it gains any excess as temporary hit points. For example, a flesh golem hit by a lightning bolt heals 3 points of damage if the attack would have dealt 11 points of damage. A flesh golem gets no saving throw against attacks that deal electricity damage.	KEY:Golem (Half/Flesh) ~ Immunity To Magic																											SOURCEPAGE:MM2
Berserk	CATEGORY:Special Ability	TYPE:GolemHalfClayRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a clay golem enters combat, there is a cumulative 1%% chance each round that its elemental spirit breaks free and the golem goes berserk. The uncontrolled golem goes on a rampage, attacking the nearest living creature or smashing some object smaller than itself if no creature is within reach, then moving on to spread more destruction. Once a clay golem goes berserk, no known method can reestablish control.	KEY:Golem (Half/Clay) ~ Berserk																											SOURCEPAGE:MM2
Cursed Wound	CATEGORY:Special Ability	TYPE:GolemHalfClayRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The damage a clay golem deals doesn't heal naturally and resists healing spells. A character attempting to cast a conjuration (healing) spell on a creature damaged by a clay golem must succeed on a DC 26 caster level check, or the spell has no effect on the injured character.	KEY:Golem (Half/Clay) ~ Cursed Wound																											SOURCEPAGE:MM2
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemHalfClayRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A clay golem is immune to any spell or spell-like ability that allows spell resistance. In addition, certain spells and effects function differently against the creature, as noted below. A move earth spell drives the golem back 120 feet and deals 3d12 points of damage to it. A disintegrate spell slows the golem (as the slow spell) for 1d6 rounds and deals 1d12 points of damage. An earth uake spell cast directly at a clay golem stops it from moving on its next turn and deals 5d10 points of damage. The golem gets no saving throw against any of these effects. Any magical attack against a clay golem that deals acid damage heals 1 point of damage for every 3 points of damage it would otherwise deal. If the amount of healing would cause the golem to exceed its full normal hit points, it gains any excess as temporary hit points. For example, a clay golem hit by the breath weapon of a black dragon heals 7 points of damage if the attack would have dealt 22 points of damage. A clay golem gets no saving throw against magical attacks that deal acid Damage.	KEY:Golem (Half/Clay) ~ Immunity To Magic																											SOURCEPAGE:MM2
Haste	CATEGORY:Special Ability	TYPE:GolemHalfClayRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:After it has engaged in at least 1 round of combat, a clay golem can haste itself once per day as a free action. The effect lasts 3 rounds and is otherwise the same as the spell.	KEY:Golem (Half/Clay) ~ Haste																											SOURCEPAGE:MM2
Slow	CATEGORY:Special Ability	TYPE:GolemHalfStoneRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A stone golem can use a slow effect, as the spell, as a free action once every 2 rounds. The effect has a range of 10 feet and a duration of 7 rounds, requiring a DC %1 Will save to negate. The save DC is Constitution-based.|SlowDC	KEY:Golem (Half/Stone) ~ Slow				DEFINE:SlowDC|0					BONUS:VAR|SlowDC|DefaultDCCon	BONUS:VAR|SlowDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Slow)								ABILITY:Ability Focus|AUTOMATIC|Slow									SOURCEPAGE:MM2
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemHalfIronRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A stone golem is immune to any spell or spell-like ability that allows spell resistance. In addition, certain spells and effects function differently against the creature, as noted below. A transmute rock to mud spell slows a stone golem (as the slow spell) for 2d6 rounds, with no saving throw, while transmute mud to rock heals all of its lost hit points. A stone to flesh spell does not actually change the golem's structure but negates its damage reduction and immunity to magic for 1 full round.	KEY:Golem (Half/Stone) ~ Immunity To Magic																											SOURCEPAGE:MM2
Breath Weapon	CATEGORY:Special Ability	TYPE:GolemHalfIronRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cube, cloud of poisonous gas lasting 1 round, free action once every 1d4+1 rounds; initial damage 1d4 Con, secondary damage 3d4 Con, Fortitude DC %2 negates. The save DC is Constitution-based.|BreathWeaponCube|BreathWeaponDC	KEY:Golem (Half/Iron) ~ Breath Weapon				DEFINE:BreathWeaponCube|0			DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCube|10			BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2
Immunity To Magic	CATEGORY:Special Ability	TYPE:GolemHalfIronRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An iron golem is immune to any spell or spell-like ability that allows spell resistance. In addition, certain spells and effects function differently against the creature, as noted below. A magical attack that deals electricity damage slows an iron golem (as the slow spell) for 3 rounds, with no saving throw. A magical attack that deals fire damage breaks any slow effect on the golem and heals 1 point of damage for each 3 points of damage the attack would otherwise deal. If the amount of healing would cause the golem to exceed its full normal hit points, it gains any excess as temporary hit points. For example, an iron golem hit by a fireball gains back 6 hit points if the damage total is 18 points. An iron golem gets no saving throw against fire effects. An iron golem is affected normally by rust attacks, such as that of a rust monster or a rusting grasp spell.	KEY:Golem (Half/Iron) ~ Immunity To Magic																											SOURCEPAGE:MM2
																																
#Monster of Legend Template																																
Breath Weapon (Acid)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds, damage %2d%3 Acid, Reflex DC %4 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Monster of Legend ~ Breath Weapon ~ Acid				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2
Breath Weapon (Fire)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds, damage %2d%3 Fire, Reflex DC %4 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Monster of Legend ~ Breath Weapon ~ Fire				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2
Breath Weapon (Electricity)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds, damage %2d%3 Electricity, Reflex DC %4 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Monster of Legend ~ Breath Weapon ~ Electricity				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2
Breath Weapon (Cold)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:%1-foot cone, once every 1d4 rounds, damage %2d%3 Cold, Reflex DC %4 half. The save DC is Constitution-based.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Monster of Legend ~ Breath Weapon ~ Cold				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|15	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)	BONUS:VAR|BreathWeaponDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:MM2
Frightful Presence	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:When a monster of legend makes a loud sound (a roar, growl, or other sound appropriate to its form), it inspires terror in all creatures within %2 feet that have fewer Hit Dice or levels than it has. Each potentially affected opponent must succeed at aWill save (DC %1) or become shaken-a condition that lasts until the opponent is out of range. A successful save leaves that opponent immune to that monster of legend's frightful presence for 24 hours.The save DC is Charisma-based.| FrightfulPresenceDC|FrightfulPresenceRange	KEY:Monster of Legend ~ Frightful Presence				DEFINE:FrightfulPresenceRange|0	DEFINE:FrightfulPresenceDC|0				BONUS:VAR|FrightfulPresenceDC|DefaultDCCha	BONUS:VAR|FrightfulPresenceDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Frightful Presence)	BONUS:VAR|FrightfulPresenceRange|20			BONUS:VAR|FrightfulPresenceDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Frightful Presence									SOURCEPAGE:MM2
Poison	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d6 STR, secondary damage 1d6 STR. The save DC is Constitution-based.|PoisonDC	KEY:Monster of Legend ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)				BONUS:VAR|PoisonDC|EnhancedAttributeBonus				ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2
Raging Blood (Acid)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Each time damage is dealt to the creature with a piercing or slashing attack, its blood sprays outward in a 5-foot cone, dealing 1d4 points of damage of Acid to all within range (no saving throw). A monster of legend is not harmed by its own blood.	KEY:Monster of Legend ~ Raging Blood ~ Acid																											SOURCEPAGE:MM2
Raging Blood (Fire)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Each time damage is dealt to the creature with a piercing or slashing attack, its blood sprays outward in a 5-foot cone, dealing 1d4 points of damage of Fire to all within range (no saving throw). A monster of legend is not harmed by its own blood.	KEY:Monster of Legend ~ Raging Blood ~ Fire																											SOURCEPAGE:MM2
Raging Blood (Electricity)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Each time damage is dealt to the creature with a piercing or slashing attack, its blood sprays outward in a 5-foot cone, dealing 1d4 points of damage of Electricity to all within range (no saving throw). A monster of legend is not harmed by its own blood.	KEY:Monster of Legend ~ Raging Blood ~ Electricity																											SOURCEPAGE:MM2
Spells	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendAttack.SpecialAttack	VISIBLE:YES	DESC:The monster of legend casts divine spells from the cleric list and from the Protection, Strength, and War domains as a 5th-level cleric.	KEY:Monster of Legend ~ Spells									BONUS:PCLEVEL|Cleric|4		BONUS:VAR|ProtectionDomainAllowed,StrengthDomainAllowed,WarDomainAllowed|1|TYPE=Base	BONUS:ABILITYPOOL|Monster Domains|3		BONUS:DC|ALLSPELLS|EnhancedAttributeBonus				ADD:SPELLCASTER|Cleric	ABILITY:Internal|AUTOMATIC|Cleric Class								SOURCEPAGE:MM2
Damage Reduction	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Damage Reduction																		DR:10/Magic									SOURCEPAGE:MM2
Enhanced Attribute	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The save DC for each of the monster of legend's special attacks, spells, and spell-like abilities increases by +4.	KEY:Monster of Legend ~ Enhanced Attribute				DEFINE:EnhancedAttributeBonus|0					BONUS:VAR|EnhancedAttributeBonus|4|TYPE=Base									DR:10/Magic									SOURCEPAGE:MM2
Fast Healing	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Fast Healing									BONUS:VAR|FastHealingRate|5																		SOURCEPAGE:MM2
Greater Damage	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Damage dice for the creature's natural attacks are increased by one die type, as indicated on the table.	KEY:Monster of Legend ~ Greater Damage									BONUS:COMBAT|DAMAGESIZE|1																		SOURCEPAGE:MM2
Haste	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The creature is supernaturally quick. It can take an extra partial action each round, as if affected by a haste spell.	KEY:Monster of Legend ~ Haste																											SOURCEPAGE:MM2
Immunities	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The creature is immune to two of the following effects: acid, electricity, fear, poison, polymorphing, or mind-affecting effects.	KEY:Monster of Legend ~ Immunities									BONUS:ABILITYPOOL|Monster of Legend Immunity|2																		SOURCEPAGE:MM2
Immunity to Acid	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Acid																		ABILITY:Special Ability|AUTOMATIC|Immunity to Acid									SOURCEPAGE:MM2
Immunity to Electricity	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Electricity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Electricity									SOURCEPAGE:MM2
Immunity to Fear	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Fear																		ABILITY:Special Ability|AUTOMATIC|Immunity to Fear									SOURCEPAGE:MM2
Immunity to Poison	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Poison																		ABILITY:Special Ability|AUTOMATIC|Immunity to Poison									SOURCEPAGE:MM2
Immunity to Polymorph	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Polymorph																		ABILITY:Special Ability|AUTOMATIC|Immunity to Polymorph									SOURCEPAGE:MM2
Immunity To Mind-Affecting	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendImmunity	VISIBLE:DISPLAY		KEY:Monster of Legend ~ Immunities ~ Mind-Affecting																		ABILITY:Special Ability|AUTOMATIC|Immunity to Mind-Affecting									SOURCEPAGE:MM2
Reflective Hide	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The creature has a silvery sheen to its skin and is permanently protected by a spell turning effect.	KEY:Monster of Legend ~ Reflective Hide																											SOURCEPAGE:MM2
Regrow Limbs	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If the creature loses a limb, head, or body part, a new one grows in 1 round. A monster of legend with this ability cannot be slain by a vorpal weapon's headsevering ability.	KEY:Monster of Legend ~ Regrow Limbs																											SOURCEPAGE:MM2
See in Darkness	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:YES	DESC:The creature can see perfectly in darkness of any kind, even that created by deeper darkness spells.	KEY:Monster of Legend ~ See in Darkness																											SOURCEPAGE:MM2
Spell Resistance	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Supernatural	VISIBLE:DISPLAY	DESC:The creature has spell resistance equal to 10 + 1/2 monster of legend's Hit Dice.	KEY:Monster of Legend ~ Spell Resistance				DEFINE:MonsterOfLegendSR|0					BONUS:VAR|MonsterOfLegendSR|10+(HD/2)									SR:MonsterOfLegendSR									SOURCEPAGE:MM2
Subtype (Cold)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The creature has Cold subtype.	KEY:Monster of Legend ~ Subtype ~ Cold																		TEMPLATE:Monster of Legend ~ Cold									SOURCEPAGE:MM2
Subtype (Fire)	CATEGORY:Special Ability	TYPE:MonsterOfLegendRaceTrait.MonsterOfLegendQuality.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The creature has Fire subtype.	KEY:Monster of Legend ~ Subtype ~ Fire																		TEMPLATE:Monster of Legend ~ Fire									SOURCEPAGE:MM2
																																
Area Attacks	CATEGORY:Special Ability	TYPE:TitanicRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A titanic creature's area attacks (such as a spider's ability to generate webs) increase in size to gigantic proportions. Multiply the height, width, and length of the base creature's area attack by the area modifier given on the Titanic Modifiers table.	KEY:Titanic ~ Area Attacks																											SOURCEPAGE:MM2
Increased Damage	CATEGORY:Special Ability	TYPE:TitanicRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Damage from a special attack other than poison or trample is tripled, if the attack deals hit point damage.	KEY:Titanic ~ Increased Damage																											SOURCEPAGE:MM2
Poison Increase	CATEGORY:Special Ability	TYPE:TitanicRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If the base creature has a poison attack, increase the initial and secondary damage to 2d6. The save DC to avoid a titanic creature's poison is 22 + the creature's Constitution modifier.	KEY:Titanic ~ Poison Increase																											SOURCEPAGE:MM2
Trample	CATEGORY:Special Ability	TYPE:TitanicRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a standard action during its turn each round, a titanic creature can trample Huge or smaller opponents. This attack deals points of damage equal to 3d8 + 1 1/2 times the creature's Strength bonus. A trampled opponent can attempt either an attack of opportunity at a -4 penalty or a Reflex save (DC %1) for half damage.|TrampleDC	KEY:Titanic ~ Trample				DEFINE:TrampleDC|0					BONUS:VAR|TrampleDC|DefaultDCStr	BONUS:VAR|TrampleDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Trample)	BONUS:VAR|TrampleDice|3	BONUS:VAR|TrampleDieSize|8|TYPE=Base						ABILITY:Ability Focus|AUTOMATIC|Trample									SOURCEPAGE:MM2
																																
