SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																														
																																	
# Ability Name	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Elemental Weird Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Elemental Weird ~ Tongues|Elemental Weird ~ Elemental Command|Elemental Weird ~ Elemental Pool|Elemental Weird ~ Prescience|Elemental Weird ~ Feats									SOURCEPAGE:MM2	
Tongues	CATEGORY:Special Ability	TYPE:ElementalWeirdSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A weird can communicate with any creature that has a language.	KEY:Elemental Weird ~ Tongues																											SOURCEPAGE:MM2	
Elemental Command	CATEGORY:Special Ability	TYPE:ElementalWeirdSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A weird can attempt to gain control over any elemental within 100 feet regardless of the latter's elemental type. The elemental must make a successful Will save (DC %1) or succumb to the weird's control. An elemental that saves against this attack is immune to that weird's elemental command ability for 24 hours. There is no limit to the number of elementals that a weird can control. Once under the weird's control, an elemental serves the weird until either it or the weird dies, until the weird dismisses it, or until the duration for its summoning expires. It obeys the weird explicitly, even if ordered to attack the being who originally summoned it. The weird does not need to concentrate to maintain control over any elemental it commands.|ElementalCommandDC	KEY:Elemental Weird ~ Elemental Command				DEFINE:ElementalCommandDC|0					BONUS:VAR|ElementalCommandDC|DefaultDCCha	BONUS:VAR|ElementalCommandDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Elemental Command)								ABILITY:Ability Focus|AUTOMATIC|Elemental Command									SOURCEPAGE:MM2	
Elemental Pool	CATEGORY:Special Ability	TYPE:ElementalWeirdSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Each weird dwells within a large pool (at least 20 feet across and 40 feet deep) filled with the purest form of its element. The pool is always secured to a flat surface (floor, wall, or ceiling; see individual entries for possible orientations) such that its depth forms a hollow within that surface. The surface must have sufficient depth to accommodate the pool. An elemental pool can also exist as a separate area inside a larger volume of the same element; for example, a water weird's pool might be situated at the bottom of an ocean or lake. The base of the pool contains a portal to the weird's native plane. Three times per day, the weird can summon forth 2d4 huge elementals, 1d2 greater elementals, or 1 elder elemental through this portal. Any nonelemental creature entering a pool without the weird's permission must succeed at a Fortitude save (DC 20) each round or be irrevocably transformed into the elemental material of the pool. Creatures granted access to the pool by the weird are not subject to transformation. However, creatures allowed to enter a pool must still provide their own protection from the elemental material, as well as the means to breathe and move within that enviroment.Otherwise, they suffer the effects given in the individual entry.	KEY:Elemental Weird ~ Elemental Pool																											SOURCEPAGE:MM2	
Prescience	CATEGORY:Special Ability	TYPE:ElementalWeirdSubRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES		KEY:Elemental Weird ~ Prescience																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=18|Analyze Dweomer|Clairaudience/Clairvoyance|Contact other Plane|Detect Thoughts|Discern Location|Find the Path|Foresight|Scrying|Legend Lore|Locate creature|Locate Object|Tongues|True Seeing|Vision									SOURCEPAGE:MM2	
Feats	CATEGORY:Special Ability	TYPE:ElementalWeirdSubRaceTrait.SpecialQuality	VISIBLE:YES		KEY:Elemental Weird ~ Feats																		ABILITY:FEAT|AUTOMATIC|Dodge									SOURCEPAGE:MM2	

Felldrake Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Felldrake ~ Languages									SOURCEPAGE:MM2	
Languages	CATEGORY:Special Ability	TYPE:FelldrakeSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Felldrakes speak Draconic and Sylvan.	KEY:Felldrake ~ Languages																		AUTO:LANG|Draconic|Sylvan									SOURCEPAGE:MM2	

Neogi Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Neogi ~ Languages|Neogi ~ Poison|Neogi ~ Immunities|Neogi ~ Skills									SOURCEPAGE:MM2	
Languages	CATEGORY:Special Ability	TYPE:NeogiSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:All neogis speak Common and Undercommon, and a large number of them also speak Terran.	KEY:Neogi ~ Languages																		AUTO:LANG|Common|Undercommon									SOURCEPAGE:MM2	
Poison	CATEGORY:Special Ability	TYPE:NeogiSubRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d4 WIS, secondary damage 1d4 WIS. The save DC is Constitution-based.|PoisonDC	KEY:Neogi ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Immunities	CATEGORY:Special Ability	TYPE:NeogiSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Neogis are immune to all mind-affecting effects.	KEY:Neogi ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Mind-Affecting									SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:NeogiSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A neogi uses its Dexterity score instead of its Strength score for Climb and Jump checks.	KEY:Neogi ~ Skills									BONUS:SKILL|Climb,Jump|max(STR,DEX)-STR																		SOURCEPAGE:MM2	

Orcwort Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Orcwort ~ Woodsense									SOURCEPAGE:MM2	
Woodsense	CATEGORY:Special Ability	TYPE:OrcwortSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An orcwort or wortling can automatically sense the location of anything within 60 feet that is in contact with vegetation, even objects or creatures that are not in contact with the same vegetation as itself.	KEY:Orcwort ~ Woodsense									BONUS:VAR|WoodsenseRange|60|TYPE=Base																		SOURCEPAGE:MM2	

Psurlon Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Psurlon ~ Languages|Psurlon ~ Blindsight|Psurlon ~ Immunities|Psurlon ~ Telepathy									SOURCEPAGE:MM2	
Languages	CATEGORY:Special Ability	TYPE:PsurlonSubRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Psurlons speak Undercommon.	KEY:Psurlon ~ Languages																		AUTO:LANG|Undercommon									SOURCEPAGE:MM2	
Blindsight	CATEGORY:Special Ability	TYPE:PsurlonSubRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A psurlon can ascertain its surroundings by sensing sound, scent, heat, and vibration. This ability enables it to discern objects and creatures within 60 feet. The psurlon usually does not need to make Spot or Listen checks to notice creatures within range of its blindsight.	KEY:Psurlon ~ Blindsight									BONUS:VAR|BlindsightRange|60|TYPE=Base																		SOURCEPAGE:MM2	
Immunities	CATEGORY:Special Ability	TYPE:PsurlonSubRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Psurlons are immune to sleep, charm, and hold effects.	KEY:Psurlon ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity To Sleep|Immunity to Charm|Immunity to Hold									SOURCEPAGE:MM2	
Telepathy	CATEGORY:Special Ability	TYPE:PsurlonSubRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A psurlon can communicate telepathically with any creature within 250 feet that has a language.	KEY:Psurlon ~ Telepathy									BONUS:VAR|TelepathyRange|250|TYPE=Base																		SOURCEPAGE:MM2	

Raggamoffyn Subtraits	CATEGORY:Special Ability	TYPE:SubTraitAbility																					ABILITY:Special Ability|AUTOMATIC|Raggamoffyn ~ Control Host|Raggamoffyn ~ Improved Grab|Raggamoffyn ~ Wrap									SOURCEPAGE:MM2	
Control Host	CATEGORY:Special Ability	TYPE:RaggamoffynSubRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A raggamoffyn can attempt to take control of any creature it has wrapped (see below). This ability functions like the dominate monster spell (caster level 18th; save DC %1). As a free action, the monster may relinquish control over its host by physically and mentally disengaging itself from the latter's body.Use the captured one template (see the appendix) for a creature under the control of a raggamoffyn.|ControlHostDC	KEY:Raggamoffyn ~ Control Host				DEFINE:ControlHostDC|0					BONUS:VAR|ControlHostDC|DefaultDCCha	BONUS:VAR|ControlHostDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Control Host)								ABILITY:Ability Focus|AUTOMATIC|Control Host									SOURCEPAGE:MM2	
Improved Grab	CATEGORY:Special Ability	TYPE:RaggamoffynSubRaceTrait.SpecialAttack.Supernatural.Improved Grab	VISIBLE:YES	DESC:If a raggamoffyn hits an opponent that is its own size or smaller with a slam attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity (grapple bonus varies; see individual descriptions). If it gets a hold, it can attempt to wrap (see below) in the next round. Alternatively, the raggamoffyn has the option to conduct the grapple normally, or simply use its appendage to hold the opponent (-20 penalty on grapple check, but the raggamoffyn is not considered grappled). In either case, each successful grapple check it makes during successive rounds automatically deals slam damage.	KEY:Raggamoffyn ~ Improved Grab																											SOURCEPAGE:MM2	
Wrap	CATEGORY:Special Ability	TYPE:RaggamoffynSubRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:With a successful grapple check, a raggamoffyn can wrap itself around any foe it has already grabbed with another successful grapple check. The monster forms a skintight layer around the wrapped creature, covering it from head to toe but leaving enough space for the creature to breathe through its mouth and nose. Attacks on such a target deal half their damage to the monster and half to the wrapped creature. An affected creature can extract itself by making a successful grapple check. Once it has wrapped a creature, the raggamoffyn can attempt to control it on its next action.	KEY:Raggamoffyn ~ Wrap																											SOURCEPAGE:MM2	
																																	
###Block: Tracker																																	
																																	
###Block: Races Traits																																	
Race Traits ~ Abeil (Vassal)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abeil Subtraits|TYPE=AbeilVassalRaceTrait	AUTO:LANG|Common|Elven|Sylvan										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|AdvancementByClass|1	BONUS:VAR|Maneuverability|3|TYPE=Base																	
Improved Grab	CATEGORY:Special Ability	TYPE:AbeilVassalRaceTrait.SpecialAttack.Supernatural.Improved Grab	VISIBLE:YES	DESC:A vassal's grapple bonus is +1.	KEY:Abeil (Vassal) ~ Improved Grab									BONUS:COMBAT|TOHIT.GRAPPLE|1|TYPE=Racial																		SOURCEPAGE:MM2	
Poison	CATEGORY:Special Ability	TYPE:AbeilVassalRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d4 STR, secondary damage 1d4 STR. The save DC is Constitution-based.|PoisonDC	KEY:Abeil (Vassal) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
																																	
Race Traits ~ Abeil (Soldier)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abeil Subtraits|TYPE=AbeilSoldierRaceTrait	AUTO:LANG|Common|Elven|Sylvan										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|AdvancementByClass|1	BONUS:VAR|Maneuverability|4|TYPE=Base																	
Improved Grab	CATEGORY:Special Ability	TYPE:AbeilSoldierRaceTrait.SpecialAttack.Supernatural.Improved Grab	VISIBLE:YES	DESC:A vassal's grapple bonus is +16.	KEY:Abeil (Soldier) ~ Improved Grab									BONUS:COMBAT|TOHIT.GRAPPLE|16|TYPE=Racial																		SOURCEPAGE:MM2	
Poison	CATEGORY:Special Ability	TYPE:AbeilSoldierRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 2d4 STR, secondary damage 2d4 STR. The save DC is Constitution-based.|PoisonDC	KEY:Abeil (Soldier) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Stormwing	CATEGORY:Special Ability	TYPE:AbeilSoldierRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As a full-round action, a soldier in flight can hover and deliver a destructive sonic attack with its wings. The attack deals 6d6 points of sonic damage to all (except other abeils) within a 40-foot burst (Reflex save DC %1 for half damage). Once the soldier uses this ability, it must wait 1d4 rounds before using it again.|StormwingDC	KEY:Abeil (Soldier) ~ Stormwing				DEFINE:StormwingDC|0					BONUS:VAR|StormwingDC|DefaultDCCon	BONUS:VAR|StormwingDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Stormwing)								ABILITY:Ability Focus|AUTOMATIC|Stormwing									SOURCEPAGE:MM2	
Favored Enemy	CATEGORY:Special Ability	TYPE:AbeilSoldierRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An abeil soldier may select a type of creature as a special enemy.This ability is similar to the ranger's favored enemy ability, and the soldier may choose from the same list (see the Ranger entry in Chapter 3 of the Player's Handbook). Each soldier may select only one special enemy.	KEY:Abeil (Soldier) ~ Favored Enemy									BONUS:VAR|FavoredEnemyCount|1		BONUS:VAR|FavoredEnemyBonusCount|1	BONUS:VAR|FavoredEnemyBaseBonus|2|TYPE=Base		ABILITY:Special Ability|AUTOMATIC|Favored Enemy													SOURCEPAGE:MM2	
																																	
Race Traits ~ Abeil (Queen)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Abeil Subtraits|TYPE=AbeilQueenRaceTrait	AUTO:LANG|Common|Elven|Sylvan										BONUS:VAR|DarkvisionRange|60|TYPE=Base	BONUS:VAR|AdvancementByClass|1	BONUS:VAR|Maneuverability|4|TYPE=Base							ABILITY:FEAT|AUTOMATIC|Great Fortitude										
Improved Grab	CATEGORY:Special Ability	TYPE:AbeilQueenRaceTrait.SpecialAttack.Supernatural.Improved Grab	VISIBLE:YES	DESC:A vassal's grapple bonus is +18.	KEY:Abeil (Queen) ~ Improved Grab									BONUS:COMBAT|TOHIT.GRAPPLE|18|TYPE=Racial																		SOURCEPAGE:MM2	
Poison	CATEGORY:Special Ability	TYPE:AbeilQueenRaceTrait.SpecialAttack.Extraordinary.Poison	VISIBLE:YES	DESC:Injury, Fort DC %1, initial damage 1d2 STR, secondary damage 1d2 STR. The save DC is Constitution-based.|PoisonDC	KEY:Abeil (Queen) ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Poison)								ABILITY:Ability Focus|AUTOMATIC|Poison									SOURCEPAGE:MM2	
Spells	CATEGORY:Special Ability	TYPE:AbeilQueenRaceTrait.SpecialAttack	VISIBLE:YES	DESC:An abeil queen can cast divine spells as a 16th level druid.	KEY:Abeil (Queen) ~ Spells																											SOURCEPAGE:MM2	
																																	
Race Traits ~ Ash Rat	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AshRatRaceTrait																														
Flame Spit	CATEGORY:Special Ability	TYPE:AshRatRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per round, an ash rat can spit flames at one target up to 10 feet away. This attack deals 1d4 points of fire damage.	KEY:Ash Rat ~ Flame Spit																											SOURCEPAGE:MM2	
Heat	CATEGORY:Special Ability	TYPE:AshRatRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An ash rat's body heat deals 1d2 points of fire damage to each creature (except another ash rat) that touches it. Any flammable item in contact with an ash rat must make a successful Reflex save (DC %1) or catch fire (see Catching on Fire in Chapter 3 of the DUNGEON MASTER'S Guide). When an ash rat dies, its body burns away completely in 1 round.|HeatDC	KEY:Ash Rat ~ Heat				DEFINE:HeatDC|0					BONUS:VAR|HeatDC|DefaultDCCon	BONUS:VAR|HeatDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Heat)								ABILITY:Ability Focus|AUTOMATIC|Heat									SOURCEPAGE:MM2	
Fire Heal	CATEGORY:Special Ability	TYPE:AshRatRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Fire and heat heal an ash rat's wounds. For every round that the creature is exposed to flame or heat intense enough to deal at least 1 point of damage, the creature instead gains the benefit of a cure minor wounds spell (1 hit point healed). Two or more ash rats touching each other provide enough heat for fire healing.	KEY:Ash Rat ~ Fire Heal																											SOURCEPAGE:MM2	
Smoky Hide	CATEGORY:Special Ability	TYPE:AshRatRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An ash rat continually sheds smoke from its body. This smoky haze is so thick that it grants concealment (20%% miss chance) and makes hiding easier (see Skills, below). Though it is difficult to see the ash rat because of the smoke rising from its body, the smoke itself is visible, provided that the area has sufficient light by which to see it.	KEY:Ash Rat ~ Smoky Hide																											SOURCEPAGE:MM2	
Skills	CATEGORY:Special Ability	TYPE:AshRatRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An ash rat uses its Dexterity modifier instead of its Strength modifier for Climb checks. *In smoky or foggy areas, an ash rat gains a +8 bonus on Hide checks.	KEY:Ash Rat ~ Skills									BONUS:SKILL|Climb|max(STR,DEX)-STR	BONUS:SITUATION|Hide=Smoky or foggy area|8|TYPE=Racial																	SOURCEPAGE:MM2	
																																	
Race Traits ~ Asperi	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=AsperiRaceTrait											BONUS:VAR|Maneuverability|4|TYPE=Base																			
Dodge Arrows	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A flying asperi gains a +2 dodge bonus to AC against any missile attack during any turn in which it takes a move action. If it has a rider, he or she also gains the bonus. The bonus lasts until the asperi's next turn.	KEY:Asperi ~ Dodge Arrows																											SOURCEPAGE:MM2	
Feather Fall	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Asperi ~ Feather Fall																		SPELLS:Innate|TIMES=4|CASTERLEVEL=4|Feather Fall									SOURCEPAGE:MM2	
Ride the Wind	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:This ability is similar to the effect of the air walk spell in most respects. When an asperi uses ride the wind, it gains bonus movement (+1 ft. to fly speed for each 1 mph of the prevailing wind) when moving with winds faster than 20 mph. Adverse winds do not slow the creature down, but they provide no bonus movement. An asperi carrying a rider gallops through the air so smoothly that the rider can cast spells without making Concentration checks, provided that the asperi does not attack or perform any sudden aerial maneuvers.	KEY:Asperi ~ Ride the Wind																											SOURCEPAGE:MM2	
Telepathy	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An asperi can communicate with any creature that has an Intelligence score of at least 1 through a form of telepathy. This communication has a range of 60 feet, and its complexity is limited by the Intelligence score of the other creature.	KEY:Asperi ~ Telepathy									BONUS:VAR|TelepathyRange|60|TYPE=Base																		SOURCEPAGE:MM2	
Uncanny Dodge	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:Because of its preternatural alertness, an asperi retains its Dexterity bonus to AC even when flat-footed, and it cannot be flanked except by a rogue of at least %1 th level. It can flank characters with the uncanny dodge ability as if it were a %2th-level rogue.|UncannyDodgeFlankingLevel|UncannyDodgeFlankingLevel-4	KEY:Asperi ~ Uncanny Dodge									BONUS:VAR|UncannyDodgeTracker|1	BONUS:VAR|UncannyDodgeFlankingLevel|HD																	SOURCEPAGE:MM2	
Wind Immunity	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Winds, either natural or magical, have no effect on an asperi unless it chooses to ride them for additional movement (see Ride the Wind, above). This benefit applies equally to mountain gales, magical windstorms, elemental whirlwinds, and other similar effects.	KEY:Asperi ~ Wind Immunity																											SOURCEPAGE:MM2	
Training	CATEGORY:Special Ability	TYPE:AsperiRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training an asperi requires a successful Handle Animal check (DC 22 for a young asperi, DC 29 for an adult) and the willing cooperation of the creature.	KEY:Asperi ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:MM2	
																																	
Race Traits ~ Automaton (Pulverizer)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Automaton Subtraits|TYPE=AutomatonPulverizerRaceTrait																														
