SOURCELONG:Monster Manual 3	SOURCESHORT:MM3	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-09																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Shifter Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Shifter Racial Traits																												
Warforged Racial Traits	CATEGORY:Special Ability	TYPE:SpecialQuality.Extraordinary	VISIBLE:DISPLAY		KEY:Warforged Racial Traits																												
																																	
###Block: Traits																																	
# Armand ~ Common																																	
Darkvision	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Darkvision out to 60 feet.	KEY:Armand ~ Darkvision									BONUS:VAR|DarkvisionRange|60|TYPE=Base																		SOURCEPAGE:MM3	
Natural Armor Bonus	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+4 natural armor bonus.	KEY:Armand ~ Natural Armor Bonus									BONUS:COMBAT|AC|4|TYPE=NaturalArmor																		SOURCEPAGE:MM3	
Defensive Stance	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When it needs to, an armand can become a stalwart bastion of defense. As a move action, an armand can take a defensive stance, gaining phenomenal precision and durability, but it cannot move while in this stance. The creature gains a +2 bonus on attack rolls, a +2 resistance bonus on all saves, and a +4 dodge bonus to AC until it moves.	KEY:Armand ~ Defensive Stance				DEFINE:ArmandDefensiveStanceLVL|0					BONUS:VAR|DefensiveStanceLVL|DefensiveStanceLVL	BONUS:VAR|ArmandDefensiveStanceLVL|MonstrousHumanoidLVL								ABILITY:Special Ability|AUTOMATIC|Defensive Stance									SOURCEPAGE:MM3	
Stability	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Armands are exceptionally stable on their feet. They gain a +4 bonus on ability checks made to resist being bull rushed or tripped when standing on the ground or burrowing (but not when climbing, flying, riding, or otherwise not standing firmly on the ground).	KEY:Armand ~ Stability				DEFINE:ArmandStabilityBonus|0					BONUS:VAR|ArmandStabilityBonus|4	BONUS:VAR|StabilityBonus|ArmandStabilityBonus								ABILITY:Special Ability|AUTOMATIC|Stability									SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common and Armandish. Bonus Languages: Elven, Giant, Gnome, Goblin, Sylvan.	KEY:Armand ~ Languages																		TEMPLATE:Armand ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:ArmandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Monk.	KEY:Armand ~ Favored Class																		TEMPLATE:Armand ~ Common ~ Favored Class									SOURCEPAGE:MM3	
# Changeling ~ Common																																	
Sleep Save Bonus	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against sleep.|ChangelingSleepSaveBonus	KEY:Changeling ~ Sleep Save Bonus				DEFINE:ChangelingSleepSaveBonus|0					BONUS:VAR|ChangelingSleepSaveBonus|2	BONUS:VAR|SleepResistanceBonus|ChangelingSleepSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance to Sleep									SOURCEPAGE:MM3	ASPECT:SaveBonus|+%1 racial bonus on saving throws against Sleep effects|ChangelingSleepSaveBonus
Charm Save Bonus	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on saving throws against Charm.|ChangelingCharmSaveBonus	KEY:Changeling ~ Charm Save Bonus				DEFINE:ChangelingCharmSaveBonus|0					BONUS:VAR|ChangelingCharmSaveBonus|2	BONUS:VAR|CharmResistanceBonus|ChangelingCharmSaveBonus|TYPE=Racial								ABILITY:Special Ability|AUTOMATIC|Resistance to Charm									SOURCEPAGE:MM3	ASPECT:SaveBonus|+%1 racial bonus on saving throws against Charm effects|ChangelingCharmSaveBonus
Bluff Skill Bonus	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Bluff checks..|ChangelingBluffSkillBonus	KEY:Changeling ~ Bluff Skill Bonus				DEFINE:ChangelingBluffSkillBonus|0					BONUS:VAR|ChangelingBluffSkillBonus|2	BONUS:SKILL|Bluff|ChangelingBluffSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Bluff checks.|ChangelingBluffSkillBonus
Intimidate Skill Bonus	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Intimidate checks..|ChangelingIntimidateSkillBonus	KEY:Changeling ~ Intimidate Skill Bonus				DEFINE:ChangelingIntimidateSkillBonus|0					BONUS:VAR|ChangelingIntimidateSkillBonus|2	BONUS:SKILL|Intimidate|ChangelingIntimidateSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Intimidate checks.|ChangelingIntimidateSkillBonus
Sense Motive Skill Bonus	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Sense Motive checks..|ChangelingSenseMotiveSkillBonus	KEY:Changeling ~ Sense Motive Skill Bonus				DEFINE:ChangelingSenseMotiveSkillBonus|0					BONUS:VAR|ChangelingSenseMotiveSkillBonus|2	BONUS:SKILL|Sense Motive|ChangelingSenseMotiveSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Sense Motive checks.|ChangelingSenseMotiveSkillBonus
Natural Linguist	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Changelings add Speak Language to their list of class skills for any class they adopt.	KEY:Changeling ~ Natural Linguist																		CSKILL:Speak Language									SOURCEPAGE:MM3	
Minor Change Shape	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Changelings have the supernatural ability to alter their appearance as though using a disguise self spell that affects their bodies but not their possessions. This is not an illusory effect but a minor physical alteration of a changeling's facial features, skin color and texture, and size, within the limits described for the spell. A changeling can use this ability at will, and the alteration lasts until she changes shape again. A changeling reverts to her natural form when killed. A true seeing spell reveals her natural form. Using this ability is a full-round action.	KEY:Changeling ~ Minor Change Shape																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=1|Disguise Self									SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Auran, Dwarven, Elven, Giant, Gnome, Halfling, and Terran.	KEY:Changeling ~ Languages																		TEMPLATE:Changeling ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:ChangelingRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Rogue.	KEY:Changeling ~ Favored Class																		TEMPLATE:Changeling ~ Common ~ Favored Class									SOURCEPAGE:MM3	
# Dracotaur ~ Common																																	
Balance Skill Bonus	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Balance checks.|DracotaurBalanceSkillBonus	KEY:Dracotaur ~ Balance Skill Bonus				DEFINE:DracotaurBalanceSkillBonus|0					BONUS:VAR|DracotaurBalanceSkillBonus|4	BONUS:SKILL|Balance|DracotaurBalanceSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Balance checks.|DracotaurBalanceSkillBonus
Jump Skill Bonus	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Jump checks.|DracotaurJumpSkillBonus	KEY:Dracotaur ~ Jump Skill Bonus				DEFINE:DracotaurJumpSkillBonus|0					BONUS:VAR|DracotaurJumpSkillBonus|4	BONUS:SKILL|Jump|DracotaurJumpSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Jump checks.|DracotaurJumpSkillBonus
Swim Skill Bonus	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Swim checks.|DracotaurSwimSkillBonus	KEY:Dracotaur ~ Swim Skill Bonus				DEFINE:DracotaurSwimSkillBonus|0					BONUS:VAR|DracotaurSwimSkillBonus|4	BONUS:SKILL|Swim|DracotaurSwimSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Swim checks.|DracotaurSwimSkillBonus
Natural Armor Bonus	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+5 natural armor bonus.	KEY:Dracotaur ~ Natural Armor Bonus									BONUS:COMBAT|AC|5|TYPE=NaturalArmor																		SOURCEPAGE:MM3	
Spit Fire	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A dracotaur can spit a glob of fire as a standard action. Once a dracotaur spits, it cannot spit again for 1 minute. The dracotaur's spittle is a sticky adhesive substance that ignites when exposed to air, much like alchemist's fire. This glob of fiery spittle is treated as a ranged touch attack with a range increment of 20 feet. A direct hit deals 2d6 points of fire damage. Every creature within 5 feet of the point where the spittle hits takes 1d4 points of fire damage from the splash. Unlike alchemist's fi re, a dracotaur's spittle does not continue to burn.	KEY:Dracotaur ~ Spit Fire									BONUS:VAR|SpitFire|2	BONUS:VAR|SpitFireDie|6								ABILITY:Special Ability|AUTOMATIC|Spit Fire									SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Draconic. Bonus Languages: Any.	KEY:Dracotaur ~ Languages																		TEMPLATE:Dracotaur ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:DracotaurRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Sorcerer.	KEY:Dracotaur ~ Favored Class																		TEMPLATE:Dracotaur ~ Common ~ Favored Class									SOURCEPAGE:MM3	
# Giant (Sand) ~ Common																																	
Low-Light Vision	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Has Low-Light vision.	KEY:Giant (Sand) ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:MM3	
Weapon Familiarity	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Sand giants treat sand blasters (see Combat, above) as martial weapons rather than exotic weapons.	KEY:Giant (Sand) ~ Weapon Familiarity									BONUS:WEAPONPROF=Sand Blaster|WIELDCATEGORY|-1									CHANGEPROF:Sand Blaster=Martial									SOURCEPAGE:MM3	
Natural Armor Bonus	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+11 natural armor bonus.	KEY:Giant (Sand) ~ Natural Armor Bonus									BONUS:COMBAT|AC|11|TYPE=NaturalArmor																		SOURCEPAGE:MM3	
Sand Blaster	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A sand blaster is a Large exotic ranged weapon made from long tubes. It creates a 10-foot cone of sand, doing 1d8 points of damage (Refl ex DC 22 half). Living creatures that fail their saves are tormented by itching skin and burning eyes, imposing a -4 penalty to AC and a -2 penalty on attack rolls for 3 rounds. The save DC is Constitutionbased. (It relies on the user's ability to blow a hearty gust of air through the tube.) A sand blaster uses 5 pounds of sand as ammunition, and packing a sand blaster with one charge of ammunition is a full-round action. A sand blaster costs 30 gp	KEY:Giant (Sand) ~ Sand Blaster																											SOURCEPAGE:MM3	
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Giant (Sand) ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=1|CASTERLEVEL=15|Meld into Stone|Statue									SOURCEPAGE:MM3	
Heat Shimmer	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At will as a free action, a sand giant can create a shimmering effect around itself that functions like a blur spell, caster level 15th.	KEY:Giant (Sand) ~ Heat Shimmer																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=15|Blur									SOURCEPAGE:MM3	
Skills	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A sand giant gains a +8 racial bonus on Hide checks and Survival checks in deserts.	KEY:Giant (Sand) ~ Skills									BONUS:SITUATION|Hide=Deserted areas|8|TYPE=Racial	BONUS:SITUATION|Survival=Deserted areas|8|TYPE=Racial																	SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common and Giant. Bonus Languages: Draconic, Elven, Goblin, Orc.	KEY:Giant (Sand) ~ Languages																		TEMPLATE:Giant (Sand) ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:GiantSandRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fighter.	KEY:Giant (Sand) ~ Favored Class																		TEMPLATE:Giant (Sand) ~ Common ~ Favored Class									SOURCEPAGE:MM3	
# Shifter ~ Common																																	
Low-Light Vision	CATEGORY:Special Ability	TYPE:ShifterRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Has Low-Light vision.	KEY:Shifter ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:MM3	
Traits	CATEGORY:Special Ability	TYPE:ShifterRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Each shifter has one special trait from among those described	KEY:Shifter ~ Traits									BONUS:ABILITYPOOL|Shifter Trait|1																		SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:ShifterRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common. Bonus Languages: Elven, Gnome, Halfling and Sylvan.	KEY:Shifter ~ Languages																		TEMPLATE:Shifter ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:ShifterRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Ranger.	KEY:Shifter ~ Favored Class																		TEMPLATE:Shifter ~ Common ~ Favored Class									SOURCEPAGE:MM3	
Shifting	CATEGORY:Special Ability	TYPE:ShifterRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A shifter can tap into his lycanthropic heritage to gain short bursts of physical power. Once per day, a shifter can enter a state that is superfi cially similar to a barbarian's rage. Each shifter has one of six shifter traits - a characteristic that manifests when he is shifting. Each shifter trait provides a +2 bonus to a physical ability score (Strength, Dexterity, or Constitution) and grants some other advantage as well. Shifting is a free action and lasts for a number of rounds equal to 3 + the shifter's Con modifi er. (If a shifter trait or other effect increases the shifter's Con modifi er, use the newly improved modifi er.) A shifter can take feats to improve this ability (see Shifter Feats, below). Every shifter feat a shifter takes increases the duration of shifting by 1 round. For every two shifter feats a shifter takes, the number of times per day he can tap into the ability increases by one. So, a shifter with two shifter feats can shift two times per day (instead of the usual one), and each use of the ability lasts for a number of rounds equal to 5 (instead of 3) + the shifter's Con modifi er.	KEY:Shifter ~ Shifting																		ABILITY:Special Ability|AUTOMATIC|Shifting ~ Shifter									SOURCEPAGE:MM3	
# Troll ~ Cave																																	
Fast Healing	CATEGORY:Special Ability	TYPE:TrollRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES		KEY:Cave Troll ~ Fast Healing									BONUS:VAR|FastHealing|8|TYPE=Base																		SOURCEPAGE:MM3	
# Goblin ~ Forestkith																																	
Jump Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Jump checks..|GoblinJumpSkillBonus	KEY:Goblin (Forestkith) ~ Jump Skill Bonus				DEFINE:GoblinJumpSkillBonus|0					BONUS:VAR|GoblinJumpSkillBonus|2	BONUS:SKILL|Jump|GoblinJumpSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Jump checks.|GoblinJumpSkillBonus
Craft Weaving Skill Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Craft (Weaving) checks..|GoblinCraftWeavingSkillBonus	KEY:Goblin (Forestkith) ~ Craft Weaving Skill Bonus				DEFINE:GoblinCraftWeavingSkillBonus|0					BONUS:VAR|GoblinCraftWeavingSkillBonus|2	BONUS:SKILL|Craft (Weaving)|GoblinCraftWeavingSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Craft (Weaving) checks.|GoblinCraftWeavingSkillBonus
Weapon Familiarity	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Forestkith goblins treat nets as martial weapons rather than as exotic weapons.	KEY:Goblin (Forestkith) ~ Weapon Familiarity																		CHANGEPROF:Net=Martial									SOURCEPAGE:MM3	
Natural Armor Bonus	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+1 natural armor bonus.	KEY:Goblin (Forestkith) ~ Natural Armor Bonus									BONUS:COMBAT|AC|1|TYPE=NaturalArmor																		SOURCEPAGE:MM3	
Discordant Frenzy	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When melee ensues, forestkith goblins go into a frenzy, jumping about chaotically and screaming loudly. Creatures with 2 HD or fewer within 30 feet of at least three attacking forestkith goblins become shaken for 1d4 rounds unless they succeed on a DC %1 Will save. A creature that resists the effect cannot be affected by it for 24 hours. This is a mind-affecting fear effect. The save DC is Charisma-based.|DiscordantFrenzyDC	KEY:Goblin (Forestkith) ~ Discordant Frenzy				DEFINE:DiscordantFrenzyDC|0					BONUS:VAR|DiscordantFrenzyDC|DefaultDCCha	BONUS:VAR|DiscordantFrenzyDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Discordant Frenzy)								ABILITY:Ability Focus|AUTOMATIC|Discordant Frenzy									SOURCEPAGE:MM3	
Light Sensitivity	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Forestkith goblins are dazzled in bright sunlight or within the radius of a daylight spell.	KEY:Goblin (Forestkith) ~ Light Sensitivity																											SOURCEPAGE:MM3	
Tree Shape	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A forestkith goblin can change form into a small tree, shrub, or limb, equivalent to the tree shape spell as cast by a 12th-level druid. A forestkith goblin typically uses this ability at or near daybreak as a form of camoufl age, due to its dislike for daylight. A goblin cannot dismiss this effect, but it ends automatically at sunset or if the goblin takes damage.	KEY:Goblin (Forestkith) ~ Tree Shape																											SOURCEPAGE:MM3	
Languages	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common, Gnoll. Bonus Languages: Draconic, Elven, Goblin, Orc.	KEY:Goblin (Forestkith) ~ Languages																		TEMPLATE:Goblin ~ Forestkith ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:GoblinRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Ranger.	KEY:Goblin (Forestkith) ~ Favored Class																		TEMPLATE:Goblin ~ Forestkith ~ Favored Class									SOURCEPAGE:MM3	
# Kenku ~ Common																																	
Low-Light Vision	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Has Low-Light vision.	KEY:Kenku ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:MM3	
Great Ally	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Kenkus work exceptionally well with their allies. When successfully aided on a skill check or attack roll by an ally, or when aiding another, a kenku applies or gains a +3 bonus on its check or attack roll (instead of the normal +2 bonus). Furthermore, a kenku gains a +4 bonus on attack rolls against an opponent fl anked by an ally (instead of the normal +2 bonus).	KEY:Kenku ~ Great Ally									BONUS:VAR|FlankingBonus|2|TYPE=Racial																		SOURCEPAGE:MM3	
Mimicry	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A kenku can perfectly mimic familiar sounds, voices, and accents. This ability does not enable the kenku to speak languages it can't normally speak. To duplicate a specifi c individual's voice, a kenku makes a Bluff check; a listener familiar with the voice being imitated must succeed on an opposed Sense Motive check to discern that the voice isn't genuine.	KEY:Kenku ~ Mimicry																											SOURCEPAGE:MM3	
Hide Skill Bonus	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Hide checks..|KenkuHideSkillBonus	KEY:Kenku ~ Hide Skill Bonus				DEFINE:KenkuHideSkillBonus|0					BONUS:VAR|KenkuHideSkillBonus|2	BONUS:SKILL|Hide|KenkuHideSkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Hide checks.|KenkuHideSkillBonus
Move Silently Skill Bonus	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:+%1 racial bonus on Move Silently checks..|KenkuMoveSilentlySkillBonus	KEY:Kenku ~ Move Silently Skill Bonus				DEFINE:KenkuMoveSilentlySkillBonus|0					BONUS:VAR|KenkuMoveSilentlySkillBonus|2	BONUS:SKILL|Move Silently|KenkuMoveSilentlySkillBonus|TYPE=Racial																	SOURCEPAGE:MM3	ASPECT:SkillBonus|+%1 racial bonus on Move Silently checks.|KenkuMoveSilentlySkillBonus
Languages	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Common and Kenku. Bonus Languages: Auran, Dwarven, Gnome, Goblin, Halfling.	KEY:Kenku ~ Languages																		TEMPLATE:Kenku ~ Common ~ Languages									SOURCEPAGE:MM3	
Favored Class	CATEGORY:Special Ability	TYPE:KenkuRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Rogue.	KEY:Kenku ~ Favored Class																		TEMPLATE:Kenku ~ Common ~ Favored Class									SOURCEPAGE:MM3	
# Ogre ~ Skullcrusher																																	
Low-Light Vision	CATEGORY:Special Ability	TYPE:OgreRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:Has Low-Light vision.	KEY:Ogre Skullcrusher ~ Low-Light Vision									BONUS:VAR|HasLowLightVision|1|TYPE=Base																		SOURCEPAGE:MM3	
Bonus Feats	CATEGORY:Special Ability	TYPE:OgreRaceTrait.RaceTrait.SpecialQuality	VISIBLE:YES	DESC:A skullcrusher ogre has Improved Grapple and Two-Weapon Fighting as bonus feats.	KEY:Ogre Skullcrusher ~ Bonus Feats																		ABILITY:FEAT|VIRTUAL|Improved Grapple|Two-Weapon Fighting									SOURCEPAGE:MM3	
