SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11
#														
# Class Name 1	Hit Dice (HD)	Type (TYPE:)	Abbreviation (ABB)	Max Level (MAXLEVEL)	Source Page (SOURCEPAGE)	Save checks bonus (Fortitude) (BONUS:SAVE)	Save checks bonus (Reflex)	Save checks bonus (Will)	Combat bonus	EXCLASS	CONTIGUOUS	FINE		
# Class Name req	Requirements	FINE												
# Class Name skill	Skill Pts/Lvl (STARTSKILLPTS)	Class Skill (CSKILL)						define class variables (DEFINE:variable|value	FINE		HASSUBSTITUTIONLEVEL	ALLOWBASECLASS		
# Class Name spellcast	Spell Statistic (SPELLSTAT)	Spell type (SPELLTYPE)	Spellbook (SPELLBOOK/MEMORIZE)	knowspell (KNOWNSPELLS)	SPELLLIST	spell level increases (BONUS:CASTERLEVEL)								
#(level number)	ADD:SPELLCASTER o CAST	FEATAUTO proficiency	(FEATAUTO)	(SAB)	(SAB)	(DOMAIN)	(BONUS)			(DEFINE)				
CLASS:Bloodscaled Fury	HD:12	TYPE:Prestige	FACT:Abb|BlF	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:BloodscaledFuryLVL|0	BONUS:VAR|BloodscaledFuryLVL|CL	EXCLASS:Ex-Bloodscaled Fury	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Bloodscaled Fury	PRERACE:1,RACETYPE=Dragon	PREALIGN:CG,CN,CE	PRETOTALAB:22	PRESKILL:1,Intimidate=14	PREABILITY:3,CATEGORY=FEAT,Power Attack,Shock Wave,Windstorm	PREABILITY:1,CATEGORY=Special Ability,TYPE.Rage	PREABILITY:1,CATEGORY=Special Ability,Frightful Presence							
CLASS:Ex-Bloodscaled Fury	HD:12	TYPE:Prestige	FACT:Abb|XBlF	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:BloodscaledFuryLVL|0	BONUS:VAR|BloodscaledFuryLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Bloodscaled Fury	VISIBLE:NO													
CLASS:Ex-Bloodscaled Fury	STARTSKILLPTS:2	CSKILL:Climb|Intimidate|Jump|Listen|Swim|Spot|Survival												
1				ABILITY:Bloodscaled Fury Class Feature|AUTOMATIC|Bloodscaled Fury ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.BloodscaledFuryProficiencies										
#														
														
CLASS:Disciple of Ashardalon	HD:8	TYPE:Prestige	FACT:Abb|DoAs	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DiscipleOfAshardalonLVL|0	BONUS:VAR|DiscipleOfAshardalonLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Disciple of Ashardalon	PRERACE:1,RACETYPE=Dragon	PREALIGN:LE,NE,CE	PRETOTALAB:18	PRESKILL:2,Knowledge (Religion)=18,Knowledge (The Planes)=18	PREABILITY:2,CATEGORY=FEAT,Iron Will,Quicken Spell-Like Abilities	PRETEXT:Before adopting the prestige class, a dragon must join the loose-knit cult of other disciples and undergo its initiation rites. This process includes the ritual scarring of the dragon's heart-an extremely dangerous practice that would claim the life of a dragon too weak to qualify for the class, and leaves even those that do robbed of 1 point of Constitution. (Dragons that progress to at least 6th level in this class regain the lost Constitution point eventually).								
CLASS:Disciple of Ashardalon	STARTSKILLPTS:4	CSKILL:Concentration|Hide|Intimidate|Knowledge (Arcana)|Knowledge (The Planes)|Knowledge (Religion)|Listen|Move Silently|Search|Sense Motive|Spellcraft|Spot												
1				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonProficiencies			BONUS:STAT|CON|-1							
#														
1				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Fiendbond|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonFiendbond										
1				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonResistance										
1				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Spell-Like Abilities|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonSpellLikeAbilities										
2				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Skill Point Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonSkillPointIncrease										
3				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Ability Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonAbilityIncrease										
6				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Poison Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonPoisonImmunity										
7				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Natural Armor Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonNaturalArmorIncrease										
12				ABILITY:Disciple of Ashardalon Class Feature|AUTOMATIC|Disciple of Ashardalon ~ Fiendish Perfection|!PREABILITY:1,CATEGORY=ACF,TYPE.DiscipleOfAshardalonFiendishPerfection										
														
CLASS:Dispassionate Watcher of Chronepsis	HD:8	TYPE:Prestige	FACT:Abb|DWa	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/3	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")*3/4|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DispassionateWatcherOfChronepsisLVL|0	BONUS:VAR|DispassionateWatcherOfChronepsisLVL|CL		BONUS:VAR|ClassBABAverage|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dispassionate Watcher of Chronepsis	PRERACE:1,RACETYPE=Dragon	PREALIGN:LN,NG,TN,NE,CN	PRESKILL:2,TYPE.Knowledge=20	PRETEXT:Able to cast divine spells.	PREDOMAIN:1,Knowledge									
CLASS:Dispassionate Watcher of Chronepsis	STARTSKILLPTS:2	CSKILL:Concentration|Decipher Script|TYPE.Knowledge|Spellcraft												
1				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisProficiencies										
2				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Spellcasting|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisSpellcasting										
#														
1				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Divine Conversion|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisDivineConversion										
1				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Calming Aura|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisCalmingAura										
1				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Draconic Knowledge|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisDraconicKnowledge										
2				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Comprehend Languages|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisComprehendLanguages										
4				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Stunning Rebuke|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisStunningRebuke										
5				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Tongues|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisTongues										
6				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Discern Lies|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisDiscernLies										
9				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Clearsight|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisClearsight										
10				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Vision|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisVision										
12				ABILITY:Dispassionate Watcher of Chronepsis Class Feature|AUTOMATIC|Dispassionate Watcher of Chronepsis ~ Analyze Dweomer|!PREABILITY:1,CATEGORY=ACF,TYPE.DispassionateWatcherOfChronepsisAnalyzeDweomer										
#														
2	ADD:SPELLCASTER|Divine													
3	ADD:SPELLCASTER|Divine													
4	ADD:SPELLCASTER|Divine													
5	ADD:SPELLCASTER|Divine													
6	ADD:SPELLCASTER|Divine													
7	ADD:SPELLCASTER|Divine													
8	ADD:SPELLCASTER|Divine													
9	ADD:SPELLCASTER|Divine													
10	ADD:SPELLCASTER|Divine													
11	ADD:SPELLCASTER|Divine													
12	ADD:SPELLCASTER|Divine													
														
CLASS:Dragon Ascendant	HD:12	TYPE:Prestige	FACT:Abb|DAs	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonAscendantLVL|0	BONUS:VAR|DragonAscendantLVL|CL	EXCLASS:Ex-Dragon Ascendant	BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Dragon Ascendant	PRERACE:1,RACETYPE=Dragon	PREABILITY:1,CATEGORY=Internal,True Dragon	PRETOTALAB:30	PREABILITY:6,CATEGORY=FEAT,Draconic Knowledge,Fast Healing,Great Fortitude,Improved Speed,Iron Will,Lightning Reflexes	PRETEXT:Consume Hoard: A wouldbe dragon ascendant must eat its hoard to begin the process of divine ascension. Its hoard must have a value of at least 100,000 gp, but the dragon cannot choose to eat just 100,000 gp and leave the rest alone-it must consume its entire hoard.									
CLASS:Dragon Ascendant	STARTSKILLPTS:6	CSKILL:Concentration|Diplomacy|Heal|Intimidate|Jump|Knowledge (Arcana)|Knowledge (The Planes)|Knowledge (Religion)|Listen|Search|Sense Motive|Spellcraft|Spot												
1				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantProficiencies										
#														
1				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Awesome Aura|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantAwesomeAura										
2				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Hit Points Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantHitPointsIncrease										
3				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Transmutation Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantTransmutationImmunity										
4				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Increased Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantIncreasedDamageReduction										
6				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Lifewarding|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantLifewarding										
7				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Deflection Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantDeflectionBonus										
9				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Iron Mind|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantIronMind										
11				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Resistance to Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantResistanceToFire										
11				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Spell Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantSR										
12				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Immortality|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantImmortality										
														
CLASS:Ex-Dragon Ascendant	HD:12	TYPE:Prestige	FACT:Abb|XDAs	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:DragonAscendantLVL|0	BONUS:VAR|DragonAscendantLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Ex-Dragon Ascendant	VISIBLE:NO													
CLASS:Ex-Dragon Ascendant	STARTSKILLPTS:6	CSKILL:Concentration|Diplomacy|Heal|Intimidate|Jump|Knowledge (Arcana)|Knowledge (The Planes)|Knowledge (Religion)|Listen|Search|Sense Motive|Spellcraft|Spot												
1				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantProficiencies										
#														
2				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Hit Points Increase|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantHitPointsIncrease										
3				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Transmutation Immunity|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantTransmutationImmunity										
4				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Increased Damage Reduction|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantIncreasedDamageReduction										
6				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Lifewarding|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantLifewarding										
7				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Deflection Bonus|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantDeflectionBonus										
9				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Iron Mind|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantIronMind										
11				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Resistance to Fire|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantResistanceToFire										
11				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Spell Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantSR										
12				ABILITY:Dragon Ascendant Class Feature|AUTOMATIC|Dragon Ascendant ~ Immortality|!PREABILITY:1,CATEGORY=ACF,TYPE.DragonAscendantImmortality										
														
CLASS:Elemental Master	HD:12	TYPE:Prestige	FACT:Abb|ElM	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:ElementalMasterLVL|0	BONUS:VAR|ElementalMasterLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Elemental Master	PRERACE:1,RACETYPE=Dragon	PRETOTALAB:20	PREABILITY:3,CATEGORY=FEAT,TYPE.Metabreath	PRETEXT:Able to cast arcane spells.	PRERACE:1,RACESUBTYPE=Air,RACESUBTYPE=Cold,RACESUBTYPE=Earth,RACESUBTYPE=Electricity,RACESUBTYPE=Fire,RACESUBTYPE=Water	PRETEXT:The dragon must have a breath weapon that deals energy damage.								
CLASS:Elemental Master	STARTSKILLPTS:2	CSKILL:Concentration|Knowledge (Arcana)|Knowledge (Geography)|Knowledge (Nature)|Knowledge (The Planes)|Spellcraft|Survival												
1				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterProficiencies										
#														
1				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Element Mastery|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterElementMastery										
1				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Element Command|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterElementCommand										
1				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Energy Attunement|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterEnergyAttunement										
2				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Energy Substitution|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterEnergySubstitution										
2				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Summon Elemental|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterSummonElemental										
3				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Energy Focus|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterEnergyFocus										
4				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Energy Burst|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterEnergyBurst										
7				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Energy Storm|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterEnergyStorm										
10				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Spell-Like Abilities|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterSpellLikeAbilities										
12				ABILITY:Elemental Master Class Feature|AUTOMATIC|Elemental Master ~ Elemental Qualities|!PREABILITY:1,CATEGORY=ACF,TYPE.ElementalMasterElementalQualities										
														
CLASS:Hidecarved Dragon	HD:10	TYPE:Prestige	FACT:Abb|HcD	MAXLEVEL:12	SOURCEPAGE:Drac	BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Reflex|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:SAVE|BASE.Will|classlevel("APPLIEDAS=NONEPIC")/2+2	BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,0	FACT:ClassType|Prestige		DEFINE:HidecarvedDragonLVL|0	BONUS:VAR|HidecarvedDragonLVL|CL		BONUS:VAR|ClassBABGood|classlevel("APPLIEDAS=NONEPIC")|TYPE=Base.REPLACE|PREVAREQ:UseFractionalBAB,1
CLASS:Hidecarved Dragon	PRERACE:1,RACETYPE=Dragon	PREALIGN:LG,LN,LE	PRETEXT:Natural Armor Bonus +20	PRECHECKBASE:1,Will=12	PREABILITY:1,CATEGORY=FEAT,Iron Will									
CLASS:Hidecarved Dragon	STARTSKILLPTS:4	CSKILL:Balance|Climb|Concentration|Diplomacy|Escape Artist|Hide|Jump|Knowledge (Arcana)|Knowledge (Religion)|Listen|Move Silently|Sense Motive|Spot|Swim|Tumble												
1				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Weapon and Armor Proficiency|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonProficiencies										
#														
1				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Increased Spell Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonSR										
2				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Suppress Weakness|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonSuppressWeakness										
2				ABILITY:Hidecarved Dragon Class Feature|AUTOMATIC|Hidecarved Dragon ~ Poison Resistance|!PREABILITY:1,CATEGORY=ACF,TYPE.HidecarvedDragonPoisonResistance										
