SOURCELONG:Draconomicon	SOURCESHORT:Drac	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																													
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Roar	CATEGORY:Special Ability	TYPE:DragonnelRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a dragonnel can unleash a mighty roar. All enemies within a 30-foot-radius spread who can hear the dragonnel must succeed on a DC %1 Will save or become shaken for 1d6 rounds.|RoarDC	KEY:Dragonnel ~ Roar				DEFINE:RoarDC|0					BONUS:VAR|RoarDC|DefaultDCCha	BONUS:VAR|RoarDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Roar)								ABILITY:Ability Focus|AUTOMATIC|Roar									SOURCEPAGE:Drac
Training	CATEGORY:Special Ability	TYPE:DragonnelRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Although intelligent, a dragonnel requires training before it can bear a rider in combat. To be trained, a dragonnel must have a friendly attitude toward the trainer (this can be achieved through a successful Diplomacy check). Training a friendly dragonnel requires six weeks of work and a successful Handle Animal check (DC 30 for a young creature, or DC 35 for a mature creature of three or more years in age).	KEY:Dragonnel ~ Training																		ABILITY:Internal|AUTOMATIC|Training ~ Wild									SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Air Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeAirDrakeRaceTrait	AUTO:LANG|Draconic|Auran										BONUS:VAR|Maneuverability|4|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base								ABILITY:FEAT|AUTOMATIC|Blind-Fight									
Air Mastery	CATEGORY:Special Ability	TYPE:ElementalDrakeAirDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Airborne creatures take a -1 penalty on attack and damage rolls against an air drake.	KEY:Elemental Drake (Air Drake) ~ Air Mastery																											SOURCEPAGE:Drac
Blinding Sandstorm	CATEGORY:Special Ability	TYPE:ElementalDrakeAirDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If an air drake hovers close to the ground in an area with lots of loose debris (such as a sandy desert), the draft from its wings creates a hemispherical cloud with a radius of 30 feet. The winds so generated can snuff torches, small campfires, exposed lanterns, and other small, open flames of nonmagical origin. The cloud obscures vision, and creatures caught within are blinded while inside it and for 1 round after emerging. Those caught in the cloud must succeed on a DC %1 Concentration check to cast a spell. The air drake is not immune to this effect, though its Blind-Fight feat compensates somewhat.|BlindingSandstormDC	KEY:Elemental Drake (Air Drake) ~ Blinding Sandstorm				DEFINE:BlindingSandstormDC|0					BONUS:VAR|BlindingSandstormDC|DefaultDCCon	BONUS:VAR|BlindingSandstormDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Blinding Sandstorm)								ABILITY:Ability Focus|AUTOMATIC|Blinding Sandstorm									SOURCEPAGE:Drac
Gaseous Form	CATEGORY:Special Ability	TYPE:ElementalDrakeAirDrakeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, an air drake can assume gaseous form as the spell (caster level equals drake's HD).	KEY:Elemental Drake (Air Drake) ~ Gaseous Form																		SPELLS:Innate|TIMES=1|CASTERLEVEL=HD|Gaseous Form									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeAirDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Air drakes have a +4 racial bonus on Move Silently checks. *They have a +4 racial bonus on Hide checks when airborne in temperate or warm desert environments.	KEY:Elemental Drake (Air Drake) ~ Skills									BONUS:SKILL|Move Silently|4|TYPE=Racial																		SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Earth Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeEarthDrakeRaceTrait	AUTO:LANG|Draconic|Terran										BONUS:VAR|Maneuverability|2|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|TremorsenseRange|60|TYPE=Base																
Earth Mastery	CATEGORY:Special Ability	TYPE:ElementalDrakeEarthDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An earth drake gains a +1 bonus on attack and damage rolls if both it and its foe are touching the ground. If an opponent is airborne or waterborne, the drake takes a -4 penalty on attack and damage rolls. (These modifiers are not included in the statistics block.)	KEY:Elemental Drake (Earth Drake) ~ Earth Mastery																											SOURCEPAGE:Drac
Tremor	CATEGORY:Special Ability	TYPE:ElementalDrakeEarthDrakeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, an earth drake can cause a tremor at a point where it touches the ground. All creatures standing on the ground within 60 feet of the drake must make a DC 20 Reflex save or fall down. Airborne or waterborne creatures don't suffer any ill effects, and the tremor doesn't deal any structural damage.	KEY:Elemental Drake (Earth Drake) ~ Tremor																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeEarthDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Earth drakes have a +4 racial bonus on Hide checks. *They have an additional +4 racial bonus on Hide checks when in rocky environments (such as mountain terrain or underground).	KEY:Elemental Drake (Earth Drake) ~ Skills									BONUS:SKILL|Hide|4|TYPE=Racial	BONUS:SITUATION|Hide=Rocky or underground settings|8|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Fire Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeFireDrakeRaceTrait	AUTO:LANG|Draconic|Ignan										BONUS:VAR|Maneuverability|3|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Heat	CATEGORY:Special Ability	TYPE:ElementalDrakeFireDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A fire drake's red-hot body deals 1d6 points of extra fire damage whenever it hits in melee or, when grappling, during each round that it maintains a hold. Creatures or weapons that strike a fire drake also take this damage (no save allowed).	KEY:Elemental Drake (Fire Drake) ~ Heat																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeFireDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Fire drakes have a +4 racial bonus on Search checks.	KEY:Elemental Drake (Fire Drake) ~ Skills									BONUS:SKILL|Search|4|TYPE=Racial																		SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Ice Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeIceDrakeRaceTrait	AUTO:LANG|Draconic|Auran|Aquan										BONUS:VAR|Maneuverability|3|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Freezing Touch	CATEGORY:Special Ability	TYPE:ElementalDrakeIceDrakeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Anyone hit by an ice drake's claw attack takes an extra 1d6 points of cold damage and must succeed on a DC %1 Reflex save or also take 1 point of Strength damage.|FreezingTouchDC	KEY:Elemental Drake (Ice Drake) ~ Freezing Touch				DEFINE:FreezingTouchDC|0					BONUS:VAR|FreezingTouchDC|DefaultDCCon	BONUS:VAR|FreezingTouchDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Freezing Touch)								ABILITY:Ability Focus|AUTOMATIC|Freezing Touch									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeIceDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An ice drake has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line. Ice drakes have a +2 racial bonus on Balance checks and on Climb checks. *They have a +4 racial bonus on Hide checks in icy environments	KEY:Elemental Drake (Ice Drake) ~ Skills									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial	BONUS:SKILL|Balance,Climb|2|TYPE=Racial	BONUS:SITUATION|Hide=Icy environment|4|TYPE=Racial																
																																
Race Traits ~ Elemental Drake (Magma Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeMagmaDrakeRaceTrait	AUTO:LANG|Draconic|Ignan|Terran										BONUS:VAR|Maneuverability|2|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base	BONUS:VAR|TremorsenseRange|60|TYPE=Base																
Burn	CATEGORY:Special Ability	TYPE:ElementalDrakeMagmaDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Those grappled by a magma drake must succeed on a DC 22 Reflex save or catch fire. The fire burns for 1d4 rounds (see Catching on Fire, page 303 of the Dungeon Master's Guide). A burning creature can take a move action to put out the flame (but not while grappled).|BurnDC	KEY:Elemental Drake (Magma Drake) ~ Burn				DEFINE:BurnDC|0					BONUS:VAR|BurnDC|DefaultDCCon	BONUS:VAR|BurnDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Burn)								ABILITY:Ability Focus|AUTOMATIC|Burn									SOURCEPAGE:Drac
Improved Grab	CATEGORY:Special Ability	TYPE:ElementalDrakeMagmaDrakeRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, a magma drake must hit a creature of its size or smaller with a claw attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity.	KEY:Elemental Drake (Magma Drake) ~ Improved Grab																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeMagmaDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Magma drakes have a +2 racial bonus on Climb checks and on Hide checks.	KEY:Elemental Drake (Magma Drake) ~ Skills									BONUS:SKILL|Climb,Hide|2|TYPE=Racial																		
																																
Race Traits ~ Elemental Drake (Ooze Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeOozeDrakeRaceTrait	AUTO:LANG|Draconic|Aquan|Terran										BONUS:VAR|Maneuverability|1|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Acid	CATEGORY:Special Ability	TYPE:ElementalDrakeOozeDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An ooze drake's body exudes acid at all times. This acid deals 1d6 points of extra acid damage whenever it hits in melee or, when grappling, during each round when maintains a hold. Only stone is unaffected by this acid. Creatures or weapons striking an ooze drake also take this damage (no save allowed).	KEY:Elemental Drake (Ooze Drake) ~ Acid																											SOURCEPAGE:Drac
Improved Grab	CATEGORY:Special Ability	TYPE:ElementalDrakeOozeDrakeRaceTrait.SpecialAttack.Extraordinary.Improved Grab	VISIBLE:YES	DESC:To use this ability, an ooze drake must hit a creature of its size or smaller with a claw attack. It can then attempt to start a grapple as a free action without provoking an attack of opportunity.	KEY:Elemental Drake (Ooze Drake) ~ Improved Grab																											SOURCEPAGE:Drac
Amphibious	CATEGORY:Special Ability	TYPE:ElementalDrakeOozeDrakeRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although ooze drakes are aquatic, they can survive indefinitely on land.	KEY:Elemental Drake (Ooze Drake) ~ Amphibious																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeOozeDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:An ooze drake has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line. Ooze drakes have a +2 racial bonus on Hide and Move Silently checks. *The racial bonus on Hide checks improves to +4 when in marsh terrain.	KEY:Elemental Drake (Ooze Drake) ~ Skills									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial	BONUS:SKILL|Hide,Move Silently|2|TYPE=Racial	BONUS:SITUATION|Hide=In marshlands|4|TYPE=Racial																SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Smoke Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeSmokeDrakeRaceTrait	AUTO:LANG|Draconic|Auran|Ignan										BONUS:VAR|Maneuverability|4|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Breath Weapon	CATEGORY:Special Ability	TYPE:ElementalDrakeSmokeDrakeRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:As a standard action once every 1d4 rounds, a smoke drake can breathe a hazy cloud of smoke in a %1-ft.-radius spread that provides concealment (20%% miss chance) to all creatures within. Thanks to its blindsense, the drake ignores this miss chance. The haze lasts for 1 minute, but can be blown away by a moderate wind (11+ mph) in 4 rounds or a strong wind (21+ mph) in 1 round. This breath weapon is not usable underwater. Once per day, a smoke drake can exhale an incendiary cloud rather than a hazy cloud. The cloud provides concealment as the hazy cloud does, but the white-hot embers suspended within the incendiary cloud deal %2d%3 points of fire damage to everything within it each round (Reflex DC %4 half ). The incendiary breath is otherwise identical to the haze breath.|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Elemental Drake (Smoke Drake) ~ Breath Weapon				DEFINE:BreathWeaponCone|0	DEFINE:BreathWeaponDice|0	DEFINE:BreathWeaponDamageDie|0	DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|2	BONUS:VAR|BreathWeaponDamageDie|6|TYPE=Base	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)					ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeSmokeDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Smoke drakes have a +2 racial bonus on Move Silently checks and on Search checks. *They have a +4 racial bonus on Hide checks in areas of shadow or darkness.	KEY:Elemental Drake (Smoke Drake) ~ Skills									BONUS:SKILL|Move Silently,Search|2|TYPE=Racial	BONUS:SITUATION|Hide=In shadows|4|TYPE=Racial																	SOURCEPAGE:Drac
																																
Race Traits ~ Elemental Drake (Water Drake)	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=ElementalDrakeWaterDrakeRaceTrait	AUTO:LANG|Draconic|Aquan										BONUS:VAR|Maneuverability|2|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Water Mastery	CATEGORY:Special Ability	TYPE:ElementalDrakeWaterDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A water drake gains a +1 bonus on attack and damage rolls if both it and its opponent are touching water. If the opponent or the drake is landbound, the drake takes a -4 penalty on attack and damage rolls (These modifiers are not included in the statistics block).	KEY:Elemental Drake (Water Drake) ~ Water Mastery																											SOURCEPAGE:Drac
Drench	CATEGORY:Special Ability	TYPE:ElementalDrakeWaterDrakeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A water drake's touch puts out torches, campfires, exposed lanterns, and other open flames of nonmagical origin if these are Large or smaller. The drake can dispel magical fire it touches as by a dispel magic spell cast by a sorcerer whose level equals the drake's HD.	KEY:Elemental Drake (Water) Drake ~ Drench																											SOURCEPAGE:Drac
Amphibious	CATEGORY:Special Ability	TYPE:ElementalDrakeWaterDrakeRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Although water drakes are aquatic, they can survive indefinitely on land.	KEY:Elemental Drake (Water Drake) ~ Amphibious																											SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:ElementalDrakeWaterDrakeRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A water drake has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line. Water drakes have a +4 racial bonus on Spot checks. *They have a +4 racial bonus on Hide checks when submerged.	KEY:Elemental Drake (Water Drake) ~ Skills									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial	BONUS:SKILL|Spot|4|TYPE=Racial	BONUS:SITUATION|Hide=Submerged|4|TYPE=Racial																SOURCEPAGE:Drac
																																
Race Traits ~ Faerie Dragon	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|TYPE=FaerieDragonRaceTrait|Scent	AUTO:LANG|Draconic|Sylvan										BONUS:VAR|Maneuverability|5|TYPE=Base	BONUS:VAR|HasLowLightVision|1|TYPE=Base																	
Breath Weapon	CATEGORY:Special Ability	TYPE:FaerieDragonRaceTrait.SpecialAttack.Supernatural.Breath Weapon	VISIBLE:YES	DESC:A faerie dragon has one type of breath weapon, a %1-foot cone of euphoria gas. Any creature within the area of the gas must succeed on a DC %2 Will save or become dazed for 1d6 rounds.|BreathWeaponCone|BreathWeaponDC	KEY:Faerie Dragon ~ Breath Weapon				DEFINE:BreathWeaponCone|0			DEFINE:BreathWeaponDC|0		BONUS:VAR|BreathWeaponCone|20	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREABILITY:1,CATEGORY=FEAT,Ability Focus (Breath Weapon)							ABILITY:Ability Focus|AUTOMATIC|Breath Weapon									SOURCEPAGE:Drac
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:FaerieDragonRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Faerie Dragon ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=12|Dancing Light|Detect Magic|Ghost Sound,10+CHA	SPELLS:Innate|TIMES=3|CASTERLEVEL=12|Charm Monster,14+CHA|Entangle,11+CHA|Glitterdust,12+CHA|Invisibility,12+CHA|Major Image,13+CHA|Obscuring Mist	SPELLS:Innate|TIMES=1|CASTERLEVEL=12|Animate Objects|Mind Fog,15+CHA|Project Image,17+CHA|Summon Nature's ally IV	SPELLS:Innate|TIMES=1|TIMEUNIT=Month|CASTERLEVEL=12|Commune with Nature						SOURCEPAGE:Drac
Skills	CATEGORY:Special Ability	TYPE:FaerieDragonRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A faerie dragon has a +8 racial bonus on any Swim check to perform some special action or avoid a hazard. It can always choose to take 10 on a Swim check, even if distracted or endangered. It can use the run action while swimming, provided it swims in a straight line.	KEY:Faerie Dragon ~ Skill									BONUS:SITUATION|Swim=Perform some special action or avoid a hazard|8|TYPE=Racial																		SOURCEPAGE:Drac
																																
Race Traits ~ Dragon (Fang)	CATEGORY:Internal	TYPE:Special	ABILITY:Internal|AUTOMATIC|Dragon Defaults|True Dragon|Chromatic Dragon						BONUS:VAR|DragonAgeCategory|(DragonLVL)/3					ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Increased Damage|Dragon (Fang Dragon) ~ Trip|Dragon (Fang Dragon) ~ Sound Imitation|Dragon (Fang Dragon) ~ Detect Magic|Dragon (Fang Dragon) ~ Read Magic|Dragon (Fang Dragon) ~ Ability Drain		ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Shield|PREVARGTEQ:DragonAgeCategory,3	ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Dispel Magic|PREVARGTEQ:DragonAgeCategory,4	ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Frightful Presence|Dragon (Fang Dragon) ~ Spells|PREVARGTEQ:DragonAgeCategory,5	ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Spell Turning|PREVARGTEQ:DragonAgeCategory,6		ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Telekinesis|PREVARGTEQ:DragonAgeCategory,8		BONUS:VAR|FastHealing|2|TYPE=Base|PREVARGTEQ:DragonAgeCategory,10		ABILITY:Special Ability|AUTOMATIC|Dragon (Fang Dragon) ~ Globe of Invulnerability|PREVARGTEQ:DragonAgeCategory,12							
#CR														Wyrmling	Very Young	Young	Juvenile	Young Adult	Adult	Mature Adult	Old	Very Old	Ancient	Wyrm	Great Wyrm							
CATEGORY=Internal|Race Traits ~ Dragon (Fang).MOD														BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,1	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,2	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,3	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,4	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,5	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,6	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,7	BONUS:MISC|CR|3|PREVARGTEQ:DragonAgeCategory,8	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,9	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,10	BONUS:MISC|CR|1|PREVARGTEQ:DragonAgeCategory,11	BONUS:MISC|CR|2|PREVARGTEQ:DragonAgeCategory,12							
#LevelAdj																																
