SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-03
						
# Template Name	VISIBLE:	AUTO:LANG|	LANGBONUS:	REGION:		
Uthgardt Tribesfolk ~ Human	VISIBLE:NO	AUTO:LANG|Illuskan	LANGBONUS:Chondathan,Dwarven,Elven,Giant,Orc	REGION:Uthgardt Tribesfolk	PRERACE:1,Human	SOURCEPAGE:PgtF
Vaasa ~ Human	VISIBLE:NO	AUTO:LANG|Damaran	LANGBONUS:Abyssal,Giant,Goblin,Orc,Uluik	REGION:Vaasa	PRERACE:1,Human	SOURCEPAGE:PgtF
Vast ~ Human	VISIBLE:NO	AUTO:LANG|Damaran	LANGBONUS:Aglarondan,Chondathan,Dwarven,Giant,Goblin,Orc,Rashemi	REGION:Vast	PRERACE:1,Human	SOURCEPAGE:PgtF
Vilhon Reach ~ Human	VISIBLE:NO	AUTO:LANG|Chondathan	LANGBONUS:Chessentan,Damaran,Draconic,Elven,Shaaran,Turmic	REGION:Vilhon Reach	PRERACE:1,Human	SOURCEPAGE:PgtF
Waterdeep ~ Human	VISIBLE:NO	AUTO:LANG|Chondathan	LANGBONUS:Dwarven,Elven,Giant,Halfling,Illuskan,Orc	REGION:Waterdeep	PRERACE:1,Human	SOURCEPAGE:PgtF
Western Heartland ~ Human	VISIBLE:NO	AUTO:LANG|Chondathan|Tethyrian	LANGBONUS:Elven,Giant,Goblin,Illuskan,Midani,Orc,Turmic	REGION:Western Heartland	PRERACE:1,Human	SOURCEPAGE:PgtF
Wizard's Reach ~ Human	VISIBLE:NO	AUTO:LANG|Untheric	LANGBONUS:Aglarondan,Chessentan,Elven,Mulhorandi,Orc,Serusan	REGION:Wizard's Reach	PRERACE:1,Human	SOURCEPAGE:PgtF
Chult ~ Dwarf	VISIBLE:NO	AUTO:LANG|Chultan|Dwarven	LANGBONUS:Draconic,Goblin,Ignan,Shaaran,Tashalan	REGION:Chult	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Galena Mountains ~ Dwarf	VISIBLE:NO	AUTO:LANG|Damaran|Dwarven	LANGBONUS:Chondathan,Giant,Goblin,Orc,Undercommon	REGION:Galena Mountains	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Great Glacier ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Uluik	LANGBONUS:Aquan,Auran,Damaran,Draconic,Giant	REGION:Great Glacier	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Great Rift ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven	LANGBONUS:Giant,Gnome,Goblin,Shaaran,Terran,Untheric	REGION:Great Rift	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Oldonnar ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven	LANGBONUS:Draconic,Giant,Terran,Undercommon	REGION:Oldonnar	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Smoking Mountains ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven	LANGBONUS:Chessentan,Goblin,Mulhorandi,Undercommon,Untheric	REGION:Smoking Mountains	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Spine of the World ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven	LANGBONUS:Chondathan,Draconic,Giant,Goblin,Illuskan,Orc	REGION:Spine of the World	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Sword Coast ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Illuskan	LANGBONUS:Chondathan,Elven,Giant,Gnome,Orc	REGION:Sword Coast	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Turmish ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Turmic	LANGBONUS:Chondathan,Elven,Giant,gnome,Halfling	REGION:Turmish	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Underdark (Darklands) ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Undercommon	LANGBONUS:Aquan,Chondathan,Draconic,Giant,Goblin	REGION:Underdark (Darklands)	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Underdark (Northdark) ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Undercommon	LANGBONUS:Draconic,Giant,Goblin,Orc,Terran	REGION:Underdark (Northdark)	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Underdark (Old Shanatar) ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven|Undercommon	LANGBONUS:Aquan,Draconic,Elven,Gnome,Terran	REGION:Underdark (Old Shanatar)	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Waterdeep ~ Dwarf	VISIBLE:NO	AUTO:LANG|Dwarven	LANGBONUS:alzhedo,Chondathan,Elven,Halfling,Illuskan,Orc	REGION:Waterdeep	PRERACE:1,Dwarf	SOURCEPAGE:PgtF
Chondalwood ~ Elf	VISIBLE:NO	AUTO:LANG|Elven	LANGBONUS:Chessentan,Chondathan,Gnoll,Halfling,Shaaran,Sylvan,Untheric	REGION:Chondalwood	PRERACE:1,Elf	SOURCEPAGE:PgtF
Cormanthor Drow ~ Elf	VISIBLE:NO	AUTO:LANG|Elven	LANGBONUS:Abyssal,Chondathan,Draconic,Drow Sign Language,Sylvan,Undercommon	REGION:Cormanthor Drow	PRERACE:1,Elf	SOURCEPAGE:PgtF
Elven Court ~ Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Damaran,Giant,Gnome,Orc,Sylvan	REGION:Elven Court	PRERACE:1,Elf	SOURCEPAGE:PgtF
Evereska ~ Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Auran,Draconic,Goblin,Giant,Illuskan,Orc	REGION:Evereska	PRERACE:1,Elf	SOURCEPAGE:PgtF
Evermeet ~ Elf	VISIBLE:NO	AUTO:LANG|Elven	LANGBONUS:Aquan,Auran,Celestial,Chondathan,Illuskan,Sylvan	REGION:Evermeet	PRERACE:1,Elf	SOURCEPAGE:PgtF
Forest of Lethyr ~ Elf	VISIBLE:NO	AUTO:LANG|Damaran|Elven	LANGBONUS:Giant,Gnoll,Gnome,Orc,Rashemi	REGION:Forest of Lethyr	PRERACE:1,Elf	SOURCEPAGE:PgtF
High Forest ~ Elf	VISIBLE:NO	AUTO:LANG|Elven	LANGBONUS:Gnoll,Goblin,Halfling,Illuskan,Sylvan	REGION:High Forest	PRERACE:1,Elf	SOURCEPAGE:PgtF
Inner Sea ~ Elf	VISIBLE:NO	AUTO:LANG|Elven|Serusan	LANGBONUS:Aquan,Chondathan,Draconic,Giant,Sylvan	REGION:Inner Sea	PRERACE:1,Elf	SOURCEPAGE:PgtF
Menzoberranyr ~ Elf	VISIBLE:NO	AUTO:LANG|Elven|Undercommon	LANGBONUS:Abyssal,Draconic,Drow Sign Language,Goblin,Illuskan	REGION:Menzoberranyr	PRERACE:1,Elf	SOURCEPAGE:PgtF
Sildeyuir ~ Elf	VISIBLE:NO	AUTO:LANG|Aglarondan|Elven	LANGBONUS:Abyssal,Auran,Infernal,Mulhorandi,Rashemi,Sylvan	REGION:Sildeyuir	PRERACE:1,Elf	SOURCEPAGE:PgtF
Slverymoon ~ Elf	VISIBLE:NO	AUTO:LANG|Elven|Illuskan	LANGBONUS:Chondathan,Dwarven,Giant,Orc,Sylvan	REGION:Slverymoon	PRERACE:1,Elf	SOURCEPAGE:PgtF
Snow Eagl Aerie ~ Elf	VISIBLE:NO	AUTO:LANG|Auran|Elven	LANGBONUS:Damaran,Draconic,Giant,Rashemi,Sylvan,Tuigan	REGION:Snow Eagl Aerie	PRERACE:1,Elf	SOURCEPAGE:PgtF
Waterdeep ~ Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Alzhedo,Dwarven,Halfling,Illuskan,Orc	REGION:Waterdeep	PRERACE:1,Elf	SOURCEPAGE:PgtF
Wealdath ~ Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Alzhedo,Draconic,Giant,Goblin,Shaaran	REGION:Wealdath	PRERACE:1,Elf	SOURCEPAGE:PgtF
Yuirwood ~ Elf	VISIBLE:NO	AUTO:LANG|Aglarondan|Elven	LANGBONUS:Chessentan,Damaran,Draconic,Mulhorandi,Sylvan,Untheric	REGION:Yuirwood	PRERACE:1,Elf	SOURCEPAGE:PgtF
Great Dale ~ Gnome	VISIBLE:NO	AUTO:LANG|Damaran|Gnome	LANGBONUS:Draconic,Elven,Gnoll,Goblin,Orc,Sylvan	REGION:Great Dale	PRERACE:1,Gnome	SOURCEPAGE:PgtF
Lantan ~ Gnome	VISIBLE:NO	AUTO:LANG|Gnome|Lantanese	LANGBONUS:Alzhedo,Chondathan,Draconic,Dwarven,Ignan,Illuskan	REGION:Lantan	PRERACE:1,Gnome	SOURCEPAGE:PgtF
Thesk ~ Gnome	VISIBLE:NO	AUTO:LANG|Aglarondan|Gnome	LANGBONUS:Damaran,Draconic,Elven,Goblin,Orc,Sylvan	REGION:Thesk	PRERACE:1,Gnome	SOURCEPAGE:PgtF
Underdark (Northdark) ~ Gnome	VISIBLE:NO	AUTO:LANG|Gnome|Undercommon	LANGBONUS:Draconic,Dwarven,Elven,Illuskan,Terran	REGION:Underdark (Northdark)	PRERACE:1,Gnome	SOURCEPAGE:PgtF
Western Heartland ~ Gnome	VISIBLE:NO	AUTO:LANG|Gnome|Chondathan	LANGBONUS:Draconic,Dwarven,Goblin,Illuskan,Sylvan,Terran	REGION:Western Heartland	PRERACE:1,Gnome	SOURCEPAGE:PgtF
Aglarond ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Aglarondan|Elven	LANGBONUS:Chessentan,Damaran,Draconic,Mulhorandi,Orc,Sylvan,Untheric	REGION:Aglarond	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Dalelands ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Dwarven,Giant,Goblin,Sylvan,Undercommon	REGION:Dalelands	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Dambrath ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Dambrathan|Elven	LANGBONUS:Draconic,Gnoll,Halfling,Halruaan,Shaaran,Undercommon	REGION:Dambrath	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Dragon Coast ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Elven|Serusan	LANGBONUS:Aquan,Chondathan,Giant,Goblin,Turmic	REGION:Dragon Coast	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Silverymoon ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Elven|Illuskan	LANGBONUS:Chondathan,Dwarven,Giant,Orc,Sylvan	REGION:Silverymoon	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Waterdeep ~ Half-Elf	VISIBLE:NO	AUTO:LANG|Chondathan|Elven	LANGBONUS:Alzhedo,Dwarven,Halfling,Illuskan,Orc	REGION:Waterdeep	PRERACE:1,Half-Elf	SOURCEPAGE:PgtF
Channath Vale ~ Halfling	VISIBLE:NO	AUTO:LANG|Halfling|Shaaran	LANGBONUS:Dambrathan,Dwarven,Elven,Gnoll,Halruaan	REGION:Channath Vale	PRERACE:1,Halfling	SOURCEPAGE:PgtF
Chondalwood ~ Halfling	VISIBLE:NO	AUTO:LANG|Chondathan|Halfling	LANGBONUS:Chessentan,Elven,Gnoll,Shaaran,Sylvan	REGION:Chondalwood	PRERACE:1,Halfling	SOURCEPAGE:PgtF
Luiren ~ Halfling	VISIBLE:NO	AUTO:LANG|Halfling	LANGBONUS:Dambrathan,Durpari,Dwarven,Elven,Gnoll,Halruaan,Shaaran	REGION:Luiren	PRERACE:1,Halfling	SOURCEPAGE:PgtF
Western Heartland ~ Halfling	VISIBLE:NO	AUTO:LANG|Chondathan|Halfling	LANGBONUS:Alzhedo,Dwarven,Gnome,Goblin,Illuskan	REGION:Western Heartland	PRERACE:1,Halfling	SOURCEPAGE:PgtF
Amn ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc	LANGBONUS:Alzhedo,Draconic,Giant,Gnoll,Halfling	REGION:Amn	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Chessentha ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Chessentan	LANGBONUS:Chondathan,Draconic,Giant,Turmic	REGION:Chessenta	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Chessentha ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Chessentan	LANGBONUS:Chondathan,Draconic,Giant,Turmic	REGION:Chessenta	PRERACE:1,Orc	SOURCEPAGE:PgtF
Hordelands ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Rashemi	LANGBONUS:Damaran,Gnoll,Mulhorandi,Tuigan	REGION:Hordelands	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Hordelands ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Rashemi	LANGBONUS:Damaran,Gnoll,Mulhorandi,Tuigan	REGION:Hordelands	PRERACE:1,Orc	SOURCEPAGE:PgtF
Moonsea ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Chondathan,Draconic,Dwarven,Giant	REGION:Moonsea	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Moonsea ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Chondathan,Draconic,Dwarven,Giant	REGION:Moonsea	PRERACE:1,Orc	SOURCEPAGE:PgtF
North ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Illuskan	LANGBONUS:Draconic,Dwarven,Goblin,Giant	REGION:North	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
North ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Illuskan	LANGBONUS:Draconic,Dwarven,Goblin,Giant	REGION:North	PRERACE:1,Orc	SOURCEPAGE:PgtF
Thesk ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Giant,Gnoll,Gnome,Mulhorandi,Rashemi	REGION:Thesk	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Thesk ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Giant,Gnoll,Gnome,Mulhorandi,Rashemi	REGION:Thesk	PRERACE:1,Orc	SOURCEPAGE:PgtF
Underdark (Northdark) ~ Orc	VISIBLE:NO	AUTO:LANG|Orc	LANGBONUS:Abyssal,Giant,Goblin,Illuskan,Undercommon	REGION:Underdark (Northdark)	PRERACE:1,Orc	SOURCEPAGE:PgtF
Vaasa ~ Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Dwarven,Giant,Goblin,Uluik,Undercommon	PRERACE:1,Orc	SOURCEPAGE:PgtF
Vaasa ~ Half-Orc	VISIBLE:NO	AUTO:LANG|Orc|Damaran	LANGBONUS:Dwarven,Giant,Goblin,Uluik,Undercommon	PRERACE:1,Half-Orc	SOURCEPAGE:PgtF
Calimshan ~ Planetouched (Air Genasi)	VISIBLE:NO	AUTO:LANG|Alzhedo	LANGBONUS:Auran,Chondathan,Chultan,Goblin,Ignan,Shaaran,Tashalan	REGION:Calimshan	PRERACE:1,Planetouched (Air Genasi)	SOURCEPAGE:PgtF
Calimshan ~ Planetouched (Fire Genasi)	VISIBLE:NO	AUTO:LANG|Alzhedo	LANGBONUS:Auran,Chondathan,Chultan,Goblin,Ignan,Shaaran,Tashalan	REGION:Calimshan	PRERACE:1,Planetouched (Fire Genasi)	SOURCEPAGE:PgtF
Mulhorand ~ Planetouched (Aasimar)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Celestial,Rashemi,Shaaran,Untheric	REGION:Mulhorand	PRERACE:1,Planetouched (Aasimar)	SOURCEPAGE:PgtF
Mulhorand ~ Planetouched (Earth Genasi)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Celestial,Rashemi,Shaaran,Untheric	REGION:Mulhorand	PRERACE:1,Planetouched (Earth Genasi)	SOURCEPAGE:PgtF
Mulhorand ~ Planetouched (Tiefling)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Celestial,Rashemi,Shaaran,Untheric	REGION:Mulhorand	PRERACE:1,Planetouched (Tiefling)	SOURCEPAGE:PgtF
Thay ~ Planetouched (Air Genasi)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Damaran,Gnoll,Infernal,Rashemi	REGION:Thay	PRERACE:1,Planetouched (Air Genasi)	SOURCEPAGE:PgtF
Thay ~ Planetouched (Earth Genasi)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Damaran,Gnoll,Infernal,Rashemi	REGION:Thay	PRERACE:1,Planetouched (Earth Genasi)	SOURCEPAGE:PgtF
Thay ~ Planetouched (Fire Genasi)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Damaran,Gnoll,Infernal,Rashemi	REGION:Thay	PRERACE:1,Planetouched (Fire Genasi)	SOURCEPAGE:PgtF
Thay ~ Planetouched (Water Genasi)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Damaran,Gnoll,Infernal,Rashemi	REGION:Thay	PRERACE:1,Planetouched (Water Genasi)	SOURCEPAGE:PgtF
Thay ~ Planetouched (Tiefling)	VISIBLE:NO	AUTO:LANG|Mulhorandi	LANGBONUS:Aglarondan,Damaran,Gnoll,Infernal,Rashemi	REGION:Thay	PRERACE:1,Planetouched (Tiefling)	SOURCEPAGE:PgtF
Chessenta ~ Planetouched (Aasimar)	VISIBLE:NO	AUTO:LANG|Chessentan	LANGBONUS:Aglarondan,Chondathan,Draconic,Mulhorandi,Turmic,Untheric	REGION:Chessenta	PRERACE:1,Planetouched (Aasimar)	SOURCEPAGE:PgtF
Chessenta ~ Planetouched (Water Genasi)	VISIBLE:NO	AUTO:LANG|Chessentan	LANGBONUS:Aglarondan,Chondathan,Draconic,Mulhorandi,Turmic,Untheric	REGION:Chessenta	PRERACE:1,Planetouched (Water Genasi)	SOURCEPAGE:PgtF
