SOURCELONG:Player's Guide to Faerun	SOURCESHORT:PGtF	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2004-03
																																
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Inspire Desire	CATEGORY:Special Ability	TYPE:ClassFeatures.CelebrantOfSharessClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:At 10th level, a celebrant of Sharess can use her flirtation ability to inspire love or desire in a creature she has already fascinated. Using this ability does not break the celebrant's concentration on the fascinate effect, but it does count against her daily limit on flirtation effects. A Will saving throw (DC 10 + celebrant of Sharess level + celebrant o f Sharess's Cha modifier) negates the effect. This ability affects only a single creature. The love effect of this ability causes the target to fall in love with a specified creature, which must either be within sight of the target creature at the time the effect is used, or else be specifi ed only as "the next creature you see." The subject takes any opportunity to be near the object of its affection and makes every effort to win that creature's love. The desire effect is similar to the love effect, except that the target seeks any opportunity to become physically intimate with the specified creature, short of causing it physical harm. Inspire desire is an enchantment (compulsion), mind-affecting ability.	KEY:Celebrant of Sharess ~ Inspire Desire																										SORTKEY:Class_Celebrant_Of_Sharess	SOURCEPAGE:PgtF
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Harper paragons gain no proficiency with any weapon, armor, or shield.	KEY:Harper Paragon ~ Weapon and Armor Proficiency																										SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialAttack	VISIBLE:YES	DESC:When a new Harper paragon level is gained, the character gains new spells per day (and spells known, if applicable) as if she had also gained a level in a spellcasting class she belonged to before she added the prestige class. She does not, however, gain any other benefi t a character of that class would have gained (bonus metamagic or item creation feats, improved chance of turning or rebuking undead, and so on), except for an increased effective level of spellcasting. This essentially means that she adds the level of Harper paragon to the level of some other spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly. If a character had more than one spellcasting class before she became a Harper agent, she must decide to which class she adds each level of Harper paragon for the purpose of determining spells per day and spells known.	KEY:Harper Paragon ~ Spells per Day																										SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Aura of Good	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The power of the character's aura of good is equal to her Harper paragon level. If she has the aura of good ability from another class, levels of that class stack with her Harper paragon levels for the purpose of this ability.	KEY:Harper Paragon ~ Aura of Good				DEFINE:AlignmentAura|0					BONUS:VAR|AlignmentAura|HarperParagonLVL									ABILITY:Special Ability|VIRTUAL|Aura of Good								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Detect Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality.SpellLike	VISIBLE:YES	DESC:At will, a Harper paragon can use detect evil, as the spell.	KEY:Harper Paragon ~ Detect Evil																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=HarperParagonLVL|Detect Evil								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Harper Knowledge	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, the Harper paragon can access knowledge in the same manner that a bard can. This ability functions like the bardic knowledge ability, except that the bonus for the check equals the character's Harper paragon level + her Int modifi er. If the Harper paragon has another such lore ability from another source (such as bard, loremaster, or Harper agent levels), her Harper paragon levels stack with levels of all other classes that grant such an ability for the purpose of Harper knowledge checks.	KEY:Harper Paragon ~ Harper Knowledge									BONUS:VAR|HarperKnowledgeLVL|HarperParagonLVL	BONUS:VAR|BardicKnowledge|HarperParagonLVL								ABILITY:Special Ability|AUTOMATIC|Harper Knowledge								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Favored Enemy (Evil)	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 2nd level, a harper paragon gains evil creatures of all kinds as a favored enemy. She gains a +1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against evil creatures. She also gains a +1 bonus on weapon damage rolls against evil creatures. If the Harper paragon has the favored enemy ability from another class (such as ranger) and a particular evil creature also qualifi es as a favored enemy for that class, the bonuses stack.	KEY:Harper Paragon ~ Favored Enemy (Evil)				DEFINE:HarperParagonFavoredEnemyLVL|0					BONUS:VAR|HarperParagonFavoredEnemyLVL|HarperParagonLVL	BONUS:VAR|HarperParagonFavoredEnemyCount|1	BONUS:VAR|HarperParagonFavoredEnemyBonusCount|1	BONUS:VAR|HarperParagonFavoredEnemyBaseBonus|1|TYPE=Base						ABILITY:Special Ability|AUTOMATIC|Favored Enemy								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Celestial Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Upon reaching 3rd level, a harper paragon can cast spells as if she were a celestial. Specifi cally, she can learn and cast any spell from Book of Exalted Deeds that has a celestial component, as long as she would otherwise qualify to cast the spell. (That is, the spell must appear on her spell list and be of a spell level that she can cast, and the ability score that controls her spellcasting must be high enough to allow her to cast spells of that level. The Harper paragon can also cast spells that have the specific kind of celestial component that matches her alignment-archon if she is lawful good, guardinal if she is neutral good, or eladrin if she is chaotic good.	KEY:Harper Paragon ~ Celestial Spells																										SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Exalted Companion	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 4th level, a Harper paragon gains Exalted Companion (see Book of Exalted Deeds) as a bonus feat if she does not already have it. If she does not already have an animal companion, she gains one now, as though she were a druid of a level equal to her Harper paragon level. If she has the ability to summon an animal companion from another class (such as druid or ranger), her Harper paragon levels stack with levels of any classes that grant this benefi t for the purpose of determining the kind of exalted companion she qualifi es for and its abilities.	KEY:Harper Paragon ~ Exalted Companion									BONUS:VAR|AnimalCompanionLVL|HarperParagonLVL									ABILITY:FEAT|AUTOMATIC|Exalted Companion	ABILITY:Special Ability|AUTOMATIC|Animal Companion							SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Favored Enemy	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:At 5th level and again at 10th level, the Harper paragon may select one additional favored enemy from the following list: the Church of Bane, the Cult of the Dragon, the Iron Throne, the malaugryms, the Red Wizards, or the Zhentarim. The Harper paragon gains a +2 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of its type. Likewise, she gets a +2 bonus on weapon damage rolls against such creatures. In addition, the bonus a gainst any one favored enemy of her choice (regardless of the class in which she chose it) increases by 2.	KEY:Harper Paragon ~ Favored Enemy				DEFINE:HarperParagonFavoredEnemyLVL|0					BONUS:VAR|HarperParagonFavoredEnemyLVL|HarperParagonLVL	BONUS:VAR|HarperEnemyCount|HarperParagonFavoredEnemyLVL/5	BONUS:VAR|HarperEnemyBonusCount|HarperParagonFavoredEnemyLVL/5	BONUS:VAR|HarperEnemyBaseBonus|2|TYPE=Base						ABILITY:Special Ability|AUTOMATIC|Favored Enemy								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Smite Evil	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperParagonClassFeatures.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per day, a Harper paragon of at least 6th level may attempt to smite an evil creature with one normal melee attack. She adds her Charisma bonus (if any) to the attack roll and deals 1 extra point of damage per Harper paragon level. For example, a 6th-level Harper paragon armed with a longsword would deal 1d8+6 points of damage, plus any additional bonuses from high strength or magical effects that would normally apply. If a Harper paragon accidentally smites a creature that is not evil, the smite has no effect but is still used up for that day. The Harper paragon can use this ability twice per day at 8th level and three times per day at 10th level.	KEY:Harper Paragon ~ Smite Evil									BONUS:VAR|SmiteEvilLVL|HarperParagonLVL	BONUS:VAR|SmiteEvilToHit|max(CHA,0)|TYPE=Base	BONUS:VAR|SmiteEvilDamage|HarperParagonLVL	BONUS:VAR|SmiteEvil|(HarperPAragonLVL-4)/2						ABILITY:Special Ability|VIRTUAL|Smite Evil								SORTKEY:Class_Harper_Paragon	SOURCEPAGE:PgtF
Weapon and Armor Proficiency	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality	VISIBLE:YES	DESC:Martyred champions of Ilmater gain no proficiency with any weapon, armor, or shield.	KEY:Martyred Champion of Ilmater ~ Weapon and Armor Proficiency																										SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Spells per Day	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialAttack	VISIBLE:YES	DESC:When the character attains an evennumbered martyred champion level, he has a choice of benefi t. He can gain new spells per day (and spells known, if applicable) as if he had also gained a level in a spellcasting class he belonged to before he added the prestige class, or he can gain a bonus feat of his choice. He must meet any prerequisites for a feat in order to select it. If he chooses the spellcasting level, he does not gain any other benefi t a character of that class would have gained (bonus metamagic or item creation feats, improved chance of turning or rebuking undead, and so on), except for an increased effective level of spellcasting. This essentially means that he adds the level of martyred champion to the level of some other spellcasting class the character has, then determines spells per day, spells known, and caster level accordingly. If a character had more than one spellcasting class before he became a martyred champion of Ilmater, he must decide to which class he adds each level of martyred champion for the purpose of determining spells per day and spells known. A martyred champion of Ilmater is free to choose the bonus feat at one opportunity and the spellcasting level the next time the decision arises, or vice versa. A character who is not a spellcaster must choose the bonus feat.	KEY:Martyred Champion of Ilmater ~ Spells per Day				DEFINE:SpellPerDayBenefit|0					BONUS:VAR|SpellPerDayBenefit|MartyredChampionOfIlmaterLVL/2	BONUS:ABILITYPOOL|Martyred Champion Level Benefit|SpellPerDayBenefit																SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Bonus Feats	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.MartyredChampionLevelBenefit.SpecialQuality	VISIBLE:DISPLAY	DESC:Bonus feat	KEY:Martyred Champion of Ilmater ~ Spells per Day ~ Bonus Feat									BONUS:ABILITYPOOL|FEAT|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE										SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Bonus Spellcaster	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.MartyredChampionLevelBenefit.SpecialAttack	VISIBLE:DISPLAY	DESC:Bonus spellcaster	KEY:Martyred Champion of Ilmater ~ Spells per Day ~ Bonus Spellcaster	PRESPELLCAST:TYPE=Arcane,TYPE=Divine,TYPE=Psionic													STACK:YES	MULT:YES	CHOOSE:NOCHOICE		ADD:SPELLCASTER|ANY								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Diehard	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 1st level, a martyred champion of Ilmater gains Diehard as a bonus feat if he does not already have it.	KEY:Martyred Champion of Ilmater ~ Diehard																		ABILITY:FEAT|AUTOMATIC|Diehard								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Unarmed Strike	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A martyred champion of Ilmater fights as his deity does-unarmed. At 1st level, he gains Improved Unarmed Strike as a bonus feat if he does not already have it. Like a monk, a martyred champion can attack with either fist interchangeably, or with elbows, knees, or feet. This ability allows him to make unarmed strikes with his hands full and never as an off-hand attack. Usually a martyred champion's unarmed s trikes deal lethal damage, but he can choose to deal nonlethal damage instead with no penalty on his attack roll. He has the same choice to deal lethal or nonlethal damage while grappling. A martyred champion's unarmed s trike is treated both as a manufactured weapon and as a natural weapon for the purpose of spells and effects that enhance or improve either type (such as the magic fang and magic weapon spells). At 1st level, a martyred champion's unarmed strike deals 1d6 points of damage if he is Medium, 1d4 if he is Small, or 1d8 if he is Large. At 4th level, this damage increases to 1d8 if he is Medium, 1d6 if he is Small, or 1d10 if he is Large. At 8th level, his unarmed damage increases again to 1d10 if he is Medium, 1d8 if he is Small, or 2d8 if he is Large.	KEY:Martyred Champion of Ilmater ~ Unarmed Strike																		ABILITY:FEAT|AUTOMATIC|Improved Unarmed Strike								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Fear Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 2nd-level martyred champion of Ilmater is immune to fear (magical or otherwise).	KEY:Martyred Champion of Ilmater ~ Fear Immunity																		ABILITY:Special Ability|AUTOMATIC|Immunity to Fear								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Greater Endurance	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:At 3rd level, a martyred champion gains a +4 sacred bonus on all the checks and saves improved by the Endurance feat. Because this is a sacred bonus, it stacks with the benefit of the Endurance feat.	KEY:Martyred Champion of Ilmater ~ Greater Endurance									BONUS:VAR|EnduranceBonus|4|TYPE=Sacred																	SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Divine Grace	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 4th level, a martyred champion of Ilmater gains a bonus equal to his Charisma bonus (if any) on all saving Throws.	KEY:Martyred Champion of Ilmater ~ Divine Grace									BONUS:SAVE|ALL|max(0,CHA)																	SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Holy Suffering	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Beginning at 5th level, whenever a martyred champion of Ilmater takes at least 50 points of damage in a single round and survives, he is surrounded by a radiant glow signaling Ilmater's favor. He gains a sacred bonus on attack rolls, saving throws, and skill checks equal to +1 for every 10 points of damage he took in the previous round. This effect lasts for a number of rounds equal to his martyred champion level. Although this effect is similar to that of the masochism spell, this ability is not evil.	KEY:Martyred Champion of Ilmater ~ Holy Suffering																										SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Damage Reduction	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At 7th level, the marty red champion gains damage reduction 10/evil. At 10th level, his damage reduction improves to 15/evil.	KEY:Martyred Champion of Ilmater ~ Damage Reduction				DEFINE:MartyredChampionOfIlmaterDR|0					BONUS:VAR|MartyredChampionOfIlmaterDR|10	BONUS:VAR|MartyredChampionOfIlmaterDR|5|PREVARGTEQ:MartyredChampionOfIlmaterLVL,10								DR:MartyredChampionOfIlmaterDR/Evil								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Communion	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Starting at 9th level, a martyred champion of Ilmater is so intimate with his deity that he can ask a single question each day as if casting a commune spell. Using this ability costs 10 XP.	KEY:Martyred Champion of Ilmater ~ Communion																		SPELLS:Innate|TIMES=1|CASTERLEVEL=5|Commune								SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
Sustenance	CATEGORY:Special Ability	TYPE:ClassFeatures.MartyredChampionOfIlmaterClassFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A 9th-level martyred champion of Ilmater no longer needs to eat, drink, or breathe. He still suffers hunger pangs and burning lungs if he does not eat or breathe, but such sensations are to be expected and-like most pain-do not indicate a real need. He takes no nonlethal damage and suffers no other ill effects from hunger, thirst, suffocation, or drowning.	KEY:Martyred Champion of Ilmater ~ Sustenance																										SORTKEY:Class_Martyred_Champion_Of_Ilmater	SOURCEPAGE:PgtF
