SOURCELONG:Forgotten Realms Campaign Setting 3.0	SOURCESHORT:FRCS30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2001-06
																																										
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page										
Law	CATEGORY:Special Ability	TYPE:ClassFeatures.ArcaneDevoteeClassFeatures.AlignmentFocus.SpecialQuality	VISIBLE:YES		KEY:Arcane Devotee ~ Alignment Focus ~ Law	PREMULT:1,[PREDEITYALIGN:LG,LN,LE],[PREMULT:2,[PREDEITYALIGN:TN],[PREALIGN:LG,LN,LE]],[PREMULT:2,[PREDEITYALIGN:TN],[PREALIGN:TN]]								BONUS:CASTERLEVEL|DESCRIPTOR.Lawful|1																	SORTKEY:Class_Arcane_Devotee	SOURCEPAGE:FRCS30										
																																										
Favored Enemy - Church of Bane	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusChurchOfBane	KEY:Harper Enemy ~ Church of Bane	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusChurchOfBane|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusChurchOfBane|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusChurchOfBane									
Favored Enemy - Cult of the Dragon	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusCultOfTheDragon	KEY:Harper Enemy ~ Cult of the Dragon	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusCultOfTheDragon|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusCultOfTheDragon|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusCultOfTheDragon									
Favored Enemy - Iron Throne	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusIronThrone	KEY:Harper Enemy ~ Iron Throne	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusIronThrone|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusIronThrone|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusIronThrone									
Favored Enemy - Malaugryms	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusMalaugryms	KEY:Harper Enemy ~ Malaugryms	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusMalaugryms|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusMalaugryms|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusMalaugryms									
Favored Enemy - Red Wizards	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusRedWizards	KEY:Harper Enemy ~ Red Wizards	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusRedWizards|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusRedWizards|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusRedWizards									
Favored Enemy - Zhentarim	CATEGORY:Special Ability	TYPE:ClassFeatures.HarperScoutClassFeatures.HarperEnemy.Extraordinary.SpecialAttack	VISIBLE:YES	DESC:Gain a +%1 bonus on Bluff, Listen, Sense Motive, Spot, and Survival checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on weapon damage rolls against such creatures.|HarperEnemyBonusZhentarim	KEY:Harper Enemy ~ Zhentarim	PREVARGTEQ:HarperFavoredEnemyLVL,1			DEFINE:HarperEnemyBonusZhentarim|0					BONUS:VAR|HarperEnemyBonusAberration|HarperEnemyBaseBonus	BONUS:VAR|HarperEnemyBonusZhentarim|ImprovedFavoredEnemyBonus																	SOURCEPAGE:FRCS	ASPECT:Ability Benefit|+%1|HarperEnemyBonusZhentarim									
																																										
Church of Bane	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Church of Bane	PREVARGTEQ:HarperEnemyBonusChurchOfBane,1								BONUS:VAR|HarperEnemyBonusChurchOfBane|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
Cult of the Dragon	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Cult of the Dragon	PREVARGTEQ:HarperEnemyBonusCultOfTheDragon,1								BONUS:VAR|HarperEnemyBonusCultOfTheDragon|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
Iron Throne	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Iron Throne	PREVARGTEQ:HarperEnemyBonusIronThrone,1								BONUS:VAR|HarperEnemyBonusIronThrone|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
Malaugryms	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Malaugryms	PREVARGTEQ:HarperEnemyBonusMalaugryms,1								BONUS:VAR|HarperEnemyBonusMalaugryms|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
Red Wizards	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Red Wizards	PREVARGTEQ:HarperEnemyBonusRedWizards,1								BONUS:VAR|HarperEnemyBonusRedWizards|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
Zhentarim	CATEGORY:Special Ability	TYPE:HarperEnemyBonus	VISIBLE:DISPLAY		KEY:Harper Enemy Bonus ~ Zhentarim	PREVARGTEQ:HarperEnemyBonusZhentarim,1								BONUS:VAR|HarperEnemyBonusZhentarim|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:FRCS										
																																										
Skill Focus	CATEGORY:Special Ability	TYPE:HarperScoutSkillFocus	VISIBLE:YES		KEY:Harper Scout ~ Skill Focus ~ Choose														STACK:YES	MULT:YES	CHOOSE:SKILL|CLASS		ABILITY:FEAT|AUTOMATIC|Skill Focus (%LIST)									SOURCEPAGE:FRCS										
																																										
Hathran Cohort	CATEGORY:Special Ability	ABILITY:Internal|AUTOMATIC|Hathran Cohort (Base)|Hathran Cohort																																								
Hathran Cohort (Base)	CATEGORY:Internal								DEFINE:HathranCohortLVL|0	DEFINE:HathranCohortDetermination|0													FOLLOWERS:Hathran Cohort|1	ABILITY:Hathran Cohort Selection|AUTOMATIC|Standard Selection ~ Hathran Cohort|!PREABILITY:1,CATEGORY=Internal,TYPE.HathranCohortAlternate								SOURCEPAGE:FRCS										
Hathran Cohort	CATEGORY:Internal	TYPE:HathranCohortSelection	VISIBLE:NO																													SOURCEPAGE:FRCS										
Expanded Selection	CATEGORY:Internal	TYPE:HathranCohortSelection.HathranCohortAlternate		KEY:Expanded Selection ~ Hathran Cohort																			COST:0	COMPANIONLIST:Hathran Cohort|ANY								SOURCEPAGE:FRCS										
Hathran Cohort (Default)	CATEGORY:Internal	TYPE:HathranCohortSelection.HathranCohortBase		KEY:Standard Selection ~ Hathran Cohort	!PREABILITY:1,CATEGORY=Internal,TYPE.HathranCohortAlternate																		COST:0	COMPANIONLIST:Hathran Cohort|Human,Dwarf,Elf,Orc,Halfling,Gnome,Half-Elf,Half-Orc	COMPANIONLIST:Hathran Cohort|Blink Dog|PREALIGN:LG|PREVARGT:HathranCohortLVL,6	COMPANIONLIST:Hathran Cohort|Lammasu|PREALIGN:LG|PREVARGT:HathranCohortLVL,12	COMPANIONLIST:Hathran Cohort|Companion ~ Human (Werebear)|PREALIGN:LG|PREVARGT:HathranCohortLVL,10	COMPANIONLIST:Hathran Cohort|Guardinal (Avoral)|PREALIGN:NG|PREVARGT:HathranCohortLVL,15	COMPANIONLIST:Hathran Cohort|Eladrin (Bralani)|PREALIGN:CG|PREVARGT:HathranCohortLVL,11	COMPANIONLIST:Hathran Cohort|Pegasus|PREALIGN:CG|PREVARGT:HathranCohortLVL,6	COMPANIONLIST:Hathran Cohort|Unicorn|PREALIGN:CG|PRERACE:1,Human,Elf,Half-Elf|PREGENDER:F|PREVARGT:HathranCohortLVL,8	SOURCEPAGE:FRCS	COMPANIONLIST:Hathran Cohort|Griffon|PREALIGN:TN|PREVARGT:HathranCohortLVL,10	COMPANIONLIST:Hathran Cohort|Dragonne|PREALIGN:TN|PREVARGT:HathranCohortLVL,10	COMPANIONLIST:Hathran Cohort|Satyr|PREALIGN:CN|PREVARGT:HathranCohortLVL,7	COMPANIONLIST:Hathran Cohort|Hell Hound|PREALIGN:LE|PREVARGT:HathranCohortLVL,7	COMPANIONLIST:Hathran Cohort|Displacer Beast|PREALIGN:LE|PREVARGT:HathranCohortLVL,10	COMPANIONLIST:Hathran Cohort|Devil (Imp)|PREALIGN:LE|PREVARGT:HathranCohortLVL,7	COMPANIONLIST:Hathran Cohort|Dragon (Green)|PREALIGN:LE|PREVARGT:HathranCohortLVL,16	COMPANIONLIST:Hathran Cohort|Devil (Erinyes)|PREALIGN:LE|PREVARGT:HathranCohortLVL,16	COMPANIONLIST:Hathran Cohort|Demon (Quasit)|PREALIGN:CE|PREVARGT:HathranCohortLVL,8	COMPANIONLIST:Hathran Cohort|Ettin|PREALIGN:CE|PREVARGT:HathranCohortLVL,15
																																										
Spell Power 2	CATEGORY:Special Ability	TYPE:ClassFeatures.HierophantClassFeatures.HierophantSpecialAbility.SpecialQuality	VISIBLE:YES	DESC:This ability increases by +2 the DC for saving throws against the hierophant's divine spells and for caster level checks for his divine spells to overcome spell resistance. This ability can be selected multiple times, and stacks with itself and other spell power effects that affect divine spells.	KEY:Hierophant ~ Special Ability ~ Spell Power 2									BONUS:DC|TYPE.Divine|2	BONUS:VAR|OvercomeSpellResistanceBonus|2				STACK:YES	MULT:YES	CHOOSE:NOCHOICE										SORTKEY:Class_Hierophant	SOURCEPAGE:FRCS										
																																										
Stonecunning	CATEGORY:Special Ability	TYPE:DomainFeatures.SpecialQuality	VISIBLE:YES	DESC:You gain the dwarven ability of stonecunning.	KEY:Cavern ~ Stonecunning									BONUS:VAR|StonecunningSearchBonus|2|TYPE=Racial									ABILITY:Special Ability|AUTOMATIC|Stonecunning									SOURCEPAGE:FRCS										
Skill Focus	CATEGORY:Special Ability	TYPE:DomainFeatures.CraftSkillFocus.SpecialQuality	VISIBLE:YES		KEY:Craft ~ Skill Focus ~ Choose														STACK:YES	MULT:YES	CHOOSE:SKILL|TYPE.Craft		ABILITY:FEAT|AUTOMATIC|Skill Focus (%LIST)									SOURCEPAGE:FRCS										
Uncanny Dodge	CATEGORY:Special Ability	TYPE:DomainFeature.SpecialQuality.Extraordinary.Uncanny Dodge	VISIBLE:YES	DESC:You gain the uncanny dodge ability. If you already have it, you gain improved uncanny dodge instead. These abilities are identical to those described in the barbarian and rogue class descriptions in the Player's Handbook.	KEY:Fate ~ Uncanny Dodge																											SOURCEPAGE:FRCS										
																																										
CATEGORY=Internal|Default.MOD	DEFINE:SpellArmorOfDarkness|0	ABILITY:Internal|AUTOMATIC|Spell ~ Armor of Darkness|PREVARGTEQ:SpellArmorOfDarkness,1																																								
Armor of Darkness	CATEGORY:Internal	TYPE:Spell	VISIBLE:NO	KEY:Spell ~ Armor of Darkness	BONUS:VAR|LightResistanceBonus,GoodResistanceBonus,HolyResistanceBonus|2	ABILITY:Special Ability|VIRTUAL|Resistance To Light spells|Resistance To Holy spells|Resistance To Good spells	BONUS:VAR|TurnResistanceBonus|4|PRERACE:1,RACETYPE=Undead																																				
CATEGORY=Internal|Default.MOD	DEFINE:SpellCloakOfDarkPower|0	ABILITY:Internal|AUTOMATIC|Spell ~ Cloak of Dark Power|PREVARGTEQ:SpellCloakOfDarkPower,1																																								
Cloak of Dark Power	CATEGORY:Internal	TYPE:Spell	VISIBLE:NO	KEY:Spell ~ Cloak of Dark Power	BONUS:VAR|LightResistanceBonus,DarknessResistanceBonus|4|TYPE=Resistance	ABILITY:Special Ability|VIRTUAL|Resistance To Light spells|Resistance To Darkness spells																																					
																																										
Bonus Spells	CATEGORY:Special Ability	TYPE:ClassFeatures.ChosenOfMystraTemplateFeatures.SpecialAttack.SpellLike	VISIBLE:YES	DESC:A Chosen gains one bonus spell of each spell level 1st through 9th per day, which can be used as a spell-Like ability. Once these none spells are selected, they can neven be changed. Most Chosen select a variety of offensive, defensive and utility spells with this ability.	KEY:Chosen of Mystra ~ Bonus Spells									BONUS:SPELLCAST|CLASS=Cleric;LEVEL=1|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=2|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=3|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=4|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=5|1					BONUS:SPELLCAST|CLASS=Cleric;LEVEL=6|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=7|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=8|1	BONUS:SPELLCAST|CLASS=Cleric;LEVEL=9|1						SOURCEPAGE:FRCS30										
Spell Immunity	CATEGORY:Special Ability	TYPE:ClassFeatures.ChosenOfMystraTemplateFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Chosen are immune to one spell of each spell level 1st through 9th, just as if the spell immunty spell were constantly in effect upon them. Once these nine spells are selected, they can never be changed.	KEY:Chosen of Mystra ~ Spell Immunity																											SOURCEPAGE:FRCS30										
Immunities	CATEGORY:Special Ability	TYPE:ClassFeatures.ChosenOfMystraTemplateFeatures.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Chosen are immune to aging, disease, disintegration and poison. they have no need to sleep (although they must rest normally in order to be able to prepare spells).	KEY:Chosen of Mystra ~ Immunities																		ABILITY:Special Ability|AUTOMATIC|Immunity to Disease|Immunity To Disintegration|Immunity to Poison									SOURCEPAGE:FRCS30										
Detect Magic	CATEGORY:Special Ability	TYPE:ClassFeatures.ChosenOfMystraTemplateFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Line of sight range.	KEY:Chosen of Mystra ~ Detect Magic									BONUS:VAR|HasDetectMagicVision|1|TYPE=Base																		SOURCEPAGE:FRCS30										
Silver Fire	CATEGORY:Special Ability	TYPE:ClassFeatures.ChosenOfMystraTemplateFeatures.SpecialQuality.Supernatural	VISIBLE:YES	DESC:All Chosen can use silver fire (See chapter 2: Magic)	KEY:Chosen of Mystra ~ Silver Fire																		ABILITY:Special Ability|AUTOMATIC|Silver Fire									SOURCEPAGE:FRCS30										
