SOURCELONG:Forgotten Realms Campaign Setting 3.0	SOURCESHORT:FRCS30	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:06-2001
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
Old Order	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Monks of the Old Order do not worship any deity but are devoted to the philosophy espoused by a deity who is either now dead or has never existed on the Material Plane of Toril. Monks of the Old Order can multiclass freely as rogues, sorcerers and shadowdancers, but must maintain more monk levels than their combined levels of other classes.		PRECLASS:1,Monk=1	PREALIGN:LG,NG,CG,TN,NE,CE,NE,LE																										SOURCEPAGE:FRCS30
Shining Hand	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The Shining Hand is one of the oldest monk orders of Amn, mixing faith in Azuth and the practice of wizardry with monastic devotions. Monks of the Shining Hand can multiclass freely as wizards so long as their monk level euql or exceeds their wizard level.		PRECLASS:1,Monk=1	PREALIGN:LN,NG,TN,NE,CN																										SOURCEPAGE:FRCS30
Sun Soul	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The allegiance of this widespread but disorganized sect varies between groups, some folowing Lathander, other Selune and few voted to Sune. Members of the Sun Soul order can gain levels in one other class and still progress as monk as long as their level is their highest class level.		PRECLASS:1,Monk=1	PREALIGN:LG,LN,NG,TN,CG,CN																										SOURCEPAGE:FRCS30
Yellow Rose	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Also known as the Disciples of Saint Sollars, this solitary monastery of Illmater worshipers in the Earthspur Mountains of Damara is known for loyalty to its allies and destruction to its enemies. They may multiclass an freely as rangers and shadowdancers.		PRECLASS:1,Monk=1	PREALIGN:LG,LN,NG,TN,CG,CN																										SOURCEPAGE:FRCS30
#Harper	CATEGORY:Guild Category	TYPE:SpecialQuality.Groups	VISIBLE:YES	DESC:Secret society dedicated to holding back the evil, preservving knowledge and maintaining the balance between civiliuzation and the wild.																													SOURCEPAGE:FRCS30
###BLOCK:Organizations p.272																																	
The Cult of the Dragon	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The cult of the Dragon is a secret society dedicated to bringing abount the "inevitable" rule of Faerun by undead dragons.																													SOURCEPAGE:FRCS30
Emerald Enclave	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Based on the island of Ilighon off the Vilhon Reach, the Emerald Enclave is an organization of druids and other people who protect the natural resources of the Vilhon Reach and nearby lands.																													SOURCEPAGE:FRCS30
Fire Knives	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Originally a band of assassins based in Cormyr, the Fire Knives were drivben from that land in 1341 DR after their ties to the assassination of a local lord were revealed.																													SOURCEPAGE:FRCS30
Harpers	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Those Who Harp believe in the power of individuals, the balance between the wilderness and civilization, and the good of humankind and its allied creatures.																													SOURCEPAGE:FRCS30
Lords' Alliance	CATEGORY:Guild Category	TYPE:SpecialQuality.Groups	VISIBLE:YES	DESC:Also known as the Council of Lords, this group was formed to oppose the Zhentarim and the other sinister factions that seek to dominate the North through trade or treachery.																													SOURCEPAGE:FRCS30
Malaugryms	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The Malaugryms-sometimes known as the shadowmasters-are immortal shapeshifters from the Plane of Shadow.																													SOURCEPAGE:FRCS30
People of the Black Blood	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The People of the Black Blood collectively include several large groups of lycanthrope worshipers of Malar.		PREDEITY:1,Malar	PRETEMPLATE:1,Lycanthrope																										SOURCEPAGE:FRCS30
Red Wizards	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The Red Wizards are the magocratic leaders of the country of Thay.																													SOURCEPAGE:FRCS30
Thayan Enclaves	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Thayan enclaves are independent mercantile and political entities within an urban area in a non-Thayan country.																													SOURCEPAGE:FRCS30
The Seven Sisters	CATEGORY:Guild Category	TYPE:SpecialQuality.Groups	VISIBLE:YES	DESC:For centuries, secen women of great beauty, power and heart have battled injustice and tyranny across Faerun.																													SOURCEPAGE:FRCS30
Shades	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:Long ago, during the collapse of ancient Netheril, one of the empire's flying cities survived the realm's destruction by shifting compèletely into the Plane of Shadow.																													SOURCEPAGE:FRCS30
The Xanathar's Guild	CATEGORY:Guild Category	TYPE:SpecialQuality.GuildAffiliation	VISIBLE:YES	DESC:Thae Xanathar's Guild is a group of thieves and cutthroats operating out of the bowels of Waterdeep.																													SOURCEPAGE:FRCS30
Zhentarim	CATEGORY:Guild Category	TYPE:SpecialQuality.Organization	VISIBLE:YES	DESC:The Zhentarim, also known as the Black Netword, is an evil organization intent on dominating the land from the Moonsea to the Sword Coase North.																													SOURCEPAGE:FRCS30
