SOURCELONG:Complete Warrior	SOURCESHORT:CW	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-11																														
																																	
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page	
																																	
# Exotic Weapon Master Stunts																																	
Close-Quarter Ranged Combat	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A character who knows this stunt doesn't provoke an attack of opportunity when using an exotic ranged weapon.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Close-Quarter Ranged Combat																											SOURCEPAGE:CW	
Double Weapon Defense	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When wielding an exotic double weapon with both hands, the character gains a +1 shield bonus to AC.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Double Weapon Defense									BONUS:COMBAT|AC|1|PREEQUIPBOTH:2,TYPE=Exotic,TYPE=Double																		SOURCEPAGE:CW	
Exotic Reach	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wielding an exotic weapon with reach, the character may make an attack of opportunity against a foe that provokes such an attack even if the foe has cover (but not total cover).	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Exotic Reach																											SOURCEPAGE:CW	
Exotic Sunder	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wielding a one-handed or two-handed exotic weapon, the character deals an extra 1d6 points of damage on any successful sunder attempt.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Exotic Sunder																											SOURCEPAGE:CW	
Flurry of Strikes	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wielding an exotic double weapon or a spiked chain with both hands, the character can elect to use a full attack action to make a flurry of strikes. When doing so, he may make one extra attack in the round aThis full base attack bonus, but this attack takes a -2 penalty, as does each other attack made in that round and until the exotic weapon master's next turn. The extra attack may be with either end of the double weapon.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Flurry of Strikes																											SOURCEPAGE:CW	
Ranged Disarm	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The character can make a disarm at tempt even on a ranged attack. Such an attack provokes no attack of opportunity (except as normal for using a ranged weapon). For the purpose of this disarm attempt, treat the character's ranged weapon as a light weapon. If the character fails this disarm attempt, the defender can't attempt to disarm him.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Ranged Disarm																											SOURCEPAGE:CW	
Show Off	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a standard action, the character can display his mastery with an exotic weapon and confound his opponent. The character may make an Intimidate check against a single opponent within 30 feet that can see him, adding his base attack bonus to the result. If the result exceeds the opponent's modifi ed level check (see the skill description on page 76 of the Player's Handbook), the opponent becomes shaken (-2 penalty on attack rolls, ability checks, and saving throws) for 1 round per class level of the exotic weapon master.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Show Off																											SOURCEPAGE:CW	
Stunning Blow	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If the character has the Stunning Fist feat, he can utilize the feat while wielding an exotic melee weapon.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Stunning Blow	PREABILITY:1,CATEGORY=FEAT,Stunning Fist																										SOURCEPAGE:CW	
Throw Exotic Weapon	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The character can throw an ex otic weapon with no penalty on the attack roll, even if it isn't designed to be thrown (such as an orc double axe or a spiked chain). When he throws a double weapon, only one end of the weapon (character's choice) can strike the target. Exotic weapons thrown in this way have a range increment of 10 feet.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Throw Exotic Weapon																											SOURCEPAGE:CW	
Twin Exotic Weapon Fighting	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wielding the same light exotic weapon in each hand, the character is treated as having the Two-Weapon Fighting feat. If he already has the feat, the penalties on attack rolls are lessened to -1 for both the primary hand and the off hand when fi ghting in this manner.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Twin Exotic Weapon Fighting																											SOURCEPAGE:CW	
Trip Attack	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The character can use a one-handed or twohanded exotic weapon to make a trip attack. If he is tripped during his own trip attempt, he can drop the weapon to avoid being tripped. If the exotic weapon already allows its wielder to make trip attacks, the character instead adds a +2 bonus on any trip attempt.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Trip Attack																											SOURCEPAGE:CW	
Uncanny Blow	CATEGORY:Special Ability	TYPE:ExoticWeaponStunt.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wielding a one-handed exotic melee weapon in two hands, the character can focus the power of his attack so that he deals extra damage equal to his Strength bonus x2 instead of his Strength bonus x1-1/2. If he has the Power Attack feat, he treats the weapon as twohanded for purposes of determining his bonus on damage rolls.	KEY:Exotic Weapon Master ~ Exotic Weapon Stunt ~ Uncanny Blow																											SOURCEPAGE:CW	
																																	
# Two-Handed Hurl Tricks																																	
Area Attack	CATEGORY:Special Ability	TYPE:TwoHandedHurlTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The character makes an attack roll against a square the target creature occupies (AC 10) rather than the creature itself. Any creature in the square must succeed on a Reflex save (DC 10 + the hulking hurler's ranged attack bonus) or take full damage. This ability may only be used with a Huge or larger weapon.	KEY:Hulking Hurler ~ Two-Handed Hurl Trick ~ Area Attack																											SOURCEPAGE:CW	
Meteor Strike	CATEGORY:Special Ability	TYPE:TwoHandedHurlTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As a full-round action, a hulking hurler deals extra damage equal to twice his Strength bonus on a successful hit with a thrown weapon.	KEY:Hulking Hurler ~ Two-Handed Hurl Trick ~ Meteor Strike																											SOURCEPAGE:CW	
Overburdened Heave	CATEGORY:Special Ability	TYPE:TwoHandedHurlTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The hulking hurler can throw a weapon up to two sizes larger than his size category, or an item that weighs as much as his medium load (so a Large hulking hurler with a Strength score of 25 could heave a Gargantuan javelin or a rock weighing up to 533 pounds).	KEY:Hulking Hurler ~ Two-Handed Hurl Trick ~ Overburdened Heave																											SOURCEPAGE:CW	
Ranged Power Attack	CATEGORY:Special Ability	TYPE:TwoHandedHurlTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If the target is within 30 feet, the hulking hurler can use Power Attack with his thrown weapon.	KEY:Hulking Hurler ~ Two-Handed Hurl Trick ~ Ranged Power Attack																											SOURCEPAGE:CW	
																																	
###Block: Fiendslaying																																	
Fiendslaying - Outsider (Evil)	CATEGORY:Special Ability	TYPE:ClassFeatures.KnightOfTheChaliceClassFeatures.Fiendslaying.Extraordinary.SpecialAttack.FiendslayingOutsider	VISIBLE:YES	DESC:Gain a +%1 bonus on Intimidate, Listen, Sense Motive and Spot checks when using these skills against creatures of this type. Likewise, he gets a +%1 bonus on attack rolls against such creatures.|FiendslayingBonusOutsiderEvil	KEY:Fiendslaying ~ Outsider ~ Evil	PREVARGTEQ:KnightOfTheChaliceFiendslayingLVL,1			DEFINE:FiendslayingBonusOutsiderEvil|0					BONUS:VAR|FiendslayingBonusOutsiderEvil|FiendslayingBaseBonus	BONUS:VAR|FiendslayingBonusOutsiderEvil|ImprovedFiendslayingBonus																	SOURCEPAGE:CW	ASPECT:Ability Benefit|+%1|FiendslayingBonusOutsiderEvil
																																	
###Block: Fiendslaying Bonuses																																	
Outsider (Evil)	CATEGORY:Special Ability	TYPE:FiendslayingBonus	VISIBLE:DISPLAY		KEY:Fiendslaying Bonus ~ Outsider ~ Evil	PREABILITY:1,CATEGORY=Special Ability,Fiendslaying ~ Outsider ~ Evil								BONUS:VAR|FiendslayingBonusOutsiderEvil|1					STACK:YES	MULT:YES	CHOOSE:NOCHOICE											SOURCEPAGE:CW	
																																	
# Thrown Weapon Tricks																																	
Deadeye Shot	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:The critical multiplier for any specific type of thrown weapon increases by one (for example, a hand axe has a critical multiplier of x4 instead of x3) when this ability is used. The benefit of this ability does not stack with any other effect that increases critical multipliers.	KEY:Master Thrower ~ Two Weapon Trick ~ Deadeye Shot																											SOURCEPAGE:CW	
Defensive Throw	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a master thrower with this ability succeeds on a Concentration check (DC 10 + number of threatening foes) before attempting to attack with a thrown weapon while in a threatened square, her thrown weapon attacks don't provoke attacks of opportunity for 1 round. If the check fails, her opponents get attacks of opportunity as normal when she makes her attacks.	KEY:Master Thrower ~ Two Weapon Trick ~ Defensive Throw																											SOURCEPAGE:CW	
Doubletoss	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A master thrower with this ability may, as a standard action, throw two weapons at one or two targets within 30 feet. The character may apply her full Strength bonus to each weapon (instead of one-half her Strength bonus for the off-hand weapon). The normal penalties for fi ghting with two weapons apply (see page 160 of the Player's Handbook).	KEY:Master Thrower ~ Two Weapon Trick ~ Doubletoss																											SOURCEPAGE:CW	
Palm Throw	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When using little thrown weapons (darts, shuriken, and daggers; the DM may allow other weapons), a master thrower with this ability may throw two of each weapon with a single attack roll. Damage for each weapon is resolved separately, but the master thrower does not apply her Strength bonus to either damage roll.	KEY:Master Thrower ~ Two Weapon Trick ~ Palm Throw																											SOURCEPAGE:CW	
Sneaky Shot	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Just before making a ranged attack, a master thrower with this ability can use a move action to make a Sleight of Hand check opposed by her target's Spot check. If she wins the opposed check, her opponent is denied his Dexterity bonus to Armor Class against the attack.	KEY:Master Thrower ~ Two Weapon Trick ~ Sneaky Shot																											SOURCEPAGE:CW	
Trip Shot	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A master thrower with this ability may use a thrown weapon to make a trip attempt against an opponent farther than 5 feet away. The character makes a normal attack against the opponent with a thrown weapon. If the attack succeeds, in addition to doing damage as normal, the master thrower makes a Dexterity check with a +4 bonus opposed by the opponent's Dexterity check or Strength check (whichever ability score has the higher modifier). Other modifiers may apply on this opposed check (see page 158 of the Player's Handbook). If the master thrower wins the opposed check, the opponent is tripped. The benefit of this ability does not stack with the benefit of the Improved Trip feat.	KEY:Master Thrower ~ Two Weapon Trick ~ Trip Shot																											SOURCEPAGE:CW	
Tumbling Toss	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When wearing light, medium, or no armor, a master thrower with this ability can hurl a single thrown weapon at any point during a tumbling attempt as a standard action. If the result of her Tumble check is 25 or higher, the master thrower does not provoke an attack of opportunity for making this attack regardless of how many opponents threaten her.	KEY:Master Thrower ~ Two Weapon Trick ~ Tumbling Toss																											SOURCEPAGE:CW	
Two with One Blow	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a master thrower with this ability uses a thrown weapon to attack two opponents adjacent to each other, she may take a -4 penalty on the attack roll and attempt to hit both opponents at once. The attack may hit either, both, or neither opponent depending on the roll and the Armor Class of each opponent. Damage for each opponent is resolved separately. If the attack roll results in the threat of a critical hit, roll to confirm each critical hit separately.	KEY:Master Thrower ~ Two Weapon Trick ~ Two with One Shot																											SOURCEPAGE:CW	
Weak Spot	CATEGORY:Special Ability	TYPE:TwoWeaponTrick.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A master thrower can gain this ability only after reaching 5th level. When using a thrown weapon against a target of her size or larger, the character can make a ranged touch attack instead of a normal attack. If the attack hits, the master thrower does not apply her Strength bonus to the damage.	KEY:Master Thrower ~ Two Weapon Trick ~ Weak Spot	PREVARGTEQ:MasterThrowerLVL,5																										SOURCEPAGE:CW	
																																	
# Nature's Armament																																	
Armor of the Crocodile	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The nature's warrior's natural armor bonus is improved by +1 per class level. This is an actual improvement, not an enhancement bonus.	KEY:Nature's Warrior ~ Nature's Armament ~ Armor of the Crocodile	DESC:+%1 improvement to Natural Armor bonus|ArmorOfTheCrocodileACBonus			DEFINE:ArmorOfTheCrocodileACBonus|0					BONUS:VAR|ArmorOfTheCrocodileACBonus|NatureSWarriorLVL	BONUS:VAR|WildshapeAC|ArmorOfTheCrocodileACBonus																	SOURCEPAGE:CW	
Blaze of Power	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:While in fire elemental form, the nature's warrior is covered in a blaze of power, which functions as a warm fi re shield at a caster level equal to her druid level (if any) plus her nature's warrior level.	KEY:Nature's Warrior ~ Nature's Armament ~ Blaze of Power																											SOURCEPAGE:CW	
Claws of the Grizzly	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The nature's warrior gains a +3 bonus on damage when using her natural weapons.	KEY:Nature's Warrior ~ Nature's Armament ~ Claws of the Grizzly									BONUS:VAR|WildshapeDamage|3																		SOURCEPAGE:CW	
Earth Resilient	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The nature's warrior gains damage reduction 3/-.	KEY:Nature's Warrior ~ Nature's Armament ~ Earth Resilient									BONUS:VAR|WildshapeDR|3																		SOURCEPAGE:CW	
Nature's Weapon	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The nature's warrior gains a +1 enhancement bonus on attack rolls when using her natural weapons, and her attacks are treated as magic weapons for the purpose of overcoming damage reduction.	KEY:Nature's Warrior ~ Nature's Armament ~ Nature's Weapon									BONUS:VAR|WildshapeToHit|1																		SOURCEPAGE:CW	
Robe of Clouds	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:While in air elemental form, the nature's warrior may as a free action wreathe her body in mist and clouds for 1 minute per class level (or until she dismisses the effect). This gives her concealment, though it does not affect her ability to see or act at all.	KEY:Nature's Warrior ~ Nature's Armament ~ Robe of Clouds																											SOURCEPAGE:CW	
Serpent Coils	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:When in the form of a creature that normally has the improved grab ability, the nature's warrior gains a +4 bonus on all grapple checks and does damage equal to 1d8 + her Strength bonus after winning an opposed grapple check.	KEY:Nature's Warrior ~ Nature's Armament ~ Serpent Coils																											SOURCEPAGE:CW	
Water's Flow	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:To use this ability, the nature's warrior must be able to use wild shape to take the form of an elemental. Three times per day as part of a move action, the character may transform her body into a flowing rush of water. She may move at her base land speed while in this form but does not provoke attacks of opportunity while doing so. She may do nothing but move while in this form. At the end of her move, she immediately changes back into whatever form she was in prior to activating this ability. She may use this ability while not in wild shape form.	KEY:Nature's Warrior ~ Nature's Armament ~ Water's Flow	PREVARGTEQ:WildShapeProgression,6																										SOURCEPAGE:CW	
Wild Growth	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:The nature's warrior gains fast healing 1.	KEY:Nature's Warrior ~ Nature's Armament ~ Wild Growth									BONUS:VAR|WildshapeFastHealing|1																		SOURCEPAGE:CW	
Wings of the Hurricane	CATEGORY:Special Ability	TYPE:NatureSArmament.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:If the nature's Warrior is in an avian form or air elemental form, she increase her base fly speed by 30 feet and improved her maneuverability by one category (thus good maneuverability becomes perfect).	KEY:Nature's Warrior ~ Nature's Armament ~ Wings of the Hurricane									BONUS:VAR|WildshapeMoveFly|30	BONUS:VAR|WildshapeManeuverability|1																	SOURCEPAGE:CW	
																																	
# Greater Weapon Focus special abilities																																	
Greater Weapon Focus	CATEGORY:Special Ability	TYPE:GreaterWeaponFocus	VISIBLE:DISPLAY		KEY:Order of the Bow Initiate ~ Greater Weapon Focus ~ Chooser		PRECLASS:1,Order of the Bow Initiate=4												STACK:NO	MULT:YES	CHOOSE:WEAPONPROFICIENCY|ABILITY=FEAT[Weapon Focus],PC[TYPE=Bow|Shortbow]		ABILITY:FEAT|AUTOMATIC|Greater Weapon Focus (%LIST)									SOURCEPAGE:CW	
																																	
# Stone Power																																	
Earthgrip	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stonelord with this ability can use hold monster on any target touching the ground. If the opponent is airborne or waterborne, the stonelord cannot affect the creature with the spell.	KEY:Stonelord ~ Stone Power ~ Earthgrip																		SPELLS:Innate|TIMES=1|CASTERLEVEL=StonelordLVL|Hold Monster,15+CON									SOURCEPAGE:CW	
Earth Magic	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day, a spell cast by a stonelord with this ability (assuming she can cast spells) is considered maximized as if prepared with the Maximize Spell feat, although the spell's level is unaffected. The spell's level cannot be higher than the class level of the stonelord. Using this ability is a free action.	KEY:Stonelord ~ Stone Power ~ Earth Magic																											SOURCEPAGE:CW	
Earth's Endurance	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stonelord with this ability grants herself a boost to her Constitution score as if she were affected by a bear's endurance spell for 1 hour.	KEY:Stonelord ~ Stone Power ~ Earth's Endurance																											SOURCEPAGE:CW	
Earth's Strength	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stonelord with this ability grants herself a boost to her Strength score as if she were affected by a bull's strength spell for 1 hour.	KEY:Stonelord ~ Stone Power ~ Earth's Strength																											SOURCEPAGE:CW	
Earth Power	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, all melee attacks made in a single round by a stonelord with this ability gain a +2 bonus on the attack roll and deal an extra 2d6 points of damage on a successful hit. Using this ability is a free action.	KEY:Stonelord ~ Stone Power ~ Earth Power																											SOURCEPAGE:CW	
Earth Shadows	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per class level, a stonelord with this ability can create a fi gment of a Medium earth elemental that appears in a flanking position adjacent to the stonelord's opponent for 1 round. This ability allows the stonelord to make flanking attacks (+2 to hit, can make a sneak attack if such ability is available) against that opponent during that round. Using this ability is a free action.	KEY:Stonelord ~ Stone Power ~ Earth Shadows	DESC:%1/day.|EarthShadowsTimes			DEFINE:EarthShadowsTimes|0					BONUS:VAR|EarthShadowsTimes|StonelordLVL																		SOURCEPAGE:CW	
Gravity	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stonelord with this ability can use a slow effect (as the spell).	KEY:Stonelord ~ Stone Power ~ Gravity																		SPELLS:Innate|TIMES=1|CASTERLEVEL=StonelordLVL|Slow,13+CON									SOURCEPAGE:CW	
Stoneskin	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stonelord with this ability can give herself the benefit of a stoneskin spell (caster level equal to the stonelord's class level). The character must provide the material component as if she were actually casting the spell.	KEY:Stonelord ~ Stone Power ~ Stoneskin																		SPELLS:Innate|TIMES=1|CASTERLEVEL=StonelordLVL|Stoneskin,14+CON									SOURCEPAGE:CW	
Summon Earth Elemental	CATEGORY:Special Ability	TYPE:Stonepower.SpecialQuality.SpellLike	VISIBLE:YES	DESC:Once per day, a stone lord with this ability can summon an earth elemental as if she had cast a summon monster spell. The size of the summoned earth elemental depends on the stonelord's class level, as follows: 1st-3rd, Small; 4th-6th, Medium; 7th-9th, Large; 10th, Huge.	KEY:Stonelord ~ Stone Power ~ Summon Earth Elemental																											SOURCEPAGE:CW	
																																	
# Tattoo																																	
Arrowroot	CATEGORY:Special Ability	TYPE:Tattoo.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A character with this tattoo can heal wounds in another character by touch. Each day he can cure a total number of hit points equal to his Wisdom bonus x his class level. A tattooed monk cannot heal himself, but he may divide the curing among multiple recipients, and he doesn't have to use it all at once.	KEY:Tattoed Monk ~ Tattoo ~ Arrowroot	DESC:%1 hp/day.|ArrowrootHP			DEFINE:ArrowrootHP|0					BONUS:VAR|TattooNumber|1	BONUS:VAR|ArrowrootHP|WIS*TattoedMonkLVL																	SOURCEPAGE:CW	
Bamboo	CATEGORY:Special Ability	TYPE:Tattoo.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per tattoo he possesses, a character with this tattoo can add the number of tattoos he possesses as an enhancement bonus to his Constitution score. This benefit lasts for 1 round per class level.	KEY:Tattoed Monk ~ Tattoo ~ Bamboo	DESC:%1/day +%2 enhancement.|BambooTimes|BambooBonus			DEFINE:BambooBonus|0	DEFINE:BambooTimes|0				BONUS:VAR|TattooNumber|1	BONUS:VAR|BambooTimes|TattooNumber	BONUS:VAR|BambooBonus|TattooNumber																SOURCEPAGE:CW	
Bat	CATEGORY:Special Ability	TYPE:Tattoo.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per tattoo he possesses, a character with this tattoo can add the number of tattoos he possesses as an enhancement bonus to his Dexterity score. This benefit lasts for 1 round per class level.	KEY:Tattoed Monk ~ Tattoo ~ Bat	DESC:%1/day +%2 enhancement.|BatTimes|BatBonus			DEFINE:BatBonus|0	DEFINE:BatTimes|0				BONUS:VAR|TattooNumber|1	BONUS:VAR|BatTimes|TattooNumber	BONUS:VAR|BatBonus|TattooNumber																SOURCEPAGE:CW	
Bellflower	CATEGORY:Special Ability	TYPE:Tattoo.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day per tattoo he possesses, a character with this tattoo can add his Charisma modifier as an enhancement bonus to any of his ability scores (including Charisma). This benefit lasts for 1 round per class level.	KEY:Tattoed Monk ~ Tattoo ~ Bellflower	DESC:%1/day +%2 enhancement.|BellflowerTimes|BellflowerBonus			DEFINE:BellflowerBonus|0	DEFINE:BellflowerTimes|0				BONUS:VAR|TattooNumber|1	BONUS:VAR|BellflowerTimes|TattooNumber	BONUS:VAR|BellflowerBonus|CHA																SOURCEPAGE:CW	
